Bien jurídico afectado;(Todas);;;;;;;;;;;;
Tipo de delito;(Todas);;;;;;;;;;;;
Subtipo de delito;(Todas);;;;;;;;;;;;
Modalidad;(Todas);;;;;;;;;;;;
;;;;;;;;;;;;;
Suma de Total;;;Etiquetas de columna;;;;;;;;;;
Etiquetas de fila;Cve# Municipio;Municipio;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Sonora;26069;Yécora;55;63;41;32;23;59;88;27;32;50;26
Sonora;26070;General Plutarco Elías Calles;120;126;80;47;42;83;120;97;104;285;413
Sonora;26071;Benito Juárez;292;257;127;80;139;828;318;178;178;242;209
Sonora;26072;San Ignacio Río Muerto;39;33;56;44;57;42;60;73;78;74;149
Sonora;26998;No Especificado;0;1;0;0;0;0;0;0;0;0;0
Sonora;26999;Otros Municipios;11;30;19;14;11;9;22;24;15;13;7
Tabasco;27001;Balancán;800;832;804;932;962;795;838;686;636;608;362
Tabasco;27002;Cárdenas;5170;5751;5767;5643;5504;4635;4073;3699;3355;3383;2997
Tabasco;27003;Centla;1496;1822;1508;1804;1703;1567;1799;1532;1609;1603;1504
Tabasco;27004;Centro;27694;27536;27594;25953;24658;18159;19478;19042;18399;19604;21738
Tabasco;27005;Comalcalco;4255;3515;3451;3523;3641;2877;3715;3566;3439;3499;3440
Tabasco;27006;Cunduacán;2805;3273;3033;3150;2780;2432;2795;2523;2212;2197;2099
Tabasco;27007;Emiliano Zapata;594;434;708;648;625;646;750;628;568;488;412
Tabasco;27008;Huimanguillo;3188;3537;3210;3032;3118;2647;2588;2451;2473;2265;2225
Tabasco;27009;Jalapa;704;696;829;757;651;509;497;515;444;511;550
Tabasco;27010;Jalpa de Méndez;1443;1610;1606;1422;1627;1501;1696;1470;1404;1306;1397
Tabasco;27011;Jonuta;405;568;509;625;499;375;707;430;320;322;223
Tabasco;27012;Macuspana;2901;2712;2691;2856;2898;2267;2719;2685;2789;2500;2406
Tabasco;27013;Nacajuca;2382;2753;3833;3064;2629;2047;2247;2045;2085;2376;2670
Tabasco;27014;Paraíso;1224;1578;1729;1646;1742;1565;1842;1729;1832;1473;1334
Tabasco;27015;Tacotalpa;568;624;622;570;638;660;645;497;522;568;505
Tabasco;27016;Teapa;792;1023;1346;1338;1376;1223;1021;755;904;1051;834
Tabasco;27017;Tenosique;1031;1170;1155;1308;1510;1109;1305;1195;1000;797;958
Tamaulipas;28001;Abasolo;482;95;58;65;46;108;67;76;73;114;99
Tamaulipas;28002;Aldama;222;200;253;232;255;219;319;297;278;232;286
Tamaulipas;28003;Altamira;2677;3349;3153;3360;3202;2410;2442;2788;2961;3003;2929
Tamaulipas;28004;Antiguo Morelos;26;47;64;43;49;50;52;46;46;63;43
Tamaulipas;28005;Burgos;11;24;18;16;23;16;22;17;9;17;27
Tamaulipas;28006;Bustamante;35;24;20;22;24;16;25;25;33;34;26
Tamaulipas;28007;Camargo;160;140;140;100;112;156;179;138;144;125;108
Tamaulipas;28008;Casas;13;20;20;21;28;13;15;12;11;16;8
Tamaulipas;28009;Ciudad Madero;2271;2767;3110;2774;2402;2160;2329;2353;2501;2534;2506
Tamaulipas;28010;Cruillas;28;11;4;16;9;6;16;11;18;20;20
Tamaulipas;28011;Gómez Farías;23;33;29;17;70;45;63;49;52;53;71
Tamaulipas;28012;González;337;345;316;248;290;223;237;211;192;215;218
Tamaulipas;28013;Güémez;183;178;233;188;211;156;162;195;195;179;178
Tamaulipas;28014;Guerrero;16;14;11;16;12;15;20;18;21;12;6
Tamaulipas;28015;Gustavo Díaz Ordaz;143;92;87;78;117;77;106;133;111;105;128
Tamaulipas;28016;Hidalgo;163;145;136;153;153;145;91;106;120;108;98
Tamaulipas;28017;Jaumave;169;210;182;181;154;129;148;114;125;157;173
Tamaulipas;28018;Jiménez;68;103;63;52;50;44;42;40;68;88;65
Tamaulipas;28019;Llera;144;124;139;128;142;106;150;88;94;111;81
Tamaulipas;28020;Mainero;18;22;10;7;7;11;6;3;7;5;6
Tamaulipas;28021;El Mante;1002;1322;1302;1352;1319;1142;1239;1214;1495;1315;1418
Tamaulipas;28022;Matamoros;6373;7783;7013;6208;6484;3942;4636;4121;4624;4872;5012
Tamaulipas;28023;Méndez;36;12;5;8;11;16;13;14;19;17;21
Tamaulipas;28024;Mier;63;49;70;84;64;38;50;31;38;44;28
Tamaulipas;28025;Miguel Alemán;344;331;570;491;415;420;474;396;470;379;345
Tamaulipas;28026;Miquihuana;26;26;11;22;29;8;23;16;15;17;28
Tamaulipas;28027;Nuevo Laredo;5501;5710;5023;3854;2872;1949;2621;2416;2528;2095;2162
Tamaulipas;28028;Nuevo Morelos;9;23;31;26;13;17;19;18;15;21;18
Tamaulipas;28029;Ocampo;52;88;129;172;87;108;111;118;150;123;92
Tamaulipas;28030;Padilla;221;231;292;190;165;144;167;132;158;158;174
Tamaulipas;28031;Palmillas;20;16;25;21;10;15;16;7;20;17;18
Tamaulipas;28032;Reynosa;9317;9340;9615;10391;10287;7636;8860;8818;9756;9772;9675
Tamaulipas;28033;Río Bravo;1708;1427;1471;1124;1262;1023;1275;1312;1430;1363;1254
Tamaulipas;28034;San Carlos;60;70;45;26;28;12;7;27;21;47;39
Tamaulipas;28035;San Fernando;998;740;605;449;485;430;400;325;476;449;517
Tamaulipas;28036;San Nicolás;2;5;4;5;4;0;1;2;6;4;3
Tamaulipas;28037;Soto la Marina;334;412;270;229;198;297;327;294;243;195;222
Tamaulipas;28038;Tampico;3455;4841;4601;4156;4173;3153;3653;3659;3588;3263;3214
Tamaulipas;28039;Tula;325;368;335;302;286;201;282;268;313;281;279
Tamaulipas;28040;Valle Hermoso;705;417;545;344;247;198;238;249;345;380;412
Tamaulipas;28041;Victoria;6621;7183;6966;6691;6320;4762;5497;7240;8610;8082;7652
Tamaulipas;28042;Villagrán;38;33;26;9;26;18;15;12;22;15;15
Tamaulipas;28043;Xicoténcatl;128;158;163;177;272;210;221;214;247;208;250
Tlaxcala;29001;Amaxac de Guerrero;65;26;29;36;29;22;23;23;23;20;10
Tlaxcala;29002;Apetatitlán de Antonio Carvajal;109;121;98;87;77;87;64;100;101;75;53
Tlaxcala;29003;Atlangatepec;35;12;18;21;20;14;28;9;5;9;11
Tlaxcala;29004;Atltzayanca;55;62;44;26;25;23;27;20;10;10;3
Tlaxcala;29005;Apizaco;1118;1047;1017;689;541;542;555;496;353;292;219
Tlaxcala;29006;Calpulalpan;636;416;619;559;353;244;279;224;289;202;133
Tlaxcala;29007;El Carmen Tequexquitla;111;138;141;218;72;41;45;37;25;22;17
Tlaxcala;29008;Cuapiaxtla;109;116;171;157;62;40;31;33;38;36;28
Tlaxcala;29009;Cuaxomulco;16;9;12;12;16;7;8;8;12;9;7
Tlaxcala;29010;Chiautempan;537;421;406;390;307;304;300;342;241;277;195
Tlaxcala;29011;Muñoz de Domingo Arenas;17;14;14;18;6;15;21;5;4;7;11
Tlaxcala;29012;Españita;16;25;22;37;20;15;9;9;21;12;8
Tlaxcala;29013;Huamantla;548;532;651;413;245;254;286;219;171;149;166
Tlaxcala;29014;Hueyotlipan;44;47;53;69;45;18;30;27;21;30;17
Tlaxcala;29015;Ixtacuixtla de Mariano Matamoros;226;150;139;181;119;122;126;140;114;102;53
Tlaxcala;29016;Ixtenco;36;30;23;20;23;13;24;20;16;11;6
Tlaxcala;29017;Mazatecochco de José María Morelos;31;21;33;31;13;14;17;15;14;18;10
Tlaxcala;29018;Contla de Juan Cuamatzi;128;82;72;74;49;60;62;88;68;69;42
Tlaxcala;29019;Tepetitla de Lardizábal;121;82;78;85;58;57;52;64;46;44;35
Tlaxcala;29020;Sanctórum de Lázaro Cárdenas;52;94;92;100;26;15;24;20;23;18;12
Tlaxcala;29021;Nanacamilpa de Mariano Arista;81;48;45;62;42;27;31;50;44;39;36
Tlaxcala;29022;Acuamanala de Miguel Hidalgo;23;16;23;40;10;15;20;17;19;5;11
Tlaxcala;29023;Natívitas;161;139;91;102;89;93;91;93;80;62;52
Tlaxcala;29024;Panotla;93;78;67;70;45;49;56;75;46;62;55
Tlaxcala;29025;San Pablo del Monte;531;372;434;284;168;218;201;204;251;189;172
Tlaxcala;29026;Santa Cruz Tlaxcala;108;51;51;52;58;60;40;54;68;53;26
Tlaxcala;29027;Tenancingo;39;48;57;48;23;34;36;35;41;42;24
Tlaxcala;29028;Teolocholco;72;74;63;70;41;51;47;50;59;65;39
Tlaxcala;29029;Tepeyanco;46;37;33;34;23;28;27;27;57;40;22
Tlaxcala;29030;Terrenate;22;22;17;19;13;9;15;8;12;9;4
Tlaxcala;29031;Tetla de la Solidaridad;122;135;138;110;78;85;73;60;49;44;42
Tlaxcala;29032;Tetlatlahuca;56;37;30;30;31;18;26;34;35;36;15
Tlaxcala;29033;Tlaxcala;1372;908;771;955;798;661;806;755;543;422;393
Tlaxcala;29034;Tlaxco;166;175;173;177;134;108;128;59;72;74;65
Tlaxcala;29035;Tocatlán;13;14;10;10;4;12;4;8;11;14;7
Tlaxcala;29036;Totolac;94;72;68;82;34;46;72;105;69;67;29
Tlaxcala;29037;Ziltlaltépec de Trinidad Sánchez Santos;30;21;21;35;19;15;13;15;9;13;2
Tlaxcala;29038;Tzompantepec;99;89;102;53;52;49;49;61;53;41;22
Tlaxcala;29039;Xaloztoc;88;75;89;67;39;26;51;55;38;41;27
Tlaxcala;29040;Xaltocan;59;45;75;60;40;32;33;27;18;28;16
Tlaxcala;29041;Papalotla de Xicohténcatl;145;129;125;79;87;74;92;89;84;82;66
Tlaxcala;29042;Xicohtzinco;81;72;56;52;40;36;42;47;63;47;23
Tlaxcala;29043;Yauhquemehcan;209;175;192;172;100;126;128;92;96;85;49
Tlaxcala;29044;Zacatelco;234;234;213;208;138;167;187;222;207;216;119
Tlaxcala;29045;Benito Juárez;13;4;11;8;4;5;5;5;10;5;5
Tlaxcala;29046;Emiliano Zapata;6;8;4;4;3;1;5;3;2;1;2
Tlaxcala;29047;Lázaro Cárdenas;7;5;11;2;1;5;4;5;1;2;2
Tlaxcala;29048;La Magdalena Tlaltelulco;54;67;64;57;44;64;63;71;68;60;27
Tlaxcala;29049;San Damián Texóloc;24;17;14;18;10;12;11;9;12;11;9
Tlaxcala;29050;San Francisco Tetlanohcan;53;26;28;17;25;13;20;28;16;29;13
Tlaxcala;29051;San Jerónimo Zacualpan;15;12;11;10;8;2;17;12;8;8;5
Tlaxcala;29052;San José Teacalco;20;10;9;11;10;9;6;5;8;6;5
Tlaxcala;29053;San Juan Huactzinco;45;30;24;25;17;17;16;26;23;19;10
Tlaxcala;29054;San Lorenzo Axocomanitla;18;6;11;14;8;8;9;16;13;20;11
Tlaxcala;29055;San Lucas Tecopilco;8;1;5;4;4;0;7;10;3;3;4
Tlaxcala;29056;Santa Ana Nopalucan;20;13;22;22;15;19;28;30;19;14;13
Tlaxcala;29057;Santa Apolonia Teacalco;19;11;11;10;15;12;13;7;7;5;5
Tlaxcala;29058;Santa Catarina Ayometla;18;18;25;25;13;13;18;26;27;20;10
Tlaxcala;29059;Santa Cruz Quilehtla;21;14;13;17;8;6;12;10;17;16;16
Tlaxcala;29060;Santa Isabel Xiloxoxtla;22;22;25;31;14;9;14;11;26;23;4
Veracruz de Ignacio de la Llave;30001;Acajete;11;35;23;32;53;70;123;105;69;100;122
Veracruz de Ignacio de la Llave;30002;Acatlán;1;2;4;7;18;18;25;26;25;14;17
Veracruz de Ignacio de la Llave;30003;Acayucan;1183;305;1125;1197;1487;1205;1021;1064;939;921;976
Veracruz de Ignacio de la Llave;30004;Actopan;28;42;97;98;211;260;296;300;260;235;242
Veracruz de Ignacio de la Llave;30005;Acula;17;6;15;16;30;41;51;43;30;39;24
Veracruz de Ignacio de la Llave;30006;Acultzingo;65;61;128;116;113;132;166;128;106;144;173
Veracruz de Ignacio de la Llave;30007;Camarón de Tejeda;14;10;17;28;24;21;24;16;17;33;25
Veracruz de Ignacio de la Llave;30008;Alpatláhuac;1;9;22;13;23;34;59;54;71;41;54
Veracruz de Ignacio de la Llave;30009;Alto Lucero de Gutiérrez Barrios;9;34;50;64;92;114;117;137;127;107;113
Veracruz de Ignacio de la Llave;30010;Altotonga;497;54;102;184;337;367;388;375;383;467;503
Veracruz de Ignacio de la Llave;30011;Alvarado;344;215;360;228;492;403;572;441;452;489;423
Veracruz de Ignacio de la Llave;30012;Amatitlán;24;16;41;32;52;76;64;71;37;52;38
Veracruz de Ignacio de la Llave;30013;Naranjos Amatlán;75;101;197;43;414;249;236;228;271;292;298
Veracruz de Ignacio de la Llave;30014;Amatlán de los Reyes;160;250;218;276;481;394;446;559;478;544;442
Veracruz de Ignacio de la Llave;30015;Angel R. Cabada;34;105;174;217;245;260;313;324;308;248;214
Veracruz de Ignacio de la Llave;30016;La Antigua;175;185;403;493;511;410;487;499;477;464;429
Veracruz de Ignacio de la Llave;30017;Apazapan;1;7;7;13;30;14;28;17;28;26;17
Veracruz de Ignacio de la Llave;30018;Aquila;0;5;8;2;10;3;17;4;6;9;26
Veracruz de Ignacio de la Llave;30019;Astacinga;3;9;20;18;29;19;22;21;30;28;35
Veracruz de Ignacio de la Llave;30020;Atlahuilco;7;4;18;5;33;19;20;28;20;39;31
Veracruz de Ignacio de la Llave;30021;Atoyac;37;92;93;83;231;242;253;159;154;162;203
Veracruz de Ignacio de la Llave;30022;Atzacan;46;72;73;84;95;112;105;128;146;131;143
Veracruz de Ignacio de la Llave;30023;Atzalan;314;69;106;70;164;205;197;202;220;231;240
Veracruz de Ignacio de la Llave;30024;Tlaltetela;15;26;41;25;52;58;71;111;103;90;84
Veracruz de Ignacio de la Llave;30025;Ayahualulco;0;13;27;27;34;32;53;45;53;38;56
Veracruz de Ignacio de la Llave;30026;Banderilla;40;80;106;178;265;320;325;345;307;304;305
Veracruz de Ignacio de la Llave;30027;Benito Juárez;15;25;46;31;46;49;48;47;66;47;49
Veracruz de Ignacio de la Llave;30028;Boca del Río;1442;1310;3226;2012;3536;2306;3108;3271;3694;3030;2509
Veracruz de Ignacio de la Llave;30029;Calcahualco;9;15;21;18;27;43;49;58;31;45;49
Veracruz de Ignacio de la Llave;30030;Camerino Z. Mendoza;282;198;364;315;325;286;301;301;291;294;318
Veracruz de Ignacio de la Llave;30031;Carrillo Puerto;37;48;33;28;96;108;70;65;78;84;65
Veracruz de Ignacio de la Llave;30032;Catemaco;69;222;182;208;476;496;455;521;516;454;430
Veracruz de Ignacio de la Llave;30033;Cazones de Herrera;20;22;145;20;166;125;167;156;171;127;109
Veracruz de Ignacio de la Llave;30034;Cerro Azul;9;35;368;165;160;141;168;185;150;151;143
Veracruz de Ignacio de la Llave;30035;Citlaltépetl;15;15;42;9;46;45;47;68;63;55;72
Veracruz de Ignacio de la Llave;30036;Coacoatzintla;11;29;45;32;60;62;75;85;81;111;84
Veracruz de Ignacio de la Llave;30037;Coahuitlán;0;0;0;1;18;11;22;9;11;27;23
Veracruz de Ignacio de la Llave;30038;Coatepec;575;520;1106;569;1119;934;901;1069;1130;986;1043
Veracruz de Ignacio de la Llave;30039;Coatzacoalcos;3587;2227;3624;3311;5492;5159;5409;4856;4565;4151;4187
Veracruz de Ignacio de la Llave;30040;Coatzintla;55;72;430;63;437;354;469;477;460;416;328
Veracruz de Ignacio de la Llave;30041;Coetzala;25;24;7;12;10;16;15;20;18;16;39
Veracruz de Ignacio de la Llave;30042;Colipa;25;9;13;8;35;17;42;35;24;27;17
Veracruz de Ignacio de la Llave;30043;Comapa;29;25;28;19;56;60;74;90;86;68;77
Veracruz de Ignacio de la Llave;30044;Córdoba;3333;3722;2862;2771;4072;3443;3457;3365;4065;3554;3204
Veracruz de Ignacio de la Llave;30045;Cosamaloapan de Carpio;587;375;595;643;756;1081;1075;923;990;802;558
Veracruz de Ignacio de la Llave;30046;Cosautlán de Carvajal;16;51;37;19;42;46;34;42;52;52;45
Veracruz de Ignacio de la Llave;30047;Coscomatepec;90;178;224;178;318;278;349;391;428;381;355
Veracruz de Ignacio de la Llave;30048;Cosoleacaque;1272;430;1676;1242;1431;1367;1288;1240;1329;1111;1174
Veracruz de Ignacio de la Llave;30049;Cotaxtla;42;49;66;65;193;220;207;319;413;327;143
Veracruz de Ignacio de la Llave;30050;Coxquihui;6;14;51;46;40;43;53;56;65;57;67
Veracruz de Ignacio de la Llave;30051;Coyutla;15;15;16;40;54;89;84;78;106;72;82
Veracruz de Ignacio de la Llave;30052;Cuichapa;18;49;50;53;153;79;77;104;76;101;87
Veracruz de Ignacio de la Llave;30053;Cuitláhuac;88;179;118;230;331;251;282;337;335;247;225
Veracruz de Ignacio de la Llave;30054;Chacaltianguis;31;91;153;44;65;102;107;90;101;90;73
Veracruz de Ignacio de la Llave;30055;Chalma;18;47;40;40;56;58;63;71;93;73;68
Veracruz de Ignacio de la Llave;30056;Chiconamel;2;4;18;9;16;22;34;25;10;21;23
Veracruz de Ignacio de la Llave;30057;Chiconquiaco;1;10;24;17;16;39;41;25;42;37;50
Veracruz de Ignacio de la Llave;30058;Chicontepec;122;186;297;280;271;246;320;322;279;253;227
Veracruz de Ignacio de la Llave;30059;Chinameca;41;23;51;45;104;131;132;131;134;139;128
Veracruz de Ignacio de la Llave;30060;Chinampa de Gorostiza;37;34;32;9;61;80;79;58;66;87;66
Veracruz de Ignacio de la Llave;30061;Las Choapas;437;335;958;725;1052;1089;1299;1250;1143;987;861
Veracruz de Ignacio de la Llave;30062;Chocamán;18;30;46;40;101;110;102;91;82;104;121
Veracruz de Ignacio de la Llave;30063;Chontla;15;18;24;25;52;47;68;63;56;48;73
Veracruz de Ignacio de la Llave;30064;Chumatlán;0;1;14;10;15;8;13;15;23;26;19
Veracruz de Ignacio de la Llave;30065;Emiliano Zapata;104;146;142;380;686;684;852;857;978;1007;976
Veracruz de Ignacio de la Llave;30066;Espinal;15;31;126;120;170;166;162;199;181;142;127
Veracruz de Ignacio de la Llave;30067;Filomeno Mata;0;1;2;2;22;21;25;26;17;17;23
Veracruz de Ignacio de la Llave;30068;Fortín;697;640;891;882;936;708;823;799;682;746;700
Veracruz de Ignacio de la Llave;30069;Gutiérrez Zamora;30;98;76;189;231;170;212;206;218;203;183
Veracruz de Ignacio de la Llave;30070;Hidalgotitlán;20;6;16;19;43;68;74;53;102;40;55
Veracruz de Ignacio de la Llave;30071;Huatusco;613;430;459;576;430;479;602;667;735;713;583
Veracruz de Ignacio de la Llave;30072;Huayacocotla;74;145;227;240;190;206;200;211;295;315;229
Veracruz de Ignacio de la Llave;30073;Hueyapan de Ocampo;25;154;119;137;294;326;319;283;323;264;253
Veracruz de Ignacio de la Llave;30074;Huiloapan de Cuauhtémoc;37;32;35;25;60;68;76;75;54;74;66
Veracruz de Ignacio de la Llave;30075;Ignacio de la Llave;12;16;34;24;69;59;52;71;75;49;40
Veracruz de Ignacio de la Llave;30076;Ilamatlán;8;33;38;16;32;24;48;43;63;73;56
Veracruz de Ignacio de la Llave;30077;Isla;240;384;318;367;451;406;400;372;394;384;386
Veracruz de Ignacio de la Llave;30078;Ixcatepec;11;18;27;33;53;40;50;70;80;72;71
Veracruz de Ignacio de la Llave;30079;Ixhuacán de los Reyes;0;8;33;10;47;37;34;25;25;29;37
Veracruz de Ignacio de la Llave;30080;Ixhuatlán del Café;94;76;64;71;112;121;118;125;158;143;128
Veracruz de Ignacio de la Llave;30081;Ixhuatlancillo;77;110;116;113;187;216;226;222;218;235;236
Veracruz de Ignacio de la Llave;30082;Ixhuatlán del Sureste;43;36;117;56;174;127;120;172;158;125;100
Veracruz de Ignacio de la Llave;30083;Ixhuatlán de Madero;15;104;121;94;126;193;194;215;185;197;194
Veracruz de Ignacio de la Llave;30084;Ixmatlahuacan;18;13;20;35;50;77;84;76;63;64;40
Veracruz de Ignacio de la Llave;30085;Ixtaczoquitlán;148;284;826;658;482;480;535;546;516;567;556
Veracruz de Ignacio de la Llave;30086;Jalacingo;128;122;218;148;244;214;202;256;287;275;315
Veracruz de Ignacio de la Llave;30087;Xalapa;5405;4467;5240;6695;9515;8104;9256;8963;8467;8964;7668
Veracruz de Ignacio de la Llave;30088;Jalcomulco;1;5;13;14;18;16;22;32;20;25;16
Veracruz de Ignacio de la Llave;30089;Jáltipan;192;81;131;140;311;223;262;238;206;215;241
Veracruz de Ignacio de la Llave;30090;Jamapa;10;24;26;33;69;69;69;89;89;87;70
Veracruz de Ignacio de la Llave;30091;Jesús Carranza;112;25;133;176;172;120;134;149;135;156;174
Veracruz de Ignacio de la Llave;30092;Xico;97;36;195;139;214;214;291;235;289;262;266
Veracruz de Ignacio de la Llave;30093;Jilotepec;22;46;45;37;111;71;99;150;110;114;117
Veracruz de Ignacio de la Llave;30094;Juan Rodríguez Clara;95;350;254;203;207;219;200;168;180;173;178
Veracruz de Ignacio de la Llave;30095;Juchique de Ferrer;33;25;35;18;33;39;58;63;77;47;49
Veracruz de Ignacio de la Llave;30096;Landero y Coss;0;6;4;1;3;0;6;6;2;9;2
Veracruz de Ignacio de la Llave;30097;Lerdo de Tejada;38;90;119;226;227;259;239;203;257;203;176
Veracruz de Ignacio de la Llave;30098;Magdalena;6;7;11;10;14;7;16;9;13;5;17
Veracruz de Ignacio de la Llave;30099;Maltrata;72;75;124;75;132;140;168;188;160;161;204
Veracruz de Ignacio de la Llave;30100;Manlio Fabio Altamirano;58;30;55;33;117;96;118;128;135;137;114
Veracruz de Ignacio de la Llave;30101;Mariano Escobedo;100;106;130;119;108;222;244;202;228;202;230
Veracruz de Ignacio de la Llave;30102;Martínez de la Torre;510;499;1205;496;1597;1477;2090;1891;1388;1567;1324
Veracruz de Ignacio de la Llave;30103;Mecatlán;1;1;5;3;15;22;27;21;29;19;35
Veracruz de Ignacio de la Llave;30104;Mecayapan;52;13;14;26;33;34;33;49;50;43;62
Veracruz de Ignacio de la Llave;30105;Medellín de Bravo;119;164;354;344;1102;916;1162;1079;1027;832;929
Veracruz de Ignacio de la Llave;30106;Miahuatlán;1;11;7;5;13;25;16;17;23;19;28
Veracruz de Ignacio de la Llave;30107;Las Minas;3;2;0;2;6;6;11;10;19;5;15
Veracruz de Ignacio de la Llave;30108;Minatitlán;1571;388;2176;1851;2303;1789;1917;1736;1836;1650;1561
Veracruz de Ignacio de la Llave;30109;Misantla;237;196;443;298;662;516;585;539;564;456;486
Veracruz de Ignacio de la Llave;30110;Mixtla de Altamirano;14;21;34;24;80;77;76;32;36;56;73
Veracruz de Ignacio de la Llave;30111;Moloacán;16;31;104;74;139;141;132;169;112;119;124
Veracruz de Ignacio de la Llave;30112;Naolinco;6;20;101;58;136;131;184;162;183;167;161
Veracruz de Ignacio de la Llave;30113;Naranjal;11;10;11;14;36;27;21;43;121;34;40
Veracruz de Ignacio de la Llave;30114;Nautla;7;8;20;14;50;88;98;86;76;67;82
Veracruz de Ignacio de la Llave;30115;Nogales;257;156;329;133;343;421;504;453;435;505;372
Veracruz de Ignacio de la Llave;30116;Oluta;39;21;64;80;227;194;186;153;141;175;181
Veracruz de Ignacio de la Llave;30117;Omealca;26;62;64;103;240;117;184;219;161;112;144
Veracruz de Ignacio de la Llave;30118;Orizaba;1426;1323;1551;1401;1691;1948;1821;1657;1738;1936;1648
Veracruz de Ignacio de la Llave;30119;Otatitlán;6;35;21;25;47;23;38;35;45;52;53
Veracruz de Ignacio de la Llave;30120;Oteapan;24;16;46;57;99;70;84;73;76;94;65
Veracruz de Ignacio de la Llave;30121;Ozuluama de Mascareñas;126;165;282;171;185;180;188;223;208;174;151
Veracruz de Ignacio de la Llave;30122;Pajapan;14;5;5;31;51;34;41;53;66;65;65
Veracruz de Ignacio de la Llave;30123;Pánuco;485;636;650;637;703;891;881;1016;1196;946;855
Veracruz de Ignacio de la Llave;30124;Papantla;772;992;1155;1213;1355;1440;1591;1366;1381;1178;1190
Veracruz de Ignacio de la Llave;30125;Paso del Macho;169;188;144;205;233;187;218;235;270;220;203
Veracruz de Ignacio de la Llave;30126;Paso de Ovejas;60;44;34;32;132;131;149;165;157;152;183
Veracruz de Ignacio de la Llave;30127;La Perla;30;21;44;41;75;112;99;88;90;93;101
Veracruz de Ignacio de la Llave;30128;Perote;260;287;660;366;773;752;847;1039;1054;1032;1149
Veracruz de Ignacio de la Llave;30129;Platón Sánchez;12;68;111;76;87;119;149;123;124;145;154
Veracruz de Ignacio de la Llave;30130;Playa Vicente;171;133;186;147;124;230;306;258;223;203;188
Veracruz de Ignacio de la Llave;30131;Poza Rica de Hidalgo;2019;2324;3297;3053;3250;2347;2759;2698;2804;2344;1999
Veracruz de Ignacio de la Llave;30132;Las Vigas de Ramírez;14;27;29;41;102;130;107;153;156;162;160
Veracruz de Ignacio de la Llave;30133;Pueblo Viejo;23;249;139;31;401;208;279;256;362;352;422
Veracruz de Ignacio de la Llave;30134;Puente Nacional;40;48;35;24;145;115;136;175;185;182;179
Veracruz de Ignacio de la Llave;30135;Rafael Delgado;78;90;97;114;121;217;187;174;120;134;171
Veracruz de Ignacio de la Llave;30136;Rafael Lucio;3;15;20;32;65;62;80;72;81;81;70
Veracruz de Ignacio de la Llave;30137;Los Reyes;9;4;3;17;37;34;25;19;17;20;24
Veracruz de Ignacio de la Llave;30138;Río Blanco;172;183;431;196;472;553;537;607;560;572;586
Veracruz de Ignacio de la Llave;30139;Saltabarranca;2;17;15;36;37;45;30;42;39;34;36
Veracruz de Ignacio de la Llave;30140;San Andrés Tenejapan;4;9;7;7;9;3;6;11;11;14;12
Veracruz de Ignacio de la Llave;30141;San Andrés Tuxtla;922;897;824;789;1757;1590;1790;1781;1707;1735;1405
Veracruz de Ignacio de la Llave;30142;San Juan Evangelista;46;16;47;70;151;130;112;106;132;82;85
Veracruz de Ignacio de la Llave;30143;Santiago Tuxtla;67;183;128;173;421;376;529;519;476;437;369
Veracruz de Ignacio de la Llave;30144;Sayula de Alemán;109;37;88;146;395;269;247;213;274;202;162
Veracruz de Ignacio de la Llave;30145;Soconusco;52;12;36;41;120;123;128;107;100;129;119
Veracruz de Ignacio de la Llave;30146;Sochiapa;6;8;14;3;9;12;25;16;24;21;23
Veracruz de Ignacio de la Llave;30147;Soledad Atzompa;15;21;17;26;37;19;22;27;29;23;31
Veracruz de Ignacio de la Llave;30148;Soledad de Doblado;87;34;46;37;126;111;131;112;124;100;114
Veracruz de Ignacio de la Llave;30149;Soteapan;29;21;40;52;134;104;103;121;125;104;117
Veracruz de Ignacio de la Llave;30150;Tamalín;20;27;35;6;47;22;46;36;43;51;54
Veracruz de Ignacio de la Llave;30151;Tamiahua;15;8;37;84;89;75;76;95;125;110;86
Veracruz de Ignacio de la Llave;30152;Tampico Alto;10;52;38;3;32;32;67;60;75;79;68
Veracruz de Ignacio de la Llave;30153;Tancoco;3;5;17;7;42;21;27;34;43;34;57
Veracruz de Ignacio de la Llave;30154;Tantima;29;28;38;5;44;38;46;47;32;39;60
Veracruz de Ignacio de la Llave;30155;Tantoyuca;314;318;690;782;604;699;732;748;804;806;822
Veracruz de Ignacio de la Llave;30156;Tatatila;0;9;4;7;9;17;17;13;17;22;13
Veracruz de Ignacio de la Llave;30157;Castillo de Teayo;16;46;42;185;107;123;123;100;124;124;99
Veracruz de Ignacio de la Llave;30158;Tecolutla;12;41;94;152;201;161;219;200;166;166;140
Veracruz de Ignacio de la Llave;30159;Tehuipango;16;16;57;26;50;62;54;44;76;66;51
Veracruz de Ignacio de la Llave;30160;Álamo Temapache;246;567;572;691;703;819;881;911;921;743;674
Veracruz de Ignacio de la Llave;30161;Tempoal;26;206;253;124;207;226;249;247;217;210;254
Veracruz de Ignacio de la Llave;30162;Tenampa;6;2;10;6;14;26;59;34;26;22;32
Veracruz de Ignacio de la Llave;30163;Tenochtitlán;1;3;4;1;8;10;21;7;15;17;7
Veracruz de Ignacio de la Llave;30164;Teocelo;39;24;68;41;124;110;87;118;117;100;89
