Bien jurídico afectado;(Todas);;;;;;;;;;;;
Tipo de delito;(Todas);;;;;;;;;;;;
Subtipo de delito;(Todas);;;;;;;;;;;;
Modalidad;(Todas);;;;;;;;;;;;
;;;;;;;;;;;;;
Suma de Total;;;Etiquetas de columna;;;;;;;;;;
Etiquetas de fila;Cve# Municipio;Municipio;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Jalisco;14106;Tuxcacuesco;8;16;25;34;21;22;17;8;22;19;15
Jalisco;14107;Tuxcueca;25;45;56;49;45;48;103;67;45;44;41
Jalisco;14108;Tuxpan;217;214;229;233;226;158;162;157;198;189;187
Jalisco;14109;Unión de San Antonio;77;90;82;74;86;65;55;85;73;94;74
Jalisco;14110;Unión de Tula;125;127;135;126;127;120;113;159;109;123;144
Jalisco;14111;Valle de Guadalupe;61;59;71;63;76;74;53;46;89;50;61
Jalisco;14112;Valle de Juárez;30;22;37;49;39;46;49;61;44;38;35
Jalisco;14113;San Gabriel;55;56;84;78;92;82;78;74;75;83;93
Jalisco;14114;Villa Corona;83;151;231;194;181;234;169;215;223;206;140
Jalisco;14115;Villa Guerrero;29;36;44;66;40;19;28;26;20;32;28
Jalisco;14116;Villa Hidalgo;81;39;53;70;61;75;62;38;62;72;112
Jalisco;14117;Cañadas de Obregón;21;18;22;21;17;14;20;17;11;9;15
Jalisco;14118;Yahualica de González Gallo;164;155;164;145;155;149;120;132;131;170;132
Jalisco;14119;Zacoalco de Torres;239;344;291;266;289;352;304;320;241;206;265
Jalisco;14120;Zapopan;16028;24230;30268;28890;28833;22848;22938;22049;23618;22023;19349
Jalisco;14121;Zapotiltic;279;292;336;359;406;340;322;362;470;437;455
Jalisco;14122;Zapotitlán de Vadillo;32;28;30;20;22;13;16;21;16;16;18
Jalisco;14123;Zapotlán del Rey;72;81;59;80;74;77;52;50;124;148;134
Jalisco;14124;Zapotlanejo;579;838;887;738;737;973;759;1054;1207;955;792
Jalisco;14125;San Ignacio Cerro Gordo;89;85;113;100;128;137;152;118;114;97;79
Jalisco;14998;No Especificado;2108;8399;7084;4998;3376;552;290;356;348;275;0
México;15001;Acambay de Ruíz Castañeda;650;538;620;716;745;666;795;731;795;802;711
México;15002;Acolman;1945;1862;2368;2067;2328;2237;2569;2612;2495;2252;2327
México;15003;Aculco;190;298;323;336;374;431;557;542;514;541;507
México;15004;Almoloya de Alquisiras;73;109;117;105;84;72;78;77;66;83;68
México;15005;Almoloya de Juárez;1677;1854;2188;2339;2414;2807;3073;3280;3278;3048;2949
México;15006;Almoloya del Río;147;102;146;138;150;196;211;192;222;254;211
México;15007;Amanalco;229;212;287;295;238;313;349;366;271;280;304
México;15008;Amatepec;157;119;114;100;75;156;189;183;142;132;84
México;15009;Amecameca;2118;1385;1256;1418;1794;1469;1599;1578;1585;1755;1678
México;15010;Apaxco;264;218;283;249;438;526;787;777;614;646;614
México;15011;Atenco;714;718;956;911;1021;908;1191;1377;1321;1240;1326
México;15012;Atizapán;154;97;163;192;212;210;240;246;234;238;278
México;15013;Atizapán de Zaragoza;9931;9688;10619;10561;10684;9933;11554;11783;11007;10074;9900
México;15014;Atlacomulco;1513;1573;1906;2216;2724;2174;2372;2499;2093;2247;2236
México;15015;Atlautla;367;289;330;306;359;378;377;409;513;512;451
México;15016;Axapusco;377;382;407;651;758;792;801;760;699;727;743
México;15017;Ayapango;150;145;117;130;131;135;194;152;143;167;178
México;15018;Calimaya;724;737;755;785;912;948;1071;1339;1290;1100;1081
México;15019;Capulhuac;451;412;515;489;474;552;595;639;570;589;607
México;15020;Coacalco de Berriozábal;6747;6392;7463;7035;7402;6726;7117;7785;7173;7035;6198
México;15021;Coatepec Harinas;379;417;466;368;362;355;346;256;311;299;306
México;15022;Cocotitlán;223;243;307;306;307;281;453;406;380;436;427
México;15023;Coyotepec;656;608;748;720;744;721;860;1048;1118;1063;1198
México;15024;Cuautitlán;3704;3855;3663;3843;4144;4051;4965;5207;4995;4371;4486
México;15025;Chalco;8831;9440;10113;10412;11015;10300;12647;12520;13066;12729;11565
México;15026;Chapa de Mota;171;193;256;197;215;218;220;272;307;311;279
México;15027;Chapultepec;202;161;171;187;215;201;272;301;291;290;364
México;15028;Chiautla;353;376;440;432;507;477;549;597;587;522;509
México;15029;Chicoloapan;3572;3808;4244;4737;4010;3619;4198;4326;3742;3391;3608
México;15030;Chiconcuac;460;524;516;517;641;543;644;691;677;592;650
México;15031;Chimalhuacán;11930;10958;10214;10804;11150;12190;14176;15357;14730;13687;14227
México;15032;Donato Guerra;352;304;328;313;304;394;369;351;306;301;268
México;15033;Ecatepec de Morelos;44117;45509;47760;43793;45535;43225;43683;41964;40010;37832;33899
México;15034;Ecatzingo;49;69;50;54;69;71;99;105;59;79;73
México;15035;Huehuetoca;2398;2325;2787;3366;3231;3447;3921;4075;4071;4302;4243
México;15036;Hueypoxtla;204;250;316;255;276;381;518;492;486;548;452
México;15037;Huixquilucan;5031;4218;4237;4622;4975;4575;5308;5355;4648;4582;4465
México;15038;Isidro Fabela;108;91;116;138;190;179;207;234;255;237;236
México;15039;Ixtapaluca;8028;7783;8293;7129;7725;8093;9381;10816;12253;10771;10699
México;15040;Ixtapan de la Sal;683;919;963;1101;983;734;1014;929;874;680;698
México;15041;Ixtapan del Oro;47;41;53;46;47;51;36;40;28;16;35
México;15042;Ixtlahuaca;1408;1304;1337;1470;1813;1452;1734;1848;1648;1709;1807
México;15043;Xalatlaco;335;241;403;324;350;394;500;471;470;444;384
México;15044;Jaltenco;248;346;410;375;386;400;569;588;630;447;469
México;15045;Jilotepec;1078;1244;1411;1437;1943;1429;1716;1996;1765;1730;1643
México;15046;Jilotzingo;173;166;232;222;216;249;309;364;377;347;370
México;15047;Jiquipilco;488;414;439;419;432;515;634;594;641;647;618
México;15048;Jocotitlán;570;621;598;568;792;672;845;890;770;797;869
México;15049;Joquicingo;108;73;130;115;186;170;189;168;198;185;183
México;15050;Juchitepec;177;189;226;182;224;256;332;402;377;351;363
México;15051;Lerma;3414;2926;3141;2959;3041;2973;3364;3495;3514;3250;3345
México;15052;Malinalco;432;456;472;480;655;443;509;477;704;601;572
México;15053;Melchor Ocampo;636;786;916;934;930;1009;1308;1266;1281;1251;1253
México;15054;Metepec;7993;7665;7368;6463;6367;6116;7359;8262;7860;7614;6948
México;15055;Mexicaltzingo;282;265;247;279;253;244;297;369;379;349;353
México;15056;Morelos;159;163;176;216;295;255;300;320;302;263;270
México;15057;Naucalpan de Juárez;22656;22848;24996;24070;24104;22981;24866;23885;23345;23785;21560
México;15058;Nezahualcóyotl;20152;19937;18870;20352;20292;19890;22082;23423;23082;21558;20542
México;15059;Nextlalpan;512;597;846;799;828;941;1214;1190;1357;1427;1347
México;15060;Nicolás Romero;5453;5727;5923;5714;6793;6160;7460;8025;7453;7385;7096
México;15061;Nopaltepec;199;189;194;307;298;239;250;301;266;259;252
México;15062;Ocoyoacac;1233;1153;1298;1193;1117;1232;1385;1706;1607;1413;1673
México;15063;Ocuilan;292;317;412;363;470;393;465;511;519;556;541
México;15064;El Oro;232;243;354;404;373;342;433;416;394;469;432
México;15065;Otumba;688;805;760;760;834;645;862;959;740;857;886
México;15066;Otzoloapan;38;21;24;21;20;19;14;14;20;32;20
México;15067;Otzolotepec;767;677;810;794;899;909;1159;1210;1273;1411;1303
México;15068;Ozumba;456;313;332;358;527;460;527;546;524;577;542
México;15069;Papalotla;64;63;71;81;80;96;103;99;105;93;69
México;15070;La Paz;6303;6377;6650;6957;6215;6367;6656;6662;6267;6227;6986
México;15071;Polotitlán;208;212;336;401;412;342;573;604;374;359;370
México;15072;Rayón;143;129;134;151;204;185;272;311;248;217;225
México;15073;San Antonio la Isla;376;362;436;457;486;485;599;714;665;584;542
México;15074;San Felipe del Progreso;579;661;733;758;748;732;872;889;799;813;895
México;15075;San Martín de las Pirámides;438;465;405;426;519;447;505;612;676;664;555
México;15076;San Mateo Atenco;1622;1938;2089;1925;1862;1891;2252;2389;2447;2459;2324
México;15077;San Simón de Guerrero;50;63;57;120;153;25;38;36;34;45;39
México;15078;Santo Tomás;61;93;71;93;52;84;76;74;44;72;69
México;15079;Soyaniquilpan de Juárez;120;178;171;235;277;306;299;424;333;297;307
México;15080;Sultepec;128;142;151;98;97;73;110;85;98;74;90
México;15081;Tecámac;9258;9807;10519;9969;11186;11233;12023;12099;12021;12138;12322
México;15082;Tejupilco;1149;1153;1019;1404;1252;1159;1371;1125;789;770;691
México;15083;Temamatla;221;179;252;261;282;271;388;368;339;353;272
México;15084;Temascalapa;380;405;514;443;478;487;703;766;702;617;581
México;15085;Temascalcingo;397;378;467;503;649;507;596;594;587;664;660
México;15086;Temascaltepec;326;355;354;366;390;308;291;220;262;218;215
México;15087;Temoaya;942;789;924;1098;1128;1192;1315;1443;1516;1382;1288
México;15088;Tenancingo;1464;1720;1982;1874;2413;1987;2388;2214;2272;1918;2080
México;15089;Tenango del Aire;117;126;120;117;150;181;213;227;222;214;197
México;15090;Tenango del Valle;1328;1252;1143;1403;1609;1474;1800;2057;1722;1422;1343
México;15091;Teoloyucan;1245;1391;1511;1466;1420;1352;1537;1931;2000;1974;2090
México;15092;Teotihuacán;1216;1100;1155;1347;1528;1251;1504;1615;1449;1385;1391
México;15093;Tepetlaoxtoc;305;309;336;336;392;397;469;526;513;583;437
México;15094;Tepetlixpa;251;184;242;223;285;290;288;337;329;315;312
México;15095;Tepotzotlán;1550;1370;1957;1853;2124;2123;2572;2532;2399;2196;2386
México;15096;Tequixquiac;242;255;293;296;402;391;516;687;653;589;637
México;15097;Texcaltitlán;136;160;244;207;106;114;95;79;107;141;137
México;15098;Texcalyacac;69;61;59;44;85;66;110;93;92;100;102
México;15099;Texcoco;6032;7098;7441;7697;8208;6841;7942;8219;7359;7200;7724
México;15100;Tezoyuca;609;619;779;785;942;817;1085;1171;1177;1024;942
México;15101;Tianguistenco;1175;1222;1367;1339;1379;1404;1570;1504;1547;1443;1598
México;15102;Timilpan;105;102;104;133;125;133;174;220;215;208;157
México;15103;Tlalmanalco;1066;772;700;667;964;930;1103;1064;1067;1089;996
México;15104;Tlalnepantla de Baz;19520;21088;23504;23300;20672;18485;21768;20981;19084;17168;16390
México;15105;Tlatlaya;124;92;66;51;50;54;69;88;117;95;83
México;15106;Toluca;29781;29908;29762;27896;29419;27503;33188;34067;35003;33881;28418
México;15107;Tonatico;229;298;268;230;197;234;251;190;206;197;199
México;15108;Tultepec;1918;2084;2384;2561;2577;2883;3566;3834;4064;3617;3293
México;15109;Tultitlán;8689;8574;8712;9472;9856;11968;12951;12549;12246;10923;10583
México;15110;Valle de Bravo;1392;1466;1594;1903;2034;2088;2483;2495;1735;1563;1587
México;15111;Villa de Allende;319;274;384;427;416;510;545;465;420;379;379
México;15112;Villa del Carbón;436;353;413;415;563;430;556;564;441;535;482
México;15113;Villa Guerrero;642;555;769;770;840;746;921;842;893;739;722
México;15114;Villa Victoria;558;450;644;642;723;729;913;744;912;838;903
México;15115;Xonacatlán;822;858;819;777;864;1025;1079;1235;1336;1294;1089
México;15116;Zacazonapan;21;24;24;14;7;12;23;17;35;17;20
México;15117;Zacualpan;71;80;83;76;45;55;60;74;40;37;47
México;15118;Zinacantepec;2687;2785;2910;3511;4027;4426;4691;4400;4458;4165;4134
México;15119;Zumpahuacán;125;116;134;144;191;146;172;171;204;196;205
México;15120;Zumpango;4565;4377;5892;5351;5412;4981;6340;7128;7688;7911;7079
México;15121;Cuautitlán Izcalli;14405;14666;16000;14917;15583;14728;17103;17546;16086;14791;15417
México;15122;Valle de Chalco Solidaridad;6606;5953;6549;6311;7230;7027;9053;8693;8713;8312;8681
México;15123;Luvianos;116;94;80;114;110;58;95;83;120;109;106
México;15124;San José del Rincón;437;388;409;478;543;446;692;615;516;519;616
México;15125;Tonanitla;132;157;208;178;241;280;298;377;392;314;322
Michoacán de Ocampo;16001;Acuitzio;54;48;88;94;87;111;91;72;102;111;100
Michoacán de Ocampo;16002;Aguililla;91;29;70;44;106;113;33;33;19;21;10
Michoacán de Ocampo;16003;Álvaro Obregón;51;49;102;123;159;166;173;185;192;176;198
Michoacán de Ocampo;16004;Angamacutiro;33;27;28;40;44;35;49;52;55;91;56
Michoacán de Ocampo;16005;Angangueo;23;15;33;39;39;44;62;54;48;48;57
Michoacán de Ocampo;16006;Apatzingán;1480;1462;1898;2322;1761;1504;1429;1220;1303;1659;1605
Michoacán de Ocampo;16007;Aporo;6;5;9;8;11;15;14;19;19;26;24
Michoacán de Ocampo;16008;Aquila;69;46;49;58;108;91;87;94;107;121;72
Michoacán de Ocampo;16009;Ario;146;111;204;251;310;272;156;154;185;212;267
Michoacán de Ocampo;16010;Arteaga;146;57;137;146;134;84;96;94;128;120;95
Michoacán de Ocampo;16011;Briseñas;24;24;33;29;27;37;32;16;27;29;30
Michoacán de Ocampo;16012;Buenavista;182;219;298;402;434;227;197;125;191;227;255
Michoacán de Ocampo;16013;Carácuaro;23;9;12;26;28;34;28;12;27;27;23
Michoacán de Ocampo;16014;Coahuayana;44;37;39;58;90;83;101;128;103;95;81
Michoacán de Ocampo;16015;Coalcomán de Vázquez Pallares;55;43;85;132;262;278;308;220;147;111;100
Michoacán de Ocampo;16016;Coeneo;20;22;42;64;65;60;62;93;78;87;84
Michoacán de Ocampo;16017;Contepec;62;61;83;70;110;125;141;122;149;99;96
Michoacán de Ocampo;16018;Copándaro;6;28;62;75;93;71;70;83;96;91;93
Michoacán de Ocampo;16019;Cotija;35;41;41;57;83;90;116;59;69;80;73
Michoacán de Ocampo;16020;Cuitzeo;85;118;166;220;213;251;274;193;238;253;195
Michoacán de Ocampo;16021;Charapan;18;25;21;21;27;30;34;40;47;50;38
Michoacán de Ocampo;16022;Charo;88;115;198;224;252;247;315;251;365;331;363
Michoacán de Ocampo;16023;Chavinda;40;28;44;91;86;36;33;31;33;34;38
Michoacán de Ocampo;16024;Cherán;34;20;30;27;35;53;51;53;73;40;49
Michoacán de Ocampo;16025;Chilchota;131;118;149;197;195;289;268;378;354;273;277
Michoacán de Ocampo;16026;Chinicuila;4;8;11;20;47;50;32;19;24;25;8
Michoacán de Ocampo;16027;Chucándiro;7;7;10;21;21;17;18;19;18;24;23
Michoacán de Ocampo;16028;Churintzio;45;30;16;37;40;24;37;29;51;67;71
Michoacán de Ocampo;16029;Churumuco;19;14;11;26;17;23;17;9;5;10;17
Michoacán de Ocampo;16030;Ecuandureo;45;62;65;104;76;87;59;76;102;133;103
Michoacán de Ocampo;16031;Epitacio Huerta;15;22;28;36;64;66;30;45;31;36;41
Michoacán de Ocampo;16032;Erongarícuaro;14;24;46;65;60;96;93;97;85;82;111
Michoacán de Ocampo;16033;Gabriel Zamora;85;124;128;189;207;135;113;48;50;60;55
Michoacán de Ocampo;16034;Hidalgo;600;455;472;504;709;859;872;1011;1157;907;672
Michoacán de Ocampo;16035;La Huacana;67;67;59;74;49;55;30;26;32;44;42
Michoacán de Ocampo;16036;Huandacareo;25;19;36;40;50;62;30;43;50;38;50
Michoacán de Ocampo;16037;Huaniqueo;13;9;32;19;24;24;24;57;77;43;39
Michoacán de Ocampo;16038;Huetamo;164;191;121;196;279;315;358;369;436;396;407
Michoacán de Ocampo;16039;Huiramba;20;24;23;36;41;48;30;44;61;55;55
Michoacán de Ocampo;16040;Indaparapeo;33;35;71;133;143;155;126;124;148;135;145
Michoacán de Ocampo;16041;Irimbo;35;33;45;46;60;108;96;90;138;85;68
Michoacán de Ocampo;16042;Ixtlán;45;40;49;73;49;40;33;41;68;63;57
Michoacán de Ocampo;16043;Jacona;416;345;724;708;753;721;797;882;794;955;833
Michoacán de Ocampo;16044;Jiménez;27;7;39;45;54;53;54;74;47;34;40
Michoacán de Ocampo;16045;Jiquilpan;233;177;221;258;280;316;509;422;494;342;428
Michoacán de Ocampo;16046;Juárez;26;33;74;59;49;50;48;45;40;36;31
Michoacán de Ocampo;16047;Jungapeo;46;34;74;95;93;139;130;114;79;118;73
Michoacán de Ocampo;16048;Lagunillas;32;26;37;76;50;59;69;95;82;85;76
Michoacán de Ocampo;16049;Madero;41;52;88;110;79;137;99;84;124;119;145
Michoacán de Ocampo;16050;Maravatío;380;339;532;486;587;575;637;620;731;649;634
Michoacán de Ocampo;16051;Marcos Castellanos;11;12;19;36;40;114;282;272;168;47;58
Michoacán de Ocampo;16052;Lázaro Cárdenas;2448;1969;1857;2043;2269;1943;1990;2020;2172;2540;2620
Michoacán de Ocampo;16053;Morelia;10677;13004;14819;15274;14978;15096;15697;14264;15276;15109;15585
Michoacán de Ocampo;16054;Morelos;12;2;18;15;25;23;16;23;36;61;44
Michoacán de Ocampo;16055;Múgica;262;324;377;489;417;256;190;142;167;220;189
Michoacán de Ocampo;16056;Nahuatzen;45;65;59;60;89;132;100;103;93;125;154
Michoacán de Ocampo;16057;Nocupétaro;9;15;24;31;31;40;30;26;52;36;28
Michoacán de Ocampo;16058;Nuevo Parangaricutiro;42;33;47;70;64;62;56;86;64;106;98
Michoacán de Ocampo;16059;Nuevo Urecho;16;17;35;45;59;27;21;12;16;20;30
Michoacán de Ocampo;16060;Numarán;40;41;43;57;61;35;26;54;80;84;92
Michoacán de Ocampo;16061;Ocampo;25;31;59;87;92;113;78;93;107;87;75
Michoacán de Ocampo;16062;Pajacuarán;52;50;49;24;32;42;32;34;36;45;53
Michoacán de Ocampo;16063;Panindícuaro;40;30;39;69;64;71;79;72;83;96;94
Michoacán de Ocampo;16064;Parácuaro;97;127;218;195;136;118;76;75;95;109;101
Michoacán de Ocampo;16065;Paracho;122;137;165;126;222;262;227;206;242;205;189
Michoacán de Ocampo;16066;Pátzcuaro;328;427;908;984;997;1155;1189;1233;1331;1361;1309
Michoacán de Ocampo;16067;Penjamillo;32;33;34;62;56;46;57;55;103;66;53
Michoacán de Ocampo;16068;Peribán;56;54;84;121;109;132;119;89;86;129;104
Michoacán de Ocampo;16069;La Piedad;814;811;1009;1010;936;727;843;1004;1222;1414;1414
Michoacán de Ocampo;16070;Purépero;100;50;104;89;125;80;61;78;61;73;80
Michoacán de Ocampo;16071;Puruándiro;262;365;420;391;411;424;395;410;458;593;606
Michoacán de Ocampo;16072;Queréndaro;40;34;90;109;89;130;117;128;112;123;120
Michoacán de Ocampo;16073;Quiroga;77;27;106;150;126;117;131;137;143;137;200
Michoacán de Ocampo;16074;Cojumatlán de Régules;29;24;5;12;20;26;29;43;24;27;39
Michoacán de Ocampo;16075;Los Reyes;236;255;287;322;390;372;347;398;384;396;399
Michoacán de Ocampo;16076;Sahuayo;721;629;561;503;855;654;684;630;521;485;594
Michoacán de Ocampo;16077;San Lucas;40;32;35;44;59;61;58;35;37;43;42
Michoacán de Ocampo;16078;Santa Ana Maya;20;20;50;58;56;47;45;37;33;38;33
Michoacán de Ocampo;16079;Salvador Escalante;58;72;198;302;414;397;347;421;559;606;529
Michoacán de Ocampo;16080;Senguio;26;27;67;73;67;66;48;55;71;77;72
Michoacán de Ocampo;16081;Susupuato;13;12;19;30;13;17;17;10;6;19;10
Michoacán de Ocampo;16082;Tacámbaro;265;222;280;327;400;378;264;358;406;466;474
Michoacán de Ocampo;16083;Tancítaro;80;64;80;76;93;104;110;106;139;176;210
Michoacán de Ocampo;16084;Tangamandapio;67;92;144;138;132;159;164;137;150;188;146
Michoacán de Ocampo;16085;Tangancícuaro;176;146;195;236;301;323;319;302;308;262;229
Michoacán de Ocampo;16086;Tanhuato;55;42;69;100;73;38;41;50;58;76;97
Michoacán de Ocampo;16087;Taretan;46;75;106;144;124;109;83;100;112;107;122
Michoacán de Ocampo;16088;Tarímbaro;487;595;941;1050;1100;1024;1061;1258;1172;1199;1252
Michoacán de Ocampo;16089;Tepalcatepec;40;51;40;65;105;189;147;156;141;123;123
Michoacán de Ocampo;16090;Tingambato;32;53;88;92;82;104;116;92;75;89;125
Michoacán de Ocampo;16091;Tingüindín;26;36;63;59;61;58;73;56;52;59;91
Michoacán de Ocampo;16092;Tiquicheo de Nicolás Romero;25;25;19;30;34;38;29;33;31;25;39
Michoacán de Ocampo;16093;Tlalpujahua;62;69;73;68;138;167;171;120;133;108;76
Michoacán de Ocampo;16094;Tlazazalca;33;27;39;48;45;24;24;14;36;30;28
Michoacán de Ocampo;16095;Tocumbo;35;32;52;70;53;50;53;42;35;54;51
Michoacán de Ocampo;16096;Tumbiscatío;16;11;12;12;3;9;6;8;8;16;7
Michoacán de Ocampo;16097;Turicato;38;37;51;53;48;47;43;46;42;49;41
Michoacán de Ocampo;16098;Tuxpan;76;92;99;137;148;163;190;226;181;236;132
Michoacán de Ocampo;16099;Tuzantla;28;33;49;42;47;55;23;45;37;43;40
Michoacán de Ocampo;16100;Tzintzuntzan;30;25;92;112;75;77;76;101;104;135;151
Michoacán de Ocampo;16101;Tzitzio;29;29;35;50;40;45;51;57;54;42;46
Michoacán de Ocampo;16102;Uruapan;3354;3483;4338;4734;5491;5176;5693;5186;5278;5166;5065
Michoacán de Ocampo;16103;Venustiano Carranza;73;110;147;164;143;95;101;112;137;118;125
Michoacán de Ocampo;16104;Villamar;51;45;82;125;83;65;74;88;70;80;85
Michoacán de Ocampo;16105;Vista Hermosa;50;63;97;91;57;64;70;74;67;67;55
Michoacán de Ocampo;16106;Yurécuaro;94;82;119;136;144;72;62;106;210;223;183
Michoacán de Ocampo;16107;Zacapu;236;150;312;358;373;419;448;480;348;323;329
Michoacán de Ocampo;16108;Zamora;2015;1831;3435;2876;2881;2573;2800;2734;2759;2829;2529
Michoacán de Ocampo;16109;Zináparo;12;9;10;9;16;16;14;9;12;6;12
Michoacán de Ocampo;16110;Zinapécuaro;203;189;334;464;375;473;451;452;429;412;391
Michoacán de Ocampo;16111;Ziracuaretiro;60;150;147;146;276;199;181;176;191;202;226
Michoacán de Ocampo;16112;Zitácuaro;875;949;1468;1906;1757;2106;1940;2026;2020;1710;1756
Michoacán de Ocampo;16113;José Sixto Verduzco;97;78;82;117;114;124;99;115;141;180;184
Morelos;17001;Amacuzac;117;137;98;133;178;159;92;165;117;99;101
Morelos;17002;Atlatlahucan;267;302;349;233;322;338;335;361;418;404;368
Morelos;17003;Axochiapan;414;356;339;281;248;194;235;280;338;325;320
Morelos;17004;Ayala;712;850;741;615;1136;730;824;860;916;847;787
Morelos;17005;Coatlán del Río;86;104;101;89;116;107;102;147;166;159;136
Morelos;17006;Cuautla;6173;5239;5522;6527;6077;5975;6406;6187;6338;6361;7543
Morelos;17007;Cuernavaca;21213;17745;15939;16491;14691;14472;14441;14740;15639;15078;13863
Morelos;17008;Emiliano Zapata;1687;1773;1765;1754;1683;1725;1667;1991;1888;2033;2040
Morelos;17009;Huitzilac;365;515;510;591;482;504;577;684;866;858;840
Morelos;17010;Jantetelco;228;243;229;220;137;104;89;126;143;136;188
Morelos;17011;Jiutepec;4430;4754;4282;4253;4025;3871;4027;4330;4440;4902;4191
Morelos;17012;Jojutla;1855;1465;1859;1860;1829;1872;1748;1514;1907;1996;2053
Morelos;17013;Jonacatepec de Leandro Valle;454;285;336;168;153;143;219;218;218;246;260
Morelos;17014;Mazatepec;106;111;103;193;122;111;116;155;157;109;139
Morelos;17015;Miacatlán;267;343;304;353;344;288;300;313;236;172;194
Morelos;17016;Ocuituco;103;79;130;131;58;102;107;155;157;164;193
Morelos;17017;Puente de Ixtla;911;873;1091;1075;977;825;932;854;830;697;822
Morelos;17018;Temixco;1998;2229;2362;2241;2717;2078;2329;2571;2404;2561;2477
Morelos;17019;Tepalcingo;146;185;168;161;158;175;166;201;167;173;142
Morelos;17020;Tepoztlán;730;777;689;715;731;814;797;940;1037;1008;1101
Morelos;17021;Tetecala;287;179;197;138;155;137;128;153;177;253;252
Morelos;17022;Tetela del Volcán;62;71;80;87;46;73;87;74;104;105;92
Morelos;17023;Tlalnepantla;44;45;63;40;80;70;57;76;98;81;88
Morelos;17024;Tlaltizapán de Zapata;578;636;636;691;745;586;742;712;714;557;671
Morelos;17025;Tlaquiltenango;296;308;355;414;346;234;283;366;343;254;339
Morelos;17026;Tlayacapan;294;286;303;303;409;257;296;319;355;400;325
Morelos;17027;Totolapan;88;122;112;63;119;124;91;131;148;128;116
Morelos;17028;Xochitepec;1045;1195;1289;1229;1394;1282;1439;1646;1656;1704;1455
Morelos;17029;Yautepec;2841;2633;2747;2422;2176;1969;2218;2379;2664;2455;2440
Morelos;17030;Yecapixtla;805;897;777;608;636;593;695;742;863;756;833
Morelos;17031;Zacatepec;502;552;684;698;679;375;446;519;574;432;486
Morelos;17032;Zacualpan de Amilpas;30;33;30;29;26;17;17;47;34;20;37
Morelos;17033;Temoac;111;126;139;130;196;187;257;233;213;284;240
Morelos;17034;Coatetelco;;;;;;;4;34;118;102;114
Morelos;17035;Xoxocotla;;;;;;;30;59;234;236;178
Morelos;17036;Hueyapan;;;;;;;2;3;26;29;27
Nayarit;18001;Acaponeta;162;81;67;72;70;127;113;161;260;547;338
Nayarit;18002;Ahuacatlán;59;32;23;32;38;60;65;76;91;109;119
Nayarit;18003;Amatlán de Cañas;18;27;4;7;23;30;27;37;62;77;75
Nayarit;18004;Compostela;444;232;95;138;201;236;289;576;640;718;738
Nayarit;18005;Huajicori;32;2;7;21;16;37;17;58;44;107;83
Nayarit;18006;Ixtlán del Río;112;69;53;112;117;147;127;198;213;242;250
Nayarit;18007;Jala;53;12;14;35;32;33;42;67;84;82;118
Nayarit;18008;Xalisco;146;81;68;124;111;89;97;162;244;239;270
Nayarit;18009;Del Nayar;68;27;13;43;42;38;56;62;103;85;62
Nayarit;18010;Rosamorada;192;77;38;56;59;61;82;214;318;348;277
Nayarit;18011;Ruíz;133;69;36;35;46;88;94;170;228;137;116
Nayarit;18012;San Blas;216;120;65;91;97;100;113;221;294;228;290
Nayarit;18013;San Pedro Lagunillas;39;19;27;14;29;42;17;65;81;68;53
Nayarit;18014;Santa María del Oro;73;35;34;38;50;63;99;98;87;87;139
Nayarit;18015;Santiago Ixcuintla;446;246;134;168;182;190;258;553;877;1012;627
Nayarit;18016;Tecuala;179;73;60;99;98;108;99;169;268;253;244
Nayarit;18017;Tepic;3401;1939;2189;2989;2905;1928;2515;4516;6377;6067;5803
Nayarit;18018;Tuxpan;188;106;45;66;62;57;67;141;151;192;128
Nayarit;18019;La Yesca;13;6;4;5;8;9;12;11;22;21;23
Nayarit;18020;Bahía de Banderas;677;415;244;400;456;722;883;1597;1921;1635;1240
Nuevo León;19001;Abasolo;26;31;42;40;40;56;54;67;74;58;34
Nuevo León;19002;Agualeguas;30;20;19;26;26;48;37;25;26;16;16
Nuevo León;19003;Los Aldamas;10;17;19;11;21;13;18;12;14;4;5
Nuevo León;19004;Allende;475;400;568;611;439;536;661;744;690;575;455
Nuevo León;19005;Anáhuac;158;263;300;287;245;271;211;217;224;215;178
Nuevo León;19006;Apodaca;6945;7358;8039;7923;6910;7970;8892;9638;8752;7899;7157
Nuevo León;19007;Aramberri;91;70;82;66;78;90;163;200;141;104;102
Nuevo León;19008;Bustamante;36;91;60;58;51;69;63;98;77;57;48
Nuevo León;19009;Cadereyta Jiménez;1886;1885;2187;1933;1962;2035;2565;2446;2153;1959;1699
Nuevo León;19010;El Carmen;492;703;823;898;920;1093;1535;1743;1508;1544;1534
Nuevo León;19011;Cerralvo;116;154;162;170;170;161;192;150;136;68;85
Nuevo León;19012;Ciénega de Flores;702;918;870;1114;1034;1068;1293;1663;1393;1272;1306
Nuevo León;19013;China;103;145;127;128;125;184;173;164;145;106;97
Nuevo León;19014;Doctor Arroyo;383;364;386;303;279;268;387;456;387;311;277
Nuevo León;19015;Doctor Coss;12;11;18;16;17;63;40;17;30;41;12
Nuevo León;19016;Doctor González;45;51;48;67;57;61;84;61;51;52;43
Nuevo León;19017;Galeana;274;258;394;332;383;379;564;567;486;454;411
