FOLIO,MES,FECHA,DIA_SEM,INCIDENTE,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAMEN,HORA_ROBO,MIN_ROBO,HORARI_ROB,PROCESO,VIOLENCIA,ARMA_1,ARMA_2,PER_SOSP,CARAC_PER,T_VEH_SOS,GIRO_NEG,NOM_NEG,REPARTIDOR,DINERO,CANTIDAD,MONTO,TECNOLOGIA,COMPUTO,PANTALLA,CELULAR,ROPA,BICI_TRIC,JOYERIA,CARTERA,ELECTRODOM,HERRAMIENT,VEHICULO,MEDICAMENT,OTROS,CROQUETAS,CONSUMO,GASOLINA,PAGAR_CARR,S_DATOS,FARDERO,ALIAS,EMPLEADO,VEH_SOSP,RECUP_ART,LESIONADO,DETENIDO,AZOTEA,BOQUETE,CORTINA,VENTANA,PARTE_DEL,PARTE_TRAS,BANO,DOMO,SIN_DATOS,CIERRE_PRE,OID,LONG,LAT
200954,JULIO,13/07/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,SIERRA DE LA GLORIA,NULO,209,NULO,0,NULO,SIERRA DEL PULPITO,SIERRA DEL MAGUEY,SIERRA DE TLAXCO,TERAN NORTE,22,43,24,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 2404,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,132,-102.25660000,21.91244800
201701,JULIO,14/07/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,CAðADA,NULO,170,NULO,0,NULO,TRUENO,CELESTINO LOPEZ SANCHEZ,PINO DE LA SOLEDAD,TERAN NORTE,14,55,21,SI,SI,CORTANTE,NO,2 HOMBRES,PANTALON DE MEZCLILLA AZUL SUDADERA MOSTAZA,0,TAXISTA,TAXI 441,0,1,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,133,-102.24720000,21.93209700
202206,JULIO,14/07/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL SOL,920,CALLE,GENERAL IGNACIO ZARAGOZA,NULO,0,NULO,0,NULO,FELIX DE LA PAZ,PROFESOR JOSE REYES MARTINEZ,SAUCE,POCITOS,23,17,24,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,134,-102.29680000,21.89394400
205847,JULIO,18/07/2018,MIERCOLES,ROBO TRANSPORTE,JESUS MARIA,RURAL,FRACCIONAMIENTO,RUISEðORES,338P,CIRCUITO,ALONDRA,NULO,0,NULO,0,NULO,RUISEðOR,ALONDRA,ALONDRA,JM,18,9,22,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,135,-102.33010000,21.96644800
206986,JULIO,19/07/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REENCUENTRO,408,ANDADOR,SAUCE LLORON,NULO,75,NULO,0,NULO,DE LA FELICIDAD,DE LA NATURALEZA,NINGUNO,MORELOS,22,19,24,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,136,-102.25200000,21.83685000
208555,JULIO,21/07/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,BARRIO,EL ENCINO,1096,AVENIDA,PASEO DE LA CRUZ,NULO,0,NULO,0,NULO,CRISTOBAL COLON,DOCTOR JESUS DIAZ DE LEON,ABASOLO,CENTRO,11,20,20,SI,NO,NO,NO,1 HOMBRE,VISTE DE MEZCLILLA,0,TAXISTA,TAXI 3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,137,-102.29290000,21.87234300
209734,JULIO,22/07/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,MIGUEL ANGEL BARBERENA VEGA,NULO,0,NULO,0,NULO,AGUASCALIENTES ORIENTE,SEGURO SOCIAL,MODERNIZACION,TERAN SUR,4,34,26,SI,SI,FUEGO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1734,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,138,-102.26720000,21.89490100
210734,JULIO,22/07/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA (DELEGACION JESUS TERAN),482,AVENIDA,NAZARIO ORTIZ GARZA,NULO,0,NULO,0,NULO,DE LA CONVENCION ORIENTE,LUIS COLOMA,TERESA DE AVILA,TERAN SUR,23,39,24,SI,NO,NO,NO,3 HOMBRES,"1 VISTE DE ROJO, OTRO CAMIMSA BLANCA",0,TAXISTA,TAXI 3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,139,-102.27800000,21.89624200
210856,JULIO,23/07/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,CALLE,CHIAPAS,NULO,0,NULO,0,NULO,AGUASCALIENTES SUR,TABASCO,NUEVO LEON,MORELOS,1,6,25,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,140,-102.27910000,21.85990500
212124,JULIO,24/07/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,TRIZINA,NULO,0,NULO,0,NULO,TRICALA,VERIA,MENORCA,MORELOS,12,50,21,SI,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,TAXI 4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,141,-102.26380000,21.80780300
212232,JULIO,24/07/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,RURAL,COMUNIDAD,LOTES DE ARELLANO,56P,CALLE,LADRILLERAS,NULO,0,NULO,0,NULO,ARCILLA,LOPEZ MATEOS,LUMBRERAS,MORELOS,15,7,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,142,-102.26690000,21.79822400
213143,JULIO,25/07/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SAN NICOLAS,855,CALLE,POTREROS,NULO,0,NULO,0,NULO,LA PEðA,LA RONDA,SILOS,POCITOS,15,4,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,143,-102.29990000,21.92673400
214124,JULIO,26/07/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO MORELOS,NULO,0,NULO,0,NULO,DEL PUERTO,PASEOS DL PUERTECITO,PUERTO DE COZUMEL,TERAN NORTE,16,1,22,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,144,-102.24600000,21.93884100
214251,JULIO,26/07/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,TROJES DE ALONSO,798,CALLE,FRANCISCO VILLA,NULO,0,NULO,0,NULO,FRANCISCO VILLA,GUADALUPE,EMILIANO ZAPATA,POCITOS,18,31,22,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 300 DE MORELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,145,-102.30300000,21.93713200
218727,JULIO,30/07/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,RURAL,COMUNIDAD,BUENAVISTA DE PEðUELAS,28P,CALLE,PRIMAVERA,NULO,110,NULO,0,NULO,ADOLFO LOPEZ MATEOS,FRANCISCO I MADERO,EMILIANO ZAPATA,INSURGENTES,17,11,22,SI,NO,NO,NO,1 PAREJA,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,146,-102.28950000,21.71640700
218862,JULIO,30/07/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS CUMBRES,441,CALLE,EL PICACHO,NULO,0,NULO,0,NULO,BERNA,MARIA BERTHA LARA GUERRERO,REFUGIO MIRANDA AGUAYO,TERAN NORTE,19,32,23,SI,NO,NO,NO,2 HOMBRES,0,0,TAXISTA,TAXI 158,0,1,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,147,-102.26500000,21.90963000
219155,JULIO,31/07/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,CONSTITUCION DE APATZINGAN,NULO,0,NULO,0,NULO,MIGUEL HIDALGO,TECNOLOGICO,NUEVA,MORELOS,0,8,25,NO,NO,NO,NO,UNOS HOMRES,0,0,TAXISTA,TAXI 58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,148,-102.24670000,21.86757500
224086,AGOSTO,05/08/2018,DOMINGO,ROBO TRANSPORTE,SAN FRANCISCO DE LOS ROMO,RURAL,COMUNIDAD,PUERTECITO DE LA VIRGEN,306P,CALLE,OLIVARES SANTANA SUR,NULO,0,NULO,0,NULO,16 DE SEPTIEMBRE,VIðEDOS GUADALUPE,LAZARO CARDENAS SUR,SFR,4,50,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 3070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,149,-102.27080000,21.96057400
225177,AGOSTO,06/08/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA (DELEGACION CENTRO),523,CALLE,FRANZ PETER SCHUBERT,NULO,114,NULO,0,NULO,FRANZ LISZT,FLORENCIA,WOLFGANG AMADEUS MOZART,TERAN SUR,2,30,25,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 3111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,150,-102.27720000,21.89343300
226015,AGOSTO,07/08/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,SIN TIPO,HACIENDA EL COBANO,513,AVENIDA,AGUASCALIENTES ORIENTE,NULO,0,NULO,0,NULO,CAMINO AL COBANO,GABRIELA MISTRAL,LEO,TERAN NORTE,2,30,25,SI,SI,CORTANTE,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1848,0,1,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,151,-102.27260000,21.90846600
226474,AGOSTO,07/08/2018,MARTES,ROBO TRANSPORTE,JESUS MARIA,RURAL,COMUNIDAD,PASO BLANCO,185P,AVENIDA,PASO BLANCO,NULO,0,NULO,0,NULO,16 DE SEPTIEMBRE,GUADALUPE VICTORIA,10 DE MAYO,JM,18,0,22,SI,NO,NO,NO,4 HOMBRES,0,0,TAXISTA,TAXI 2739,0,1,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,152,-102.31600000,21.97389200
226631,AGOSTO,07/08/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VICENTE GUERRERO,1102,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,NULO,0,NULO,0,NULO,JUAN G. TIJERINA,REVOLUCION,JUAN ALDAMA,INSURGENTES,22,2,24,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 2412,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,153,-102.31310000,21.84589300
227787,AGOSTO,08/08/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,JOSE A. TORRES,NULO,227,NULO,0,NULO,CORREGIDORA,HERMANOS GALEANA,VALERIO TRUJANO,MORELOS,18,26,22,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,154,-102.26180000,21.85068100
229637,AGOSTO,11/08/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,PICACHO ORIENTE,NULO,0,NULO,0,NULO,SIGLO XXI,CARLOS A. MADRAZO,SIERRA DE TEPEHUANES,TERAN NORTE,0,0,20,NO,NO,NO,NO,1 HOMBRE,CAMISA MANGA LARGA ROSA Y PANTALON MEZ. CAMISETA N0,0,TAXISTA,TAXI 2274,0,1,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,155,-102.25870000,21.90940400
229787,AGOSTO,11/08/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,SAN FRANCISCO DE LOS VIVEROS,NULO,0,NULO,0,NULO,LAS CUMBRES,OJOCALIENTE,LOS CONOS,TERAN SUR,15,45,22,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2215,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,156,-102.24980000,21.87915900
231716,AGOSTO,13/08/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,JOSE DIAZ MORAN,NULO,0,NULO,0,NULO,SOBERANIA DEL PUEBLO,30 DE SEPTIEMBRE,CORONEL ANTONIO RAYO,MORELOS,7,0,19,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,157,-102.26330000,21.84945200
232347,AGOSTO,13/08/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,BARRIO,EL ENCINO,1096,AVENIDA,PASEO DE LA CRUZ,NULO,0,NULO,0,NULO,GRANJENITO,AYUNTAMIENTO,AYUNTAMIENTO,MORELOS,22,50,24,SI,SI,FUEGO,CONTUSA,2 HOMBRES,"PANT. BEIGE Y GORRA ROJO, OTRO VISTE DE ROJO",0,TAXISTA,TAXI,0,1,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,SI,0,0,0,0,0,1,0,0,0,0,,158,-102.29360000,21.87184300
232669,AGOSTO,14/08/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR ES502,502,CALLE,SALVADOR RANGEL LOPEZ,NULO,0,NULO,0,NULO,VALLE DE LOS ROMERO,MANUEL FERNANDEZ SANCHEZ,JUAN G. ALVARADO,TERAN NORTE,12,11,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,1,0,0,0,0,,159,-102.25690000,21.94144700
235126,AGOSTO,17/08/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA FLORIDA,,BOULEVARD,GUADALUPANO,NULO,0,NULO,0,NULO,MARTIN PESCADOR,SARTENEJO,ACEITILLA,TERAN NORTE,2,50,25,SI,SI,FUEGO,NO,2 HOMBRES,"28-30 AðOS, DELGADO, 1.70 MTS. CON GORRA",0,TAXISTA,TAXI 2120,0,1,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,160,-102.24160000,21.92279400
236365,AGOSTO,18/08/2018,SABADO,ROBO TRANSPORTE,JESUS MARIA,RURAL,COMUNIDAD,MIRAVALLE,179P,CALLE,INDEPENDENCIA,NULO,124,NULO,0,NULO,21 DE MARZO,ALFONSO RUIZ REQUENA,DEL ROSARIO,JM,7,43,19,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,161,-102.31170000,21.96876900
237869,AGOSTO,19/08/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIRCUNVALACION NORTE (DELEGACION POCITOS),808,CALLE,PALMA,NULO,915,NULO,0,NULO,ABEDUL,MARGIL DE JESUS,PRIMAVERA,POCITOS,14,49,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,162,-102.30020000,21.90121000
238018,AGOSTO,19/08/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,AVENIDA,LAS AMERICAS,NULO,1740,NULO,0,NULO,REPUBLICA DE CHILE,REPUBLICA MEXICANA,REPUBLICA PUERTO RICO,INSURGENTES,17,38,22,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,163,-102.30270000,21.86209400
239057,AGOSTO,20/08/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,MIGUEL ANGEL BARBERENA VEGA,NULO,0,NULO,0,NULO,LAS FRAGUAS,PILARES,PROSPERIDAD,TERAN SUR,13,9,21,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 265,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,164,-102.25200000,21.89726100
240189,AGOSTO,21/08/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,JESUS MARIA,NULO,0,NULO,0,NULO,VALLADOLID,5 DE MAYO,JESUS TERAN,CENTRO,17,33,22,SI,NO,NO,NO,UNOS JOVENES,0,0,TAXISTA,TAXI 3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,165,-102.29760000,21.88919300
240545,AGOSTO,21/08/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO XOCONOSTLE 601,NULO,0,NULO,0,NULO,JUVENTINO DE LA TORRE,CARMEN DE LUNA DE SEVILLA,PASEO DE LA BIZNAGA,TERAN SUR,23,35,24,SI,SI,CONTUSA,NO,3 HOMBRES,"MORENOS DELGADOS, 1 CASACA REFELJANTE",0,TAXISTA,TAXI 556,0,1,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,166,-102.23140000,21.86637900
240908,AGOSTO,22/08/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,CALLE,CRUCITAS,NULO,0,NULO,0,NULO,CONVENCION DE 1914 SUR,DELICIAS,LOS DIAZ,MORELOS,12,26,21,SI,SI,CORTANTE,NO,4 HOMBRES,TIPO CHOLO,0,TAXISTA,TAXI 993,0,1,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,167,-102.28010000,21.86696400
243948,AGOSTO,25/08/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A. SECCION,1106,CALLE,REPUBLICA DEL PERU,NULO,914,NULO,0,NULO,LIMA,REPUBLICA DE BELICE,REPUBLICA MEXICANA,INSURGENTES,17,47,22,SI,NO,NO,NO,3 PERSONAS,0,0,TAXISTA,TAXI 1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,168,-102.30740000,21.86544900
244857,AGOSTO,26/08/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,CORONEL JOSE FERRERO,NULO,0,NULO,0,NULO,JOSE MARIA BOCANEGRA GONZALEZ,RICARDO GARCIA MENDOZA,LICENCIADO EDUARDO RODRIGUEZ LARIZ,INSURGENTES,3,39,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1948,0,1,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,169,-102.32430000,21.85402600
244904,AGOSTO,26/08/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL GAMBITO,NULO,107,NULO,0,NULO,DE LA VICTORIA,DEL REY,DEFENSA SICILIANA,MORELOS,4,42,26,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,170,-102.25520000,21.84274900
244899,AGOSTO,26/08/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,SIN TIPO,A ZACATECAS,,BOULEVARD,A ZACATECAS,NULO,0,NULO,0,NULO,SIGLO XXI,25 ENT. RIVIER - SAN MARCOS,CONSTITUCION,TERAN NORTE,4,36,26,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,171,-102.29010000,21.94923100
249703,AGOSTO,31/08/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,SAN FRANCISCO DE LOS VIVEROS,NULO,408,NULO,0,NULO,EL GUARDA,LA CONCEPCION,OJOCALIENTE,TERAN SUR,3,51,26,SI,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,0,0,0,0,0,1,0,0,0,0,,172,-102.25290000,21.87917100
253368,SEPTIEMBRE,03/09/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,725,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,SAN GABRIEL,EL SALITRE,OCOTE,TERAN SUR,3,37,26,SI,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,173,-102.24570000,21.87362400
