FOLIO,MES,FECHA,DIA_SEM,INCIDENTE,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAMEN,HORA_ROBO,MIN_ROBO,HORARI_ROB,PROCESO,VIOLENCIA,ARMA_1,ARMA_2,PER_SOSP,CARAC_PER,T_VEH_SOS,GIRO_NEG,NOM_NEG,REPARTIDOR,DINERO,CANTIDAD,MONTO,TECNOLOGIA,COMPUTO,PANTALLA,CELULAR,ROPA,BICI_TRIC,JOYERIA,CARTERA,ELECTRODOM,HERRAMIENT,VEHICULO,MEDICAMENT,OTROS,CROQUETAS,CONSUMO,GASOLINA,PAGAR_CARR,S_DATOS,FARDERO,ALIAS,EMPLEADO,VEH_SOSP,RECUP_ART,LESIONADO,DETENIDO,AZOTEA,BOQUETE,CORTINA,VENTANA,PARTE_DEL,PARTE_TRAS,BANO,DOMO,SIN_DATOS,CIERRE_PRE,OID,LONG,LAT
78641,MARZO,20/03/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,CAMINO AL COBANO,NULO,0,NULO,0,NULO,D,P,B,TERAN NORTE,0,6,25,SI,NO,NO,NO,1 HOMBRE Y MUJER,"MUJER PANTALON NEGRO, HOMBRE CACHUCHA Y SUDADERA G0",0,TAXISTA,TAXI 2866,0,1,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,44,-102.28340000,21.90528200
80806,MARZO,22/03/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,531,CALLE,PASEO DEL CERRITO,NULO,0,NULO,0,NULO,PASEO DE LA HACIENDA,PASEO DEL CEDAZO,PASEO DE LA CRUZ,MORELOS,11,45,20,SI,SI,CORTANTE,NO,1 HOMBRE,"TATUAJE DE ARAðA EN EL CUELLO, PANTALON MEZCLILLA",0,TAXISTA,TAXI 2145,0,1,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,SI,0,0,0,0,0,0,0,0,0,,,45,-102.25790000,21.87309900
81317,MARZO,22/03/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,CERNICALO,NULO,0,NULO,0,NULO,AVESTRUZ,MARIANO ABAD MIRAMONTES,PASEO DE LA ASUNCION,INSURGENTES,21,30,23,SI,NO,NO,NO,HOMBRE,0,0,TAXISTA,TAXI 109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,46,-102.30040000,21.85231600
87333,MARZO,27/03/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,POLIDUCTO,NULO,0,NULO,0,NULO,SAN FRANCISCO DE LOS VIVEROS,CAðADA GRANDE,BETULIA,TERAN SUR,23,40,24,SI,SI,CORTANTE,CONTUSA,1 HOMBRE,"CAMISA ROJA, CACHUCHA NEGRA Y PANT. AZUL MARINO",0,TAXISTA,TAXI 4209,0,1,1600,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,47,-102.24330000,21.88142300
87386,MARZO,28/03/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,AVENIDA,PROCERES DE LA ENSEðANZA,NULO,0,NULO,0,NULO,SALVADOR AGUILERA PADILLA,SOLEDAD GARCIA MENDOZA,ISABEL JIMENEZ DIAZ,TERAN SUR,1,10,25,SI,NO,NO,NO,UNOS HOMBRES,0,0,TAXISTA,TAXI 3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,48,-102.23690000,21.87121600
87461,MARZO,28/03/2018,MIERCOLES,ROBO TRANSPORTE,JESUS MARIA,URBANA,FRACCIONAMIENTO,TECNOPOLO POCITOS,335,AVENIDA,EUGENIO GARZA SADA,NULO,0,NULO,0,NULO,JULIAN PIðON,NINGUNO,NINGUNO,JM,5,50,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,49,-102.33920000,21.92854800
88677,MARZO,29/03/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,COLIMA,NULO,0,NULO,0,NULO,SIERRA,GEODESIA,TALUD,TERAN NORTE,13,0,21,SI,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,TAXI 1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,50,-102.24810000,21.93309500
91049,MARZO,31/03/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD III,601,AVENIDA,POLIDUCTO,NULO,0,NULO,0,NULO,ADOLFO DE LA HUERTA,MARIANO ARISTA,PASCUAL ORTIZ RUBIO,MORELOS,14,34,21,SI,SI,FUEGO,NO,2 HOMBRES,1 VISTE DE NEGRO Y OTRO PLAYERA GRIS Y BERMUDA BLA0,0,TAXISTA,TAXI 3392,0,1,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,51,-102.24880000,21.85649300
91802,ABRIL,01/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR SA435,435,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,GERONIMO DE LA CUEVA,PUEBLO DE SAN MARCOS,FRANCISCO TENAMAZTLE,TERAN NORTE,1,7,25,SI,NO,NO,NO,1 PERSONA,0,COCHE,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,AVEO PLATA,NO,NO,0,0,0,0,0,0,0,0,0,,,52,-102.26550000,21.92703400
92801,ABRIL,01/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,EL RIEGO,767,AVENIDA,DE LA ESPIGA,NULO,0,NULO,0,NULO,LA MORA,ROSAL,NINGUNO,TERAN SUR,22,20,24,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,UBER,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,53,-102.24780000,21.89390000
93132,ABRIL,02/04/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,AVENIDA,PASEO DE LA BIZNAGA,NULO,0,NULO,0,NULO,JOSE GUERRA PALOS,SALVADOR RAMIREZ MARTIN DEL CAMPO,ISABEL JIMENEZ DIAZ,TERAN SUR,3,0,25,SI,SI,PSICOLOGICA,NO,2 MUJERES Y 1 HOMBRE,0,0,TAXISTA,TAXI,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,54,-102.23390000,21.87141000
94371,ABRIL,03/04/2018,MARTES,ROBO TRANSPORTE,PABELLON DE ARTEAGA,RURAL,COMUNIDAD,SANTIAGO,220P,CARRETERA,10 SAN CARLOS - EL MILAGRO,NULO,0,NULO,0,NULO,19 ENT. PABELLON DE ARTEAGA - SAN JOSE DE GRACIA,NINGUNO,NINGUNO,PA,14,6,21,SI,SI,CORTANTE,NO,3 HOMBRES,PLAYERAS,CAMIONETA,TAXISTA,TAXI 90,0,1,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,CHEVROLET VERDE,NO,NO,0,0,0,0,0,0,0,0,0,,,55,-102.33310000,22.12350700
99789,ABRIL,08/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO DURAZNILLO 103,NULO,0,NULO,0,NULO,SOTOL,GAVIOTAS,RECINTO DURAZNILLO 103,TERAN SUR,13,11,21,SI,SI,CORTANTE,NO,1 HOMBRE,"PANT. MEZ. AZUL, PLAYERA BCA, GORRA NEGRA Y LENTES0",0,TAXISTA,TAXI 803,0,1,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,56,-102.22850000,21.86264400
104678,ABRIL,13/04/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,BARRIO,DE GUADALUPE,910,CALLE,ALAMAN,NULO,0,NULO,0,NULO,LARREATEGUI,VALENTIN GOMEZ FARIAS,JUVENTINO ROSAS,CENTRO,12,3,20,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,57,-102.30520000,21.88630400
105586,ABRIL,14/04/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR AL516,516,CALLE,DOMINGO VELAZCO,NULO,407,NULO,0,NULO,GENARO CASTILLO,VALLE DE LOS ROMERO,MANUEL CHAVEZ,TERAN NORTE,6,30,19,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,BRYAN DANIEL LEYVA DELGADILLO,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,58,-102.26440000,21.93248500
107904,ABRIL,16/04/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,JALTOMATE,NULO,612,NULO,0,NULO,CHICALOTE,PLAZUELA R,PEðUELAS,TERAN SUR,4,6,26,SI,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,TAXI 2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,59,-102.25170000,21.88189600
107924,ABRIL,16/04/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,AVENIDA,JESUS GARCIA CORONA,NULO,0,NULO,0,NULO,GERONIMO DE LA CUEVA,JOSE E. FEMAT GUTIERREZ,FEDERICO MENDEZ,TERAN NORTE,5,0,26,SI,NO,NO,NO,UNOS HOMBRES,VESTIAN VAQUEROS,0,TAXISTA,TAXI 2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,60,-102.25510000,21.93572700
107929,ABRIL,16/04/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,FAISAN,NULO,0,NULO,0,NULO,SIGLO XXI,MAYOR PABLO GARCIA,ESTANISLAO MEDINA,INSURGENTES,5,10,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,61,-102.29720000,21.84457100
110258,ABRIL,18/04/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS II,596,CALLE,VILLA LAURA,NULO,0,NULO,0,NULO,AVENIDA PROLONGACION IXTLAHUATL,VILLA DE MONTSERRAT,VILLA MARTHA,MORELOS,20,33,23,SI,SI,PSICOLOGICA,NO,2 HOMBRES,0,0,TAXISTA,TAXI 3174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,2,0,0,0,0,0,0,0,0,,,62,-102.23360000,21.86259700
110976,ABRIL,19/04/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES II,703,CIRCUITO,EL LAUREL ORIENTE,NULO,518,NULO,0,NULO,DE LA DAMIANA,EL LAUREL SUR,NINGUNO,TERAN SUR,15,40,22,SI,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,TAXI 1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,63,-102.23780000,21.90287300
111624,ABRIL,20/04/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,ANDADOR,DE LA PRADERA,NULO,0,NULO,0,NULO,CANARIO,FAISAN,SIGLO XXI,INSURGENTES,4,2,26,SI,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,64,-102.29900000,21.84399000
114119,ABRIL,22/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,MARIANO JIMENEZ,NULO,0,NULO,0,NULO,HERMANOS GALEANA,MEXICO LIBRE,SIXTO VERDUZCO,MORELOS,5,40,26,SI,NO,NO,NO,UNOS HOMBRES,0,0,TAXISTA,TAXI 3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,65,-102.26350000,21.85288200
114128,ABRIL,22/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,PEðUELAS,NULO,0,NULO,0,NULO,OJOCALIENTE,PLAZUELA I,JALTOMATE,TERAN SUR,5,40,26,SI,NO,NO,NO,UNOS HOMBRES,0,0,TAXISTA,TAXI 441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,66,-102.25620000,21.88561300
114246,ABRIL,22/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO,847,CALLE,MONTE EVEREST,NULO,0,NULO,0,NULO,SIERRA DE LA CANELA,SIERRA FRIA,UNIVERSIDAD,POCITOS,9,11,20,SI,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,TAXI 4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,67,-102.31250000,21.91755000
114549,ABRIL,22/04/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FRAC. RODOLFO LANDEROS GALLEGOS,459,CALLE,EMILIO PORTES GIL,NULO,106,NULO,0,NULO,RODOLFO LANDEROS GALLEGOS,PAZ ROMO DE VIVAR,OLGA DELGADILLO,TERAN NORTE,16,30,22,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,68,-102.25150000,21.90285200
115616,ABRIL,23/04/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL FORTUNATO MAYCOTTE,NULO,0,NULO,0,NULO,ABRAHAM GONZALEZ,CONVENCION,GENERAL CESAREO CASTRO,INSURGENTES,13,5,21,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,69,-102.31390000,21.85134200
116166,ABRIL,24/04/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,SIN TIPO,COSTCO,661,AVENIDA,AGUASCALIENTES NORTE,NULO,0,NULO,0,NULO,A ZACATECAS,ARTICULO PRIMERO,ARROYO EL MOLINO,TERAN NORTE,0,0,25,NO,NO,NO,NO,0,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,70,-102.29110000,21.91616000
118476,ABRIL,26/04/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,BARRIO,LA PURISIMA,915,AVENIDA,FRANCISCO I. MADERO,NULO,0,NULO,0,NULO,HEROE DE NACOZARI NORTE,EJIDO,EJIDO,CENTRO,5,56,26,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,71,-102.28280000,21.88486300
119596,ABRIL,27/04/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,CUMBRES III,320P,CALLE,MANUEL GONZALEZ HINOJOSA,NULO,0,NULO,0,NULO,NINGUNO,CARLOS CASTILLO PEREZA,NINGUNO,TERAN NORTE,11,5,20,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,72,-102.23340000,21.92915100
120212,ABRIL,27/04/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA TAURINAS,722,CALLE,SILVERIO PEREZ,NULO,10,NULO,0,NULO,MARRUBIO,MARIANO SALAS,FERMIN ESPINOZA ARMILLITA,MORELOS,22,40,24,SI,NO,NO,NO,2 HOMBRES,0,0,TAXISTA,TAXI 620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,73,-102.24730000,21.86063500
121348,ABRIL,28/04/2018,SABADO,ROBO TRANSPORTE,JESUS MARIA,URBANA,CONDOMINIO,RESIDENCIAL ARBORADA,340P,AVENIDA,INDEPENDENCIA,NULO,0,NULO,0,NULO,SIGLO XXI,JACARANDAS,ARBORADA,JM,0,0,24,NO,NO,NO,NO,1 HOMBRE Y 2 MUJERES,"PANT. CAMUFLAJE,  VESTIDO GRIS Y VESTIDO NEGRO",0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,74,-102.29670000,21.94969600
121833,ABRIL,29/04/2018,DOMINGO,ROBO TRANSPORTE,JESUS MARIA,URBANA,CONDOMINIO,RESIDENCIAL MARCELLANA,343P,PROLONGACION,ZARAGOZA,NULO,0,NULO,0,NULO,MONZA,MONZA,VENECIA,JM,0,0,19,NO,NO,NO,NO,UNOS JOVENES,0,0,TAXISTA,TAXI,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,75,-102.30870000,21.95384400
122883,ABRIL,30/04/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,CONDOMINIO,SAN JOSE DE POZO BRAVO,693,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,CONSTITUCION,PAULINO N. MARTI,PALMA ARECA,TERAN NORTE,1,16,25,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,76,-102.27850000,21.94130900
125900,MAYO,03/05/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SAN ANTONIO,1045,CALLE,PADUA,NULO,0,NULO,0,NULO,FORLI,BASILICA DE SAN ANTONIO,VICENZA,INSURGENTES,0,0,25,NO,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,77,-102.31260000,21.84456900
126203,MAYO,03/05/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,HEROE MILITAR,NULO,803,NULO,0,NULO,LAS FRAGUAS,VISTA HERMOSA,MIGUEL ANGEL BARBERENA VEGA,TERAN SUR,14,40,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,78,-102.25130000,21.89832700
128550,MAYO,05/05/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CUMBRES III,320P,BOULEVARD,GUADALUPANO,NULO,0,NULO,0,NULO,CULTURA OTOMI,NINGUNO,PORTALES DEL BARRIO,TERAN NORTE,20,0,23,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1547,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,79,-102.24520000,21.91743700
132815,MAYO,10/05/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VERSALLES II,1071,CALLE,DOROTEO ARANGO,NULO,353,NULO,0,NULO,DOCTOR MARIANO AZUELA,GENERAL FORTUNATO MAYCOTTE,JOSE ACEVES DIAZ DE SANDI,INSURGENTES,2,47,25,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,LAURA CECILIA GONZALEZ,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,80,-102.31380000,21.85549200
133258,MAYO,10/05/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES II,703,CALLE,EL LAUREL ORIENTE,NULO,401,NULO,0,NULO,EL LAUREL NORTE,DE LA DAMIANA,EL BAOBAB,TERAN SUR,17,50,22,SI,NO,NO,NO,2 HOMBRES,0,0,TAXISTA,TAXI 1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,81,-102.23820000,21.90476500
133898,MAYO,11/05/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,OTRO,AGROPECUARIO,763,BOULEVARD,A ZACATECAS,NULO,0,NULO,0,NULO,ARNULFO M. VALDES,NARANJO,MANZANO,POCITOS,9,35,20,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,82,-102.29220000,21.91382000
139302,MAYO,16/05/2018,MIERCOLES,ROBO TRANSPORTE,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,COYOACAN,NULO,0,NULO,0,NULO,NAPIZARO,SAN JUAN COSALA,CULHUACAN,SFR,11,20,20,SI,NO,NO,NO,2 HOMBRES Y 1 MUJER,"GORRA ROJO, ANDAN TATUADOS",0,TAXISTA,TAXI 624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,83,-102.25010000,21.95373500
143262,MAYO,20/05/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,COLINAS DEL RIO,398,CALLE,RIO TAMESIS,NULO,0,NULO,0,NULO,RIO COLORADO,RIO LERMA,RIO RHIN,POCITOS,2,0,25,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,84,-102.32140000,21.89623400
145139,MAYO,21/05/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RANCHO SANTA MONICA,961,AVENIDA,PROVIDENCIA,NULO,0,NULO,0,NULO,SANTA MONICA,VILLA CAPRI 203,SIERRA AMBAR,INSURGENTES,16,20,22,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,85,-102.32100000,21.83910200
145302,MAYO,21/05/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,CALLE,SALVADOR RAMIREZ MARTIN DEL CAMPO,NULO,0,NULO,0,NULO,ISABEL JIMENEZ DIAZ,PASEO DE LA BIZNAGA,JOSE GUERRA PALOS,TERAN SUR,20,30,23,SI,NO,NO,NO,1 HOMBRE Y 1 MUJER,HOMBRE TATUAJES EN LAS MANOS PLAY. BCA. MUJER MORE0,0,TAXISTA,TAXI 1052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,86,-102.23400000,21.86980300
146720,MAYO,23/05/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,JOSE MARIA MORELOS Y PAVON,NULO,0,NULO,0,NULO,GUZMAN,GENERAL JOSE MARIA ARTEAGA,LICENCIADO BENITO JUAREZ,CENTRO,8,15,19,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,87,-102.29630000,21.88647900
