FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,ESPACIO,CIERRE_COR,OID,INCIDENTE,LONG,LAT
93214,30422,4,2019-04-07,1,15,49,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,CORONEL JOSE RINCON GALLARDO,NA,"357,,,",CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA SUR,CALLE,MIGUEL APARICIO M,CALLE,SOBERANA CONVENCION REVOLUCIONARIA SUR,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,1,639,Robo a persona,-102.32708114,21.85277011
93236,30422,4,2019-04-07,7,16,21,0,1,COLONIA,OJO DE AGUA,986,AVENIDA,FERROCARRIL,NA,",,,",CALLE,LOS DIAZ,AVENIDA,CONVENCION DE 1914 SUR,CALLE,CRUCITAS,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,18,640,Robo a persona,-102.27800379,21.86687283
93435,30421,4,2019-04-07,7,21,29,0,1,FRACCIONAMIENTO,FUNDADORES,623,CALLE,IGNACIO VALDESPINO Y DIAZ,NA,"123,,,",PROLONGACION,MARGARITA MASA DE JUAREZ,AVENIDA,LUISA FERNANDEZ VILLA,CALLE,JOSE MARIA ROBLES,3,false,true,4,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA ITALIKA COLOR ROJA,false,"3,28",500,7500,1,1,1,641,Robo a persona,-102.24675908,21.84593562
93715,30422,4,2019-04-08,1,2,1,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,ESTHELA ALDANA,NA,",,,",CALLE,ELENA CUELLAR A,AVENIDA,RODOLFO LENDEROS GALLEGOS,AVENIDA,SIGLO XXI,4,false,false,9,NA,NA,0,NA,0,1 MUJER,N,0,0,false,N,N,false,3,0,0,1,1,2,642,Robo a persona,-102.25215698,21.90232717
91600,30422,4,2019-04-05,5,11,11,0,1,EJIDO,SALTO DE OJOCALIENTE,580,AVENIDA,TECNOLOGICO,NA,",,,",CALLE,NUEVA,CALLE,MIGUEL HIDALGO,CALLE,MIGUEL HIDALGO,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,CONDUCTOR DE TAXI,0,0,false,TAXI,TAXI 1789,false,3,0,2500,1,1,2,643,Robo a persona,-102.24785758,21.86929859
190405403,30422,4,2019-04-05,5,19,49,0,5,COLONIA,BENIGNO CHAVEZ,148,AVENIDA,MIGUEL HIDALGO,NA,",,,",CALLE,DEL PARQUE,CALLE,TEODORO OLIVARES,CALLE,ELEUTERIO LOPEZ,7,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,3700,1,1,1,644,Robo a persona,-102.33994974,21.95646029
190405268,30422,4,2019-04-05,5,14,17,0,5,FRACCIONAMIENTO,LOMAS DEL VALLE,168,CALLE,LOPEZ MATEOS,NA,"815,,,",CALLE,VALLE DE AGUASCALIENTES,CALLE,VALLE DE LOS REYES,CALLE,FRANCISCO JAVIER MINA,7,false,false,9,NA,NA,0,NA,0,2 PERSONAS,N,0,0,false,N,N,false,"3,31",0,0,1,1,1,645,Robo a persona,-102.34514907,21.95349188
93826,30422,4,2019-04-08,1,9,31,0,1,FRACCIONAMIENTO,SOLIDARIDAD I,431,AVENIDA,SIGLO XXI,NA,",,,",CALLE,ESFUERZO,CALLE,TRABAJO,CALLE,SOLIDARIDAD,4,false,false,9,NA,NA,0,NA,0,1 MUJER,N,0,0,false,N,N,false,3,0,0,1,1,1,646,Robo a persona,-102.24420917,21.86937087
190410745,30421,4,2019-04-08,1,22,52,0,1,FRACCIONAMIENTO,JARDINES DE LA ASUNCION,991,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",PROLONGACION,CRISTOBAL COLON,CALLE,JUAN B OROZCO,CALLE,PASEO DE JUAN DE TOLOSA,3,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,28,29",6000,10600,1,1,2,647,Robo a persona,-102.29217290,21.86552135
190411398,30421,4,2019-04-09,2,8,29,0,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,SIGLO XXI,NA,",,,",ANDADOR,N,CALLE,CANARIO,ANDADOR,CORCEL,2,false,true,1,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,31,0,0,1,1,2,648,Robo a persona,-102.29949024,21.84509032
190412681,30421,4,2019-04-09,2,18,0,0,1,COLONIA,OJO DE AGUA (II),535,AVENIDA,FERROCARRIL,NA,",,,",AVENIDA,CONVENCION DE 1914 SUR,CALLE,ARROYO EL CEDAZO,CALLE,DELICIAS,3,false,true,1,NA,NA,0,NA,0,1 HOMBRE,COMPLEXION DELGADO ESTATURA 1.65,0,0,false,N,N,false,"2,31",0,17000,1,1,1,649,Robo a persona,-102.27768667,21.86423185
190413571,30421,4,2019-04-09,2,23,20,0,1,SIN TIPO,BARRANCA DE GUADALUPE (SUBDIVISION),732,AVENIDA,CONVENCION DE 1914 PONIENTE,NA,",,,",CALLE,ESPA¥A,CALLE,TEREBINTO,CALLE,NISPERO,2,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,12",0,0,1,1,1,650,Robo a persona,-102.31088365,21.87071815
190413987,30421,4,2019-04-10,3,7,16,0,1,FRACCIONAMIENTO,LOS PERICOS,770,AVENIDA,CULTURA OTOMI,NA,",,,",CALLE,SAN MARCOS,CALLE,SAN JORGE,AVENIDA,SAN RAFAEL,4,false,true,1,NA,NA,0,NA,0,1 HOMBRE,LOS MASCARA,0,0,false,N,N,false,"3,6",0,6500,1,1,1,651,Robo a persona,-102.24491776,21.89906596
190412625,30422,4,2019-04-09,2,33,31,0,1,FRACCIONAMIENTO,MORELOS,616,CALLE,BONAMPAK,NA,",,,",CALLE,XEL-HA,CALLE,CHICHEN ITZA,ANDADOR,TERCER UXMAL,3,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,31,0,0,1,1,2,652,Robo a persona,-102.25519268,21.86546206
190412625,30422,3,2019-03-20,3,33,31,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,CECILIA LEAL ARREGUI,NA,",,,",CALLE,CECILIA LEAL ARREGUI,CALLE,MARTHA MANJARREZ PIMENTEL,CALLE,VIRGINIA OFELIA MARTINEZ G,4,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,12,0,0,1,1,13,653,Robo a persona,-102.24810961,21.90011252
190413494,30421,4,2019-04-09,2,22,57,0,1,SIN TIPO,PANTEON SAN FRANCISCO,1069,AVENIDA,SIGLO XXI,NA,",,,",PRIVADA,N,AVENIDA,PALMAS DE GUINEA,N,N,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,28,40,40,1,1,2,654,Robo a persona,-102.31400997,21.84350265
190419474,30422,4,2019-04-11,4,19,2,0,1,FRACCIONAMIENTO,VILLAS DE LA UNIVERSIDAD,807,CALLE,INGENIERO AGUSTIN YA¥EZ,NA,"135,,,",AVENIDA,CANAL INTERCEPTOR,CALLE,ABEDUL,CALLE,PIRACANTO,6,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,2,0,false,N,N,false,"28,29,40",4000,4000,1,2,4,655,Robo a persona,-102.30576898,21.90175118
190414360,30421,4,2019-04-10,3,10,41,0,7,COMUNIDAD,CANAL GRANDE,247-P,CALLE,EMILIANO ZAPATA,NA,",,,",N,N,N,N,N,N,7,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,14",0,26000,1,1,1,656,Robo a persona,-102.34373044,22.14459314
190414924,30421,4,2019-04-10,3,13,55,0,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO APALILLA 404,NA,",,,",CALLE,SALVADOR RAMIREZ MARTIN DEL CAMPO,ANDADOR,RECINTO APALILLA 404,ANDADOR,RECINTO APALILLA 404,4,false,true,3,NA,NA,0,NA,0,1 HOMBRE,CONDUCTOR DE TAXI,0,0,false,TAXI,TAXI,false,3,0,250,1,1,2,657,Robo a persona,-102.23338114,21.86983353
190416702,30421,4,2019-04-10,3,21,29,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR GUADALUPE),402,AVENIDA,POLIDUCTO,NA,",,,",CALLE,RAMON FERNANDEZ MORENO,CALLE,ANTONIO RUIZ ESPARZA ALONSO,CALLE,ROGELIO GALINDO DE LA TORRE,5,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,4000,1,1,2,658,Robo a persona,-102.25872971,21.92744845
190417273,30421,4,2019-04-11,4,1,46,0,1,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NA,",,,",CALLE,GENERAL IGNACIO ZARAGOZA,PEATONAL,JARDIN DE ZARAGOZA,CALLE,GENERAL JOSE MARIA ARTEAGA,1,false,true,1,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,12,29",0,1500,1,1,1,659,Robo a persona,-102.29528961,21.88953933
190418362,30421,4,2019-04-11,4,13,6,0,1,COLONIA,OJO DE AGUA (II),535,CALLE,CEDAZO,NA,",,,",AVENIDA,MARINAO ESCOBEDO,PROLONGACION,DELICIAS,PROLOGACION,DELICIAS,3,false,true,3,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,3000,1,1,1,660,Robo a persona,-102.27715530,21.86688506
190419739,30421,4,2019-04-11,4,20,37,0,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,AVENIDA,SIGLO XXI,NA,",,,",CALLE,CHEVEZ MORADO,CALLE,JOSE LUIS CUEVAS,CALLE,MANUEL FELGUEREZ,5,false,true,1,NA,NA,0,NA,0,ND,N,0,0,false,N,N,true,"3,28,29",500,0,1,1,10,661,Robo a persona,-102.26149579,21.92064988
190420233,30421,4,2019-04-11,4,23,46,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,EXPROPIACION PETROLERA,NA,",,,",CALLE,GENERAL LAZARO CARDENAS,AVENIDA,POLIDUCTO,CALLE,PAZ ROMO DEL VIVAR,5,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,29,0,0,1,1,1,662,Robo a persona,-102.24877436,21.90445024
190414846,30422,4,2019-04-10,3,13,30,0,1,FRACCIONAMIENTO,SOBERANA CONVENCION REVOLUCIONARIA,503,CALLE,ARTICULO 21,NA,"1201,,,",CALLE,VITO ALESSIO ROBLES,CALLE,GENERAL SAMUEL M DE LOS SANTOS,CALLE,ARTICULO 35,5,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR ROJO CON NEGRO,false,3,0,7000,1,1,2,663,Robo a persona,-102.27915287,21.93433462
190415319,30422,4,2019-04-10,3,15,52,0,1,FRACCIONAMIENTO,VILLA SUR,609,AVENIDA,FLOR DE NOCHEBUENA,NA,",,,",CALLE,FLOR DE NOCHEBUENA,CALLE,JOSE MARIA ESCRIVA DE BALAGUER,CALLE,FLOR DE NOCHEBUENA,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,1 HOMBRE TRAE UN TATUAJE DE UNA MUJER EN EL BRAZO,0,0,false,N,N,false,3,0,0,1,1,2,664,Robo a persona,-102.27451437,21.82314076
190415964,30422,4,2019-04-10,3,17,42,0,1,FRACCIONAMIENTO,MEXICO,1081,CALLE,MICHOACAN,NA,"210,,,",AVENIDA,AGUASCALIENTES SUR,CALLE,TABASCO,CALLE,NAYARIT,3,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,28,7000,7000,1,1,6,665,Robo a persona,-102.28055475,21.85946657
190416958,30422,4,2019-04-10,3,23,5,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,TENIENTE CORONEL MACARIO SARABIA,NA,"302,,,",CALLE,JOSE MARIA GONZALEZ BOCANEGRA,CALLE,JOSE CALVILLO,CALLE,CORONEL JOSE FERRERO,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,0,1,1,2,666,Robo a persona,-102.32489874,21.85400879
190416962,30422,4,2019-04-10,3,22,47,0,1,COLONIA,ZONA CENTRO,906,CALLE,PEDRO PARGA,NA,",,,",CALLE,GRECIA,CALLE,GENERAL MIGUEL BARRGAN,CALLE,NARCISO MENDOZA,1,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,14,0,0,1,1,2,667,Robo a persona,-102.28929302,21.88682845
190418337,30422,4,2019-04-11,4,11,0,0,1,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,594,AVENIDA,POLIDUCTO,NA,",,,",CALLE,CELEDONIA,CALLE,ARROYO,CALLE,GALIO,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,4500,1,1,1,668,Robo a persona,-102.24565949,21.85984734
190419434,30422,4,2019-04-11,4,18,47,0,1,COLONIA,INDUSTRIAL,919,AVENIDA,CONVENCION DE 1914 NORTE,NA,",,,",AVENIDA,PETROLEOS MEXICANOS,CALLE,MELQUIADES MORENO,CALLE,ALFREDO LEWIS,6,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,1,669,Robo a persona,-102.29302621,21.90043345
190420091,30422,4,2019-04-11,4,23,7,0,1,FRACCIONAMIENTO,SOLIDARIDAD III,601,CALLE,MANUEL GONZALEZ,NA,",,,",CALLE,PASCUAL ORTIZ RUBIO,AVENIDA,POLIDUCTO,CALLE,MARIANO ARISTA,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,COCHE,JETTA PLACAS ACT,false,26,0,0,1,1,1,670,Robo a persona,-102.24971314,21.85622815
190420732,30421,4,2019-04-12,5,6,0,0,1,COLONIA,ALTAVISTA,922,CALLE,DOCTOR ALBERTO DEL VALLE,NA,"412,,,",CALLE,RAFAEL ARELLANO,AVENIDA,FUNDICION,CALLE,CARLOS BARRON,6,false,true,8,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"28,29",1700,1700,1,1,1,671,Robo a persona,-102.30811030,21.89307540
190426384,30422,4,2019-04-13,6,16,10,0,1,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,AVENIDA,QUINTA,NA,",,,",AVENIDA,CONVENCION DE 1914 SUR,CALLE,REPUBLICA DE GUATEMALA,CALLE,REPUBLICA DE ARGENTINA,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,6,672,Robo a persona,-102.29834254,21.86549220
190429035,30422,4,2019-04-14,7,9,45,0,6,COLONIA,5 DE MAYO,91,AVENIDA,LAZARO CARDENAS,NA,"54,,,",CALLE,FELIPE CARRILLO PUERTO,CALLE,MARIANO ESCOBEDO,CALLE,IGNACIO RAMIREZ,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,14,0,0,1,1,1,673,Robo a persona,-102.27726468,22.14326147
190422098,30421,4,2019-04-12,5,14,55,0,6,COMUNIDAD,LAS ANIMAS,215-P,CALLE,LEY FEDERAL DE LA REFORMA AGRARIA,NA,",,,",CALLE,N,CALLE,SRTICULO 40,CARRETERA,LIBRAMIENTO LUIS MOYA LA,7,false,true,1,NA,NA,0,NA,0,2  HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,"29,31",0,500,1,1,2,674,Robo a persona,-102.26681472,22.09572120
190424127,30421,4,2019-04-13,6,0,26,0,1,COLONIA,OJO DE AGUA,986,AVENIDA,AYUNTAMIENTO,NA,",,,",ANDADOR,PLAZA CTM,AVENIDA,HEROE DE NACOZARI SUR,CALLE,JESUS YUREM,3,false,true,1,NA,NA,0,NA,0,6 HOMBRES,N,0,0,false,N,N,false,"3,6,28,29,31",140,33340,1,1,1,675,Robo a persona,-102.28223527,21.86514037
190424574,30421,4,2019-04-13,6,5,28,0,1,FRACCIONAMIENTO,NATURA,699,ND,ND,NA,",,,",N,N,N,N,N,N,5,false,true,3,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,28,1500,1500,1,1,1,676,Robo a persona,-102.24833323,21.92934036
190429389,30422,4,2019-04-14,7,12,17,0,6,FRACCIONAMIENTO,COSMOS,90,CALLE,ANDROMEDA,NA,",,,",CALLE,LEO,CALLE,ANTARES,CALLE,CAPRICORNIO,7,false,false,9,NA,NA,0,NA,0,1ND,N,0,0,false,N,N,false,12,0,0,1,1,6,677,Robo a persona,-102.28000806,22.13861801
190423614,30422,4,2019-04-12,6,21,37,0,6,COLONIA,ZONA CENTRO,94,AVENIDA,PLUTARCO ELIAS CALLES,NA,",,,",AVENIDA,JOSE MARIA CHAVEZ,AVENIDA,GLORIETA PLUTARCO ELIAS CALLES,AVENIDA,AQUILES SERDAN,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,3,0,3500,1,1,1,678,Robo a persona,-102.28002684,22.14744428
190423881,30422,4,2019-04-12,5,22,51,0,11,FRACCIONAMIENTO,PANAMERICANO,17,CALLE,CANADA,NA,"201,,,",CALLE,MEXICO,CALLE,GUATEMALA,CALLE,ARGENTINA,7,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,2000,1,1,1,679,Robo a persona,-102.27193498,22.07584394
190424655,30422,4,2019-04-13,6,6,33,0,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA TEOCIHUACANA,NA,"105,,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,CALLE,CULTURA COHIMIES,CALLE,CULTURA CHICHIMECA,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,MILITAR,0,0,false,MOTOCICLETA,MOTOCICLETA,false,"3,28,29,30",500,3000,1,1,1,680,Robo a persona,-102.24448253,21.90553552
190426066,30422,4,2019-04-13,6,14,49,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL LUIS MOYA,NA,",,,",CALLE,BELISARIO DOMINGUEZ,CALLE,SWERAPIO RENDON,CALLE,ABRAHAM GONZALEZ,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,EL SOLDADO,0,0,false,N,N,true,3,0,2300,1,1,10,681,Robo a persona,-102.30788071,21.84779508
190429644,30422,4,2019-04-14,7,13,52,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,BELISARIO DOMINGUEZ,NA,",,,",CALLE,ABRAHAM GONZALEZ,CALLE,GENERAL LUIS MOYA,CALLE,SERAPIO RENDON,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,38,0,0,1,1,2,682,Robo a persona,-102.30785745,21.84922221
190435872,30421,4,2019-04-16,2,1,40,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,GERONIMO DE LA CUEVA,NA,",,,",CALLE,ELISEO MONCADA GARCIA,AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,CALLE,ERMITA SAN SEBASTIAN,5,true,true,1,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,"3,29,30",0,0,1,1,2,683,Robo a persona,-102.26028929,21.93174430
190436141,30421,4,2019-04-16,2,7,15,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,FAISAN,NA,",,,",ANDADOR,FAISAN,ANDADOR,FAISAN,ANDADOR,FAISAN,2,false,true,"1,3",NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,15",0,0,1,1,1,684,Robo a persona,-102.29802458,21.85090013
190436494,30421,4,2019-04-16,2,10,15,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,GERONIMO DE LA CUEVA,NA,",,,",CALLE,JUAN VALDES DIAZ,AVENIDA,POLIDUCTO,CALLE,ERMITA SAN SEBASTIAN,5,false,true,3,RETIRO,ND,0,ND,0,3 HOMBRES,N,0,0,false,COCHE,NISSAN TSURU O SENTRA COLOR NEGRO,false,"3,28,29,31",404000,409000,1,1,1,685,Robo a persona,-102.26275970,21.92979932
190436636,30421,4,2019-04-16,2,10,57,0,1,COLONIA,ZONA CENTRO,906,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NA,",,,",CALLE,MARIANO MATAMOROS SUR,CALLE,GENERAL VICENTE GUERRERO SUR,CALLE,RAYON,1,false,true,3,NA,NA,0,NA,0,2 HOMBRES,UNO MIDE 190 Y PESA COMO 90 KG APROXIMADAMENTE,0,0,false,N,N,false,26,0,0,1,1,60,686,Robo a persona,-102.29904950,21.87774078
190436593,30421,4,2019-04-16,2,10,43,0,6,FRACCIONAMIENTO,SANTA ISABEL,230-P,CALLE,REAL DE CANANEA,NA,",,,",CALLE,REAL DE ASIENTOS,CALLE,REAL DE POTOSI,CALLE,REAL DE MATAMOROS,7,false,true,1,NA,NA,0,NA,0,4 PERSONAS,N,0,0,false,N,N,false,"3,29",0,0,1,1,2,687,Robo a persona,-102.26909315,22.08161451
190438604,30421,4,2019-04-16,2,20,6,0,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE MANUEL RUIZ DE TEJADA Y OTAL,NA,",,,",CALLE,SALVADOR MELCHOR,CALLE,CIPRIANO SALGADO SANCHEZ,CALLE,DESIDERIO MACIAS SILVA,4,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,2,688,Robo a persona,-102.24191630,21.87044559
190438889,30422,4,2019-04-16,2,21,30,0,1,FRACCIONAMIENTO,MORELOS I,1120,AVENIDA,SIGLO XXI,NA,",,,",AVENIDA,MARIANO HIDALGO,CALLE,CHICHEN ITZA,CALLE,ARTILLERO MIER,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,5000,1,1,1,689,Robo a persona,-102.25515758,21.85579143
190439469,30421,4,2019-04-17,3,0,29,0,1,FRACCIONAMIENTO,LOS ARCOS,834,AVENIDA,FERROCARRIL,NA,",,,",PRIVADA,ARCO DEL TRIUNFO A,CALLE,AFRODITA,PRIVADA,INDUSTRIA,5,false,true,1,NA,NA,0,NA,0,1 HOMBRE,MONKIKIS,0,0,false,N,N,false,15,0,0,1,1,1,690,Robo a persona,-102.28662767,21.90613572
190438025,30422,4,2019-04-16,2,17,29,0,1,COLONIA,OJO DE AGUA (II),535,AVENIDA,MARIANO ESCOBEDO,NA,",,,",CALLE,CEDAZO,AVENIDA,CONVENCION DE 1914 SUR,AVENIDA,FERROCARRIL,3,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,0,20,1,59,691,Robo a persona,-102.27710305,21.86794273
190439045,30422,4,2019-04-16,2,22,11,0,5,COLONIA,EL LLANO,118,CALLE,ADOLFO LOPEZ MATEOS,NA,",,,",CALLE,PRIVADA LOPEZ MATEOS,CALLE,N,CALLE,GUSTAVO DIAZ ORDAZ,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,14,0,0,1,1,2,692,Robo a persona,-102.32207943,21.94407287
190442885,30421,4,2019-04-17,3,17,53,0,1,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1106,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",CALLE,LIMA,CALLE,REPUBLICA DE BELICE,CALLE,REPUBLICA DE PERU,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,14,0,0,1,1,1,693,Robo a persona,-102.30695618,21.86755513
190445967,30421,4,2019-04-18,4,23,7,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,BELISARIO DOMINGUEZ,NA,",,,",CALLE,ABRAHAM GONZALEZ,CALLE,GENERAL LUIS MOYA,CALLE,SERAPIO RENDON,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,4000,1,1,2,694,Robo a persona,-102.30813716,21.84799553
190450802,30421,4,2019-04-19,5,23,7,0,1,COLONIA,TROJES DE ALONSO,798,CALLE,EL MOLINO,NA,",,,",CALLE,TROJES,CALLE,MANUEL MARIA PONCE,CALLE,PRIMAVERA,6,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,"3,29",0,0,1,1,2,695,Robo a persona,-102.30249694,21.93475936
190455621,30421,4,2019-04-21,7,5,0,0,1,DESARROLLO ESPECIAL,ZONA FERIAL,1063,CALLE,IGNACIO T CHAVEZ,NA,",,,",CALLE,TORRE DE MARFIL,CALLE,EL CHARRO,CALLE,N,2,false,true,2,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,3,0,20000,1,1,13,696,Robo a persona,-102.30694266,21.87105051
190455653,30421,4,2019-04-21,7,5,11,0,1,COLONIA,OJO DE AGUA (II),535,AVENIDA,MARIANO ESCOBEDO,NA,",,,",CALLE,DELICIAS,CALLE,CEDAZO,AVENIDA,FERROCARRIL,3,false,true,"1,3",NA,NA,0,NA,0,6 HOMBRES,N,0,0,false,N,N,false,"3,28,29",600,9000,1,1,2,697,Robo a persona,-102.27707461,21.86656917
190455654,30421,4,2019-04-21,7,8,0,0,1,COLONIA,ALTAVISTA,922,CALLE,FELIPE RUIZ DE CHAVEZ,NA,",,,",CALLE,CARLOS SAGREDO,CALLE,REFAEL ARELLANO,CALLE,DOCTOR ALBERTO DEL VALLE,6,false,true,8,NA,NA,0,NA,0,1 HOMBRE,N,0,1,false,N,N,false,"3,28",1500,9500,1,1,1,698,Robo a persona,-102.30740416,21.89429380
190456009,30421,4,2019-04-21,7,9,13,0,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR V,621,CALLE,DE LA ALIANZA,NA,",,,",CALLE,LOMA DEL PARQUE,CALLE,LOMA BRILLANTE,CALLE,30 DE SEPTIEMBRE,3,false,true,1,NA,NA,0,NA,0,N,N,0,0,false,N,N,false,3,0,2500,1,1,2,699,Robo a persona,-102.26310407,21.84750700
190456060,30421,4,2019-04-21,7,9,36,0,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR II,617,CALLE,LOMA HUASTECA,NA,",,,",CALLE,LOMA BLANCA,CALLE,LOMA DE LA PLATA,CALLE,AJEDRECISTAS,3,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,29",0,8000,1,1,2,700,Robo a persona,-102.25862362,21.84662136
