FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOSP,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,HECHOS,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,CARRETERA,TIPO_CARR,MARCA,SUBMARCA,MODELO,COLOR,PLACAS,SERIE,EDO_PLACAS,TRANSP_PUB,TIPO_VEH,TRANSPTTA,A_TRANS_PA,LLAVES_PUE,LPR,CARP_INV,CASA_VEH,ASEN_REC,COND_REC,CORP_REC,FECHA_REC,DIA_REC,MUN_REC,LONG,LAT,TEN_EXT,OID
252465198,0,30430,ROBO DE VEHICULO,12,21/12/2025,51,7,1,NO APLICA,EL EDEN,552,552,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NA,NA,",,,",CALLE,CAMINO A LOS NEGRITOS,2,0,0,19,08:30-09:00,Falso,Falso,9,ninguna,1 MUJER,ND,M,H,8,0,N,N,0,0,Falso,0,N,N,JAC 2021 NEGRO,Verdadero,1,4,0,Falso,NA,JAC,ND,2021,NEGRO,ADE108C,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,LOS PIRULES,5,AGS,21/12/2025,7,1,-102.33653,21.87428,0,521
252479516,0,30430,ROBO DE VEHICULO,12,23/12/2025,52,2,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,580,CALLE,PEDRO FERNANDEZ DE SANTA FE,NA,NA,"203,,,",CALLE,CRISTOBAL COLON,3,2,40,25,02:40 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN PICK-UP 1986 VERDE,Verdadero,"1,23",1,4920,Falso,NA,NISSAN,PICK-UP,1986,VERDE,AC5024E,1N6ND11S5JC38438,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/31893/12-25,Falso,PARQUE MEXICO,5,AGS,23/12/2025,2,1,-102.26178,21.92566,0,526
252493306,0,30430,ROBO DE VEHICULO,12,24/12/2025,52,3,1,COLONIA,DEL TRABAJO,246,246,AVENIDA,SIGLO XIX,NA,NA,",,,",PRIVADA,CEDRO,4,0,0,24,23:00-23:48,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN BEETLE 2000 AMARILLO,Falso,1,1,0,Falso,NA,VOLKSWAGEN,BEETLE,2000,AMARILLO,ZEA158D,3VWCC21C1YM437732,ZACATECAS,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.27378,21.88939,0,528
252502590,0,30430,ROBO DE VEHICULO,12,25/12/2025,52,4,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,353,CALLE,GRAN CAÑON 207,NA,NA,"8,,,",CALLE,GRAN CAÑON,4,0,0,3,12:00-20:06,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN PICK-UP 2005 GRIS,Verdadero,1,1,0,Falso,NA,NISSAN,PICK-UP,2005,GRIS,AA1680F,ND,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,SIN DATOS,5,TRA,25/12/2025,4,1,-102.23709,21.88079,0,532
252515175,0,50107,ROBO DE VEHICULO,12,25/12/2025,52,4,1,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,192,192,CALLE,PASEO DE LA HACIENDA,NA,NA,"110,,,",CALLE,PASEO DE LAS TORRES,5,13,0,21,01:00 p. m.,Falso,Falso,9,ninguna,FAMILIA,LUIS EMILIANO COVARRUBIAS,H,H,5,0,N,N,0,0,Falso,0,N,N,TOYOTA YARIS 2024 GRIS,Verdadero,1,1,0,Falso,NA,TOYOTA,YARIS,2024,GRIS,AFC083F,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/32114/12-25,Falso,SIN DATOS,5,AGS,28/12/2025,7,1,-102.25762,21.87329,0,542
252513779,0,30430,ROBO DE VEHICULO,12,27/12/2025,52,6,1,FRACCIONAMIENTO,NATURA,371,371,CIRCUITO,GACELA,NA,NA,"109,,,",CIRCUITO,GACELA,3,0,0,16,23:30-09:00,Falso,Falso,9,ninguna,1 HOMBRE,"""EL MUNRA""",H,H,11,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 1999 ROJO,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,1999,ROJO,HEU269J,3N1EB31F6XK213073,GUERRERO,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/32164/12-25,Falso,VNSA ALAMEDA,5,AGS,27/12/2025,6,1,-102.25495,21.93541,0,533
252517023,0,30430,ROBO DE VEHICULO,12,27/12/2025,52,6,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,75,CALLE,VILLA CONSTITUCION,NA,NA,"626,,,",AVENIDA,CULTURA OTOMI,3,0,0,23,19:00-21:20,Falso,Falso,9,ninguna,EX PAREJA,MARIA DE LOS ANGELES HUERTA UDAVE,M,H,2,0,N,N,0,0,Falso,0,N,N,CHEVROLET TRAIL BLAZER 2002 ROJO,Verdadero,1,1,0,Falso,NA,CHEVROLET,TRAIL BALZER,2002,ROJO,D43BDJ,ND,ESTADO DE MEXICO,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Verdadero,PROGRESO,5,AGS,28/12/2025,7,1,-102.24567,21.92627,0,535
252212571,0,30430,ROBO DE VEHICULO,11,14/11/2025,46,5,1,ZONA,ZONA CENTRO,501,501,CALLE,VASCO DE GAMA,NA,NA,",,,",CALLE,GENERAL MIGUEL BARRAGAN,1,4,12,26,04:12 a. m.,Falso,Verdadero,3,contusa,3 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,COCHE,NEGRO,CAJA BLANCA,Verdadero,1,4,0,Falso,NA,ND,ND,0,AZUL CON GRI,ND,ND,SPF,0,CAJA,Verdadero,PARADO,Falso,Falso,ND,Falso,GREMIAL,6,1,14/11/2025,5,1,-102.28895,21.88948,0,483
252533524,0,30430,ROBO DE VEHICULO,12,30/12/2025,53,2,1,FRACCIONAMIENTO,SANTA ANITA,102,102,CALLE,ANTONIO VIVALDI,NA,NA,"101,,,",AVENIDA,DE LA CONVENCION DE 1914 ORIENTE,4,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN PICK-UP 1985 AZUL,Verdadero,1,4,0,Falso,NA,NISSAN,PICK-UP,1985,AZUL,ND,5U72001956,ND,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,SANTA ANITA,5,AGS,30/12/2025,2,1,-102.27665,21.89313,0,539
252533938,0,30430,ROBO DE VEHICULO,12,30/12/2025,53,2,1,BARRIO,BARRIO SAN MARCOS,85,85,CALLE,NIETO,NA,NA,",,,",CALLE,ARTURO J PANI,1,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,HONDA CIVIC 2016 BLANCO,Verdadero,1,4,0,Falso,NA,HONDA,CIVIC,2016,BLANCO,ABS205E,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/32427/12-25,Falso,ZONA CENTRO,5,AGS,30/12/2025,2,1,-102.30373,21.87789,0,540
252534467,0,30430,ROBO DE VEHICULO,12,30/12/2025,53,2,1,NO APLICA,AVICOLA AGUASCALIENTES,483,483,BOULEVARD,A ZACATECAS,NA,NA,",,,",AVENIDA,SIGLO XXI,3,13,44,21,01:44 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,DODGE CHARGER GRIS,Falso,1,2,0,Falso,NA,DODGE,CHARGER,0,GRIS,ND,ND,AMERICANAS,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29047,21.94404,0,541
252539853,0,30430,ROBO DE VEHICULO,12,31/12/2025,53,3,1,FRACCIONAMIENTO,OJOCALIENTE I,190,190,CALLE,PLAZUELA S,NA,NA,",,,",CALLE,CALVILLITO,4,13,7,21,01:07 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,FRANCISCO JAVIER DELGADO PEREZ,H,H,8,1,N,N,0,0,Falso,0,N,N,CHRYSLER CHARGER 2023 AZUL,Verdadero,2,4,0,Falso,NA,CHRYSLER,CHARGER,2023,AZUL,AG899A2,2C3CDXCT0PH623631,AGUASCALIENTES,0,PATRULLA VIAL,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE I,6,PE,31/12/2025,3,1,-102.25102,21.8808,0,543
250000990,0,30429,ROBO DE VEHICULO,1,01/01/2025,1,3,2,NINGUNO,CARRETERA 25 ANTES DE LLEGAR A VILLA JUAREZ,771R,0,CARRETERA,25 RIVIER- SAN MARCOS,NA,NA,",,,",CARRETERA,4 CARBONERAS - VILLA JUAREZ,7,12,0,21,12:00 p. m.,Falso,Verdadero,3,contusa,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,COCHE,BLANCO,CHEVROLET S-10 1998 NEGRO,Falso,1,1,0,Verdadero,FEDERAL,CHEVROLET,S-10,1998,NEGRO,ND,ND,ZACATECAS,0,CAMIONETA,Falso,TRANSITANDO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.06178,22.10371,,1
250109862,0,30411,ROBO DE VEHICULO,1,16/01/2025,3,4,2,COMUNIDAD,LA DICHOSA,732,732,CALLE,EMILIANO ZAPATA,NA,NA,",,,",CALLE,PARRAS,7,0,0,27,sin datos,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,RETROEXCAVADORA NEGRA/AMARILLO,Falso,1,1,0,Falso,NA,RETROEXCAVADORA,ND,0,NEGRO,3200BL,4MR00819,ND,0,MAQUINARIA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.11223,22.03854,,33
24300018,0,30430,ROBO DE VEHICULO,1,20/01/2025,4,1,2,COMUNIDAD,EL POLVO,735,735,CARRETERA,1 EL POLVO - PINO SUAREZ,NA,NA,",,,",CARRETERA,4 CARBONERAS - VILLA JUAREZ,7,0,0,24,21:30-23:59,Falso,Falso,9,ninguna,EMPLEADO,OSVALDO LOPEZ LOERA,H,H,8,1,N,N,0,0,Falso,0,N,N,NISSAN 2008 PLATA,Verdadero,1,4,0,Falso,NA,NISSAN,PICK-UP,2008,PLATA,AC2901F,3N6DD14S38K019070,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,CARR. 1 MOLINOS,6,AS,20/01/2025,1,2,-102.10045,22.13464,,48
250935264,0,30430,ROBO DE VEHICULO,5,12/05/2025,20,1,2,COLONIA,LA SIERRA,770,770,AVENIDA,JOSEFA ORTIZ DE DOMINGUEZ,NA,NA,",,,",CALLE,INDEPENDENCIA,7,0,0,22,06:40 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,FERNANDO RUI ELIAS,H,H,8,1,N,N,0,0,Falso,0,N,N,NISSAN TSURU 1988 BLANCO,Verdadero,1,4,0,Falso,NA,NISSAN,TSURU,1988,BLANCO,AAE379E,8RLB1206524,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AST/00213/05-25,Falso,CARR. 43 SAN RAFAEL DE OCAMPO,5,AS,12/05/2025,1,2,-102.06699,22.09677,0,250
251093233,0,30429,ROBO DE VEHICULO,6,03/06/2025,23,3,2,COMUNIDAD,CHARCO AZUL,713,713,CARRETERA,5 EL NOVILLO - VILLA JUAREZ,NA,NA,",,,",CALLE,13 SEGUNDA,7,9,9,20,09:09 a. m.,Falso,Verdadero,4,fuego,"2 HOMBRES,1 DE 30 AÑOS APROX.VISTE DE NEGRO",ND,H,M,8,0,N,N,0,0,Falso,0,MOTO,ND,DODGE RAM 2008 ROJO,Falso,1,1,0,Verdadero,ESTATAL,DODGE,RAM,2008,ROJO,ND,1D7HA18258S516257,ZACATECAS,0,CAMIONETA,Falso,TRANSITANDO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.01997,22.05171,0,274
251780008,0,30430,ROBO DE VEHICULO,9,13/09/2025,37,6,2,BARRIO,FRONTERA,769,769,CALLE,MORELOS,NA,NA,",,,",CALLE,EDMUNDO GAMEZ OROZCO,7,0,0,12,14:00-01:00,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2001 GRIS,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,2001,GRIS,ADS230F,3N1EB31SX1K345602,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,TERR.MOLINOS A CIENEGA,5,AS,13/09/2025,6,2,-102.018,22.19477,0,411
251815302,0,30429,ROBO DE VEHICULO,9,16/09/2025,38,2,2,COMUNIDAD,NORIAS DEL BORREGO,738,738,CARRETERA,12 SAN GIL - JARILLAS,NA,NA,",,,",CARRETERA,EL SALITRE -LA MONTESA,7,0,0,22,18:00-18:59,Falso,Verdadero,4,fuego,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,MOTOS,"CROSS,NARANJA,MODELO VIEJO",GMC SIERRA 2008 AZUL MARINO,Falso,1,1,0,Verdadero,ESTATAL,GMC,SIERRA,2008,AZUL MARINO,ZA4551D,1GTEC19JX8Z143799,ZACATECAS,0,CAMIONETA,Falso,TRANSITANDO,Falso,Falso,CI/AST/00416/09-25,Falso,,,,01/01/1900,0,0,-102.03755,22.28762,0,417
252256846,0,30430,ROBO DE VEHICULO,11,19/11/2025,47,3,2,COMUNIDAD,CRISOSTOMOS,745,745,CALLE,PULIDO,NA,NA,",,,",CALLE,REFUGIO ESPARZA REYES,7,0,0,14,15:00-21:48,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET SILVERADO 2004 BLANCO,Verdadero,1,1,0,Falso,NA,CHEVROLET,SILVERADO,2004,BLANCO,YY9911C,1GCHC29U64E197793,ZACATECAS,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE I,5,PE,20/11/2025,4,1,-102.00647,22.22005,0,493
251099704,0,30430,ROBO DE VEHICULO,6,04/06/2025,23,3,3,COLONIA,VALLE DE HUEJUCAR,858,858,CALLE,AGUASCALIENTES,NA,NA,"404,,,",CALLE,DURANGO,7,0,0,16,21:30-09:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,JAC FRISON T8 2024 BLANCO,Verdadero,1,4,0,Falso,NA,JAC,FRISON T8,2024,BLANCO,AA7011E,ND,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,VALLE DE HUEJUCAR,5,AGS,04/06/2025,3,3,-102.75041,21.82986,0,276
251740387,0,30429,ROBO DE VEHICULO,9,07/09/2025,36,7,3,NINGUNO,MALPASO,846,846,PRIVADA,OLIVO,NA,NA,"104,,,",CALLE,OLIVO,7,6,19,19,06:19 a. m.,Falso,Verdadero,4,fuego,"2 HOMBRES,1 DELGADO,TEZ BLANCA,SIN CAMISA,OTRO MORENO,ESTATURA BAJA",ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA PICK-UP 2008 GRIS,Verdadero,1,1,0,Falso,NA,HONDA,PICK-UP,2008,GRIS,ZHC128F,ND,ZACATECAS,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,LOMAS DEL PICACHO,5,PE,07/09/2025,7,1,-102.66328,21.85693,0,406
252189378,0,30430,ROBO DE VEHICULO,11,10/11/2025,46,1,3,COLONIA,ADOLFO LOPEZ MATEOS,806,806,CALLE,ADOLFO LOPEZ MATEOS,NA,NA,"327,,,",CALLE,VENUSTIANO CARRANZA,7,12,45,21,12:45 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,"DIEGO ISAAC LOZANO,""EL NEGRO""",H,H,8,1,N,N,0,0,Falso,0,N,N,TOYOTA TACOMA 1991 BLANCO,Verdadero,1,4,0,Falso,NA,TOYOTA,TACOMA,1991,BLANCO,AF6375A,JT4RN8125M5127785,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/CAL/00657/11-25,Falso,JOSE LANDEROS,5,CAL,10/11/2025,1,3,-102.72053,21.85374,0,471
252266170,0,30414,ROBO DE VEHICULO,11,21/11/2025,47,5,3,RANCHERIA,LA PANADERA,844,844,CALLE,MANZANILLO,NA,NA,"107,,,",CALLE,PUERTO VALLARTA,7,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NISSAN X-TRAIL 2004 VERDE,Falso,1,1,0,Falso,NA,NISSAN,X-TRAIL,2004,VERDE,AFW583C,JN1BT05A54W753367,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/29435/11-25,Verdadero,,,,01/01/1900,0,0,-102.69571,21.864,0,500
252401954,0,30430,ROBO DE VEHICULO,12,12/12/2025,50,5,3,COLONIA,LOS ARCOS,819,819,PRIVADA,PRIMERA TEHUANTEPEC,NA,NA,"109,,,",CALLE,TEHUANTEPEC,7,0,0,16,20:00-07:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN KING CAB 1997 ROJO,Verdadero,1,1,0,Falso,NA,NISSAN,KING CAB,1997,ROJO,AR0135E,1N6SD16S8VC372796,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,"TEPEZALILLA,CAL",5,CAL,12/12/2025,5,3,-102.68428,21.87221,0,512
252516887,0,30430,ROBO DE VEHICULO,12,27/12/2025,52,6,3,COLONIA,CALVILLO CENTRO,799,799,CALLE,TERAN,NA,NA,",,,",CALLE,MATAMOROS,7,0,0,23,21:20-21:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,TOYOTA PICK-UP 1987 AZUL,Verdadero,1,1,0,Falso,NA,TOYOTA,PICK-UP,1987,AZUL,AC0606E,JT4RN50R1H0264506,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/32202/12-25,Falso,EL CUERVERO,5,CAL,29/12/2025,1,3,-102.71958,21.84496,0,534
250325856,0,30429,ROBO DE VEHICULO,2,16/02/2025,7,7,4,RURAL,CARRETERA 45 NTE. ALTURA DEL SALERO,890R,0,CARRETERA,COSIO - GUADALUPE,NA,NA,",,,",CARRETERA,78 COSIO - LIMITE DE ESTADO - EL SALERO,7,21,30,24,09:30 p. m.,Verdadero,Verdadero,4,fuego,VARIOS HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,2 CAMIONETAS,"NISSAN,BLANCA,NEGRA",CHEVROLET S-10 2024 AZUL REY,Falso,20,13,0,Verdadero,FEDERAL,CHEVROLET,S-10,2024,AZUL,AB4383E,LSFAM3AB8RA042393,AGUASCALIENTES,0,CAMIONETA,Falso,TRANSITANDO,Falso,Falso,CI/AGS/04586/02-25,Falso,,,,01/01/1900,0,0,-102.30552,22.3924,,91
250710080,0,30430,ROBO DE VEHICULO,4,13/04/2025,15,7,4,RURAL,LA ESPERANZA (EL SALERITO),891,891,CALLE,OLIVARES SANTANA,NA,NA,"11,,,",CALLE,GUADALUPE VICTORIA,7,13,56,21,01:56 p. m.,Verdadero,Falso,9,ninguna,"1 HOMBRE,1 MUJER",ND,A,H,5,0,N,N,0,0,Falso,0,N,N,CHEVROLET MALIBU 2011 GRIS,Falso,1,1,0,Falso,NA,CHEVROLET,MALIBU,2011,GRIS,AX1535,1G1ZC5E13BF277411,INDIANA,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29057,22.33186,0,181
250816524,0,30429,ROBO DE VEHICULO,4,27/04/2025,17,7,4,COLONIA,COPLAMAR,879,879,CALLE,5 DE FEBRERO,NA,NA,"601,,,",AVENIDA,CHILPANCINGO,7,0,0,26,05:30-06:00,Falso,Verdadero,4,fuego,UNAS PERSONAS,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN NP300 2026 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,NP300,2026,BLANCO,AC9628E,3N6AD35C1GK866870,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/10948/04-25,Falso,PRESA NATILLAS A GENARO CODINA,5,COS,30/04/2025,3,4,-102.30315,22.36876,0,211
251998658,0,30429,ROBO DE VEHICULO,10,14/10/2025,42,2,4,NINGUNO,CARR. 45 Y CARR.78 ENTRONQUE AL SALERO,890R,0,CARRETERA,45 COSIO - GUADALUPE,NA,NA,",,,",CARRETERA,78 (COSIO - LIMITE DE ESTADO) - EL SALERO,7,0,0,19,06:00-07:00,Falso,Verdadero,4,fuego,VARIOS HOMBRES,ND,H,A,8,0,N,N,0,0,Falso,0,"COCHE,2 CAMIONETAS","KIA ROJO,FORD,F150,FRONTIER,NEGRA",CHEVROLET S-10 GRIS,Falso,2,1,0,Verdadero,FEDERAL,CHEVROLET,S-10,0,GRIS,AF8877E,ND,AGUASCALIENTES,0,CAMIONETA,Falso,SIN DATOS,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.30699,22.39461,0,446
251998658,0,30429,ROBO DE VEHICULO,10,14/10/2025,42,2,4,NINGUNO,CARR. 45 Y CARR.78 ENTRONQUE AL SALERO,890R,0,CARRETERA,45 COSIO - GUADALUPE,NA,NA,",,,",CARRETERA,78 (COSIO - LIMITE DE ESTADO) - EL SALERO,7,0,0,19,06:00-07:00,Falso,Verdadero,4,fuego,VARIOS HOMBRES,ND,H,A,8,0,N,N,0,0,Falso,0,"COCHE,2 CAMIONETAS","KIA ROJO,FORD,F150,FRONTIER,NEGRA",FORD ESCAPE VERDE,Falso,2,1,0,Verdadero,FEDERAL,FORD,ESCAPE,0,VERDE,ZDU154G,ND,ZACATECAS,0,CAMIONETA,Falso,SIN DATOS,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.30696,22.39458,0,447
251998658,0,30429,ROBO DE VEHICULO,10,14/10/2025,42,2,4,NINGUNO,CARR. 45 Y CARR.78 ENTRONQUE AL SALERO,890R,0,CARRETERA,45 COSIO - GUADALUPE,NA,NA,",,,",CARRETERA,78 (COSIO - LIMITE DE ESTADO) - EL SALERO,7,0,0,19,06:00-07:00,Falso,Verdadero,4,fuego,VARIOS HOMBRES,ND,H,A,8,0,N,N,0,0,Falso,0,"COCHE,2 CAMIONETAS","KIA ROJO,FORD,F150,FRONTIER,NEGRA",KIA SELTOS VINO,Falso,2,1,0,Verdadero,FEDERAL,KIA,SELTOS,0,TINTO,ND,ND,ND,0,CAMIONETA,Falso,SIN DATOS,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.30691,22.39449,0,448
252237874,0,30429,ROBO DE VEHICULO,11,17/11/2025,47,1,4,NINGUNO,CARR. 45 NTE. A 5 KM DE LA PUERTA DE ACCESO ALTURA DE RANCHO NUEVO,890R,0,CARRETERA,45 AGUASCALIENTES - ZACATECAS,NA,NA,",,,",CARRETERA,78 COSIO - LIMITE DE ESTADO) - EL SALERO,7,6,0,19,06:00 a. m.,Falso,Verdadero,4,fuego,4 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,CAMIONETA,"KIA,ROJA",KIA TELLURIDE 2024 AZUL MARINO,Falso,1,1,0,Verdadero,FEDERAL,KIA,TELLURIDE,2024,AZUL MARINO,XNJ586D,ND,TAMAULIPAS,0,CAMIONETA,Falso,TRANSITANDO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.31534,22.40972,0,488
250004705,0,50107,ROBO DE VEHICULO,1,01/01/2025,1,3,5,FRACCIONAMIENTO,CAMPO REAL,1097,1097,CALLE,MEZQUITES,NA,NA,"936,,,",AVENIDA,DEL BOSQUE,7,9,0,20,09:00 a. m.,Falso,Falso,9,ninguna,PAREJA,JESUS PEREZ VILLASEÑOR,H,M,5,0,N,N,0,0,Falso,0,N,N,HONDA CRV 2012 NEGRO,Falso,1,1,0,Falso,NA,HONDA,CRV,2012,NEGRO,PSG189D,3HGRM4878CG001225,MICHOACAN,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Verdadero,,,,01/01/1900,0,0,-102.29767,21.9646,,23
250051455,0,30429,ROBO DE VEHICULO,1,08/01/2025,2,3,5,COLONIA,CENTRO (MARGARITAS),961,961,CALLE,ALEGRIA,NA,NA,",,,",AVENIDA,MARGARITAS,7,19,53,23,07:53 p. m.,Falso,Verdadero,4,fuego,4 HOMBRES,ND,H,H,8,2,N,N,0,0,Falso,0,MOTOS,"CROSS,1 ITALIKA",DODGE NITRO 2011 BLANCO,Falso,1,4,0,Falso,NA,DODGE,NITRO,2011,BLANCO,ND,ND,TEXAS,0,CAMIONETA,Falso,TRANSITANDO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29206,21.99586,,11
250067912,0,30430,ROBO DE VEHICULO,1,11/01/2025,2,6,5,LOCALIDAD,MARAVILLAS,991,991,AVENIDA,GUADALUPE,NA,NA,"617,,,",PRIVADA,SAUCEDO,7,0,0,22,16:00-16:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2003 ORO,Falso,1,1,0,Falso,NA,NISSAN,TSURU,2003,ORO,ABZ652F,3N1EB31S53K496334,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/00896/01-25,Falso,,,,01/01/1900,0,0,-102.33444,21.9527,,16
250077985,0,30430,ROBO DE VEHICULO,1,13/01/2025,3,1,5,COLONIA,LA CAÑADA,1062,1062,CALLE,INEGI,NA,NA,"213,,,",CALLE,BENIGNO CHAVEZ,7,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,HYUNDAI H100 2007 BLANCO,Falso,1,1,0,Falso,NA,HYUNDAI,H100,2007,BLANCO,AA5203B,KMFZB17H87U237667,AGUASCALIENTES,0,CAMION,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.35354,21.95516,,24
250227091,0,30430,ROBO DE VEHICULO,1,29/01/2025,5,3,5,FRACCIONAMIENTO,JARDINES DE CAMPO REAL,932,932,AVENIDA,DEL VALLE,NA,NA,"114,,,",CALLE,CHAMPAÑA,7,0,0,27,sin datos,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,FORD KA 2005 NEGRO,Falso,1,1,0,Falso,NA,FORD,KA,2005,NEGRO,GSN5271,ND,GUANAJUATO,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/03030/02/25,Falso,,,,01/01/1900,0,0,-102.29586,21.96251,,67
