FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAM,HORA_ROB,PROCESO,VIOLENCIA,ARMA_1,DETENIDO,PER_SOSP,ALIAS,T_VEH_SOS,VEH_SOSP,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,ESTEREO,SONIDO,BATERIA,HERRAMIENT,LLANTAS,ACC_LLANTA,ROPA,CELULAR,TECNOLOGIA,BOLSO,DOCUMENTOS,DINERO,CANTIDAD,VARIOS,MONTO,RECUP_ART,CIERRE_PRE,OID,SUB_TIPO,INCIDENTE,LONG,LAT
86590,MARZO,2018-03-27,MARTES,10,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1106,CALLE,MONTEVIDEO,0,0,NULO,0,NULO,REPUBLICA DE NICARAGUA,LAS AMERICAS,RIO DE JANEIRO,INSURGENTES,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,CHEVROLET,XPRESS,0,0,0,0,0,0,1,0,1,1,0,0,0.000000,NULO,7000.000000,NO,,568,AUTOPARTES,ROBO DE AUTOPARTES,-102.30348474,21.86529695
86742,MARZO,2018-03-27,MARTES,13,49,AGUASCALIENTES,URBANA,SIN TIPO,AGRICULTURA,990,CALLE,REPUBLICA DE BRASIL,0,0,NULO,0,NULO,REPUBLICA DE HONDURAS,REPUBLICA DEL PERU,NINGUNO,INSURGENTES,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,MAZDA,CX5,0,0,0,0,0,0,0,0,1,0,0,0,0.000000,NULO,0.000000,NO,,569,CRISTALAZO,ROBO DE AUTOPARTES,-102.29996298,21.86285095
87058,MARZO,2018-03-27,MARTES,19,55,AGUASCALIENTES,URBANA,BARRIO,DE GUADALUPE,910,CALLE,EMILIANO ZAPATA,0,205,NULO,0,NULO,NICOLAS BRAVO,LIBERTAD,GUADALUPE,CENTRO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,NISSAN,TSURU,0,0,0,0,0,0,0,0,0,1,1,0,0.000000,NULO,400.000000,NO,,570,CRISTALAZO,ROBO DE AUTOPARTES,-102.30117749,21.88214967
87117,MARZO,2018-03-27,MARTES,20,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,AGUASCALIENTES ORIENTE,0,0,NULO,0,NULO,HOMERO,JOSE H ESCOBEDO,PABLO NERUDA,TERAN SUR,MED_NOCHE_A,NO,NO,NULO,0,2 SUJETOS,0,AUTOMOVIL,"PLACAS M73AUP, COLOR ROJO",CRISTAL,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,1,1,1200.000000,NULO,0.000000,NO,,571,CRISTALAZO,ROBO DE AUTOPARTES,-102.27115233,21.89634986
87505,MARZO,2018-03-28,MIERCOLES,8,39,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 107 (PASEO DE LOS CACTUS),479,CALLE,ELOISA BARBOSA CHAVEZ,0,104,NULO,0,NULO,OPUNTIA,CABUYA,OPUNTIA,TERAN SUR,MD_MAÑ,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,572,CRISTALAZO,ROBO DE AUTOPARTES,-102.23447892,21.87533026
87883,MARZO,2018-03-28,MIERCOLES,17,19,AGUASCALIENTES,URBANA,COLONIA,HEROES,522,CALLE,MANUEL G ESCOBEDO,0,101,NULO,0,NULO,JUAN ESCUTIA,ALAMEDA,ALAMEDA,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,JEEP,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,573,CRISTALAZO,ROBO DE AUTOPARTES,-102.27451782,21.88330314
88101,MARZO,2018-03-28,MIERCOLES,21,23,AGUASCALIENTES,URBANA,CONDOMINIO,CENTRO COMERCIAL GALERIAS,357,AVENIDA,INDEPENDENCIA,0,0,NULO,0,NULO,MONTES HIMALAYA,NINGUNO,NINGUNO,POCITOS,MED_NOCHE_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,HYUNDAI,SIN DATOS,0,0,0,0,0,0,0,0,1,0,0,0,0.000000,NULO,15000.000000,NO,,574,CRISTALAZO,ROBO DE AUTOPARTES,-102.29762178,21.92200946
88106,MARZO,2018-03-28,MIERCOLES,21,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,MARTHA MANJARREZ PIMENTEL,0,102,NULO,0,NULO,PELEA DE GALLOS,VIRGINIA OFELIA MARTINEZ G,CECILIA LEAL ARREGUI,TERAN SUR,SIN DATOS,NO,NO,NULO,0,UNOS JOVENES,0,0,0,CRISTAL,DAÑOS,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,575,CRISTALAZO,ROBO DE AUTOPARTES,-102.24808998,21.90018981
88108,MARZO,2018-03-28,MIERCOLES,21,28,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,VIRGINIA OFELIA MARTINEZ G,0,0,NULO,0,NULO,MARTHA MANGARREZ PIMENTEL,CECILIA LEAL ARREGUI,PELEA DE GALLOS,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,MAZDA,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,576,CRISTALAZO,ROBO DE AUTOPARTES,-102.24863115,21.90148515
88193,MARZO,2018-03-28,MIERCOLES,22,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FUENTES DE LA ASUNCION,1058,AVENIDA,HEROE DE NACOZARI SUR,0,2015,NULO,0,NULO,FUENTE DE LAS CIBELES,FRAY ANTONIO DE SEGOVIA,FUENTE DE LAS CIBELES,MORELOS,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,HONDA,ODYSSEY,0,0,0,0,0,0,0,0,1,0,1,0,0.000000,NULO,40000.000000,NO,,577,CRISTALAZO,ROBO DE AUTOPARTES,-102.28281715,21.86186686
88293,MARZO,2018-03-28,MIERCOLES,23,33,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 47 (PLAZA ARCOS CAMPESTRE),854,AVENIDA,INDEPENDENCIA,0,0,NULO,0,NULO,LUIS DONALDO COLOSIO,POTREROS,MONTE BLANCO,POCITOS,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,VOLKSWAGEN,POLO,0,0,0,0,0,0,0,0,1,1,1,0,0.000000,NULO,5000.000000,NO,,578,CRISTALAZO,ROBO DE AUTOPARTES,-102.29818346,21.92550669
88352,MARZO,2018-03-29,JUEVES,0,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DEL PARQUE,957,AVENIDA,HEROE DE NACOZARI SUR,0,2500,NULO,0,NULO,DEL PARQUE,PASEO DE LOS CISNES,PASEO DE LOS CISNES,MORELOS,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,1,0,0,0,0.000000,NULO,0.000000,NO,,579,CRISTALAZO,ROBO DE AUTOPARTES,-102.28224445,21.85385045
88445,MARZO,2018-03-29,JUEVES,3,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,MARTIRES DEL RIO BLANCO,0,119,NULO,0,NULO,CUMBRES,MIAHUATLAN,NIÑOS HEROES,TERAN NORTE,MED_MD_B,NO,NO,NULO,0,1 SUJETO,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,580,CRISTALAZO,ROBO DE AUTOPARTES,-102.25493092,21.90714075
88501,MARZO,2018-03-29,JUEVES,7,26,SAN FRANCISCO DE LOS ROMO,URBANA,COLONIA,CENTRO,21,CALLE,VICENTE GUERRERO,0,303,NULO,0,NULO,BENITO JAUREZ,JOSE MARIA MORELOS Y PAVON,INDEPENDENCIA,NULO,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,CHEVROLET,S10,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,10000.000000,NO,,581,CRISTALAZO,ROBO DE AUTOPARTES,-102.27212409,22.08016142
88803,MARZO,2018-03-29,JUEVES,15,25,AGUASCALIENTES,URBANA,SIN TIPO,MUSEO DESCUBRE,1001,AVENIDA,DEL PARQUE,0,0,NULO,0,NULO,DEL PARQUE,AGUASCALIENTES SUR,JOSE MARIA CHAVEZ,MORELOS,MED_TAR_A,NO,NO,NULO,0,2 SUJETOS,0,MOTOCICLETA,ITALIKA,CRISTAL,AUTOPARTES,CAMIONETA,NISSAN,SIN DATOS,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,582,CRISTALAZO,ROBO DE AUTOPARTES,-102.28889571,21.85706917
89328,MARZO,2018-03-29,JUEVES,23,29,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 5 (LOS FRESNOS),323,AVENIDA,JESUS MARIA,0,0,NULO,0,NULO,GUADALUPE GONZALEZ,NINGUNO,NINGUNO,POCITOS,NOCHE,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,DODGE,RAM,0,0,0,0,0,0,0,0,0,0,1,0,0.000000,NULO,0.000000,NO,,583,CRISTALAZO,ROBO DE AUTOPARTES,-102.32994420,21.91325837
89635,MARZO,2018-03-30,VIERNES,3,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,531,CALLE,PASEO DEL CERRITO,0,0,NULO,0,NULO,PASEO DEL CEDAZO,PASEO OJOCALIENTE,PASEO DE LAS TORRES PONIENTE,MORELOS,MED_MD_B,NO,NO,NULO,0,2 SUJETOS,0,BICICLETA,0,CRISTAL,DAÑOS,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,584,CRISTALAZO,ROBO DE AUTOPARTES,-102.25698134,21.86994423
89690,MARZO,2018-03-30,VIERNES,4,58,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,SAN JOSE DE BUENAVISTA,12,CALLE,BOLIVIA,0,508,NULO,0,NULO,FRANCISCO ROMO JIMENEZ,GONZALO ESPARZA ESPARZA,URUGUAY,NULO,MED_MD_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,CHEVROLET,CHEVY,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,585,CRISTALAZO,ROBO DE AUTOPARTES,-102.26891974,22.07190604
89898,MARZO,2018-03-30,VIERNES,13,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,CONVENCION DE 1914 ORIENTE,0,0,NULO,0,NULO,JOSE H ESCOBEDO,SIGLO XIX,CANAL INTERCEPTOR,TERAN SUR,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,CHEVROLET,SILVERADO,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,1800.000000,NO,,586,CRISTALAZO,ROBO DE AUTOPARTES,-102.27340771,21.89045500
90266,MARZO,2018-03-30,VIERNES,20,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA,482,CALLE,FRAY LUIS DE LEON,0,406,NULO,0,NULO,AGUASCALIENTES,JOSE H ESCOBEDO,PARQUE VIA,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,FORD,EXPLORER,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,587,CRISTALAZO,ROBO DE AUTOPARTES,-102.27299165,21.89518060
90580,MARZO,2018-03-31,SABADO,1,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA 4A SECCION,465,AVENIDA,GABRIELA MISTRAL,0,911,NULO,0,NULO,AGUASCALIENTES ORIENTE,VALLE DELOS REYES PONIENTE,DE LOS REYES,TERAN SUR,MED_MD_A,NO,NO,NULO,0,1 SUJETO,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,CHEVROLET,ASTRA,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,588,CRISTALAZO,ROBO DE AUTOPARTES,-102.27151612,21.90288808
90891,MARZO,2018-03-31,SABADO,12,18,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,1118,AVENIDA,UNIVERSIDAD,0,0,NULO,0,NULO,SAN JOSE,SAN COSME,SAN CLEMENTE,POCITOS,NOCHE,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,VOLKSWAGEN,VENTO,0,0,0,0,0,0,0,0,0,1,1,0,0.000000,NULO,0.000000,NO,,589,CRISTALAZO,ROBO DE AUTOPARTES,-102.30704136,21.90140318
91168,MARZO,2018-03-31,SABADO,16,52,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,GRANJAS CAMPESTRE,851,BOULEVARD,LUIS DONALDO COLOSIO,0,0,NULO,0,NULO,AGRICULTURA,MONTE EVEREST,POTREROS,POCITOS,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,MAZDA,CX7,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,3000.000000,NO,,590,CRISTALAZO,ROBO DE AUTOPARTES,-102.31402316,21.92437535
91575,MARZO,2018-03-31,SABADO,22,31,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 2 (EMBOTELLADORA COCA COLA),881,AVENIDA,NIÑOS HEROES,0,0,NULO,0,NULO,PROGRESO,INDEPENDENCIA,TROJES,POCITOS,NOCHE,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,DODGE,JOURNEY,0,0,0,0,0,0,0,1,0,1,0,0,0.000000,NULO,12000.000000,NO,,591,CRISTALAZO,ROBO DE AUTOPARTES,-102.29695160,21.93743459
58376,MARZO,2018-03-01,JUEVES,6,19,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324-P,CALLE,PERUSA,0,204,NULO,0,NULO,FRIGIA,DE LAS PRESAS,IZMIR,MORELOS,MED_MD_B,NO,NO,NULO,0,VECINOS,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,1,0,0.000000,NULO,0.000000,NO,,592,AUTOPARTES,ROBO DE AUTOPARTES,-102.26742745,21.80910028
58478,MARZO,2018-03-01,JUEVES,10,44,AGUASCALIENTES,RURAL,COMUNIDAD,EL DURAZNILLO,17-P,CALLE,MANZANA,0,114,NULO,0,NULO,CEREZA,PIÑA,LIMON,MORELOS,MED_MAÑ_B,NO,NO,NULO,0,"1 SUJETO, CHAMARA NEGRA, PANTALON AZUL MEZCLILLA",0,0,0,ABIERTO,PERSONALES,CAMIONETA,FORD,SIN DATOS,0,0,0,0,0,0,0,0,0,1,1,1,0.000000,NULO,0.000000,NO,,593,AUTOPARTES,ROBO DE AUTOPARTES,-102.16647935,21.78310064
58653,MARZO,2018-03-01,JUEVES,15,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,BURGOS,0,302,NULO,0,NULO,ZAMORA,AGUASCALIENTES PONIENTE,AGUASCALIENTES PONIENTE,INSURGENTES,MED_TAR_A,SI,NO,NULO,2,2 SUJETOS,0,0,0,ABIERTO,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,0.000000,NO,,594,AUTOPARTES,ROBO DE AUTOPARTES,-102.31736832,21.86577989
59164,MARZO,2018-03-01,JUEVES,23,49,AGUASCALIENTES,URBANA,CONDOMINIO,RESIDENCIAL PULGAS PANDAS SUR,762,AVENIDA,AGUASCALIENTES NORTE,0,0,NULO,0,NULO,INDEPENDENCIA,PASEO DE LOS CHOPOS,JACARANDAS,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,HONDA,CRV,0,0,0,0,0,0,0,0,0,0,1,0,0.000000,NULO,0.000000,NO,,595,AUTOPARTES,ROBO DE AUTOPARTES,-102.29797350,21.91557439
59337,MARZO,2018-03-02,VIERNES,7,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,AVENIDA,RDODOLFO LANDEROS GALLEGOS,0,0,NULO,0,NULO,CULTURA MAYA,CULTURA AZTECA,CULTURA MIXTECA,TERAN NORTE,MED_MAÑ_A,NO,NO,NULO,0,2 SUJETOS,0,MOTOCICLETA,COLOR AZUL,A_PUERTAS,AUTOPARTES,CAMIONETA,JEEP,CHEROKEE,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,596,AUTOPARTES,ROBO DE AUTOPARTES,-102.24286133,21.90557341
59485,MARZO,2018-03-02,VIERNES,11,33,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,IV CENTENARIO,1065,AVENIDA,DE LOS FUNDADORES,0,210,NULO,0,NULO,AGUSTIN LOERA Y CHAVEZ,PASAJE PEDRO PARGA,PLAZOLETA PEDRO PARGA,MORELOS,MED_MAÑ_B,NO,NO,NULO,0,UNOS SUJETOS,0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,NISSAN,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,597,CRISTALAZO,ROBO DE AUTOPARTES,-102.28004927,21.87103172
59651,MARZO,2018-03-02,VIERNES,15,38,AGUASCALIENTES,URBANA,COLONIA,ALTAVISTA,922,CALLE,JESUS MARIA RODRIGUEZ,0,403,NULO,0,NULO,HOMBRES ILUSTRES,AMADO NEVO,SANTA IRENE,POCITOS,MED_TAR_B,NO,NO,NULO,0,1 SUJETO,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,TORNADO,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,598,AUTOPARTES,ROBO DE AUTOPARTES,-102.30295759,21.89291175
59744,MARZO,2018-03-02,VIERNES,17,44,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,AVENIDA,FRANCISCO I MADERO,0,242,NULO,0,NULO,JOSE MARIA MORELOS Y PAVON,MIGUEL HIDALGO Y COSTILLA,HOSPITALIDAD,CENTRO,MAÑ_NOCHE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,CHEVROLET,EXPRESS,0,0,0,0,0,0,1,0,0,1,0,0,0.000000,NULO,0.000000,NO,,599,AUTOPARTES,ROBO DE AUTOPARTES,-102.29302541,21.88209877
59811,MARZO,2018-03-02,VIERNES,19,3,AGUASCALIENTES,URBANA,COLONIA,HEROES,522,AVENIDA,CONVENCION DE 1914 ORIENTE,0,0,NULO,0,NULO,TENIENTE JUAND E LA BARRERA,JAIME NUNO,JAIME NUNO,TERAN SUR,MED_NOCHE_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,CHEVROLET,CHEVY,0,0,0,0,0,0,0,0,0,1,1,1,800.000000,NULO,0.000000,NO,,600,AUTOPARTES,ROBO DE AUTOPARTES,-102.27202881,21.88027441
60322,MARZO,2018-03-03,SABADO,2,57,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,FRANCISCO ARMENGOL,0,1601,NULO,0,NULO,JULIO VILLASEÑOR NORMAN,FRANICSCO LOPEZ MEDRANO,GERONIMO DE LA CUEVA,TERAN NORTE,MED_MD_A,NO,NO,NULO,0,"2 SUJETOS, UNO VISTE COLOR NEGRO Y OTRO COLOR GRIS0",0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,601,AUTOPARTES,ROBO DE AUTOPARTES,-102.25834339,21.93744357
60358,MARZO,2018-03-03,SABADO,4,7,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,RAMON FERNANDEZ MORENO,0,228,NULO,0,NULO,ROGELIO GALINDO DE LA TORRE,JOSE DE JESUS GONZALEZ GARCIA,JOSE RUIZ ESPARZA VEGA,TERAN NORTE,MED_MD_B,NO,NO,NULO,0,"1 SUJETO, CHAMARRA NEGRA Y PANTALON DE MEZCLILLA",0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,NISSAN,TSURU,1,0,0,0,0,0,1,0,0,0,0,0,0.000000,NULO,1200.000000,NO,,602,AUTOPARTES,ROBO DE AUTOPARTES,-102.25747862,21.92959085
60431,MARZO,2018-03-03,SABADO,7,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,AVENIDA,MAHATMA GANDHI,0,0,NULO,0,NULO,DEL RUISEÑOR,PASEO DEL PELICANO,DEL RUISEÑOR,INSURGENTES,MD_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,FORD,CORSA,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,1700.000000,NO,,603,AUTOPARTES,ROBO DE AUTOPARTES,-102.29413393,21.84959081
60681,MARZO,2018-03-03,SABADO,14,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA FUNDICION,681,AVENIDA,AGUASCALIENTES PONIENTE,0,2515,NULO,0,NULO,ESTAÑO,ANTIGUO CAMINO A SAN IGNACIO,PEDRO GARCIA ROJAS,POCITOS,MED_TAR_A,NO,NO,NULO,0,LIMPIA PARABRISAS,0,0,0,ABIERTO,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,1,0,0,0,1,4000.000000,NULO,0.000000,NO,,604,AUTOPARTES,ROBO DE AUTOPARTES,-102.31679405,21.90025831
60781,MARZO,2018-03-03,SABADO,15,57,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1106,CALLE,REPUBLICA DE GUATEMALA,0,815,NULO,0,NULO,DE LOS MAESTROS,SANTANDER,CONVENCION DE 1914 SUR,INSURGENTES,MED_TAR_B,NO,NO,NULO,0,"1 SUJETO, PLAYERA VERDE, MOCHILA MORADA, PANTALON 0",0,BICICLETA,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,FORD,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,605,AUTOPARTES,ROBO DE AUTOPARTES,-102.30864032,21.86713487
60840,MARZO,2018-03-03,SABADO,17,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,FEDERICO MENDEZ,0,0,NULO,0,NULO,JESUS HERNANDEZ DIAZ,ADALBERTO SANTACRUZ,CELIA MARIA MARTINEZ,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,EXTERIOR,PERSONALES,MOTOCICLETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,CASCO,0.000000,NO,,606,AUTOPARTES,ROBO DE AUTOPARTES,-102.25165042,21.93159828
61307,MARZO,2018-03-03,SABADO,23,23,AGUASCALIENTES,URBANA,SIN TIPO,DEPORTIVO FERROCARRILERO,511,AVENIDA,ALAMEDA,0,0,NULO,0,NULO,FELIPE PESCADOR,HEROICO COLEGIO MILITAR,FELIPE PESCADOR,TERAN SUR,NOCHE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,KIA,SIN DATOS,0,0,0,0,0,0,1,0,1,1,1,0,0.000000,NULO,14000.000000,NO,,607,AUTOPARTES,ROBO DE AUTOPARTES,-102.27761337,21.88379200
61331,MARZO,2018-03-03,SABADO,23,37,AGUASCALIENTES,URBANA,COLONIA,HEROES,522,AVENIDA,MANUEL GOMEZ MORIN,0,0,NULO,0,NULO,ALAMEDA,FRANISCO MARQUEZ,AGUSTIN MELGAR,CENTRO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,AUTOMOVIL,RENAULT,LOGAN,0,0,0,0,0,0,1,0,1,0,0,0,0.000000,NULO,9000.000000,NO,,608,AUTOPARTES,ROBO DE AUTOPARTES,-102.27871417,21.88270729
61807,MARZO,2018-03-04,DOMINGO,7,28,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,J G PERALTA,0,101,NULO,0,NULO,PRIMERA JOSE GUADALUPE PERALTA,DOCTOR CARLOS M LOPEZ,28 DE AGOSTO,POCITOS,MD_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,FORD,KA,1,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,3000.000000,NO,,609,AUTOPARTES,ROBO DE AUTOPARTES,-102.28671327,21.90018840
62049,MARZO,2018-03-04,DOMINGO,13,57,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,LAS CUEVAS,0,204,NULO,0,NULO,EL RUTICATE,CHURUBUSCO,SAN FRANCISCO DE LOS VIVEROS,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,CHRYSLER,PT CRUISER,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,610,AUTOPARTES,ROBO DE AUTOPARTES,-102.24426012,21.88005994
62511,MARZO,2018-03-04,DOMINGO,21,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,OCOTE,0,625,NULO,0,NULO,EL MOCHO,LA BARRANCA,LA CARPA,TERAN SUR,TAR_NOCHE,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,CAMIONETA,CHEVROLET,S10,1,0,0,0,0,0,1,0,0,0,0,0,0.000000,NULO,3000.000000,NO,,611,AUTOPARTES,ROBO DE AUTOPARTES,-102.24618490,21.87587230
