FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAM,HORA_ROB,PROCESO,VIOLENCIA,ARMA_1,DETENIDO,PER_SOSP,ALIAS,T_VEH_SOS,VEH_SOSP,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,ESTEREO,SONIDO,BATERIA,HERRAMIENT,LLANTAS,ACC_LLANTA,ROPA,CELULAR,TECNOLOGIA,BOLSO,DOCUMENTOS,DINERO,CANTIDAD,VARIOS,MONTO,RECUP_ART,CIERRE_PRE,OID,SUB_TIPO,INCIDENTE,LONG,LAT
160109,JUNIO,2018-06-04,LUNES,1,23,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,20 DE NOVIEMBRE,0,132,NULO,0,NULO,FRANCISCO VILLA,IGNACIO ALLENDE,EMILIANO ZAPATA,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,INSTRUMENTO MUSICAL,8000.000000,NO,,1344,AUTOPARTES,ROBO DE AUTOPARTES,-102.24927395,21.86658750
182245,JUNIO,2018-06-25,LUNES,13,49,SAN FRANCISCO DE LOS ROMO,URBANA,SIN TIPO,EX VIÑEDOS GUADALUPE,1,CALLE,VIÑEDOS MARQUITOS,0,0,NULO,0,NULO,VIÑEDOS RIVIER,FERROCARRIL,VIÑEDOS SAN FERNANDO,NULO,MED_TAR_A,NO,NO,NULO,0,"1 SUJETO, PLAYERA NEGRA, PANTALON AZUL",0,BICICLETA,BICICLETA,ABIERTO,PERSONALES,CAMION,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,LLAVES. PERTENENCIAS PERSONALES,0.000000,NO,,1345,AUTOPARTES,ROBO DE AUTOPARTES,-102.27822932,21.95912656
163215,JUNIO,2018-06-07,JUEVES,8,52,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 2A SECCION,1107,CALLE,NAVARRA,0,106,NULO,0,NULO,DE LOS MAESTROS,SANTANDER,PROFESOR ENRIQUE OLIVARES SANTANA,INSURGENTES,MED_MAÑ_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,JEEP,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1346,CRISTALAZO,ROBO DE AUTOPARTES,-102.31162839,21.86192573
165389,JUNIO,2018-06-09,SABADO,12,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DORADO,1049,CALLE,REPUBLICA DE HAITI,0,111,NULO,0,NULO,GRANADA,REPUBLICA DE VENEZUELA,SANTANDER,INSURGENTES,MAÑANA,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1347,AUTOPARTES,ROBO DE AUTOPARTES,-102.30655627,21.86323002
166651,JUNIO,2018-06-10,DOMINGO,3,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS ARBOLEDAS,758,CALLE,ACACIA,0,0,NULO,0,NULO,MARGIL DE JESUS,ABEDUL,CASUARINA,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,AUTOMOVIL,NISSAN,SIN DATOS,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,2000.000000,NO,,1348,AUTOPARTES,ROBO DE AUTOPARTES,-102.30197050,21.90015705
179826,JUNIO,2018-06-23,SABADO,11,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,LUZ MARIA SALDIVAR RAMIREZ,0,109,NULO,0,NULO,DESIDERIO MACIAS SILVA,JOSE MANUEL RUIZ DE TEJEDA Y OTAL,DOMITILO ESTRELLA DEL ANGEL,TERAN SUR,MD_MAÑ,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,NISSAN,PICK UP,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,5000.000000,NO,,1349,AUTOPARTES,ROBO DE AUTOPARTES,-102.24070446,21.86834850
182852,JUNIO,2018-06-26,MARTES,3,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,NOTICIEROS,0,0,NULO,0,NULO,AVENIDA MARIANO HIDALGO,DEL REY,IMPRESORES,MORELOS,MED_MD_B,NO,NO,NULO,0,VARIOS SUJETOS,0,0,0,CRISTAL,DAÑOS,CAMIONETA,CHRYSLER,VOYAGER,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1350,CRISTALAZO,ROBO DE AUTOPARTES,-102.24872792,21.84969541
187847,JULIO,2018-07-01,DOMINGO,4,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE VISTABELLA II,603,CALLE,VISTA DE LA PRADERA,0,155,NULO,0,NULO,MEXICO LIBRE,VISTA DE LAS ESTRELLAS,VISTA DEL HORIZONTE,MORELOS,MED_MD_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,NISSAN,TSURU,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1351,CRISTALAZO,ROBO DE AUTOPARTES,-102.26252164,21.84174289
188189,JULIO,2018-07-01,DOMINGO,13,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS I,1120,AVENIDA,AGUASCALIENTES SUR,0,614,NULO,0,NULO,MEXICO LIBRE,30 DE JULIO,CAUDILLO,MORELOS,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,TOYOTA,TACOMA,1,0,1,1,0,0,0,0,0,0,0,0,0.000000,NULO,4000.000000,NO,,1352,AUTOPARTES,ROBO DE AUTOPARTES,-102.26758974,21.85975069
188219,JULIO,2018-07-01,DOMINGO,14,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SUR,1101,CALLE,ANDRES SOLER,0,314,NULO,0,NULO,MARIO MORENO,NINGUNO,NINGUNO,INSURGENTES,MADRUGADA,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,NISSAN,TSURU,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1353,CRISTALAZO,ROBO DE AUTOPARTES,-102.30718554,21.84289734
189065,JULIO,2018-07-02,LUNES,4,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD I,431,CALLE,URBANISMO,0,0,NULO,0,NULO,EDUCACION,ELECTRICIDAD,FRATERNIDAD,TERAN SUR,MED_MD_B,SI,NO,NULO,0,"1 SUJETO, PANTALON Y PLAYERA GRIS",0,0,0,CRISTAL,AMBAS,AUTOMOVIL,VOLKSWAGEN,POLO,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,PERTENCIAS PERSONALES,0.000000,NO,,1354,CRISTALAZO,ROBO DE AUTOPARTES,-102.24367763,21.87228424
189819,JULIO,2018-07-02,LUNES,22,50,JESUS MARIA,RURAL,FRACCIONAMIENTO,RUISEÑORES,338-P,CIRCUITO,GORRION,0,201,NULO,0,NULO,RUISEÑOR,COLIBRI HELOISE,GORRION,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,FORD,FOCUS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1355,CRISTALAZO,ROBO DE AUTOPARTES,-102.32971978,21.96776009
190077,JULIO,2018-07-03,MARTES,7,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,CALLE,TAMAULIPAS,0,235,NULO,0,NULO,TABASCO,AGUASCALIENTES SUR,SINALOA,MORELOS,SIN DATOS,NO,NO,NULO,0,VECINOS,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,CHEVROLET,CHEVY,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1356,CRISTALAZO,ROBO DE AUTOPARTES,-102.28114741,21.85850544
190531,JULIO,2018-07-03,MARTES,19,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EMILIANO ZAPATA,585,CALLE,JOSE MARIA LICEAGA,0,0,NULO,0,NULO,PROFESOR OTILIO E MONTAÑO,ANTONIO DIAZ SOTO Y GAMA,PROFESOR OTILIO E MONTAÑO,MORELOS,TAR_NOCHE,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,CHEVROLET,SPARK,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,"ESCALERA, EQUIPO DE INTERNET",5000.000000,NO,,1357,CRISTALAZO,ROBO DE AUTOPARTES,-102.25475627,21.85425877
191707,JULIO,2018-07-04,MIERCOLES,22,42,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 79 (LADO FRACC LA CONCORDIA),671,AVENIDA,CONVENCION DE 1914 PONIENTE,0,1904,NULO,0,NULO,DE LOS ARELLANO,MIRAFLORES,MONTEBELLO,POCITOS,NOCHE,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,JEEP,COMANDER,0,0,0,0,0,0,0,0,1,0,1,0,0.000000,NULO,70000.000000,NO,,1358,CRISTALAZO,ROBO DE AUTOPARTES,-102.31267446,21.88813015
191858,JULIO,2018-07-05,JUEVES,1,14,CALVILLO,URBANA,COLONIA,CERRITO ALTO,292,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,0,0,NULO,0,NULO,PICO DE ORIZABA,REFORMA,GUADALUPE PERALTA,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,DODGE,CARAVAN,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1359,CRISTALAZO,ROBO DE AUTOPARTES,-102.72550824,21.84027258
191999,JULIO,2018-07-05,JUEVES,9,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA IMELDA,1038,AVENIDA,PASEO DEL PORVENIR,0,0,NULO,0,NULO,DE LOS LAURELES PONIENTE,DE LOS OLIVOS,PERSEA,INSURGENTES,MED_MAÑ_B,NO,NO,NULO,0,0,0,AUTOMOVIL,"VOLKSWAGEN, JETTA GRIS",CRISTAL,PERSONALES,AUTOMOVIL,VOLKSWAGEN,JETTA,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1360,CRISTALAZO,ROBO DE AUTOPARTES,-102.32542289,21.86813451
192515,JULIO,2018-07-05,JUEVES,21,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD II,579,CALLE,COYOLXAUHQUI,0,132,NULO,0,NULO,POLIDUCTO,PAPALOT,ZACATECO,MORELOS,MED_NOCHE_A,NO,NO,NULO,0,VECINO,0,0,0,CRISTAL,DAÑOS,CAMIONETA,CHRYSLER,VOYAGER,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1361,CRISTALAZO,ROBO DE AUTOPARTES,-102.24521864,21.86274733
194611,JULIO,2018-07-07,SABADO,20,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,1118,CALLE,SAN JORGE,0,0,NULO,0,NULO,UNIVERSIDAD,SAN CLEMENTE,SAN COSME,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,JEEP,GRAND CHEROKEE,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1362,AUTOPARTES,ROBO DE AUTOPARTES,-102.30764165,21.90224894
196611,JULIO,2018-07-09,LUNES,1,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,AMBROSIO VERASTEGUI GUERRERO,0,708,NULO,0,NULO,SIERRA DE TEPEHUANES,SIERRA DE CUCHILLAS,SIERRA DEL MAGUEY,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,NISSAN,TSURU,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1363,CRISTALAZO,ROBO DE AUTOPARTES,-102.25754369,21.91298813
196741,JULIO,2018-07-09,LUNES,8,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,TROJES DE ORIENTE II,788,CALLE,MONTE BLANCO,0,804,NULO,0,NULO,SILOS,TROJES DE TECUAN,LA PEÑA,POCITOS,MED_MAÑ_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,NISSAN,TIIDA,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,300.000000,NO,,1364,CRISTALAZO,ROBO DE AUTOPARTES,-102.30161570,21.92894285
197972,JULIO,2018-07-10,MARTES,18,34,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 50 (ATRAS GALERIAS),642,BOULEVARD,LUIS DONALDO COLOSIO,0,0,NULO,0,NULO,A ZACATECAS,INDEPENDENCIA,MONTES HIMALAYA,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,FORD,FOCUS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1365,CRISTALAZO,ROBO DE AUTOPARTES,-102.29221214,21.92535287
198300,JULIO,2018-07-11,MIERCOLES,1,47,AGUASCALIENTES,URBANA,COLONIA,ALTAVISTA,922,CALLE,AMADO NERVO,0,413,NULO,0,NULO,PROFESOR JOSE REYES MARTINEZ,PONCIANO ARRIAGA,JESUS GOMEZ PORTUGAL,POCITOS,MED_MD_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,HONDA,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,600.000000,NO,,1366,CRISTALAZO,ROBO DE AUTOPARTES,-102.30242741,21.89242203
198319,JULIO,2018-07-11,MIERCOLES,2,58,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,I,0,0,NULO,0,NULO,C,H,H,TERAN NORTE,MED_MD_B,NO,NO,NULO,0,1 SUJETO,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,CHEVROLET,S10,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1367,CRISTALAZO,ROBO DE AUTOPARTES,-102.28483015,21.90986641
198482,JULIO,2018-07-11,MIERCOLES,10,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS,406,CALLE,REPUBLICA MEXICANA,0,0,NULO,0,NULO,REPUBLICA DE URUGUAY,REPUBLICA DE CHILE,REPUBLICA DEL PERU,INSURGENTES,MED_MAÑ_B,NO,NO,NULO,0,"1 SUJETO, CHALECO TINTO, CACHUCHA GRIS",0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,JETTA,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,3000.000000,NO,,1368,CRISTALAZO,ROBO DE AUTOPARTES,-102.30126025,21.86392332
199243,JULIO,2018-07-12,JUEVES,0,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIRCUNVALACION NORTE,399,AVENIDA,CONVENCION DE 1914 NORTE,0,0,NULO,0,NULO,ACACIA,LAUREL,ALFREDO LEWIS,POCITOS,SIN DATOS,NO,NO,NULO,0,2 SUJETOS MASCULINOS 18 Y 22 AÑOS,0,AUTOMOVIL,CARIBE AZUL,CRISTAL,PERSONALES,CAMIONETA,JEEP,PATRIOT,0,0,0,0,0,0,0,0,0,1,0,1,3000.000000,NULO,0.000000,NO,,1369,CRISTALAZO,ROBO DE AUTOPARTES,-102.30140585,21.89806209
199455,JULIO,2018-07-12,JUEVES,9,45,AGUASCALIENTES,URBANA,COLONIA,SAN JOSE DEL ARENAL,818,CALLE,SAN JUAN DE LOS LAGOS,0,0,NULO,0,NULO,TEPEZALA,ASIENTOS,SAN JULIAN,POCITOS,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,VOLKSWAGEN,JETTA,0,0,0,0,0,0,0,0,0,1,0,1,8000.000000,NULO,0.000000,NO,,1370,CRISTALAZO,ROBO DE AUTOPARTES,-102.30847353,21.90552988
199927,JULIO,2018-07-12,JUEVES,21,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MODERNO,664,CALLE,PROLONGACION AQUILES ELOURDUY,0,0,NULO,0,NULO,VICNETE RIVA PALACIO,SOR JUANA INES DE LA CRUZ,JUAN DE DIOS PEZA,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,HONDA,CRV,0,0,0,0,0,0,0,0,0,0,1,0,0.000000,NULO,0.000000,NO,,1371,CRISTALAZO,ROBO DE AUTOPARTES,-102.31702113,21.88067181
200085,JULIO,2018-07-12,JUEVES,23,24,AGUASCALIENTES,URBANA,SIN TIPO,CONJUNTO SAN FRANCISCO,1043,AVENIDA,MAHATMA GANDHI,0,0,NULO,0,NULO,CERRO ACONCAGUA,CERRO DE LA REINA,FAISAN,INSURGENTES,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,NISSAN,TIIDA,0,0,0,0,0,0,0,0,1,1,0,0,0.000000,NULO,0.000000,NO,,1372,CRISTALAZO,ROBO DE AUTOPARTES,-102.29373869,21.83157727
200309,JULIO,2018-07-13,VIERNES,9,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIRCUNVALACION NORTE,399,CALLE,LAUREL,0,124,NULO,0,NULO,PROFESOR EDMUNDO GAMEZ OROZCO,ALFREDO LEWIS,CASUARINA,POCITOS,MAÑANA,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,FORD,LOBO,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1373,CRISTALAZO,ROBO DE AUTOPARTES,-102.30125075,21.89640022
200493,JULIO,2018-07-13,VIERNES,14,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,CALLE,BERENICE,0,0,NULO,0,NULO,ARGO,CASIOPEA,CAN MENOR,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AMBAS,CAMIONETA,NISSAN,XTERRA,1,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,3500.000000,NO,,1374,CRISTALAZO,ROBO DE AUTOPARTES,-102.26921509,21.87211899
201116,JULIO,2018-07-14,SABADO,0,28,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 48 (CLOVER CASINO),787,BOULEVARD,LUIS DONALDO COLOSIO,0,0,NULO,0,NULO,INDEPENDENCIA,A ZACATECAS,NINGUNO,POCITOS,NOCHE_MD,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,FORD,PICK UP,0,0,0,0,0,0,1,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1375,CRISTALAZO,ROBO DE AUTOPARTES,-102.29689350,21.92564686
201491,JULIO,2018-07-14,SABADO,9,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,PRIVADA,HACIENDA EL MILAGRO,0,439,NULO,0,NULO,HACIENDA DEL MILAGRO,MONTORO,SIGLO XXI ORIENTE,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,SATURN,SIN DATOS,0,0,0,0,0,0,0,0,0,0,1,0,0.000000,NULO,0.000000,NO,,1376,CRISTALAZO,ROBO DE AUTOPARTES,-102.25193633,21.88745169
201724,JULIO,2018-07-14,SABADO,15,34,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DEL AURA,0,0,NULO,0,NULO,DEL AURA,DEL AURA,DE LA PALOMA,INSURGENTES,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,FORD,FIESTA,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1377,CRISTALAZO,ROBO DE AUTOPARTES,-102.30078936,21.84735077
201849,JULIO,2018-07-14,SABADO,18,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,SIGLO XXI ORIENTE,0,0,NULO,0,NULO,HACIENDA EL TORIL,HACIENDA DE OJOCALIENTE,HACIENDA JALTOMATE,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMION,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1378,CRISTALAZO,ROBO DE AUTOPARTES,-102.25109857,21.88757493
202666,JULIO,2018-07-15,DOMINGO,3,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTA DE LAS CUMBRES,493,CALLE,MAESTRO JUAN ARELLANO,0,218,NULO,0,NULO,DE LA ESPIGA,MAESTRO ISMAEL RODRIGUEZ NEGRETE,MAESTRO CANDELARIO RIVAS,TERAN SUR,MED_MD_B,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AMBAS,AUTOMOVIL,NISSAN,TSUBAME,1,0,0,1,1,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1379,AUTOPARTES,ROBO DE AUTOPARTES,-102.24178066,21.89655984
203677,JULIO,2018-07-15,DOMINGO,23,46,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RINCONADA DEL PUERTECITO,516,CALLE,PUERTO BALBOA,0,1,NULO,0,A,NINGUNO,NINGUNO,NINGUNO,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,VOLKSWAGEN,GOLF,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1380,CRISTALAZO,ROBO DE AUTOPARTES,-102.26679063,21.93669639
203689,JULIO,2018-07-15,DOMINGO,23,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,1118,CALLE,SAN JOSE,0,0,NULO,0,NULO,UNIVERSIDAD,SAN CLEMENTE,SAN COSME,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,1381,CRISTALAZO,ROBO DE AUTOPARTES,-102.30699105,21.90103541
204144,JULIO,2018-07-16,LUNES,18,34,AGUASCALIENTES,URBANA,PARQUE,PARQUE RODOLFO LANDEROS GALLEGOS,1002,BOULEVARD,JOSE MARIA CHAVEZ,0,0,NULO,0,NULO,AGUASCALIENTES SUR,SIGLO XXI SUR,DEL PARQUE,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,NISSAN,TSURU,1,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,4000.000000,NO,,1382,CRISTALAZO,ROBO DE AUTOPARTES,-102.29156262,21.85175902
204703,JULIO,2018-07-17,MARTES,10,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA FUENTE,1061,CALLE,QUITO,0,0,NULO,0,NULO,LAS AMERICAS,REPUBLICA DE URUGUAY,LANCEROS DE AGUASCLAIENTES,INSURGENTES,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,NISSAN,PLATINA,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,2000.000000,NO,,1383,CRISTALAZO,ROBO DE AUTOPARTES,-102.30094852,21.87264561
204740,JULIO,2018-07-17,MARTES,11,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL GIGANTE,0,0,NULO,0,NULO,EL YUGO,SIGLO XXI ORIENTE,EL PICACHO,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,VOLKSWAGEN,SAVEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1384,CRISTALAZO,ROBO DE AUTOPARTES,-102.25933345,21.90900153
204761,JULIO,2018-07-17,MARTES,12,33,JESUS MARIA,URBANA,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,117,CALLE,PASEOS DE CIENEGA GRANDE,0,0,NULO,0,NULO,PASEOS DE PABELLON DE HIDALGO,PASEOS DE POCITOS,PASEOS DE CAÑADA HONDA,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,AUTOPARTES,CAMIONETA,FORD,F150,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,10000.000000,NO,,1385,AUTOPARTES,ROBO DE AUTOPARTES,-102.29592392,21.96916050
204772,JULIO,2018-07-17,MARTES,12,55,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,COLINAS DEL RIO,398,CALLE,RIO AMAZONAS,0,0,NULO,0,NULO,AGUASCALIENTES PONIENTE,RIO BRAVO,RIO SENA,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,GMC,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1386,CRISTALAZO,ROBO DE AUTOPARTES,-102.31902021,21.89441848
204908,JULIO,2018-07-17,MARTES,16,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE AGUASCALIENTES,973,AVENIDA,CONVENCION DE 1914 SUR,0,0,NULO,0,NULO,MIGUEL CALDERA,CIRSTOBLA COLON,PASEO JUAN DE TOLOSA,MORELOS,MAÑ_TAR,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,DODGE,JOURNEY,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,1387,CRISTALAZO,ROBO DE AUTOPARTES,-102.29109615,21.86553744
205221,JULIO,2018-07-17,MARTES,22,11,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 58 (FRENTE BASICOS),843,AVENIDA,INDEPENDENCIA,0,0,NULO,0,NULO,NINGUNO,AGUASCALIENTES NORTE,A ZACATECAS,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,A_PUERTAS,PERSONALES,CAMIONETA,HONDA,CRV,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,LENTES,0.000000,NO,,1388,AUTOPARTES,ROBO DE AUTOPARTES,-102.29710325,21.91611105
