FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,MOT_DET,LESIONADO,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,OID,LONG,LAT
210706768,30414,ROBO A CASA,6,2021-06-22,25,2,5,COLONIA,EL CALVARIO,220,CALLE,BENITO JUAREZ,NA,NA,"912,,,",AVENIDA,SOLIDARIDAD,7,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"5,11,45",0,18000,false,1,1,-102.34160000,1842,-102.34161469,21.97247539
210709036,30414,ROBO A CASA,6,2021-06-23,25,3,11,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN JOSE,NA,NA,",,,",AMPLIACION,SAN CAMILO,7,0,0,25,1,NO,true,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,20,59,-102.27840000,1843,-102.27840217,22.03091102
210711064,30414,ROBO A CASA,6,2021-06-23,25,3,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,CARLOS FUENTES MARES,NA,NA,"625,,,",CALLE,FRIDA KALHO,3,16,1,22,9,DESHABITADA,false,false,9,4 HOMBRES,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.26510000,1844,-102.26515205,21.91806719
210712890,30414,ROBO A CASA,6,2021-06-23,25,3,1,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,531,CALLE,PASEO DE LAS TORRES PONIENTE,NA,NA,"211,,,",CALLE,PASEO DEL CEDAZO,5,0,0,24,4,NO,true,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,19,0,0,false,1,2,-102.25720000,1845,-102.25720944,21.87197426
210714283,30414,ROBO A CASA,6,2021-06-23,25,3,1,FRACCIONAMIENTO,REAL DE HACIENDAS,492,AVENIDA,HACIENDA DE OJOCALIENTE,NA,NA,",,,",AVENIDA,HACIENDA JOSE MARIA MORELOS,4,0,0,21,4,NO,false,false,9,1 HOMBRE 1 MUJER,ND,2,FALTA ADMINISTRATIVA,0,N,N,NO,10,0,0,false,1,4,-102.24370000,1846,-102.24374357,21.89038726
210716010,30414,ROBO A CASA,6,2021-06-24,25,4,5,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,AGUILA,NA,NA,"107,,,",AVENIDA,RUISEÃ‘OR,7,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,SI1,10,0,0,false,1,2,-102.33040000,1847,-102.33042214,21.96836017
210716347,30414,ROBO A CASA,6,2021-06-24,25,8,5,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,GAVIOTA,NA,NA,"101,,,",AVENIDA,RUISEÃ‘OR,7,0,0,1,8,SOLA,false,false,9,ND,ND,0,NO,0,N,N,SI1,10,0,0,false,1,1,-102.33010000,1848,-102.33014090,21.96809015
210721486,30414,ROBO A CASA,6,2021-06-25,25,5,1,FRACCIONAMIENTO,DEL VALLE 1A SECCION,734,CALLE,26 DE MARZO,NA,NA,",,,",CALLE,NAPOLES,6,0,0,24,1,DESHABITADA,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.31310000,1849,-102.31316820,21.87578851
210727069,30414,ROBO A CASA,6,2021-06-27,25,7,5,COLONIA,ARBOLEDAS PASO BLANCO,114,CIRCUITO,LAUREL,NA,NA,"218,,,",CIRCUITO,LAUREL,7,0,0,15,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,15,0,0,false,1,1,-102.30410000,1850,-102.30415519,21.96513706
210727806,30414,ROBO A CASA,6,2021-06-27,25,7,5,CONDOMINIO,LA PIEDRA,341P,AVENIDA,BAUPRES,NA,NA,"102,,,",CALLE,SD,7,0,0,19,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,0,-102.34410000,1851,-102.34419759,21.92916467
210729198,30414,ROBO A CASA,6,2021-06-27,25,7,1,FRACCIONAMIENTO,LOMAS DE BELLAVISTA,524,CALLE,CONDOMINIO BELLAVISTA 113,NA,NA,"25,,,",CALLE,CASIA ORIENTE,3,16,18,22,4,DESHABITADA,true,false,9,2 HOMBRES,ND,0,NO,0,TRICICLO,AZUL,NO,10,0,0,false,1,1,-102.23910000,1852,-102.23914940,21.91804524
210732867,30414,ROBO A CASA,6,2021-06-27,25,7,1,FRACCIONAMIENTO,SANTA ANITA,482,CALLE,LUIS COLOMA,NA,NA,"323,,,",CALLE,FRANS HALS,4,0,0,27,9,NO,false,false,9,HERMANO,FAMILIA,0,NO,0,N,N,NO,2,0,7800,false,1,1,-102.27390000,1853,-102.27396289,21.89526808
210733193,30414,ROBO A CASA,6,2021-06-28,26,1,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,ENRIQUE GUZMAN,NA,NA,"111,,,",CALLE,MANUEL FELGUEREZ,3,0,0,27,1,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,18,0,0,false,1,1,-102.26050000,1854,-102.26058746,21.92171161
210734649,30414,ROBO A CASA,6,2021-06-28,26,1,1,FRACCIONAMIENTO,VILLA TERESA,790,CALLE,REFORMADORES,NA,NA,"125,,,",CALLE,OBLATAS,3,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,13,-102.27510000,1855,-102.27514420,21.92166338
210735144,30414,ROBO A CASA,6,2021-06-28,26,1,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,MARIA DEL CARMEN MARTIN DEL CAMPO,NA,NA,"203,,,",CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,3,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,6",0,9300,false,1,1,-102.25100000,1856,-102.25105086,21.91443661
210735616,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,SIERRA AGUILADA,NA,NA,",,,",CALLE,CONSTITUCIONALISTA,3,0,0,26,9,DESHABITADA,false,false,9,3 HOMBRES,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.25670000,1857,-102.25675319,21.94481353
210735763,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,ANEXO BENITO PALOMINO DENA,697,CALLE,XXVI PENSADORES MEXICANOS PONIENTE,NA,NA,"1803,,,",CALLE,JUVENTINO DE LA TORRE,3,5,0,26,4,NO,false,false,9,3 HERMANOS,FAMILIA,0,NO,0,N,N,NO,3,0,3000,true,1,14,-102.24600000,1858,-102.24609892,21.92120376
210735895,30414,ROBO A CASA,6,2021-06-29,26,2,5,COMUNIDAD,EL BARRENO,335PR,CALLE,FELIPE SUAREZ,NA,NA,",,,",TERRACERIA,HACIENDA LOS CUARTOS,7,0,0,5,4,NO,false,false,9,ND,ND,0,NO,0,CAMIONETA,HYU1213 JALISCO CHEVROLET VERDE,NO,14,0,7000,false,1,1,-102.33860000,1859,-102.33868383,21.98167238
210736300,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,CARMEN DE LUNA DE SEVILLA,NA,NA,"313,,,",CALLE,ANGELA MARIA MACIAS ELIAS,4,10,40,20,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,9800,false,1,26,-102.23170000,1860,-102.23175296,21.86487647
210736313,30414,ROBO A CASA,6,2021-06-29,26,8,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,CALLE,PASEOS DE SAN GILDARDO,NA,NA,"119,,,",BOULEVARD,PROFESOR J REFUGIO LARA MARTINEZ,7,0,0,1,4,NO,false,false,9,INQUILINOS,RENTERO,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.27640000,1861,-102.27647375,22.02161697
210737092,30414,ROBO A CASA,6,2021-06-28,26,1,1,COMUNIDAD,EL GIGANTE ARELLANO,44P,CALLE,LAURELES,NA,NA,"109,,,",CALLE,LOS VERGELES,2,0,0,4,4,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,11,0,4000,false,1,1,-102.30100000,1862,-102.30109825,21.78633421
210737267,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,GERARDO MARIN MARTINEZ,NA,NA,"153,,,",CALLE,DESIDERIO MACIAS SILVA,4,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,11",0,20000,false,1,1,-102.24040000,1863,-102.24044755,21.87156782
210737837,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,ADELINA HERNANDEZ REYNOSO,NA,NA,",,,",CALLE,CARMEN DE LUNA DE SEVILLA,4,0,0,2,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,false,1,1,-102.23200000,1864,-102.23203836,21.86450775
210737862,30414,ROBO A CASA,6,2021-06-29,26,2,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,CALLE,PASEOS DE SAN CARLOS,NA,NA,"327,,,",AVENIDA,LAURA ORTEGA DE ALBA,7,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12,15,28",15000,35000,false,1,1,-102.26870000,1865,-102.26878254,22.02606313
210737873,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,CERRO TAITA,NA,NA,"314,,,",CALLE,MONTE OKU,3,0,0,22,9,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,10,0,0,false,20,59,-102.26220000,1866,-102.26227464,21.94192267
210738811,30414,ROBO A CASA,6,2021-06-28,26,1,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE MANUEL RUIZ DE TEJADA Y OTAL,NA,NA,",,,",CALLE,URBANISMO,4,0,0,27,4,NO,false,false,9,ND,"TATA O DIAMANTE, EL PERI",0,NO,0,N,N,NO,46,0,0,false,1,17,-102.24210000,1867,-102.24213278,21.87228583
210739047,30414,ROBO A CASA,6,2021-06-29,26,2,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,KALAMARIA,NA,NA,"101,B,,",CALLE,LIVORNO,5,0,0,4,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"12,20",0,0,false,1,26,-102.26860000,1868,-102.26869330,21.81120667
210739408,30414,ROBO A CASA,6,2021-06-30,26,3,5,FRACCIONAMIENTO,LA CUESTA,211,CALLE,CUESTA DE LAS ENRAMADAS,NA,NA,"101,,,",AVENIDA,VALLADOLID,7,0,0,25,4,NO,false,false,9,ND,EL TOBI EL GUS,0,NO,0,N,N,NO,"2,5,6",0,0,false,1,1,-102.33920000,1869,-102.33920283,21.97451305
210739583,30414,ROBO A CASA,6,2021-06-30,26,3,1,COMUNIDAD,BUENAVISTA DE PEÑUELAS,3P,CALLE,PORFIRIO DIAZ,NA,NA,"209,,,",CALLE,REFORMA,2,3,50,26,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.29280000,1870,-102.29288880,21.71992351
210739740,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,MISION DE SANTA FE,569,CALLE,MISION DE SANTA MARIA,NA,NA,"104,,,",CALLE,MISION DE SAN FELIPE,5,0,0,19,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,14,0,3500,false,1,1,-102.27270000,1871,-102.27270127,21.86513060
210739892,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,VILLAS DEL RIO,698,AVENIDA,VILLAS DEL RIO,NA,NA,"111,E,,",AVENIDA,GERONIMO DE LA CUEVA,3,0,0,5,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,7000,false,1,23,-102.24350000,1872,-102.24359725,21.94097419
210740135,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,REENCUENTRO,408,ANDADOR,ROSA MORADA,NA,NA,"15,,,",AVENIDA,DEL REY,5,10,34,20,9,CONSTRUCCION,true,false,9,2 HOMBRES,ND,0,NO,0,CARRIOLA,N,NO,19,0,0,false,1,9,-102.25110000,1873,-102.25118665,21.83760952
210740722,30414,ROBO A CASA,6,2021-06-30,26,8,5,COLONIA,EJIDAL,196,CALLE,20 DE NOVIEMBRE,NA,NA,"105,,,",CALLE,VENUSTIANO CARRANZA,7,0,0,1,4,NO,false,false,9,ND,ND,0,NO,0,CAMIONETA,AE34457  S10 NEGRA,NO,"10,11,19,45",0,15000,false,1,1,-102.35190000,1874,-102.35191843,21.96790855
210739351,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,LAS HADAS,833,CALLE,AFRODITA,NA,NA,"301,C,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,56,25,1,NO,true,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.28950000,1875,-102.28951198,21.90646448
210739450,30414,ROBO A CASA,6,2021-06-30,26,3,5,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,GAVIOTA,NA,NA,"101,,,",AVENIDA,RUISEÃ‘OR,7,1,54,25,1,NO,true,false,9,4 HOMBRES,ND,0,NO,0,N,N,SI,10,0,0,false,1,2,-102.33010000,1876,-102.33019149,21.96806680
210741795,30414,ROBO A CASA,6,2021-06-30,26,3,6,FRACCIONAMIENTO,SANTA ISABEL,230P,CALLE,REAL DEL SALTO,NA,NA,"214,B,,",CALLE,REAL DE ASIENTOS,7,0,0,9,4,NO,false,false,9,ND,"KATIA, EL TILDIO, EL GUEROMAMADO",0,NO,0,N,N,NO,"8,12",0,800,false,1,1,-102.26740000,1877,-102.26744289,22.08176920
210741832,30414,ROBO A CASA,6,2021-06-30,26,3,1,COLONIA,NORIAS DE PASO HONDO,352,CALLE,CAMILO CIENFUEGOS,NA,NA,"206,,,",CALLE,TIERRA Y LIBERTAD,4,0,0,22,3,NO,false,false,9,LUIS,VECINO,0,NO,0,N,N,NO,"1,5,8,18",0,0,false,1,2,-102.20500000,1878,-102.20507942,21.85652704
210742418,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,RAFAEL GOMEZ RAMIREZ,NA,NA,"124,,,",CALLE,FRANCISCO V TREVIÃ‘O,3,0,0,19,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,6,0,1800,false,1,2,-102.25640000,1879,-102.25642977,21.93746536
210742689,30414,ROBO A CASA,6,2021-06-30,26,8,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,CERRO TAITA,NA,NA,"411,B,,",CALLE,MONTE GUERRERO,3,0,0,27,6,NO,false,false,9,ND,ND,0,NO,0,N,N,SI1,1,0,0,false,1,1,-102.26280000,1880,-102.26284143,21.94301650
210743000,30414,ROBO A CASA,6,2021-06-30,26,3,5,FRACCIONAMIENTO,LA CAÑADA,229,CALLE,CAÑADA JIMENEZ,NA,NA,",,,",AVENIDA,SOLIDARIDAD,7,0,0,10,8,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"14,15,38",0,4000,false,1,1,-102.35590000,1881,-102.35592378,21.95310932
210743292,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO MAGUEY 203,NA,NA,"16,,,",ANDADOR,RECINTO MAGUEY 203,4,0,0,10,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12",0,0,false,1,1,-102.23520000,1882,-102.23524709,21.87216555
210743337,30414,ROBO A CASA,7,2021-07-01,26,4,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,AVENIDA,DE LAS PRESAS,NA,NA,"202,,,",CALLE,ATICA,5,0,42,25,9,DESHABITADA,false,false,9,3 HOMBRES 1 MUJER,ND,3,DISTURBIO,0,CAMIONETA,NISSAN ROJA REDILAS FIERRO NEGRAS,NO,18,0,0,false,1,4,-102.26630000,1883,-102.26635800,21.81189299
210743723,30414,ROBO A CASA,7,2021-07-01,26,4,1,FRACCIONAMIENTO,VILLAS DE LA LOMA,454,CALLE,CULTURA OTOMI,NA,NA,"529,,,",PRIVADA,LOMA DEL JABALI,3,0,0,26,1,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,false,1,2,-102.24560000,1884,-102.24568593,21.91180580
210743732,30414,ROBO A CASA,7,2021-07-01,26,4,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,J JESUS AGUILERA PALOMINO,NA,NA,"114,,,",CALLE,CATEDRATICOS,4,4,0,26,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,false,1,1,-102.23870000,1885,-102.23876315,21.86978590
210744275,30414,ROBO A CASA,7,2021-07-01,26,8,1,FRACCIONAMIENTO,LA FLORIDA II,320PR,CALLE,PASEOS DEL CAMPO,NA,NA,"236,,,",CALLE,PASEOS DEL VALLADO,3,0,0,1,3,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,8,10,12",0,22000,false,1,1,-102.23960000,1886,-102.23964089,21.92769336
210744491,30414,ROBO A CASA,7,2021-07-01,26,4,1,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA DEL ESTE,NA,NA,"145,,,",CALLE,CULTURA OTOMI,3,0,0,20,4,NO,false,false,9,GERARDO GALVAN,RENTERO,1,FALTA ADMINISTRATIVA,0,N,N,NO,10,0,0,false,1,4,-102.24570000,1887,-102.24572614,21.92310703
210745532,30414,ROBO A CASA,7,2021-07-01,26,4,11,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN LUCAS,NA,NA,"113,,1,G",AMPLIACION,SAN CAMILO,7,0,0,16,3,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.27880000,1888,-102.27883039,22.03103687
210745561,30414,ROBO A CASA,7,2021-07-01,26,4,2,COMUNIDAD,FRANCISCO VILLA,95P,CALLE,HOMBRES ILUSTRES,NA,NA,"72,,,",CALLE,JESUS MARIA,7,0,0,22,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"3,12,15,28",5000,30000,false,1,1,-101.96670000,1889,-101.96670388,22.08224094
210745767,30414,ROBO A CASA,7,2021-07-01,26,8,1,FRACCIONAMIENTO,SANTA ANITA,523,CALLE,FRANZ PETER SCHUBERT,NA,NA,"131,,,",CALLE,GUISEPPE VERDI,4,0,0,1,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"9,27",0,50000,false,1,2,-102.27760000,1890,-102.27767222,21.89415947
210746173,30414,ROBO A CASA,7,2021-07-01,26,4,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,EXPROPIACION PETROLERA,NA,NA,"244,,,",AVENIDA,POLIDUCTO,3,18,39,22,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.24900000,1891,-102.24907816,21.90441463
210746735,30414,ROBO A CASA,7,2021-07-01,26,4,2,RANCHO,LAS TRES MARIAS,95PR,TERRACERIA,NINGUNO,NA,NA,",,,",CARRETERA,43,7,0,0,10,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,6000,false,1,1,-101.97150000,1892,-101.97156939,22.07137728
210747370,30414,ROBO A CASA,7,2021-07-01,26,4,1,COMUNIDAD,SAN IGNACIO,33P,PROLONGACION,AVENIDA ABELARDO RODRIGUEZ,NA,NA,"104,,,",CALLE,EL BAJIO,6,23,44,24,9,NO,true,false,9,2 HOMBRES,ND,2,FALTA ADMINISTRATIVA,0,N,N,NO,19,0,0,false,1,4,-102.33860000,1893,-102.33869679,21.89357710
210748174,30414,ROBO A CASA,7,2021-07-02,26,5,11,COMUNIDAD,LA CONCEPCION,301P,CALLE,GUADALUPE VICTORIA,NA,NA,"101,A,,",CALLE,EMILIANO ZAPATA,7,0,0,19,9,NO,false,false,9,HIJO,FAMILIA,0,NO,0,N,N,SI1,18,0,0,false,1,1,-102.29910000,1894,-102.29910803,22.03540536
210748210,30414,ROBO A CASA,7,2021-07-02,26,5,9,COMUNIDAD,EL GIGANTE,265P,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,NA,NA,"119,,,",CALLE,CUAHUTEMOC,7,0,0,5,1,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,11,0,15000,false,1,1,-102.24940000,1895,-102.24940333,22.21150780
210748486,30414,ROBO A CASA,7,2021-07-02,26,5,5,COLONIA,ARBOLEDAS PASO BLANCO,114,CIRCUITO,LAUREL,NA,NA,"256,,,",CIRCUITO,LAUREL,7,0,0,10,5,NO,false,false,9,ND,ND,0,NO,0,N,N,SI1,39,0,0,false,1,1,-102.30510000,1896,-102.30515793,21.96523960
210748620,30414,ROBO A CASA,7,2021-07-01,26,4,5,FRACCIONAMIENTO,ARBOLEDAS PASO BLANCO,114,CIRCUITO,LAUREL,NA,NA,"210,,,",CIRCUITO,LAUREL,7,0,0,10,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"27,28,40",1700,1700,false,1,1,-102.30380000,1897,-102.30388724,21.96511372
210748738,30414,ROBO A CASA,7,2021-07-02,26,8,1,RANCHO,SAN MIGUEL,74PR,CARRETERA,68,NA,NA,",,,",N,N,4,0,0,1,4,CONSTRUCCION,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.19660000,1898,-102.19663241,21.89608506
210750046,30414,ROBO A CASA,7,2021-07-02,26,5,6,COMUNIDAD,LAS ANIMAS,215P,CALLE,ARTICULO 5,NA,NA,",,,",N,N,7,17,43,22,9,NO,true,false,9,4 HOMBRES,ERNESTO ZAMORA CARMONA,1,NO,0,N,N,NO,39,0,0,false,1,4,-102.26890000,1899,-102.26890835,22.08751845
210750242,30414,ROBO A CASA,7,2021-07-02,26,5,2,BARRIO,EL RASCON,302,CALLE,ALEGRIA,NA,NA,"211,,,",CALLE,FRANCISCO VILLA,7,15,0,21,9,NO,false,false,9,FAMILIARES,FAMILIA,0,NO,0,N,N,NO,3,0,0,false,1,1,-102.07680000,1900,-102.07683555,22.08667530
210750420,30414,ROBO A CASA,7,2021-07-02,26,5,1,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA DE ADRIANA,NA,NA,"228,,,",CALLE,VILLA CONSTITUCION,3,0,0,23,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.24630000,1901,-102.24631974,21.92686904
210750731,30414,ROBO A CASA,7,2021-07-02,26,5,1,COLONIA,BUENOS AIRES,720,CALLE,OCEANIA,NA,NA,"112,,,",CALLE,FERNANDO M HERNANDEZ,6,0,0,27,4,NO,false,false,9,VECINOS,VECINO,0,NO,0,N,N,NO,"11,12",0,30000,false,1,1,-102.30420000,1902,-102.30425537,21.89547255
210750740,30414,ROBO A CASA,7,2021-07-02,26,5,1,RESIDENCIAL CAMPESTR,LOS FRESNOS,313P,CALLE,GUADALUPE GONZALEZ,NA,NA,"1113,,,",AVENIDA,GUADALUPE GONZALEZ,6,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"15,27",0,0,false,1,1,-102.33470000,1903,-102.33478846,21.91098769
210750947,30414,ROBO A CASA,6,2021-06-30,26,3,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE MANUEL RUIZ DE TEJADA Y OTAL,NA,NA,"141,,,",CALLE,JOSE TRINIDAD VELA SALAS,4,0,0,27,4,NO,false,false,9,ND,"EL DIAMANTE, EL PERI",0,NO,0,N,N,NO,11,0,0,false,1,17,-102.24230000,1904,-102.24231321,21.87114893
210751107,30414,ROBO A CASA,7,2021-07-02,26,5,1,FRACCIONAMIENTO,VILLAS DE LAS FUENTES,495,CALLE,VILLAS DE IXTAPA,NA,NA,"101,A,,",CALLE,VILLAS DE VALLARTA,3,22,15,24,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,6,-102.23970000,1905,-102.23973610,21.91373422
210751297,30414,ROBO A CASA,7,2021-07-02,26,5,5,COMUNIDAD,LOS RAMIREZ,186P,PRIVADA,SAN NICOLAS,NA,NA,"104,,,",CALLE,MIGUEL HIDALGO,7,0,0,23,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,1500,false,1,23,-102.32710000,1906,-102.32719209,21.97157716
210751501,30414,ROBO A CASA,7,2021-07-02,26,5,1,FRACCIONAMIENTO,VILLAS DEL RIO,698,CALLE,RIO MANITOBA,NA,NA,"113,B,,",CALLE,JOSE FEMAT GUTIERREZ,3,23,36,24,9,DESHABITADA,true,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.24210000,1907,-102.24216561,21.93804660
210751655,30414,ROBO A CASA,7,2021-07-03,26,6,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,CULTURA MOCHE,NA,NA,"133,,,",CALLE,LOMA DEL CARDENAL 403,3,0,0,10,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"2,6,28",500,10000,false,1,1,-102.23860000,1908,-102.23860017,21.91117051
210752124,30414,ROBO A CASA,7,2021-07-03,26,6,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR IV,619,CALLE,LOMA DE MARFIL,NA,NA,"224,,,",CALLE,LOMA HUASTECA,5,0,0,15,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"3,6,15,28",3000,12000,false,1,1,-102.26110000,1909,-102.26110267,21.84679137
210752188,30414,ROBO A CASA,7,2021-07-03,26,6,1,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,CUMBRES,NA,NA,"308,,,",CALLE,MONTOYA,4,0,0,25,4,NO,false,false,9,2 MUJERES,ND,0,NO,0,N,N,NO,20,0,40000,false,1,1,-102.25180000,1910,-102.25183832,21.88614518
210752952,30414,ROBO A CASA,7,2021-07-03,26,6,7,FRACCIONAMIENTO,JOSE LUIS MACIAS,74,CALLE,JOSE LUIS MACIAS,NA,NA,"505,,,",CALLE,GUADALUPE,7,0,0,5,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.31730000,1911,-102.31736044,22.23416030
210753128,30414,ROBO A CASA,7,2021-07-03,26,8,5,FRACCIONAMIENTO,LA CAÑADA,229,CALLE,BENIGNO CHAVEZ,NA,NA,"121,,,",CALLE,INEGI,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,6,-102.35330000,1912,-102.35331068,21.95505299
210753977,30413,ROBO A CASA,7,2021-07-03,26,6,4,COMUNIDAD,LA PUNTA,165P,CALLE,ENRIQUE OLIVARES SANTANA,NA,NA,"210,,,",CALLE,ALFONSO ESPARZA OTEO,7,13,40,21,9,NO,false,true,3,1 HOMBRE,ND,0,NO,0,MOTO,ITALIKA BLANCA CON ROJO,NO,"28,29",2000,2000,false,1,2,-102.29100000,1913,-102.29102350,22.32344186
