FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,MOT_DET,LESIONADO,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,OID,LONG,LAT
210018498,30414,ROBO A CASA,1,2021-01-07,1,4,1,COMUNIDAD,NORIAS DE PASO HONDO,352,CARRETERA,70 OTE,NA,NA,",,,",CALLE,ND,4,0,0,21,4,DESHABITADA,false,false,9,1 HOMBRE 1 MUJER,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.20780000,75,-102.20787155,21.85627267
210020490,30414,ROBO A CASA,1,2021-01-08,1,5,1,COMUNIDAD,EL POLVORIN MIRADOR TV AZTECA,69P,AVENIDA,GAVIOTAS,NA,NA,"157,,,",CALLE,BUENAVISTA,4,9,36,20,4,DESHABITADA,true,false,9,1 HOMBRE 1 MUJER,ND,0,NO,0,N,N,NO,19,0,0,false,1,2,-102.22680000,76,-102.22680739,21.86357877
210021046,30414,ROBO A CASA,1,2021-01-08,1,5,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,CERRO EL TENAYO,NA,NA,"904,B,,",CALLE,MONTE DE TOLEDO,3,0,0,21,7,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,14",0,7000,false,1,1,-102.25780000,77,-102.25782721,21.94486003
210021251,30414,ROBO A CASA,1,2021-01-08,1,5,1,BARRIO,DE GUADALUPE,910,AVENIDA,GUADALUPE,NA,NA,"616,A,,",CALLE,GUADALUPE,6,0,0,5,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,true,1,7,-102.30870000,78,-102.30871824,21.88495945
210021263,30414,ROBO A CASA,1,2021-01-08,1,5,5,COMUNIDAD,PASO BLANCO,185P,CALLE,LAS ARBOLEDAS,NA,NA,"123,,,",CALLE,PRIMAVERA,7,0,0,21,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,14",0,0,false,1,1,-102.31550000,79,-102.31552167,21.97557501
210021595,30414,ROBO A CASA,1,2021-01-08,1,5,3,COLONIA,LIBERAL,288,CALLE,20 DE NOVIEMBRE,NA,NA,"177,,,",CALLE,GUILLERMO PRIETO,7,0,0,17,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,15,28",1300,1300,false,1,1,-102.71870000,80,-102.71874487,21.84368085
210022078,30414,ROBO A CASA,1,2021-01-08,1,5,10,BARRIO,DEL SALTO,28,CALLE,VALENTIN GOMEZ FARIAS,NA,NA,"106,,,",CALLE,IGNACIO ZARAGOZA,7,0,0,23,5,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,3,0,0,false,1,2,-101.96180000,81,-101.96182172,21.92275933
210022479,30414,ROBO A CASA,1,2021-01-09,1,6,1,COLONIA,SAN JOSE DEL ARENAL,818,PRIVADA,LA JOYA,NA,NA,"2434,A,,",PROLONGACION,LIBERTAD,6,0,0,24,4,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,13,0,4000,false,1,1,-102.30190000,82,-102.30191345,21.90676074
210022531,30414,ROBO A CASA,1,2021-01-08,1,5,5,COLONIA,LA LOMA,156,CALLE,DEL SOL,NA,NA,"117,A,,",CALLE,LOMA DE LA CAÑADA,7,0,0,25,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,17,-102.34540000,83,-102.34547452,21.95070733
210022877,30414,ROBO A CASA,1,2021-01-09,1,6,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS 2403,NA,NA,"4,A,,",CALLE,SAN FRANCISCO DE LOS VIVEROS,4,0,0,26,4,DESHABITADA,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.23210000,84,-102.23212048,21.88516639
210023120,30414,ROBO A CASA,1,2021-01-09,1,6,11,FRACCIONAMIENTO,SANTA BARBARA,2,PRIVADA,SAN PABLO PONIENTE,NA,NA,"113,,,",AVENIDA,SANTA BARBARA,7,0,0,1,6,SOLA,false,false,9,VECINOS PARACAIDISTAS,VECINO,0,NO,0,N,N,NO,"7,8,10,12,27,28,30",600,5000,false,1,1,-102.26330000,85,-102.26332846,22.06184276
210023330,30414,ROBO A CASA,1,2021-01-09,1,6,1,FRACCIONAMIENTO,LOMAS DE BELLAVISTA,524,CALLE,CONDOMINIO BELLAVISTA 409,NA,NA,"11,,,",CALLE,CASIA ORIENTE,3,0,0,20,7,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,"5,8,14",0,0,false,1,1,-102.24010000,86,-102.24015361,21.91862017
210023400,30414,ROBO A CASA,1,2021-01-09,1,6,11,COLONIA,MACARIO J GOMEZ,300P,CALLE,ADOLFO LOPEZ MATEOS,NA,NA,",,,",CALLE,PROGRESO,7,0,0,13,3,CONSTRUCCION,false,false,9,ND,ND,0,NO,0,N,N,NO,"10,11,19",0,25000,false,1,1,-102.24950000,87,-102.24959956,21.97978820
210023702,30414,ROBO A CASA,1,2021-01-09,1,6,5,CONDOMINIO,TROJES DE SAN CRISTOBAL,625,PRIVADA,TROJE SAN IGNACIO,NA,NA,"217,,,",CALLE,TROJE SAN CRISTOBAL,7,0,0,17,2,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,1,0,15000,false,1,28,-102.30570000,88,-102.30574940,21.94288274
210023736,30414,ROBO A CASA,1,2021-01-09,1,6,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,PRIMERO DE MAYO,NA,NA,"107,,,",CALLE,16 DE SEPTIEMBRE,4,0,0,21,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,2,3",0,5000,false,1,1,-102.21230000,89,-102.21230246,21.89716283
210023777,30414,ROBO A CASA,1,2021-01-09,1,8,1,FRACCIONAMIENTO,POZO BRAVO,421,CALLE,POZO NACIONAL,NA,NA,"110,,,",CALLE,GENERAL PANFILO NATERA,3,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"9,12",0,0,false,1,2,-102.28060000,90,-102.28060956,21.92678971
210024244,30414,ROBO A CASA,1,2021-01-09,1,6,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,MANUEL FELGUEREZ,NA,NA,"112,,,",CALLE,JOSE LUIS CUEVAS,3,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,38,0,0,false,1,11,-102.26100000,91,-102.26108256,21.92080461
210024866,30414,ROBO A CASA,1,2021-01-09,1,6,5,COMUNIDAD,LOS RAMIREZ,186P,PRIVADA,DEL SOL,NA,NA,"117,,,",CALLE,NINGUNO,7,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,28,0,5000,false,1,1,-102.32400000,92,-102.32409250,21.97285045
210025515,30414,ROBO A CASA,1,2021-01-10,1,7,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,TULIPAN,NA,NA,"437,,,",CALLE,REES FISHER,7,0,0,12,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,2,6",0,30000,false,1,1,-102.35800000,93,-102.35806760,21.96893188
210026054,30414,ROBO A CASA,1,2021-01-10,1,7,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NA,NA,"1906,,,",CALLE,GENERAL FRANCISCO MURGUIA,2,10,0,20,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,45,0,0,true,1,27,-102.30410000,94,-102.30414845,21.85046832
210026727,30414,ROBO A CASA,1,2021-01-10,1,7,1,COMUNIDAD,COTORINA COYOTES,53P,CALLE,BRONCOS,NA,NA,",,,",CALLE,AVENIDA LIGA MEXICANA,5,0,0,1,5,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,"5,11,14,16",0,0,false,1,1,-102.26710000,95,-102.26719507,21.75192573
210027061,30414,ROBO A CASA,1,2021-01-10,1,7,5,COMUNIDAD,LA TOMATINA,192P,CALLE,GUERRERO,NA,NA,"325,,,",PRIVADA,NINGUNO,7,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,6,0,0,false,1,2,-102.41360000,96,-102.41368629,21.90071782
210027526,30414,ROBO A CASA,1,2021-01-10,1,7,1,FRACCIONAMIENTO,CARTAGENA 1947,322P,CALLE,CHATO MORONES,NA,NA,"320,,,",AVENIDA,FERROCARRIL,3,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,2000,true,1,10,-102.27840000,97,-102.27846373,21.95630773
210027649,30414,ROBO A CASA,1,2021-01-10,1,7,5,COLONIA,VALLE DE MARGARITAS,123,CALLE,ROSA,NA,NA,"203,,,",CALLE,AZUCENA,7,0,0,14,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"28,38",70,70,false,1,2,-102.29090000,98,-102.29096058,21.99000300
210027697,30414,ROBO A CASA,1,2021-01-10,1,7,1,FRACCIONAMIENTO,INF MORELOS,616,ANDADOR,PRIMERA PLAZA UXMAL,NA,101,"D,,,",CALLE,UXMAL,5,0,0,18,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,6,-102.25710000,99,-102.25719242,21.86495776
210027794,30414,ROBO A CASA,1,2021-01-10,1,7,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,CULTURA NAZCA 403,NA,NA,"29,,,",CALLE,CULTURA CHARACHOL,3,0,0,27,4,NO,false,false,9,PAREJA,FAMILIA,0,NO,0,N,N,NO,"15,28",50000,50000,false,1,23,-102.24160000,100,-102.24166289,21.91361416
210027827,30414,ROBO A CASA,1,2021-01-10,1,8,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,CUMBRES DE MIAHUATLAN,NA,NA,"407,,,",PRIVADA,ROGELIO MARTINEZ,3,0,0,27,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"6,10",0,9000,false,1,1,-102.25380000,101,-102.25388313,21.90603443
210027842,30414,ROBO A CASA,1,2021-01-10,1,7,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,SERENGUETI,NA,NA,"107,,,",AVENIDA,PROCERES DE LA ENSEÑANZA,4,0,0,10,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12,15",0,3600,false,1,1,-102.23900000,102,-102.23902698,21.88163553
210028234,30414,ROBO A CASA,1,2021-01-11,2,1,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,CALLE,PASEOS DE SAN GILDARDO,NA,NA,"205,,,",CALLE,PASEOS DE SAN PABLO,7,0,0,25,4,NO,false,false,9,JUANA LUISA VELOZ ANGUIANO,EMPLEADO,1,DROGA,0,N,N,NO,6,0,0,true,1,4,-102.27630000,103,-102.27637022,22.02268852
210028397,30414,ROBO A CASA,1,2021-01-11,2,1,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,JUAN MORALES M,NA,NA,"209,,,",CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,3,0,0,15,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.24910000,104,-102.24915929,21.91537229
210028506,30414,ROBO A CASA,1,2021-01-11,2,1,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA EL TORIL,NA,NA,"346,,,",CALLE,HACIENDA LA GUAYANA,4,0,0,16,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,3000,false,1,1,-102.24670000,105,-102.24676207,21.89068576
210028531,30414,ROBO A CASA,1,2021-01-11,2,1,1,FRACCIONAMIENTO,CARTAGENA 1947,322P,CALLE,SALVADOR MARTINEZ,NA,NA,"238,A,,",CALLE,VIï¿½EDOS RIVV,3,0,0,1,6,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,"5,8,12,18",0,30000,false,1,1,-102.27600000,106,-102.27600113,21.95744842
210028702,30414,ROBO A CASA,1,2021-01-11,2,1,11,FRACCIONAMIENTO,REVOLUCION,19,CALLE,INDEPENDENCIA,NA,NA,"407,,,",CALLE,AQUILES SERDAN,7,4,0,26,9,NO,false,false,9,NESTOR ALEJANDRO GONZALEZ ALIAS LONCHO,FAMILIA,0,NO,0,N,N,NO,"14,25",0,0,false,1,1,-102.26960000,107,-102.26968717,22.07899923
210029131,30414,ROBO A CASA,1,2021-01-11,2,1,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,VALERIO TRUJANO,NA,NA,"346,,,",CALLE,MAYO DE 1812,5,0,0,9,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"6,42",0,14000,false,1,1,-102.25950000,108,-102.25957710,21.85096546
210029223,30414,ROBO A CASA,1,2021-01-11,2,8,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,NA,NA,"449,,,",CALLE,EL CEDAZO,4,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,11,0,0,false,1,11,-102.24740000,109,-102.24745270,21.87822137
210029681,30414,ROBO A CASA,1,2021-01-11,2,1,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,PRIMERO DE MAYO,NA,NA,"104,,,",CALLE,16 DE SEPTIEMBRE,4,0,0,1,3,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,"10,12",0,0,false,1,1,-102.21220000,110,-102.21226004,21.89699758
210030183,30414,ROBO A CASA,1,2021-01-11,2,1,5,COLONIA,CENTRO J GOMEZ PORTUGAL MARGARITAS,126,CALLE,VENUSTIANO CARRANZA,NA,NA,"7,,,",AVENIDA,PANAMERICANA,7,0,0,18,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,28,38",0,6000,false,1,1,-102.28860000,111,-102.28860517,21.99848590
210030395,30414,ROBO A CASA,1,2021-01-11,2,1,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE ALOYA,NA,NA,"309,A,,",CALLE,MONTE OKU,3,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,45000,false,1,26,-102.26360000,112,-102.26367668,21.94152840
210028206,30414,ROBO A CASA,1,2021-01-11,2,1,1,FRACCIONAMIENTO,VILLAS DE DON ANTONIO,500R,CALLE,DR ANTONIO PEÑAFIEL BARRANCO,NA,NA,",,,",CALLE,FRANCISCO ANTONIO MORENO ESCANDON,3,0,0,25,4,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,"12,38",0,0,false,1,2,-102.25210000,113,-102.25212196,21.92513701
210030789,30414,ROBO A CASA,1,2021-01-12,2,2,1,FRACCIONAMIENTO,LOMA BONITA,1037,CALLE,ARTICULO NUMERO 123,NA,NA,"321,,,",CALLE,CONSTITUYENTES,2,0,0,25,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,"1,3,28,29",1800,4800,false,1,1,-102.34040000,114,-102.34048491,21.85064680
210030917,30414,ROBO A CASA,1,2021-01-12,2,2,5,COLONIA,VALLE DE MARGARITAS,123,CALLE,CRISANTEMO,NA,NA,"208,,,",CALLE,NUEVA,7,3,45,26,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,4000,true,1,10,-102.29120000,115,-102.29125478,21.99168032
210031629,30414,ROBO A CASA,1,2021-01-12,2,2,11,SIN TIPO,EXVIÑEDOS GUADALUPE,1,CALLE,VIÑEDOS CARIÑAN,NA,NA,"315,,,",CALLE,VIï¿½EDOS RIVV,7,0,0,20,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,12,0,2000,false,1,1,-102.27680000,116,-102.27685442,21.95938894
210032093,30414,ROBO A CASA,1,2021-01-12,2,2,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO DE COATZACOALCOS,NA,NA,"104,,,",CALLE,CELESTINO LOPEZ SANCHEZ,3,0,0,2,9,NO,false,false,9,1 MUJER,ND,0,NO,0,N,N,NO,12,0,0,false,1,1,-102.24960000,117,-102.24968862,21.93722131
210032227,30414,ROBO A CASA,1,2021-01-12,2,2,1,FRACCIONAMIENTO,VNSA SECTOR GUADALUPE,402,CALLE,JOSE GUADALUPE GARCIA LOPEZ,NA,NA,"96,,,",CALLE,ERMITA DE SAN SEBASTIAN,3,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"6,38",0,12000,false,1,1,-102.26130000,118,-102.26133961,21.92986178
210032288,30414,ROBO A CASA,1,2021-01-12,2,2,5,FRACCIONAMIENTO,LA CAÑADA,228,CALLE,HUIZACHE,NA,NA,",,,",AVENIDA,ROMAN LOERA,7,0,0,1,4,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.35220000,119,-102.35221952,21.95130250
210032716,30414,ROBO A CASA,1,2021-01-12,2,8,3,SIN TIPO,LA FORTUNA,253,PRIVADA,SANTA INES,NA,NA,"116,,,",CALLE,FRANCISCO I MADERO,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,3,0,0,false,1,1,-102.67060000,120,-102.67069039,21.87580396
210032996,30414,ROBO A CASA,1,2021-01-12,2,2,5,COLONIA,GREGORIO ZAMARRIPA DELGADO,149,PRIVADA,CARLOS DE LUNA,NA,NA,"202,,,",CALLE,GILBERTO RODRIGUEZ DOMINGUEZ,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,3,5,12",0,0,false,1,26,-102.35250000,121,-102.35255538,21.94650718
210033068,30414,ROBO A CASA,1,2021-01-12,2,2,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,MARFIL,NA,NA,"119,,,",CALLE,TOPACIO,4,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,8,0,0,false,1,1,-102.21220000,122,-102.21226517,21.89273668
210033269,30414,ROBO A CASA,1,2021-01-13,2,3,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,JUSTICIA SOCIAL,NA,NA,"124,,,",CALLE,SEGURIDAD SOCIAL,4,0,0,13,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"15,28,38",10000,15000,false,1,1,-102.26700000,123,-102.26705168,21.89632727
210033428,30414,ROBO A CASA,1,2021-01-13,2,3,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAN JUAN COSALA,NA,NA,"402,,2,",CALLE,CULHUACAN,7,0,0,16,6,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,28,30,31",500,2000,false,1,1,-102.24890000,124,-102.24894392,21.95482311
210033473,30414,ROBO A CASA,1,2021-01-13,2,3,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS 2405,NA,NA,"17,A,,",CALLE,SAN FRANCISCO DE LOS VIVEROS 2405,4,0,0,19,7,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"4,38",0,2000,false,1,1,-102.23140000,125,-102.23147957,21.88519209
210033651,30414,ROBO A CASA,1,2021-01-13,2,3,1,FRACCIONAMIENTO,POZO BRAVO,421,CALLE,POZO DE LA PLATA,NA,NA,"129,,,",AVENIDA,POZO BRAVO,3,0,0,6,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,13,0,2500,false,1,1,-102.28250000,126,-102.28256330,21.92872944
210033714,30414,ROBO A CASA,1,2021-01-13,2,8,1,CONDOMINIO,SAN GERARDO,315P,CALLE,BENEDICTO XVI,NA,NA,",,,",CALLE,SD,2,0,0,27,9,CONSTRUCCION,false,false,9,2 HOMBRES,ND,0,NO,0,CAMIONETA,AC8923B FORD VERDE,NO,19,0,0,false,1,2,-102.29620000,127,-102.29629330,21.80884998
210033982,30414,ROBO A CASA,1,2021-01-13,2,3,1,COMUNIDAD,SAN ANTONIO DE PEÑUELAS,31P,CALLE,JOSE MARIA MORELOS,NA,NA,"605,,,",CALLE,MIGUEL HIDALGO,2,0,0,27,4,NO,false,false,9,EL MASCA,VECINO,0,NO,0,N,N,NO,11,0,0,false,1,2,-102.29730000,128,-102.29735645,21.67675389
210034205,30414,ROBO A CASA,1,2021-01-13,2,3,5,CONDOMINIO,TROJES DE SAN CRISTOBAL II,631,PRIVADA,TROJE EL CHICHIMECO,NA,NA,"248,,,",N,N,7,6,40,19,4,NO,false,false,9,1 HOMBRE,ND,0,NO,0,BICICLETA,ND,NO,14,0,6500,false,1,1,-102.30390000,129,-102.30394232,21.93967964
210034581,30414,ROBO A CASA,1,2021-01-13,2,3,1,FRACCIONAMIENTO,HACIENDA SAN MARCOS COTO SAN JERONIMO,317P,CALLE,HACIENDA SANTORAL,NA,NA,"116,,64,A",CALLE,HACIENDA SANTORAL,5,17,5,22,4,NO,true,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.26940000,130,-102.26947606,21.80659724
210034811,30414,ROBO A CASA,1,2021-01-13,2,3,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,CALLE,JOSE A PINEDO,NA,NA,"315,,,",CALLE,ISAAC DE LA PEÑA,3,18,50,22,4,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,14,0,4000,false,1,1,-102.26620000,131,-102.26624444,21.93194696
210034878,30414,ROBO A CASA,1,2021-01-13,2,8,1,FRACCIONAMIENTO,MONTEBELLO DELLA STANZA,323P,CALLE,ZAPATISTA,NA,NA,"111,,,",CALLE,CARRANCISTA,3,0,0,27,2,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"15,28",69000,300000,false,1,1,-102.27160000,132,-102.27166048,21.93613743
210034971,30414,ROBO A CASA,1,2021-01-13,2,8,1,COLONIA,MIRAVALLE,750,CALLE,PEDRO GARCIA ROJAS,NA,NA,"504,,,",CALLE,DOCTOR ALBERTO DEL VALLE,6,0,0,27,9,NO,false,false,9,EXPAREJA,FAMILIA,0,NO,0,N,N,SI1,39,0,0,false,1,1,-102.30980000,133,-102.30989775,21.89184836
210035011,30414,ROBO A CASA,1,2021-01-13,2,3,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,FEDERICO MENDEZ,NA,NA,"1111,B,,",CALLE,CONSTITUCIONALISTA,3,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,9,0,0,false,1,1,-102.26240000,134,-102.26245367,21.94068130
210035276,30414,ROBO A CASA,1,2021-01-10,1,7,1,COLONIA,OBRAJE,987,CALLE,LACEROS DE AGUASCALIENTES,NA,NA,"655,,,",CALLE,REPUBLICA DE ECUADOR,2,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,false,1,2,-102.29800000,135,-102.29806324,21.87021183
210034205,30414,ROBO A CASA,1,2021-01-13,2,3,5,CONDOMINIO,TROJES DE SAN CRISTOBAL,631,PRIVADA,TROJE EL CHICHIMECO,NA,NA,"220,,,",CALLE,TROJE LA PUNTA,7,6,40,19,4,NO,false,false,9,1 HOMBRE,ND,0,NO,0,BICICLETA,ND,NO,11,0,0,false,1,1,-102.30490000,136,-102.30493698,21.93971300
210036214,30414,ROBO A CASA,1,2021-01-14,2,4,11,CONDOMINIO,SENDERO DE LOS QUETZALES,355P,CALLE,AVENIDA SOBERANA,NA,NA,"154,,,",CALLE,NICHUPTE,7,0,0,13,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,10000,false,1,1,-102.26640000,137,-102.26645746,21.97762316
210036481,30413,ROBO A CASA,1,2021-01-14,2,4,1,FRACCIONAMIENTO,LOS POCITOS,327,CALLE,MARCOS CORONADO,NA,NA,"245,,,",CALLE,SANTA MONICA,6,11,0,20,4,NO,false,true,"1,4,5",1 HOMBRE,ND,0,NO,0,N,N,NO,28,16000,16000,false,1,1,-102.33550000,138,-102.33554202,21.92735617
210036700,30414,ROBO A CASA,1,2021-01-14,2,8,6,COMUNIDAD,SAN LUIS DE LETRAS,219P,CALLE,MIGUEL HIDALGO,NA,NA,"208,,,",CALLE,MIGUEL HIDALGO,7,0,0,27,9,NO,false,false,9,HIJO,FAMILIA,0,NO,0,N,N,NO,11,0,0,false,1,1,-102.29560000,139,-102.29569370,22.13679118
210037153,30414,ROBO A CASA,1,2021-01-14,2,4,1,FRACCIONAMIENTO,OLINDA,318P,CALLE,AMARELO,NA,NA,"203,,,",CALLE,FORA,2,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,6",0,38000,false,1,1,-102.32680000,140,-102.32682454,21.84138912
210037587,30414,ROBO A CASA,1,2021-01-14,2,4,1,FRACCIONAMIENTO,LA FLORIDA I,320PR,CALLE,JOCONOSTLE,NA,NA,"174,,,",CALLE,MARTIN PESCADOR,3,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,6,8,12",0,0,false,1,1,-102.24320000,141,-102.24323447,21.92626865
210037879,30414,ROBO A CASA,1,2021-01-14,2,8,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR,618,CALLE,LOMA VERDE,NA,NA,"202,,,",CALLE,JUANA DE ARCO,5,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,6,0,0,false,1,18,-102.25660000,142,-102.25667946,21.84888028
210037998,30414,ROBO A CASA,1,2021-01-15,2,5,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,ESCARAMUZA,NA,NA,"721,,,",CALLE,MARIA DEL CARMEN HERRERA R,4,0,0,25,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,7000,false,1,1,-102.25040000,143,-102.25040780,21.90123147
210038130,30414,ROBO A CASA,1,2021-01-15,2,5,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR,618,CALLE,LOMA DORADA,NA,NA,"207,,,",CALLE,JUANA DE ARCO,5,0,0,5,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,12,14",0,5000,false,1,1,-102.25720000,144,-102.25722574,21.84879725
210038330,30414,ROBO A CASA,1,2021-01-15,2,8,1,COLONIA,SAN PEDRO,397,AVENIDA,MAHATMA GANDHI,NA,NA,"411,,,",CALLE,MARIANO N RUIZ,2,0,0,27,4,CONSTRUCCION,false,false,9,ND,ND,0,NO,0,N,N,NO,11,0,20000,false,1,1,-102.29380000,145,-102.29387849,21.84269708
210038367,30414,ROBO A CASA,1,2021-01-15,2,8,1,FRACCIONAMIENTO,PERIODISTAS,404,AVENIDA,POLIDUCTO,NA,NA,"358,,,",CALLE,AMALIA GOMEZ ZEPEDA,5,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,11,0,15000,false,1,1,-102.25130000,146,-102.25135897,21.85364048
210038664,30414,ROBO A CASA,1,2021-01-15,2,5,11,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN CARLOS PONIENTE,NA,NA,"102,,,",AMPLIACION,SAN JERONIMO,7,0,0,5,4,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,7,8,11,12",0,100000,false,1,1,-102.27740000,147,-102.27744798,22.03107607
210039736,30414,ROBO A CASA,1,2021-01-15,2,5,1,CONDOMINIO,SAN GERARDO,315P,CALLE,COTO 216,NA,NA,"70,,,",CALLE,COTO 216,2,0,0,22,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,28,500000,500000,false,1,1,-102.29380000,148,-102.29382059,21.80457287
