FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,CUENT_HAB,DINERO,CANTIDAD,BANCO,BOLSO,CARTERA,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,OID,FE_16,VEH_SOSP,INCIDENTE,LONG,LAT
80895,ABRIL,2016-04-12,MARTES,11,56,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION CENTRO),610,CALLE,PASEO DE LA CRUZ,NULO,0,NULO,0,NULO,DE LAS PALMAS,EUCALIPTO,GENERAL RODOLFO SANCHEZ TOABOADA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,189,,,Robo a persona,-102.27240077,21.87348541
81650,ABRIL,2016-04-13,MIERCOLES,12,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,CALLE,PROFESOR GENARO BARBOSA,NULO,205,NULO,0,NULO,GUADALUPANO,MANUEL GARCIA MARTINEZ,BLAS E. ROMO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,190,,,Robo a persona,-102.26077199,21.90555041
76433,ABRIL,2016-04-07,JUEVES,16,54,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,HERMANOS GALEANA,NULO,0,NULO,0,NULO,SIGLO XXI,CORREGIDORA,SIXTO VERDUZCO,NULO,NULO,0,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,191,,,Robo a persona,-102.26339424,21.85328833
81160,ABRIL,2016-04-12,MARTES,20,12,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,AVENIDA,CONVENCION DE 1914,NULO,0,NULO,0,NULO,PASEO DE LA CRUZ,HALEY,VIA LACTEA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,192,,,Robo a persona,-102.27053087,21.87356645
82010,ABRIL,2016-04-13,MIERCOLES,21,4,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,AVENIDA,SALUD,NULO,0,NULO,0,NULO,LUIS NAVARRO SOTOMAYOR,CATEDRATICOS,JOSE MARIA MACIAS ELIAS,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,193,,,Robo a persona,-102.23864529,21.86808493
81760,ABRIL,2016-04-13,MIERCOLES,15,49,TEPEZALA,RURAL,COMUNIDAD,CARBONERAS,262-P,CALLE,FRANCISCO I. MADERO,NULO,0,NULO,0,NULO,FRANCISCO I. MADERO,BENITO JUAREZ,EMILIANO ZAPATA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,194,,,Robo a persona,-102.24552767,22.18497757
82482,ABRIL,2016-04-14,JUEVES,13,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,CONVENCIO DE 1914 SUR,NULO,0,NULO,0,NULO,JOSE H. ESCOBEDO,SIGLO XIX,CANALA INTERCEPTOR,PACAZO,DINERO,14500,BANAMEX,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,195,,,Robo a persona,-102.27444735,21.89190910
83207,ABRIL,2016-04-15,VIERNES,1,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION MORELOS),716,AVENIDA,DE LA CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,QUINTA AVENIDA CONVENCION,PRIVADA PASEO DE LA CRUZ,POPOCATEPETL,NULO,NULO,0,NULO,NULO,NULO,COMPUTADOR,NULO,NULO,NULO,NULO,NULO,196,FERIA,,Robo a persona,-102.27077250,21.87468252
83383,ABRIL,2016-04-15,VIERNES,15,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL ENROQUE,NULO,233,NULO,0,NULO,DE LA DAMA,DEL REY,DEL GAMBITO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,197,FERIA,,Robo a persona,-102.25272757,21.84162665
83394,ABRIL,2016-04-15,VIERNES,15,37,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,RIVERO Y GITIERREZ,NULO,0,NULO,0,NULO,ALLENDE ORIENTE,UNION,JOSE MARIA MORELOS Y PAVON,NULO,DINERO,200,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,TARJETAS,198,FERIA,,Robo a persona,-102.29613592,21.88320484
83407,ABRIL,2016-04-15,VIERNES,15,54,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350-P,CALLE,SAN JUAN COSALA,NULO,0,NULO,0,NULO,RIVERA DE CHAPALA,COYOACAN,NAPIZARO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,199,FERIA,,Robo a persona,-102.25135109,21.95340659
83425,ABRIL,2016-04-15,VIERNES,16,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SAN GABRIEL,NULO,0,NULO,0,NULO,COECILLO,SIGLO XXI,EL SALITRE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,200,FERIA,,Robo a persona,-102.24636246,21.87330958
82650,ABRIL,2016-04-14,JUEVES,17,55,AGUASCALIENTES,URBANA,COLONIA,SAN JOSE DEL ARENAL,818,CALLE,RINCON DE ROMOS,NULO,0,NULO,0,NULO,ASIENTOS,TEPEZALA,JESUS MARIA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,201,,,Robo a persona,-102.30413135,21.90593106
83807,ABRIL,2016-04-15,VIERNES,23,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,FRANCISCO M. REVILLA,NULO,0,NULO,0,NULO,DOCTOR ENRIQUE OZORIO,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,JAIME AIZPURU JAIME,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,202,FERIA,,Robo a persona,-102.25245834,21.91342287
85151,ABRIL,2016-04-17,DOMINGO,11,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,SAN GERONIMO,NULO,320,NULO,0,NULO,SALTO DE LOS SALADOS,EL COLORADO,JESUS TERAN,NULO,DINERO,10,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,203,FERIA,,Robo a persona,-102.25227967,21.88468574
71498,ABRIL,2016-04-01,VIERNES,23,41,JESUS MARIA,URBANA,FRACCIONAMIENTO,LA CAÑADA,229,CALLE,JOSE DE LA CRUZ ARENAS,NULO,100,NULO,0,NULO,PIRULES,INEGI,JOSE ROSAS FLORES RAMOS,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,204,,,Robo a persona,-102.35245689,21.95433449
86260,ABRIL,2016-04-18,LUNES,15,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE SANTA ELENA,1106,CALLE,REPUBLICA DE PERU,NULO,0,NULO,0,NULO,AMERICAS,REPUBLICA DE NICARAGUA,MONTEVIDEO,NULO,DINERO,200,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,205,FERIA,,Robo a persona,-102.30355519,21.86495127
86551,ABRIL,2016-04-18,LUNES,21,17,AGUASCALIENTES,URBANA,COLONIA,HEROES (DELEGACION CENTRO),522,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NULO,0,NULO,0,NULO,CONVENCION DE 1914 ORIENTE,JAIME NUNO,TENIENTE JUAN DE LA BARRERA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,206,FERIA,,Robo a persona,-102.27206888,21.87836629
86573,ABRIL,2016-04-18,LUNES,21,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,HACIENDA OJOCALIENTE,NULO,0,NULO,0,NULO,HACIENDA GRACIAS A DIOS,HACIENDA AGOSTADERITO,HACIENDA COTORINA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,207,FERIA,,Robo a persona,-102.25014478,21.88743834
87031,ABRIL,2016-04-19,MARTES,14,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIRCUNVALACION NORTE (DELEGACION POCITOS),808,AVENIDA,CONVENCION DE 1914 NORTE,NULO,0,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,LIBERTAD,ALFREDO LEWIS,NULO,DINERO,50000,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,208,FERIA,,Robo a persona,-102.29862240,21.89885330
86123,ABRIL,2016-04-18,LUNES,11,48,AGUASCALIENTES,URBANA,COLONIA,SAN MARCOS (DELEGACION POCITOS),650,CALLE,CAMPECHE,NULO,502,NULO,0,NULO,NAVARRETE,PUEBLITO,FATIMA,NULO,DINERO,1000,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,209,FERIA,,Robo a persona,-102.31562296,21.87761759
86279,ABRIL,2016-04-18,LUNES,15,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,CALLE,REPUBLICA DE URUGUAY,NULO,1201,NULO,0,NULO,REPUBLICA DE GUATEMALA,CONVENCION DE 1914 SUR,LAS AMERICAS,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,210,FERIA,,Robo a persona,-102.30196144,21.86624543
88478,ABRIL,2016-04-21,JUEVES,14,19,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,FRANCISCO I. MADERO,NULO,323,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,MIGUEL HIDALGO Y COSTILLA,JUAN DE MONTORO,NULO,DINERO,1000,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,211,FERIA,,Robo a persona,-102.29191149,21.88211489
87799,ABRIL,2016-04-20,MIERCOLES,16,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,CALLE,TABASCO,NULO,0,NULO,0,NULO,TABASCO,SONORA,SINALOA,NULO,DINERO,2000,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,212,FERIA,,Robo a persona,-102.28212465,21.85777939
88481,ABRIL,2016-04-21,JUEVES,14,23,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,LA UNION,NULO,0,NULO,0,NULO,5 DE MAYO,VICTORIA,RIVERO Y GUTIERREZ,NULO,NULO,0,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,213,FERIA,,Robo a persona,-102.29787585,21.88373480
89168,ABRIL,2016-04-22,VIERNES,10,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,AGUASCALIENTES NORTE,NULO,0,NULO,0,NULO,VALLE DE GUADALUPE,SAN JULIAN,SIERRA PICACHOS,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,214,FERIA,,Robo a persona,-102.30735522,21.91604466
91028,ABRIL,2016-04-24,DOMINGO,9,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MODERNO,664,CALLE,PROLONGACION AQUILES ELORDUY,NULO,0,NULO,0,NULO,VICENTE RIVA PALACIO,AGUASCALIENTES,JUAN DE DIOS PEZA,NULO,DINERO,500,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,215,FERIA,,Robo a persona,-102.31770309,21.88070166
91382,ABRIL,2016-04-24,DOMINGO,18,45,AGUASCALIENTES,URBANA,BARRIO,SAN MARCOS,735,CALLE,MONROY,NULO,0,NULO,0,NULO,MANUEL M. PONCE,JESUS F. CONTRERAS,ARTURO J. PANI,NULO,DINERO,8000,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,216,FERIA,,Robo a persona,-102.30482529,21.87912674
90402,ABRIL,2016-04-24,DOMINGO,19,13,JESUS MARIA,RURAL,COMUNIDAD,MARAVILLAS,183-P,AVENIDA,GUADALUPE,NULO,0,NULO,0,NULO,53,INDEPENDENCIA,BUGAMBILIAS,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,ESCLAVA,NULO,NULO,CADENA,217,FERIA,,Robo a persona,-102.32499417,21.95101422
91834,ABRIL,2016-04-25,LUNES,4,31,AGUASCALIENTES,URBANA,BARRIO,EL ENCINO,1096,CALLE,PIMENTEL,NULO,0,NULO,0,NULO,JARDIN DEL ENCINO,CRISTOBAL COLON,DOCTOR JESUS DIAZ DE LEON,NULO,DINERO,1600,NULO,NULO,CARTERA,NULO,NULO,RELOJ,NULO,NULO,NULO,218,FERIA,,Robo a persona,-102.29367088,21.87499200
92691,ABRIL,2016-04-26,MARTES,12,0,AGUASCALIENTES,URBANA,COLONIA,EL LLANITO,988,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,0,NULO,0,NULO,PODER LEGISLATIVO,8 DE MAYO,18 DE JULIO,NULO,DINERO,14000,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,CHEQUE,219,FERIA,,Robo a persona,-102.28473004,21.87880819
94537,ABRIL,2016-04-28,JUEVES,22,42,AGUASCALIENTES,URBANA,PARQUE,RODOLFO LANDEROS GALLEGOS,1002,AVENIDA,JOSE MARIA CHAVEZ,NULO,0,NULO,0,NULO,SIGLO XXI,AGUASCALIENTES,DEL PARQUE,NULO,DINERO,50,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,TARJETAS,220,FERIA,,Robo a persona,-102.29244033,21.85570789
94287,ABRIL,2016-04-28,JUEVES,15,21,JESUS MARIA,RURAL,COMUNIDAD,VALLADOLID,193-P,CALLE,EL SUSPIRO,NULO,30,NULO,0,NULO,VALLADOLID,NINGUNO,CALZADA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,221,FERIA,,Robo a persona,-102.31486496,22.02395913
95982,ABRIL,2016-04-30,SABADO,16,4,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,PEATONAL,BENITO JUAREZ,NUO,0,NULO,0,NULO,FRANCISCO I. MADERO,ALLENDE,JOSE MARIA CHAVEZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,222,FERIA,,Robo a persona,-102.29585546,21.88202488
91722,ABRIL,2016-04-25,LUNES,1,3,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA (II),535,AVENIDA,CONVENCION 1914 SUR,NULO,0,NULO,0,NULO,MARIANO ESCOBEDO,DELICIAS,CEDAZO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,223,FERIA,,Robo a persona,-102.27793242,21.86794032
92853,ABRIL,2016-04-26,MARTES,17,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,CECILIA LEAL ARREGUI,NULO,0,NULO,0,NULO,CECILIA LEAL ARREGUI,MARIA DEL CARMEN HERRERA R.,FERIAL,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,224,FERIA,,Robo a persona,-102.24846875,21.89988281
93444,ABRIL,2016-04-27,MIERCOLES,12,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,GRAN CAÑON 208,NULO,0,NULO,0,NULO,GRAN CAÑON 206,GRAN CAÑON 210,PROCERES DE LA ENSEÑANZA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,225,FERIA,,Robo a persona,-102.23775600,21.88099479
93332,ABRIL,2016-04-27,MIERCOLES,8,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SANTA ROSA,1091,PROLONGACION,PASEO DE LA ASUNCION,NULO,2001,NULO,0,NULO,ARNULFO VALDEZ,MAYOR PABLO GARCIA,SANTA ROSA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,226,FERIA,,Robo a persona,-102.30150433,21.84180069
93735,ABRIL,2016-04-27,MIERCOLES,21,9,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,PLUTARCO ELIAS CALLES,95,CALLE,ALFONSO BERNAL SAHAGUN,NULO,0,NULO,0,NULO,ISIDRO CALERA,ESTEBAN AVILA,NARCISO PERALES AVILA MINA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,227,FERIA,,Robo a persona,-102.28596330,22.14384065
90918,ABRIL,2016-04-24,DOMINGO,5,7,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ABRAHAM GONZALEZ,NULO,0,NULO,0,NULO,DOCTOR FRANCISCO VAZQUEZ GOMEZ,GENERAL CESAREO CASTRO,CONVENCION,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,228,FERIA,,Robo a persona,-102.31490386,21.85152339
97675,MAYO,2016-05-02,LUNES,2,25,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,FRANCISCO I. MADERO,NULO,0,NULO,0,NULO,MIGUEL HIDALGO Y COSTILLA,JOSE MARIA MORELOS Y PAVON,HOSPITALIDAD,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,229,FERIA,,Robo a persona,-102.29285856,21.88201529
96571,MAYO,2016-05-01,DOMINGO,2,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,AVENIDA,5A AVENIDA,NULO,0,NULO,0,NULO,AGUASCALIENTES,DOCTOR E. GONZALEZ MEDINA,REPUBLICA DEL SALVADOR,NULO,DINERO,1200,NULO,BOLSO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,230,FERIA,,Robo a persona,-102.30112553,21.86081380
97440,MAYO,2016-05-01,DOMINGO,22,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD II,579,CALLE,HUACHICHIL,NULO,101,NULO,0,NULO,ATOTONITLAN,SIGLO XXI,CERRO DEL MIXTON,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,231,FERIA,,Robo a persona,-102.24536482,21.86364592
96714,MAYO,2016-05-01,DOMINGO,4,46,AGUASCALIENTES,URBANA,COLONIA,DEL TRABAJO (DELEGACION JESUS TERAN),477,AVENIDA,SIGLO XIX,NULO,519,NULO,0,NULO,RENE DESCARTES,CALDEREROS,1810,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,232,FERIA,,Robo a persona,-102.27328679,21.88961929
98023,MAYO,2016-05-02,LUNES,15,5,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,280,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,NULO,0,NULO,0,NULO,GUADALUPE VICTORIA,CASCAN,BENITO JUAREZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,233,FERIA,,Robo a persona,-102.25060609,21.86699341
98715,MAYO,2016-05-03,MARTES,12,16,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA ASUNCION,991,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,CRISTOBAL COLON,JUAN B. OROZCO,FRAY JUNIPERO SERRA,PACAZO,DINERO,10000,PACAZO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,234,FERIA,,Robo a persona,-102.29133561,21.85845816
99413,MAYO,2016-05-04,MIERCOLES,4,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 1A. SECCION,1047,PROLONGACION,PASEO DE LA ASUNCION,NULO,0,NULO,0,NULO,LAURO AGUIRRE,DIEGO FERNANDEZ VILLA,EUGENIO ALCALA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,235,FERIA,,Robo a persona,-102.30122157,21.85395087
99460,MAYO,2016-05-04,MIERCOLES,7,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SANTA CECILIA,NULO,0,NULO,0,NULO,SAN FEDERICO,POLIDUCTO,SANTA EDUVIGES,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,236,FERIA,,Robo a persona,-102.24849600,21.90734647
98578,MAYO,2016-05-03,MARTES,4,53,AGUASCALIENTES,URBANA,DESARROLLO ESPECIAL,ZONA FERIAL,1063,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS,NULO,0,NULO,0,NULO,JOSE F. ELIZONDO,JAZMINES,ARTURO J. PANI,NULO,DINERO,200,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,237,FERIA,,Robo a persona,-102.30153879,21.87667644
99456,MAYO,2016-05-04,MIERCOLES,6,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,CAPITAN GUSTAVO CARMENDIA,NULO,132,NULO,0,NULO,MARIANO AZI¿UELA,CONVENCION,GENERAL FEDERICO MONTES,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,238,FERIA,,Robo a persona,-102.31209279,21.85264267
99441,MAYO,2016-05-04,MIERCOLES,6,33,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,LOS VOLCANES,592,AVENIDA,PASEO DE LA CRUZ,NULO,0,NULO,0,NULO,IZTACCIHUATL,POPOCATEPETL,CITLALTEPEC,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,239,FERIA,,Robo a persona,-102.26828857,21.87390651
100018,MAYO,2016-05-04,MIERCOLES,23,12,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,SIERRA DE APATZINGAN,NULO,106,NULO,0,NULO,CUMBRES TE TENANGO,CUMBRE DE JUQUILA,SIERRA ALTEÑA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,CACHUCHA,NULO,NULO,240,FERIA,,Robo a persona,-102.25195089,21.90719892
400493,MAYO,2016-05-05,JUEVES,15,57,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS I,1120,CALLE,PEDRO ASCENCIO,NULO,328,NULO,0,NULO,MEXICO LIBRE,30 DE JULIO,CONGRESO DE CHILPANCINGO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,241,FERIA,,Robo a persona,-102.26607841,21.85405800
100147,MAYO,2016-05-05,JUEVES,1,18,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ELENA,1105,AVENIDA,IGNACIO T. CHAVEZ,NULO,0,NULO,0,NULO,MEDELLIN,CONVENCION DE 1914 SUR,REPUBLICA DE BELICE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,242,FERIA,,Robo a persona,-102.30799322,21.86912516
100196,MAYO,2016-05-05,JUEVES,2,28,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,AVENIDA,DE LA CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,CRUCITAS,HEROE DE NACOZARI,LOS DIAZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,243,FERIA,,Robo a persona,-102.28150667,21.86663970
100405,MAYO,2016-05-05,JUEVES,13,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,ANTONIO MEDINA ROMO,NULO,0,NULO,0,NULO,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,MARIA DEL CARMEN MARTIN DEL CAMPO,GUADALUPANO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,244,FERIA,,Robo a persona,-102.25167336,21.91407954
100412,MAYO,2016-05-05,JUEVES,13,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,SIERRA IXTLAN,NULO,0,NULO,0,NULO,SIERRA DE LAS GARZAS,CUMBRE DE JUQUILA,SIERRA ALTEÑA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,245,FERIA,,Robo a persona,-102.25277172,21.90667293
100753,MAYO,2016-05-05,JUEVES,21,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,AVENIDA,CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,REPUBLICA DE BRASIL,REPUBLICA DE CHILE,REPUBLICA DE GUATEMALA,NULO,DINERO,700,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,246,FERIA,,Robo a persona,-102.30057796,21.86637281
100950,MAYO,2016-05-06,VIERNES,1,13,JESUS MARIA,URBANA,COLONIA,EJIDAL,196,AVENIDA,CONSTITUCION,NULO,0,NULO,0,NULO,FELIPE ANGELES,BENITO JUAREZ,TIERRA Y LIBERTAD,NULO,DINERO,80,NULO,BOLSO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,247,FERIA,,Robo a persona,-102.35131613,21.96394241
102946,MAYO,2016-05-08,DOMINGO,4,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,CALLE,SANTANDER,NULO,1003,NULO,0,NULO,CORDOBA,MADRID,DE LOS MAESTROS,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,CACHUCHA,NULO,NULO,248,FERIA,,Robo a persona,-102.30912597,21.86297379
104845,MAYO,2016-05-10,MARTES,6,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CONSTITUCION,794,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,CONSTITUCION,45,ARTICULO SEGUNDO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,249,FERIA,,Robo a persona,-102.28658983,21.91535541
101191,MAYO,2016-05-06,VIERNES,10,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,AGUASCALIENTES ORIENTE,NULO,0,NULO,0,NULO,COTORINAS,CONOS,SALTO DE LOS SALADOS,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,250,FERIA,,Robo a persona,-102.25853253,21.88258789
101619,MAYO,2016-05-06,VIERNES,22,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,CALLE,MICHOACAN,NULO,116,NULO,0,NULO,CASA BLANCA,AGUASCALIENTES,NAYARIT,NULO,DINERO,50,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,251,FERIA,,Robo a persona,-102.28056224,21.86145609
