FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,CIERRE_COR,GIRO_NEG,NOM_NEG,REPARTIDOR,INGRESO,INCIDENTE,OID,LONG,LAT
191059888,30419,9,22/09/2019,7,2,45,25,1,FRACCIONAMIENTO,VILLAS DEL RIO,698,CALLE,RIO ARANJUEZ,NA,",,,",CALLE,RIO YAQUI,CALLE,RIO NAUTLA,CALLE,JOSE FEMAT GUTIERREZ,5,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,"28,36",150,150,1,1,TRANSPORTE PUBLICO,TAXI 1005,0,7,ROBO TRANSPORTE PUBLICO,173,-102.24227522,21.93900000
191063919,30420,9,23/09/2019,1,1,44,25,1,FRACCIONAMIENTO,SANTA ANITA 4A. SECCION,465,AVENIDA,AGUASCALIENTES ORIENTE,NA,",,,",AVENIDA,GABRIELA MISTRAL,AVENIDA,NAZARIO ORTIZ GARZA,CALLE,VALLE DE LOS REYES PONIENTE,4,Verdadero,Falso,9,ND,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 1374,0,7,ROBO TRANSPORTE PUBLICO,174,-102.27056139,21.90300000
191078554,30420,9,27/09/2019,5,2,18,25,1,FRACCIONAMIENTO,PARRAS,789,CALLE,VI¥EDO,NA,",,,",CALLE,PARRAS,CALLE,VID,AVENIDA,AGUASCALIENTES NORTE,5,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,175,-102.27886542,21.91300000
191077249,30420,9,26/09/2019,4,18,48,22,1,FRACCIONAMIENTO,VILLAS LAS PALMAS,582,CALLE,VILLA UNION,NA,"125,,,",AVENIDA,PROCERES DE LA ENSE¥ANZA,CALLE,VILLA OBREGON,CALLE,VILLA CARDEL,3,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 1642,0,7,ROBO TRANSPORTE PUBLICO,176,-102.23330677,21.86000000
191084469,30420,9,28/09/2019,6,17,24,22,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,CATARATAS,NA,",,,",CALLE,VIDRIEROS,CALLE,ARTURO PANI,CALLE,ESFUERZO NACIONAL,4,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2013,0,7,ROBO TRANSPORTE PUBLICO,177,-102.26019745,21.89200000
191048613,30420,9,19/09/2019,4,11,49,20,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SAN GABRIEL,NA,",,,",AVENIDA,POLIDUCTO,CALLE,BETULIA,CALLE,EL SALITRE,4,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,178,-102.24327079,21.87400000
191112451,30420,10,06/10/2019,7,12,12,21,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR SAN MARCOS,435,AVENIDA,SIGLO XXI,NA,",,,",CALLE,GERONIMO DE LA CUEVA,CALLE,PUEBLO DE SAN MARCOS,CALLE,FRANCISCO TENAMAZTLE,5,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,60,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,179,-102.26577074,21.92700000
191109269,30419,10,05/10/2019,6,17,25,22,1,COLONIA,GRAL. JOSE MA. MORELOS Y PAVON (CA¥ADA HONDA),354,TERRACERIA,ND,NA,",,,",CALLE,EDMUNDO GAMEZ OROZCO,CARRETERA,40 JOSE MARIA MORLEOS - CLAVELLINAS,CALLE,PROFESOR EDMUNDO GAMEZ OROZCO,5,Verdadero,Verdadero,2,1 HOMBRE,ANTONIO GONZALEZ LOPEZ,1,1,N,N,Verdadero,"3,28",0,0,1,4,TRANSPORTE PUBLICO,TAXI 1148,0,7,ROBO TRANSPORTE PUBLICO,180,-102.20485048,22.00400000
191121103,30419,10,08/10/2019,2,0,0,23,1,FRACCIONAMIENTO,FRACC SAN MARCOS,746,PRIVADA,RAFAEL,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,CALLE,LONDRES,CALLE,DEL PARQUE,6,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,Falso,28,610,610,1,1,TRANSPORTE PUBLICO,TAXI 1725,0,7,ROBO TRANSPORTE PUBLICO,181,-102.31785367,21.87900000
191140097,30420,10,13/10/2019,7,22,41,24,1,FRACCIONAMIENTO,LA FLORIDA,696R,CALLE,BERRO,NA,",,,",CALLE,SARTENEJO,CALLE,MARLIN PESCADOR,CALLE,CAPITANA,5,Verdadero,Falso,9,ND,ND,0,0,N,N,Falso,36,0,50,1,13,TRANSPORTE PUBLICO,TAXI 3072,0,7,ROBO TRANSPORTE PUBLICO,182,-102.24272828,21.92500000
191134295,30419,10,12/10/2019,6,0,0,21,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,TULIPAN,NA,",,,",CALLE,ALHELI,CALLE,REES FISCHER,CALLE,CHUCATA,7,Falso,Verdadero,2,1 HOMBRE,ND,0,0,N,N,Falso,28,100,100,1,1,TRANSPORTE PUBLICO,TAXI 507,0,7,ROBO TRANSPORTE PUBLICO,183,-102.35800184,21.96900000
191135414,30419,10,12/10/2019,6,19,0,22,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR ESTACION,502,CALLE,ANGEL VENEGAS AHUMADO,NA,",,,",CALLE,DOMINGO VELASCO,AVENIDA,VALLE DE LOS ROMERO,AVENIDA,FEDERICO MENDEZ,5,Falso,Verdadero,3,UNOS HOMBRES,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 236,0,7,ROBO TRANSPORTE PUBLICO,184,-102.26069261,21.93700000
191148340,30420,10,16/10/2019,3,7,37,19,1,FRACCIONAMIENTO,CONSTITUCION,794,CALLE,ARTICULO 21,NA,",,,",CALLE,ARTICULO 27,CALLE,ARTICULO 35,CALLE,ARTICULO 123,5,Verdadero,Falso,9,3 HOMBRES,ND,0,0,N,N,Falso,36,0,0,1,13,TRANSPORTE PUBLICO,TAXI 3377,0,7,ROBO TRANSPORTE PUBLICO,185,-102.28364435,21.93500000
191150925,30420,10,16/10/2019,3,0,0,23,1,COLONIA,MACIAS ARELLANO,505,CALLE,H,NA,",,,",CALLE,C,CALLE,A,CALLE,I,5,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,28,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2718,0,7,ROBO TRANSPORTE PUBLICO,186,-102.28376811,21.90900000
191179999,30419,10,24/10/2019,4,16,41,22,1,FRACCIONAMIENTO,VILLA MONTA¥A,501R,CALLE,MONTE GESSI,NA,",,,",CALLE,MONTE OKU,CALLE,CONSTITUCIONALISTA,CALLE,MONTE ALOYA,5,Falso,Verdadero,13,2 HOMBRES,ND,0,0,N,N,Falso,3,0,1000,1,1,TRANSPORTE PUBLICO,TAXI 1247,0,7,ROBO TRANSPORTE PUBLICO,187,-102.26319145,21.94100000
191187234,30420,10,26/10/2019,6,13,37,21,1,COLONIA,MACIAS ARELLANO,505,CALLE,D,NA,",,,",CALLE,G,CALLE,B,CALLE,P,5,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,3,0,0,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,188,-102.28481474,21.90800000
191194151,30419,10,28/10/2019,1,11,27,20,1,FRACCIONAMIENTO,LA FLORIDA,696R,CALLE,CULTURA OTOMI,NA,",,,",CALLE,PEISTON,CALLE,PARRALE¥A,CALLE,MARTIN PESCADOR,5,Falso,Verdadero,4,2 HOMBRES,ND,0,0,MOTO,"ITALIKA,PLATA",Falso,28,5000,5000,1,1,TRANSPORTE PUBLICO,TAXI 893,0,7,ROBO TRANSPORTE PUBLICO,189,-102.24503718,21.92500000
191188238,30420,10,26/10/2019,6,20,35,23,1,COLONIA,ZONA CENTRO,906,CALLE,LICENCIADO FRANCISCO PRIMO VERDAD,NA,"241,,,",CALLE,GENERAL IGNACIO ZARAGOZA,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GONZALEZ SARACHO,1,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,250,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,190,-102.29189521,21.88400000
191198794,30420,10,29/10/2019,2,15,53,22,5,FRACCIONAMIENTO,PASEO GOMEZ PORTUGAL,130,CARRETERA,45 AGUASCALIENTES - ZACATECAS,NA,",,,",CALLE,BUGAMBILIA,N,N,N,N,7,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,86,1,1,TRANSPORTE PUBLICO,TAXI 4149,0,7,ROBO TRANSPORTE PUBLICO,191,-102.28801975,22.00200000
191207977,30419,11,01/11/2019,5,0,0,5,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,BOULEVARD,GUADALUPANO,NA,",,,",AVENIDA,SIGLO XXI,CALLE,CUMBRES,CALLE,MANUEL GARCIA MARTINEZ,5,Falso,Verdadero,4,2 HOMBRES,ND,0,0,N,N,Falso,"3,28",700,700,1,1,TRANSPORTE PUBLICO,TAXI 3534,0,7,ROBO TRANSPORTE PUBLICO,192,-102.25653241,21.90700000
191200642,30420,10,30/10/2019,3,1,23,25,1,FRACCIONAMIENTO,VILLA DE LAS FUENTES,495,CALLE,VILLAS DE VALLARTA,NA,"122,,,",CALLE,VILLAS DE VALLARTA,CALLE,VILLAS DE CANCUN,CALLE,VILLAS DE MANZANILLO,5,Verdadero,Falso,9,1 PERSONA,ND,0,0,N,N,Falso,36,0,38,1,2,TRANSPORTE PUBLICO,TAXI 3402,0,7,ROBO TRANSPORTE PUBLICO,193,-102.23981869,21.91300000
191206507,30420,10,31/10/2019,4,18,30,22,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO DURAZNILLO 103,NA,",,,",AVENIDA,SOTOL,CALLE,GAVIOTAS,AVENIDA,TECNOLOGICO,4,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 1962,0,7,ROBO TRANSPORTE PUBLICO,194,-102.22868739,21.86500000
191212104,30420,11,02/11/2019,6,5,41,26,1,COLONIA,MACIAS ARELLANO,505,CALLE,CAMINO AL COBANO,NA,",,,",CALLE,D,CALLE,P,CALLE,B,5,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,3,0,3000,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,195,-102.28354151,21.90500000
191213666,30420,11,02/11/2019,6,15,50,22,11,COLONIA,MACARIO J. GOMEZ,300P,CALLE,BENITO JUAREZ,NA,",,,",CALLE,ADOLFO LOPEZ MATEOS,CALLE,SAN FRANCISCO,CALLE,LAZARO CARDENAS,7,Verdadero,Falso,9,2 HOMBRES,ND,2,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 1162,0,7,ROBO TRANSPORTE PUBLICO,196,-102.25764246,21.97900000
191223270,30420,11,05/11/2019,2,6,56,19,1,CONDOMINIO,EXPO-PLAZA,1054,PEATONAL,ARTURO J. PANI,NA,",,,",AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,PROLONGACION,RAYON,CALLE,RINCON,1,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,480,1,4,TRANSPORTE PUBLICO,TAXI 1891,0,7,ROBO TRANSPORTE PUBLICO,197,-102.30377928,21.87700000
191224790,30420,11,05/11/2019,2,15,32,22,1,COLONIA,ALTAVISTA,922,CALLE,JESUS MARIA RODRIGUEZ,NA,"819,,,",AVENIDA,FUNDICION,CALLE,RAFALE ARELLANO,CALLE,SANTA IRENE,6,Falso,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,198,-102.30612495,21.89000000
191227711,30420,11,06/11/2019,3,12,5,21,1,FRACCIONAMIENTO,EL COBANO,481,CALLE,MANGLAR,NA,"132,,,",CALLE,CAPRICORNIO,CALLE,LEUCAENA,CALLE,SIRATRO,5,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,BOLT,0,7,ROBO TRANSPORTE PUBLICO,199,-102.27949754,21.90700000
191231171,30420,11,07/11/2019,4,12,41,21,1,COLONIA,ZONA CENTRO,906,CALLE,LICENCIADO BENITO JUAREZ,NA,",,,",CALLE,UNION,PEATONAL,ARTEAGA,CALLE,5 DE MAYO,1,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,28,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2501,0,7,ROBO TRANSPORTE PUBLICO,200,-102.29656784,21.88500000
191236504,30419,11,08/11/2019,5,0,0,22,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,FAISAN,NA,",,,",AVENIDA,SIGLO XXI,ANDADOR,AVE DEL PARAISO,CALLE,CANARIO,2,Falso,Verdadero,2,2 HOMBRES,ND,0,0,N,N,Falso,28,450,450,1,1,TRANSPORTE PUBLICO,TAXI 3788,0,7,ROBO TRANSPORTE PUBLICO,201,-102.29734326,21.84500000
191244532,30419,11,10/11/2019,7,0,0,23,1,COLONIA,MACIAS ARELLANO,505,CALLE,C,NA,",,,",CALLE,CAMINO AL COBANO,CALLE,B,CALLE,P,5,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,3,0,2500,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,202,-102.28286185,21.90500000
191235007,30420,11,08/11/2019,5,13,5,21,1,CC,AGROPECUARIO,763,BOULEVARD,A ZACATECAS,NA,",,,",CALLE,NARANJO,AVENIDA,ARNULFO M. VALDES,CALLE,MANZANO,6,Verdadero,Falso,9,UNAS PERSONAS,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,BOLT,0,7,ROBO TRANSPORTE PUBLICO,203,-102.29240534,21.91400000
191249068,30420,11,12/11/2019,2,0,47,25,1,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,JALTOMATE,NA,",,,",CALLE,CHICALOTE,CALLE,PLAZUELA S,CALLE,CALVILLITO,4,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 309,0,7,ROBO TRANSPORTE PUBLICO,204,-102.25212289,21.88200000
191255070,30419,11,13/11/2019,3,21,0,23,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO LAZARO CARDENAS,NA,"121,,,",CALLE,PUERTO ISLA DEL CARMEN,CALLE,CELISTINO LOPEZ SANCHEZ,CALLE,PUERTO DOS BOCAS,5,Falso,Verdadero,3,2 HOMBRES,ND,0,0,N,N,Falso,"3,28,36",400,400,1,1,TRANSPORTE PUBLICO,TAXI 3297,0,7,ROBO TRANSPORTE PUBLICO,205,-102.24985061,21.93800000
191260938,30419,11,15/11/2019,5,17,0,22,1,COMUNIDAD,BUENAVISTA DE PE¥UELAS,3P,TERRACERIA,NINGUNO,NA,",,,",CARRETERA,RAMAL A AEROPUERTO DE AGUASCALIENTES,CARRETERA,45 LEON - AGUASCALIENTES,CARRETERA,103 E.C. KM.114.40 (LEON - AGUASCALIENTES) - MONTORO,2,Falso,Verdadero,4,1 HOMBRE,ND,0,0,MOTO,ND,Falso,28,5800,5800,1,1,TRANSPORTE PUBLICO,TAXI 384,0,7,ROBO TRANSPORTE PUBLICO,206,-102.28831930,21.72600000
191262396,30419,11,16/11/2019,6,0,0,25,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,ROSAL,NA,"142,,,",CALLE,MARGARITA,CALLE,CHUCATA,CALLE,GERANIO,7,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,3,2500,2500,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,207,-102.35697821,21.97100000
191272180,30420,11,18/11/2019,1,0,0,22,5,COLONIA,EL TORITO,199,CALLE,AMADO NERVO,NA,",,,",CALLE,LUIS DONALDO COLOSIO,CALLE,MARCOS DE SAUCEDO,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,7,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,3,0,2000,1,1,TRANSPORTE PUBLICO,DIDI,0,7,ROBO TRANSPORTE PUBLICO,208,-102.35446832,21.97100000
191272625,30420,11,18/11/2019,1,18,48,22,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,DEL REY,NA,",,,",CALLE,DE LA DAMA,CALLE,DEFENSA FRANCESA,CALLE,DE LA DAMA,3,Falso,Falso,9,2 HOMBRES,ND,0,0,N,N,Falso,28,2000,2000,20,13,TRANSPORTE PUBLICO,CAMION URBANO RUTA 18,0,4,ROBO TRANSPORTE PUBLICO,209,-102.25431254,21.84000000
191291996,30420,11,24/11/2019,7,2,28,25,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,SIGLO XXI,NA,",,,",AVENIDA,FAISAN,CALLE,CANARIO,ANDADOR,AVE DEL PARAISO,2,Verdadero,Falso,9,1 MUJER,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,210,-102.29734386,21.84500000
191286064,30420,11,22/11/2019,5,16,20,22,1,CONDOMINIO,CENTRAL DE ABASTOS,1087,AVENIDA,MAHATMA GANDHI,NA,",,,",ANDADOR,DEL ABASTO,ANDADOR,DEL ABASTO,BOULEVARD,JOSE MARIA CHAVEZ,2,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,CAMION URBANO #426 RUTA 3,0,4,ROBO TRANSPORTE PUBLICO,211,-102.29342377,21.83200000
191296554,30419,11,25/11/2019,1,11,52,20,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,ROSAL,NA,",,,",CALLE,MARGARITA,CALLE,CHUCATA,CALLE,GERANIO,7,Verdadero,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,3,0,18000,1,1,TRANSPORTE PUBLICO,BOLT,0,7,ROBO TRANSPORTE PUBLICO,212,-102.35694248,21.97100000
191301247,30419,11,26/11/2019,2,0,0,23,1,COLONIA,OJO DE AGUA,986,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",CALLE,CRUCITAS,AVENIDA,HEROE DE NACOZARI SUR,CALLE,DELICIAS,3,Falso,Verdadero,8,1 HOMBRE,ND,0,0,N,N,Falso,28,5000,5000,1,1,TRANSPORTE PUBLICO,CAMION URBANO YOVOY,0,7,ROBO TRANSPORTE PUBLICO,213,-102.28026414,21.86700000
191302832,30419,11,27/11/2019,3,12,28,21,1,FRACCIONAMIENTO,LAS AMERICAS,1114,CALLE,REPUBLICA DE BRASIL,NA,",,,",CALLE,REPUBLICA DE PANAMA,AVENIDA,CONVENCION DE 1914 SUR,AVENIDA,QUINTA,2,Verdadero,Verdadero,4,2 HOMBRES,"HERIBERTO LICEA MURILLO,LUIS GABRIEL GARCIA RODRIGUEZ,JUAN CARLOS BALTAZAR MENDEZ,ANTONIO LICEA MURILLO,",4,0,MOTO,ND,Falso,39,0,0,2,4,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,214,-102.29927565,21.86700000
191306454,30419,11,28/11/2019,4,11,27,20,1,FRACCIONAMIENTO,INF MORELOS,616,ANDADOR,CUARTO BONAMPAK,NA,",,,",CALLE,BONAMPAK,CALLE,PALENQUE,AVENIDA,AGUASCALIENTES ORIENTE,3,Verdadero,Verdadero,1,1 HOMBRE,ND,0,0,N,N,Falso,"3,28",500,2000,1,1,TRANSPORTE PUBLICO,TAXI 0597,0,7,ROBO TRANSPORTE PUBLICO,215,-102.25674305,21.86400000
191309733,30419,11,29/11/2019,5,8,9,19,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NA,",,,",CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA PONIENTE,CALLE,CORONEL JOSE RINCON GALLARDO,CALLE,RICARDO GARCIA MENDOZA,2,Verdadero,Verdadero,3,1 HOMBRE,ND,0,0,N,N,Falso,28,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2140,0,7,ROBO TRANSPORTE PUBLICO,216,-102.32667916,21.85500000
191313606,30420,11,30/11/2019,6,1,34,25,5,CONDOMINIO,TROJES DE SAN CRISTOBAL,625,CALLE,TROJES DE SAN CRISTOBAL,NA,",,,",CALLE,TROJE HACIENDA NUEVA,PROLONGACION,GENERAL IGNACIO ZARAGOZA,CALLE,TROJE PALO ALTO,7,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,"27,28,29",1200,1200,1,1,TRANSPORTE PUBLICO,DIDI,0,7,ROBO TRANSPORTE PUBLICO,217,-102.30823183,21.94700000
191315207,30419,11,30/11/2019,6,14,32,21,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,MARGARITA,NA,",,,",CALLE,ORQUIDEA,CALLE,GERANIOS,CALLE,CHUCATA,7,Verdadero,Verdadero,1,1 HOMBRE,"JUAN CARLOS RIOS ""EL CHUKI""",1,0,N,N,Verdadero,"3,28",0,1800,1,4,TRANSPORTE PUBLICO,TAXI 3368,0,7,ROBO TRANSPORTE PUBLICO,218,-102.35671955,21.97000000
191318432,30420,12,01/12/2019,7,6,46,19,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,HACIENDA DE OJOCALIENTE,NA,",,,",CALLE,HACIENDA MILPILLAS,CALLE,HACIENDA LAS AMARILLAS,CALLE,HACIENDA EL MEZQUITE,4,Verdadero,Falso,9,1 HOMBRE TATUADO,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,219,-102.24735680,21.88800000
191328663,30419,12,03/12/2019,2,21,28,23,1,FRACCIONAMIENTO,EL VERGEL,728,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NA,",,,",CALLE,VERGELITOS,BOULEVARD,JUAN PABLO II,CALLE,VISTA HERMOSA,2,Falso,Verdadero,14,1 HOMBRE,ND,0,0,N,N,Falso,28,1000,1000,1,1,TRANSPORTE PUBLICO,CAMION URBANO RUTA 41 YOVOY,0,4,ROBO TRANSPORTE PUBLICO,220,-102.33015198,21.87300000
191329316,30420,12,04/12/2019,3,1,18,25,1,FRACCIONAMIENTO,COLINAS DEL RIO,398,CALLE,ANTIGUO CAMINO A SAN IGNACIO,NA,",,,",CALLE,PASEO DEL RIO,CALLE,RIO LERMA,CALLE,RIO TIGRIS,6,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3201,0,7,ROBO TRANSPORTE PUBLICO,221,-102.32405325,21.89900000
191332355,30420,12,04/12/2019,3,23,39,24,1,FRACCIONAMIENTO,OJO DE AGUA,1080,AVENIDA,AYUNTAMIENTO,NA,",,,",CALLE,CHIHUAHUA,ANDADOR,PLAZA PRIMERO DE MAYO,CALLE,FRANCISCO PEREZ RIOS,3,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI,0,7,ROBO TRANSPORTE PUBLICO,222,-102.27811222,21.86400000
191335259,30419,12,05/12/2019,4,0,0,23,1,COLONIA,J. GUADALUPE POSADA,490,AVENIDA,GRABADOS,NA,"101,,,",CALLE,CALAVERA ZAPATISTA,AVENIDA,SAN GABRIEL,CALLE,CHEPITO,4,Falso,Verdadero,13,"2 HOMBRES,1 MUJER, ASPECTO DARKETOS",ND,0,0,N,N,Falso,"3,29,30",0,0,1,1,TRANSPORTE PUBLICO,UBER,0,7,ROBO TRANSPORTE PUBLICO,223,-102.23071646,21.88300000
191356805,30420,12,11/12/2019,3,17,14,22,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,AVENIDA,CULTURA OTOMI,NA,"420,,,",CALLE,CULTURA OTOMI 420,CALLE,CULTURA OTOMI 408,CALLE,CULTURA CHICHIMECA,5,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,Falso,"28,36",250,250,20,13,TRANSPORTE PUBLICO,TAXI 1464,0,7,ROBO TRANSPORTE PUBLICO,224,-102.24635313,21.91000000
191370013,30420,12,15/12/2019,7,5,33,26,1,FRACCIONAMIENTO,LOS LAURELES II,703,CERRADA,EL BAOBAB,NA,",,,",CIRCUITO,EL LAUREL NORTE,CALLE,DE LA DAMIANA,CERRADA,EL NISPERO,4,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 114,0,7,ROBO TRANSPORTE PUBLICO,225,-102.23869286,21.90500000
191366169,30419,12,14/12/2019,6,7,2,19,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,CALLE,CANARIO,NA,",,,",AVENIDA,SIGLO XXI,ANDADOR,DEL POTRO,PROLONGACION,PASEO DE LA ASUNCION,2,Verdadero,Verdadero,1,2 HOMBRES,ND,0,0,N,N,Falso,"3,22,28,29",300,800,1,1,TRANSPORTE PUBLICO,TAXI 28,0,7,ROBO TRANSPORTE PUBLICO,226,-102.29921760,21.84500000
191362290,30420,12,13/12/2019,5,2,7,25,1,FRACCIONAMIENTO,PRADOS DE VILLASUNCION,946,AVENIDA,MAHATMA GANDHI,NA,",,,",CALLE,ABARHAM GONZALEZ,CALLE,PASEO DE TONATHIU,CALLE,PARQUE DE LOS NARANJOS,2,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,450,1,4,TRANSPORTE PUBLICO,TAXI 590,0,7,ROBO TRANSPORTE PUBLICO,227,-102.29412010,21.84800000
191361983,30420,12,12/12/2019,4,23,48,24,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO DE GUAYMAS,NA,",,,",CALLE,DEL PUERTO,CALLE,PUERTO DE ENSENADA,CALLE,PUERTO CAYO ARCAS,5,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,Falso,36,0,66,1,4,TRANSPORTE PUBLICO,TAXI 2221,0,7,ROBO TRANSPORTE PUBLICO,228,-102.24648401,21.93900000
