FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASENT,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,CAT_SOSP,DET_SPM,MOT_DET,DETENIDO,LESIONADO,TRASL_HOSP,GEN_AFE,CARR_S_N,T_VEH_SOSP,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,ESPACIO,OID,LONG,LAT
220190006,30421,ROBO TRANSEUNTE,2,2022-02-15,7,2,6,FRACCIONAMIENTO,VERGEL DEL VALLE,1123,CALLE,CRISANTEMO,0,NA,"418,,,",CALLE,MOSTO,7,17,5,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,263,-102.28858804,22.14978994
220190532,30422,ROBO TRANSEUNTE,2,2022-02-15,7,2,1,FRACCIONAMIENTO,HEROES DE AGUASCALIENTES,254,AVENIDA,HEROE DE NACOZARI SUR,0,NA,"732,,,",CALLE,SERVICIO MILITAR,5,19,47,0,false,false,9,NA,NA,0,NA,0,1 PERSONA,N,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA COLOR VERDE,3,0,0,false,1,1,1,264,-102.28145399,21.87450629
220191207,30421,ROBO TRANSEUNTE,2,2022-02-15,7,2,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,227,AVENIDA,DE LA CONVENCION DE 1914 ORIENTE,0,NA,",,,",AVENIDA,JOSE H ESCOBEDO,4,22,31,0,false,true,3,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,"3,6,28",0,0,false,1,1,1,265,-102.27306835,21.89124159
220191838,30422,ROBO TRANSEUNTE,2,2022-02-16,7,3,7,RURAL,EL SAUCILLO,1189,CALLE,ALAMEDA,0,NA,"212,,,",CALLE,RICARDO NIEVES,7,2,27,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,"3,28,40",400,3900,false,1,1,0,266,-102.29824224,22.25630350
220193858,30422,ROBO TRANSEUNTE,2,2022-02-16,7,3,1,COLONIA,DEL TRABAJO,246,PRIVADA,CEDRO,0,NA,"213,,,",CALLE,MARTIRES DE RIO BLANCO,4,15,37,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,N,,0,0,false,,NO,N,N,"15,28",3000,3000,false,1,1,1,267,-102.27435676,21.88983617
220196096,30422,ROBO TRANSEUNTE,2,2022-02-17,7,4,5,COLONIA,BENIGNO CHAVEZ,1051,CALLE,CARMEN BRISEÑO,0,NA,",,,",AVENIDA,CIRCUNVALACION A SOLIDARIDAD,7,6,51,0,false,false,9,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA COLOR NEGRO,11,0,2000,false,1,1,1,268,-102.34318839,21.95327040
220197072,30422,ROBO TRANSEUNTE,2,2022-02-17,7,4,1,FRACCIONAMIENTO,NATURA,371,AVENIDA,FEDERICO MENDEZ,0,NA,"304,,,",CALLE,PERICO,3,13,18,0,false,false,9,NA,NA,0,NA,0,1 MUJER,ND,0,N,,0,0,false,,NO,N,N,3,0,6800,false,1,1,2,269,-102.25290064,21.93251137
220198468,30422,ROBO TRANSEUNTE,2,2022-02-17,7,4,5,COLONIA,EL CALVARIO,1044,PRIVADA,SEGUNDA NIAGARA,0,NA,"108,,,",PROLONGACION,NIAGARA,7,18,44,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,"6,28",8000,8000,false,1,1,1,270,-102.34408272,21.97406592
220198756,30422,ROBO TRANSEUNTE,2,2022-02-17,7,4,1,FRACCIONAMIENTO,EL CEDAZO,84,AVENIDA,AGUASCALIENTES ORIENTE,0,NA,",,,",AVENIDA,FRANCISCO LEON DE LA BARRERA,5,19,46,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA ITALIKA 180 COLOR CROMADA,"14,28",200,200,false,1,2,1,271,-102.25272140,21.86655595
220199652,30421,ROBO TRANSEUNTE,2,2022-02-17,7,4,1,FRACCIONAMIENTO,MORELOS II,188,CALLE,SIXTO VERDUZCO,0,NA,"539,,,",CALLE,22 DE DICIEMBRE,5,11,9,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,29,0,0,false,1,57,1,272,-102.25869804,21.85365617
220196179,30421,ROBO TRANSEUNTE,2,2022-02-17,7,4,11,RURAL,LA PROVIDENCIA II,1332,CARRETERA,AGUASCALIENTES - ZACATECAS,0,NA,",,,",ND,ND,7,8,6,0,false,true,3,NA,NA,0,NA,0,ND,ND,0,N,,0,1,true,,NO,N,N,38,0,0,false,1,1,1,273,-102.27765875,22.05967696
220201448,30422,ROBO TRANSEUNTE,2,2022-02-18,7,5,5,LOCALIDAD,MARAVILLAS,991,CALLE,GUADALUPE,0,NA,"525,,,",CALLE,NARANJO,7,13,12,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,11,0,3000,false,1,1,1,274,-102.33288100,21.95239114
220203411,30422,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,ESPECIAL,TRES CENTURIAS ESPECIAL,614,AVENIDA,MANUEL GOMEZ MORIN,0,NA,",,,",CALLE,FELIPE PESCADOR,4,20,45,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,275,-102.28056367,21.88594105
220204536,30422,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,GENERAL ROQUE GONZALEZ GARZA,0,NA,"114,,,",CALLE,DOROTEO ARANGO,2,1,9,0,false,false,9,NA,NA,0,NA,0,1 MUJER,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,276,-102.30206247,21.85230129
220207163,30422,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,PASAJE,ANTONIO GARCIA CUBAS,0,NA,"209,C,,",PASAJE,MANUEL RANGEL,5,18,56,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,"27,28",800,800,false,1,1,1,277,-102.28093525,21.86988644
220210482,30422,ROBO TRANSEUNTE,2,2022-02-20,7,7,9,COMUNIDAD,LOS ALAMITOS,1247,CALLE,JUAN DE MONTORO,0,NA,"202,,,",CALLE,20 DE NOVIEMBRE,7,3,0,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,EL PILLO,0,N,,0,0,false,,NO,N,N,3,0,400,false,1,1,1,278,-102.24898192,22.25979903
220202191,30421,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,GENERAL LUIS MOYA,0,NA,",,,",CALLE,POCITOS,2,27,0,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,3,0,7000,false,1,1,1,279,-102.31107294,21.84850565
220202798,30421,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,FRACCIONAMIENTO,PINTORES MEXICANOS,671,CALLE,JUAN SORIANO,0,NA,",,,",CALLE,HERMENEGILDO BUSTOS,3,18,27,0,false,true,8,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,3,0,3500,false,1,1,1,280,-102.25979984,21.92238941
220203778,30422,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,CONJUNTO HABITACIONAL,VILLA TAURINA,390,CALLE,MARRUBIO,0,NA,",,,",AVENIDA,POLIDUCTO,5,22,10,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,BICICLETA,BICICLETA DESPINTADA,3,0,5000,false,1,1,1,281,-102.24668714,21.85925380
220204952,30421,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,COLONIA,TIERRA Y LIBERTAD,655,CALLE,EMILIANO ZAPATA,0,NA,"114,,,",CALLE,ROSA DE GUADALUPE,4,4,19,0,false,true,1,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,282,-102.20789221,21.85877787
220205750,30422,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DE LA ALIANZA,0,NA,",,,",AVENIDA,POLIDUCTO,5,12,4,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,3,1,283,-102.25538282,21.84743912
220207202,30421,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,FRACCIONAMIENTO,CUMBRES III,674,CALLE,23 PONIENTE,0,NA,",,,",CALLE,EFRAIN GONZALEZ LUNA,3,19,6,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,UBER,COCHE VW COLOR GRIS,"3,28",1600,3600,false,1,25,1,284,-102.23621787,21.92181029
220207744,30421,ROBO TRANSEUNTE,2,2022-02-19,7,6,6,COLONIA,ZONA CENTRO,1130,CALLE,HEROICO COLEGIO MILITAR,0,NA,"103,,,",CALLE,VELNETIN GOMEZ FARIAS SUR,7,21,13,0,false,true,1,NA,NA,0,NA,0,3 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,12,0,0,false,1,1,1,285,-102.27535096,22.14681999
220207937,30421,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,CALLE,VISTAS DE ORIENTE 115,0,NA,"22,,,",AVENIDA,VISTAS DE ORIENTE,4,21,49,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,"3,14",0,7000,false,1,1,1,286,-102.24153938,21.87785323
220208620,30421,ROBO TRANSEUNTE,2,2022-02-19,7,6,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,PROFESOR JOSE RAMIREZ PALOS,0,NA,"312,,,",CALLE,JOSE MARIA BOCANEGRA,2,23,51,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,6000,false,1,27,1,287,-102.32215132,21.85278173
220210836,30421,ROBO TRANSEUNTE,2,2022-02-20,7,7,1,FRACCIONAMIENTO,SOLIDARIDAD IV,195,AVENIDA,POLIDUCTO,0,NA,",,,",PROLONGACION,MARIANO HIDALGO,5,11,8,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,288,-102.25408521,21.85082832
220212413,30421,ROBO TRANSEUNTE,2,2022-02-20,7,7,4,RURAL,LA PUNTA,892,CALLE,ADOLFO LOPEZ MATEOS,0,NA,",,,",CALLE,ENRIQUE OLIVARES SANTANA,7,19,1,0,false,true,3,NA,NA,0,NA,0,3 HOMBRES UNO DE ELLOS CON UN PIRCING EN EL LABIO,ND,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA COLOR AZUL ANTIGUA,"3,6",0,0,false,1,1,1,289,-102.29096863,22.32447230
220212530,30421,ROBO TRANSEUNTE,2,2022-02-20,7,7,3,COLONIA,LOS ARCOS,819,CALLE,5 DE MAYO,0,NA,"142,,,",CALLE,EJERCITO NACIONAL,7,19,48,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE,JAIME VELASCO VELASCO,5,N,,0,0,false,,NO,N,N,3,0,15612,false,1,1,1,290,-102.67950152,21.87496593
220213157,30421,ROBO TRANSEUNTE,2,2022-02-20,7,7,6,FRACCIONAMIENTO,SANTA ISABEL,1141,CARRETERA,71 PROVIDENCIA -  LUIS MOYA,0,NA,",,,",CARRETERA,122 SAN FRANCISCO DE LOS ROMO (JOSE MARIA MORELOS cLAVELLINAS),7,23,17,0,false,true,4,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,COCHE,NICSSAN COLOR BLANCO,"28,29",2000,2000,false,1,1,1,291,-102.26045621,22.08056487
220213365,30421,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,LOMAS DEL SUR,367,CALLE,LOMAS DE AGUASCALIENTES 121,0,NA,",,,",CALLE,LOMAS DE AGUASCALIENTES,5,0,1,0,false,true,"1,3",NA,NA,0,NA,0,3 HOMBRES,ND,0,N,,0,1,false,,NO,N,N,"3,12",0,1000,false,1,1,1,292,-102.26601509,21.82670683
220187479,30422,ROBO TRANSEUNTE,2,2022-02-15,7,2,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,PROLONGACION,CERRO TAITA,0,NA,",,,",AVENIDA,CONSTITUCIONALISTA,3,27,0,0,false,false,9,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,38,0,0,false,1,17,1,293,-102.26188265,21.94073531
220185478,30421,ROBO TRANSEUNTE,2,2022-02-14,7,1,1,COLONIA,MACIAS ARELLANO,608,CALLE,E,0,NA,",,,",CALLE,C,3,6,0,0,false,true,1,NA,NA,0,NA,0,3 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,3,0,5000,false,1,1,1,294,-102.28286063,21.90794479
220175678,30422,ROBO TRANSEUNTE,2,2022-02-12,6,6,1,FRACCIONAMIENTO,LAS HADAS,594,BOULEVARD,A ZACATECAS,0,NA,",,,",BOULEVARD,AFRODITA,3,12,48,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,CAMIONETA,CAMIONETA FORD LOBO COLOR VERDE PLACAS AB9308B,28,0,0,false,1,2,1,295,-102.29223992,21.90622117
220209254,30421,ROBO TRANSEUNTE,2,2022-02-20,7,7,1,COLONIA,CURTIDORES,668,AVENIDA,AGUASCALIENTES PONIENTE,0,NA,",,,",AVENIDA,DOCTOR SALVADOR QUEZADA LIMON,6,1,45,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,38,0,0,false,1,6,1,296,-102.31749841,21.88591207
220202783,30422,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,FRACCIONAMIENTO,PRADOS DEL SUR,537,AVEIDA,AGUASCALIENTES SUR,0,NA,",,,",PROLONGACION,PASEO DE LA ASUNCION,2,18,22,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,"28,31,38",0,0,false,1,52,1,297,-102.29863728,21.85922627
220199838,30422,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,UNIDAD HABITACIONAL,VILLA TAURINA,390,CALLE,SILVERIO PEREZ,0,NA,",,,",CALLE,MARIANO SALAS 128,5,0,4,0,false,false,9,NA,NA,0,NA,0,3 HOMBRES 1 MUJER,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,298,-102.24825459,21.86065023
220212954,30422,ROBO TRANSEUNTE,2,2022-02-20,7,7,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,CALLE,OFELIA SORIANO ESQUIVEL,0,NA,"201,,,",CALLE,ALBERTO VEGA LEYVA,4,22,12,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,1,0,false,,NO,N,N,3,0,0,false,1,10,1,299,-102.23270737,21.86635349
220201438,30422,ROBO TRANSEUNTE,2,2022-02-18,1,5,7,COLONIA,ZONA CENTRO,1166,CALLE,VICTORIA,0,NA,"104,,,",CALLE,MORELOS,7,13,8,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,8500,false,1,1,1,300,-102.32078316,22.23023259
220200349,30421,ROBO TRANSEUNTE,2,2022-02-18,7,5,1,FRACCIONAMIENTO,PINTORES MEXICANOS,671,CALLE,JUAN SORIANO,0,NA,",,,",CALLE,MANUEL FELGUEREZ,3,6,28,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,EL GUERO,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,301,-102.26153419,21.92265697
220216540,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,FRANCISCO CARRERA TORRES,0,NA,"102,,,",CALLE,DOCTOR MARIANO AZUELA,2,17,48,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,2,302,-102.31014899,21.85315431
220217747,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,5,FRACCIONAMIENTO,PASO BLANCO (VIÑEDOS EVA),1043,CALLE,MALAGA,0,NA,",,,",AVENIDA,INDEPENDENCIA,7,22,30,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,14,0,5000,false,1,2,1,303,-102.29490422,21.96018497
220215113,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ALAMEDA",330,CALLE,LUIS CHAVEZ,0,NA,",,,",PROLONGACION,VALLE DE LOS ROMEROS,3,11,58,0,false,false,9,NA,NA,0,NA,0,1 MUJER CON MUCHOS ARETES EN UN OIDO,ND,0,N,,0,0,false,,NO,N,N,"3,28,29",1000,8000,false,1,1,1,304,-102.26378891,21.93470949
220215545,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,ALIANZA FERROCARRILERA,211,CALLE,A,0,NA,",,,",CALLE,BENJAMIN MENDEZ,3,13,55,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,20,0,0,false,1,1,1,305,-102.28324320,21.91026025
220215846,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,585,CALLE,PEGASO,0,NA,"109,,,",CALLE,ANDROMEDA,5,15,5,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,306,-102.26762353,21.87339141
220217009,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,CALLE,CULTURA NAZCA 210,0,NA,"37,,,",AVENIDA,CULTURA NAZCA,3,19,52,0,false,false,9,NA,NA,0,NA,0,4 HOMBRES,LOS NEGROS,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA,3,0,0,false,1,1,1,307,-102.23999934,21.90996157
220218022,30421,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,VILLA LAS PALMAS,346,CALLE,VILLLA DE ARRIAGA,0,NA,"110,,,",AVENIDA,PROCERES DE LA ENSE-ÑANZA,5,23,31,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,N,,0,0,false,,NO,N,N,38,0,0,false,1,1,1,308,-102.23378962,21.86038954
220218086,30421,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,EL MAGUEY,215,CALLE,AGAVE,0,NA,",,,",CALLE,PASCUAL CORNEJO,3,23,52,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,31,0,0,false,1,2,1,309,-102.26989985,21.90452001
220218098,30422,ROBO TRANSEUNTE,2,2022-02-21,8,1,1,FRACCIONAMIENTO,SANTA ANITA 4A SECCION,543,AVENIDA,GABRIELA MISTRAL,0,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,4,23,54,0,false,false,9,NA,NA,0,NA,0,1 PERSONA,ND,0,N,,0,0,false,,NO,N,N,"28,29,31,40",0,0,false,1,1,1,310,-102.27153294,21.90287651
220219020,30421,ROBO TRANSEUNTE,2,2022-02-22,8,2,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,MIGUEL APARICIO,NA,NA,",,,",CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,2,9,42,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES UNO DE ELLOS CON TATUAJES EN LA CARA,ND,0,N,,0,0,false,,NO,N,N,"3,6,12,15",0,0,false,1,2,1,311,-102.32717148,21.85379432
220219767,30421,ROBO TRANSEUNTE,2,2022-02-22,8,2,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,CALLE,JANITZIO,NA,NA,",,,",CALLE,VISTAS DE ORIENTE,4,13,49,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,"3,28",200,200,false,1,2,1,312,-102.23480054,21.88104134
220220849,30422,ROBO TRANSEUNTE,2,2022-02-22,8,2,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,BELISARIO DOMINGUEZ,NA,NA,"123,,,",CALLE,DOCTOR MARIANO AZUELA,2,17,57,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,313,-102.30715233,21.85230160
220227740,30422,ROBO TRANSEUNTE,2,2022-02-24,8,4,1,ZONA,ZONA CENTRO,501,CALLE,RIVERO Y GUTIERREZ,NA,NA,",,,",CALLE,LICENCIADO BENITO JUAREZ,1,7,44,0,false,false,9,NA,NA,0,NA,0,1 PERSONA,ND,0,N,,0,0,false,,NO,N,N,"29,40",0,0,false,1,2,1,314,-102.29636908,21.88331142
220233643,30422,ROBO TRANSEUNTE,2,2022-02-25,8,5,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,PROFESOR RICARDO GARCIA MENDOZA,NA,NA,"1408,,,",CALLE,CORONEL VALENTE ARTEAGA,2,16,9,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,2,315,-102.32496181,21.85615781
220240820,30422,ROBO TRANSEUNTE,2,2022-02-26,8,6,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,PROFESOR J GUADALUPE PERALTA,NA,NA,"332,,,",CALLE,ROSALIA MONROY,2,23,21,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,6,N,,0,0,false,,NO,N,N,"3,11",0,0,false,1,6,1,316,-102.32316431,21.84877623
220245180,30422,ROBO TRANSEUNTE,2,2022-02-27,8,7,3,COLONIA,ADOLFO LOPEZ MATEOS,806,AVENIDA,LAS AMERICAS,NA,NA,",,,",CALLE,GUATEMALA,7,20,11,0,false,false,9,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,28,20000,20000,false,1,1,1,317,-102.72218494,21.85124597
220224843,30422,ROBO TRANSEUNTE,2,2022-02-23,8,3,7,COLONIA,MIRADOR DEL GAVILAN,1178,CALLE,20 DE NOVIEMBRE,NA,NA,"121,,,",AVENIDA,ENRIQUE OLIVARES SANTANA,7,16,23,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,318,-102.33333374,22.25091202
220230141,30421,ROBO TRANSEUNTE,2,2022-02-24,8,4,1,COLONIA,GREMIAL,613,AVENIDA,MANUEL GOMEZ MORIN,NA,NA,",,,",AVENIDA,DE LA CONVENCION DE 1914 NORTE,6,19,37,0,false,true,1,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,"3,14,28",0,0,false,1,1,1,319,-102.28564770,21.90238711
220230353,30422,ROBO TRANSEUNTE,2,2022-02-24,8,4,1,FRACCIONAMIENTO,LA ESTRELLA,207,CALLE,ARIES,NA,NA,",,,",AVENIDA,CENTAURY,3,20,39,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA COLOR NEGRO,3,0,0,false,1,1,1,320,-102.28131552,21.90420560
220230439,30422,ROBO TRANSEUNTE,2,2022-02-24,8,4,1,FRACCIONAMIENTO,VILLA TERESA,283,CALLE,ADORATRICES,NA,NA,"128,,,",CALLE,APOSTOLICOS,3,21,4,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,321,-102.28428356,21.92207922
220230836,30421,ROBO TRANSEUNTE,2,2022-02-24,8,4,5,LOCALIDAD,MARAVILLAS,991,ND,ND,NA,NA,",,,",ND,ND,7,27,0,0,false,true,3,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,14,0,1200,false,1,1,1,322,-102.33071359,21.95197923
220231648,30422,ROBO TRANSEUNTE,2,2022-02-25,8,5,1,FRACCIONAMIENTO,BONA GENS,584,PROLONGACION,PASEO DE LA CRUZ,NA,NA,",,,",CALLE,18 DE SEPTIEMBRE DE 1967,5,18,45,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE 1 MUJER,ND,0,N,,0,0,false,,NO,N,N,"28,31,38",0,0,false,1,2,1,323,-102.26426606,21.87592436
220235345,30421,ROBO TRANSEUNTE,2,2022-02-25,8,5,7,RURAL,EL SALITRILLO,1184,CARRETERA,45 AGUASCALIENTES ZACATECAS,34,NA,",,,",ND,ND,7,21,39,0,false,true,1,NA,NA,0,NA,0,3 HOMBRES,ND,0,N,,0,0,false,,SI,N,N,3,0,0,false,1,2,1,324,-102.29546435,22.17873370
220235492,30421,ROBO TRANSEUNTE,2,2022-02-25,8,5,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,CASIMIRA ARTEAGA,NA,NA,"401,,,",CALLE,JOSE CALVILLO,2,22,11,0,false,true,3,NA,NA,0,NA,0,15 HOMBRES,N,0,N,,0,0,false,,NO,N,N,3,0,4000,false,1,1,1,325,-102.32064395,21.85005716
220236282,30421,ROBO TRANSEUNTE,2,2022-02-26,8,6,5,FRACCIONAMIENTO,PASEOS DE J. GOMEZ PORTUGAL,915,AVENIDA,PANAMERICANA,NA,NA,",,,",N,N,7,1,41,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,28,300,300,false,1,57,1,326,-102.28781640,22.00502581
220237920,30422,ROBO TRANSEUNTE,2,2022-02-26,8,6,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,ZAPOTLAN DEL REY,NA,NA,",,,",CALLE,CULHUACAN,7,12,44,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,327,-102.24875437,21.95344907
220238660,30421,ROBO TRANSEUNTE,2,2022-02-26,8,6,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,CALLE,MARIANO HIDALGO,NA,NA,",,,",AVENIDA,POLIDUCTO,5,15,41,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,5000,false,1,1,1,328,-102.25313412,21.84984943
220241542,30421,ROBO TRANSEUNTE,2,2022-02-27,8,7,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,CALLE,MARIANO HIDALGO,NA,NA,",,,",ND,ND,5,1,36,0,false,true,1,NA,NA,0,NA,0,5 HOMBRES,N,0,N,,0,0,false,,NO,N,N,"3,28",0,0,false,1,20,1,329,-102.24748600,21.84953775
