FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFECT,CAT_SOS,TRASL_HOSP,FALLECIDOS,DETENIDO,DET_SPM,LESIONADO,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,LON,CASIOPEA,OID,LONG,LAT
230498022,30403,AUTOPARTES,4,2023-04-20,16,4,20,31,23,1,FRACCIONAMIENTO,POZO BRAVO NORTE,225,CALLE,POZO FRIO,0,NA,",,,",CALLE,PAULINO N MARTI,3,false,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,"26,3",0,0,false,4,1,CAMIONETA,CHEVROLET,TRACKER,1,1,-102.27850000,0,1242,-102.27852451,21.92775029
230500517,30411,AUTOPARTES,4,2023-04-21,16,5,9,56,20,1,FRACCIONAMIENTO,BULEVAR,156,AVENIDA,DE LA CONVENCION DE 1914 SUR,0,NA,",,,",AVENIDA,JOSE MARIA CHAVEZ,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,NISSAN,SENTRA,1,1,-102.29410000,0,1243,-102.29418828,21.86656971
230502051,30411,AUTOPARTES,4,2023-04-21,16,5,16,25,22,5,COLONIA,CENTRO (MARGARITAS),961,AVENIDA,MARGARITAS,0,NA,"103,,,",CALLE,NORTE,7,true,false,9,1 HOMBRE,ND,ND,M,8,false,0,0,ND,0,N,N,38,0,0,false,1,2,TRAILER,ND,ND,1,6,-102.29220000,0,1244,-102.29221851,21.99754768
230503384,30403,AUTOPARTES,4,2023-04-21,16,5,20,33,23,1,FRACCIONAMIENTO,PINTORES MEXICANOS,671,CALLE,CHAVEZ MORADO,0,NA,",,,",CALLE,MANUEL FELGUEREZ,3,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,38,0,0,false,4,1,AUTOMOVIL,ND,ND,1,1,-102.26090000,0,1245,-102.26092324,21.92140752
230505716,30403,AUTOPARTES,4,2023-04-22,16,6,4,34,26,1,FRACCIONAMIENTO,MODELO,267,CALLE,NICOLAS RAMIREZ,0,NA,"301,,,",CALLE,ANGEL GARCIA,6,false,false,9,2 HOMBRES,ND,H,H,8,false,0,0,ND,0,AUTOMOVIL,"VOLKSWAGEN, JETTA, COLOR BLANCO",39,0,0,false,4,5,AUTOMOVIL,CHEVROLET,MATIZ,1,1,-102.30990000,0,1246,-102.30995558,21.87669066
230505824,30403,AUTOPARTES,4,2023-04-22,16,6,5,24,1,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,GENERAL MARTIN ESPINOZA SANCHEZ,0,NA,"228,,,",CALLE,ABRAHAM GONZALEZ,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,38,0,0,false,4,1,CAMIONETA,DODGE,CARAVAN,1,1,-102.31310000,0,1247,-102.31318891,21.85146979
230509796,30403,AUTOPARTES,4,2023-04-22,16,6,22,17,27,1,SECTOR DE PRODUCCION,EXPO-PLAZA,86,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,0,NA,",,,",CALLE,ARTURO J. PANI,1,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"2,11,12",0,16000,false,4,2,CAMIONETA,HONDA,ND,1,1,-102.30540000,0,1248,-102.30549864,21.87613794
230510425,30403,AUTOPARTES,4,2023-04-22,16,6,23,54,27,1,VIÑEDOS,SAN FELIPE,8,CALLE,SAN EMILION,0,NA,",,,",CARRETERA,AGUASCALIENTES CALVILLO,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,15,27",0,3000,false,4,1,CAMIONETA,KIA,ND,1,1,-102.36760000,0,1249,-102.36769624,21.88313117
230512368,30403,AUTOPARTES,4,2023-04-23,17,7,8,19,19,5,COLONIA,BENIGNO CHAVEZ,1051,CALLE,TEODORO OLIVARES,0,NA,"112,,,",CALLE,TOMAS LUNA,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,38",0,20000,false,4,2,AUTOMOVIL,MITSUBISHI,XPANDER,1,13,-102.34250000,0,1250,-102.34251857,21.95483892
230512534,30403,AUTOPARTES,4,2023-04-23,17,7,9,52,27,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,637,CALLE,CATAGO,0,NA,"104,A,,",AVENIDA,RANCHO SAN ANTONIO,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"11,31",0,0,false,4,1,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.26570000,0,1251,-102.26573185,21.80975310
230514634,30411,AUTOPARTES,4,2023-04-23,17,7,18,11,22,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,ESCUDO,0,NA,"516,,,",CALLE,LA LOMA,4,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,CHEVROLET,CAVALIER,1,1,-102.24790000,0,1252,-102.24797119,21.89625994
3411007,30411,AUTOPARTES,3,2023-03-13,15,4,11,40,27,3,COLONIA,LA ESPERANZA,814,AVENIDA,ENRIQUE OLIVARES SANTANA,0,NA,",,,",BOULEVARD,ROFOLDO LANDEROS GALLEGOS,7,false,false,9,1 HOMBRE,ND,H,A,8,false,0,0,ND,0,N,N,38,0,0,false,1,1,AUTOMOVIL,HONDA,CIVIC,1,1,-102.67970000,0,1253,-102.67979035,21.87836281
3411008,30411,AUTOPARTES,3,2023-03-14,15,5,0,13,27,3,COLONIA,CALVILLO CENTRO,799,CALLE,5 DE MAYO,0,NA,",,,",CALLE,IGNACIO ALLENDE,7,false,false,9,ND,ND,SD,SD,8,false,0,0,ND,0,N,N,46,0,0,false,2,2,MOTOCICLETA,ND,ND,1,0,-102.71850000,0,1254,-102.71859411,21.84586934
114110010,30411,AUTOPARTES,3,2023-03-14,15,5,8,38,27,11,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,1301,CALLE,VIVIENDA,0,NA,",,,",CALLE,SALUD,7,false,false,9,ND,ND,ND,ND,0,false,0,0,ND,0,N,N,38,0,0,false,1,1,ND,ND,ND,1,1,-102.26560000,0,1255,-102.26566801,22.06991465
34110011,30411,AUTOPARTES,3,2023-03-16,11,7,10,44,27,3,COLONIA,CALVILLO CENTRO,799,CALLE,GALEANA,0,NA,",,,",CALLE,CENTENARIO,7,false,false,9,ND,ND,SD,SD,8,false,0,0,1,0,N,N,27,0,0,false,1,5,CAMIONETA,TOYOTA,HILUX,1,28,-102.71850000,0,1256,-102.71853745,21.84739958
341100012,30411,AUTOPARTES,3,2023-03-19,12,3,7,35,27,3,COLONIA,DEL CARMEN,793,PRIVADA,DEL CARMEN,0,NA,",,,",CALLE,DEL CARMEN,7,false,false,9,ND,ND,ND,ND,8,false,0,0,ND,0,N,N,46,0,0,false,1,2,CAMIONETA,GMC,SAFARI,1,28,-102.71150000,0,1257,-102.71153463,21.84457498
11411013,30411,AUTOPARTES,3,2023-03-20,12,4,15,37,27,11,FRACCIONAMIENTO,PANAMERICANO,1309,CALLE,MEXICO,0,NA,",,,",CALLE,BRASIL,7,false,false,9,ND,ND,SD,SD,8,false,0,0,SD,0,N,N,"22,3",0,0,false,1,3,SD,SD,SD,1,1,-102.27190000,0,1258,-102.27195285,22.07683803
114110014,30411,AUTOPARTES,3,2023-04-01,13,1,3,43,27,11,NO APLICA,PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,1356,CALLE,MUNICIPIO DE TEPEZALA,0,NA,",,,",CIRCUITO,AGUASCALIENTES SUR,7,false,false,9,ND,ND,ND,ND,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,ND,ND,ND,1,1,-102.28520000,0,1259,-102.28527864,21.96459681
34110015,30411,AUTOPARTES,3,2023-03-28,13,2,7,38,27,3,COLONIA,LIBERAL,785,CALLE,SANTOS DEGOLLADO,0,NA,"309,,,",CALLE,JOSE MARIA CHAVEZ,7,false,false,9,ND,ND,ND,ND,8,false,0,0,ND,0,ND,ND,"22,6,24",0,0,false,1,3,AUTOMOVIL,ND,ND,1,28,-102.71630000,0,1260,-102.71637419,21.84150968
84110016,30411,AUTOPARTES,4,2023-04-19,16,3,10,0,27,8,COLONIA,6 DE ENERO,1212,CALLE,GREGORIO LANDIN AZUA,0,NA,",,,",CALLE,EMILIANO ZAPATA,7,false,false,9,ND,ND,ND,ND,8,false,0,0,ND,0,ND,ND,38,0,0,false,4,1,CAMIONETA,JEEP,PATRIOT,1,28,-102.41130000,0,1261,-102.41132340,22.14965959
74110017,30411,AUTOPARTES,4,2023-04-23,17,7,10,19,27,7,BARRIO,GUADALUPE,1167,CALLE,ALVARO OBREGON ORIENTE,0,NA,"603,,,",CALLE,FRAY BARTOLOME DE LAS CASAS,7,false,false,9,ND,ND,ND,ND,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,ND,ND,ND,1,1,-102.31510000,0,1262,-102.31514766,22.22967843
11411018,30411,AUTOPARTES,4,2023-04-03,13,1,18,0,27,11,RURAL,LA CASITA,1330,CARRETERA,AGUASCALIENTES,0,NA,",,,",CALLE,SIN DATOS,7,false,false,9,ND,ND,ND,ND,8,false,0,0,ND,0,ND,ND,46,0,0,false,1,2,MAQUINARIA,ND,ND,1,28,-102.26530000,0,1263,-102.26537853,21.97068514
230654440,30403,AUTOPARTES,5,2023-05-21,21,7,4,11,1,1,FRACCIONAMIENTO,LA LOMITA,270,CALLE,PALMIRA,0,NA,"30,,,",CALLE,PALMA DE ABANICO,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,11,27",0,0,false,4,3,CAMIONETA,CHEVROLET,TORNADO,1,6,-102.24040000,0,1264,-102.24043067,21.86052006
230662547,30411,AUTOPARTES,5,2023-05-22,21,1,21,53,24,1,CONDOMINIO,CENTRO COMERCIAL VILLASUNCION,92,AVENIDA,MAHATMA GANDHI,0,NA,",,,",AVENIDA,AGUASCALIENTES SUR,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,29,27,28",0,0,false,1,2,AUTOMOVIL,ND,ND,1,13,-102.29410000,0,1265,-102.29416084,21.85611748
230663963,30411,AUTOPARTES,5,2023-05-23,21,2,8,56,19,1,FRACCIONAMIENTO,ARROYO EL MOLINO,349,BOULEVARD,A ZACATECAS,0,NA,",,,",CALLE,ARROYO EL MOLINO,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,3,0,0,false,3,2,AUTOMOVIL,VOLKSWAGEN,ND,1,1,-102.29070000,0,1266,-102.29078883,21.93477603
230664572,30411,AUTOPARTES,5,2023-05-23,21,2,12,10,20,1,COLONIA,OJO DE AGUA,621,CALLE,CRUCITAS,0,NA,"126,,,",CALLE,DE LOS DIAZ,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,1600,false,1,2,AUTOMOVIL,CHEVROLET,MATIZ,1,13,-102.27940000,0,1267,-102.27949800,21.86611800
230667581,30411,AUTOPARTES,5,2023-05-24,21,3,0,58,26,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,CALLE,SIERRA DE NACOZARI,0,NA,"133,,,",AVENIDA,SIGLO XXI,3,true,false,9,2 HOMBRES,ND,H,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,CHEVROLET,CORSA,1,1,-102.25950000,0,1268,-102.25956386,21.91101353
230671771,30411,AUTOPARTES,5,2023-05-24,21,3,23,21,27,1,EJIDO,SALTO DE OJOCALIENTE,181,CALLE,COFEDERACION NACIONAL CAMPESINA,0,NA,"132,,,",CALLE,LAZARO CARDENAS,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,23,24",0,0,false,1,2,CAMIONETA,NISSAN,FRONTIER,1,13,-102.25270000,0,1269,-102.25270178,21.86867497
230671858,30411,AUTOPARTES,5,2023-05-24,21,3,23,43,24,11,NO APLICA,PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,1356,CIRCUITO,AGUASCALIENTES SUR,0,NA,",,,",BOULEVARD,A ZACATECAS,7,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,AUTOMOVIL,"CHEVROLET CHEVY, COLOR AZUL","22,23,3",0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,-102.28930000,0,1270,-102.28939435,21.96516331
230672276,30411,AUTOPARTES,5,2023-05-25,21,4,3,8,25,1,FRACCIONAMIENTO,LOMAS ALTAS,321,CALLE,NEREIDA,0,NA,",,,",CALLE,LISITEA,5,true,false,9,2 HOMBRES,ND,H,M,8,false,0,0,ND,0,N,N,"22,25",0,0,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,13,-102.25150000,0,1271,-102.25157561,21.83522005
230673870,30403,AUTOPARTES,5,2023-05-25,21,4,13,57,19,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,AVENIDA,MARIANO HIDALGO,0,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,38,0,2500,false,4,1,AUTOMOVIL,RENAULT,APRIO,1,1,-102.25410000,0,1272,-102.25416956,21.86802349
230674951,30411,AUTOPARTES,5,2023-05-25,21,4,18,25,26,1,COLONIA,INDUSTRIAL,240,CALLE,ALFREDO LEWIS,0,NA,",,,",CALLE,MELQUIADES MORENO,6,false,false,9,ND,ND,N,H,8,false,0,0,ND,0,N,N,"24,31,22",0,0,false,1,3,AUTOMOVIL,FORD,FOCUS,1,1,-102.29430000,0,1273,-102.29437933,21.89890769
230675155,30411,AUTOPARTES,5,2023-05-25,21,4,19,11,27,5,FRACCIONAMIENTO,PARQUE INDUSTRIAL CHICHIMECO,1111,CALLE,FUNDADORES,0,NA,",,,",AVENIDA,MAQUILADORES,7,false,false,9,1 HOMBRE,ND,H,M,8,false,0,0,0,0,N,N,22,0,0,true,1,2,AUTOMOVIL,ND,ND,1,13,-102.34020000,0,1274,-102.34026816,21.99210119
230675614,30411,AUTOPARTES,5,2023-05-25,21,4,20,59,23,1,FRACCIONAMIENTO,REAL DEL SOL,412,CALLE,LUNA CRECIENTE,0,NA,"209,B,,",CIRCUITO,ATMOSFERA,4,false,false,9,1 HOMBRE,VECINO,H,H,6,false,0,0,ND,0,N,N,22,0,0,false,1,2,CAMION,ND,ND,1,1,-102.24030000,0,1275,-102.24030079,21.89348444
230675950,30411,AUTOPARTES,5,2023-05-25,21,4,22,27,24,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,BOULEVARD,GUADALUPANO,0,NA,",,,",AVENIDA,SIGLO XXI,3,true,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,"31,2",0,20000,true,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,-102.25620000,0,1276,-102.25620943,21.90802134
231135008,30411,AUTOPARTES,8,2023-08-27,35,7,10,21,20,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,376,CALLE,PIE DE LA CUESTA,0,NA,",,,",AVENIDA,SAN FRANCISCO DE LOS VIVEROS,4,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,22,0,0,false,1,2,AUTOMOVIL,ND,ND,23,6,-102.29650000,0,1277,-102.29650119,21.87114143
230678461,30411,AUTOPARTES,5,2023-05-26,21,5,14,58,27,1,FRACCIONAMIENTO,LAS AMERICAS,262,AVENIDA,MAHATMA GANDHI,0,NA,",,,",CALLE,REPUBLICA DE PARAGUAY,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,22,0,2500,false,1,2,CAMIONETA,FORD,EXPEDITION,1,1,-102.29580000,0,1278,-102.29582358,21.86446996
230678552,30411,AUTOPARTES,5,2023-05-26,21,5,15,20,27,1,FRACCIONAMIENTO,LA HUERTA,617,CALLE,LA HACIENDA,0,NA,",,,",CALLE,LA PUNTA,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,22,0,2800,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,13,-102.27980000,0,1279,-102.27980286,21.87649176
230678974,30411,AUTOPARTES,5,2023-05-26,21,5,17,0,21,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,AVENIDA,MARIANO HIDALGO,0,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,2",0,0,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,13,-102.25410000,0,1280,-102.25412980,21.86803977
230679819,30403,AUTOPARTES,5,2023-05-26,21,5,20,3,23,1,FRACCIONAMIENTO,VILLAS TEC,998,AVENIDA,EUGENIO GARZA SADA,0,NA,",,,",AVENIDA,ARROYO DEL MOLINO,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"3,2",0,25000,false,4,1,AUTOMOVIL,NISSAN,TIIDA,1,2,-102.33640000,0,1281,-102.33642385,21.93371361
230687737,30403,AUTOPARTES,5,2023-05-28,22,7,9,17,5,1,FRACCIONAMIENTO,DEL VALLE 2A SECCION,150,CALLE,PASEO DEL RIO,0,NA,",,,",CALLE,PARIS,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,2,3,40,28",200,0,false,4,1,AUTOMOVIL,HONDA,CIVIC,1,1,-102.32370000,0,1282,-102.32372744,21.87693941
230687982,30411,AUTOPARTES,5,2023-05-28,22,7,10,39,5,1,COLONIA,COL SAN MARCOS,145,CALLE,TALAMANTES,0,NA,"1113,,,",CALLE,GUANAJUATO,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,23",0,12000,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.31460000,0,1283,-102.31461201,21.87959386
230689269,30403,AUTOPARTES,5,2023-05-28,22,7,16,14,22,5,FRACCIONAMIENTO,EL MEZQUITAL,902,CALLE,YAQUE,0,NA,"206,,,",CALLE,CARDENCHE,7,false,false,9,8 HOMBRES,ND,ND,H,8,false,0,0,ND,0,N,N,41,0,0,false,4,4,CAMIONETA,ND,ND,1,3,-102.35540000,0,1284,-102.35548602,21.96638450
230689720,30403,AUTOPARTES,5,2023-05-28,22,7,17,46,22,1,FRACCIONAMIENTO,VISTA ALEGRE,640,CALLE,LA CHARREADA,0,NA,"103,A,,",CALLE,EL ESTRIBO,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,31,0,0,false,4,1,AUTOMOVIL,HONDA,ACCORD,1,1,-102.28030000,0,1285,-102.28038194,21.79067583
230689720,30403,AUTOPARTES,5,2023-05-28,22,7,17,46,22,1,FRACCIONAMIENTO,VISTA ALEGRE,640,CALLE,LA CHARREADA,0,NA,"103,A,,",CALLE,EL ESTRIBO,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,31,0,0,false,4,1,CAMIONETA,HONDA,ND,1,1,-102.28020000,0,1286,-102.28027043,21.79068884
64110017,30411,AUTOPARTES,5,2023-05-11,19,4,2,35,27,6,COLONIA,VILLAS DE PABELLON,1124,AVENIDA,20 DE NOVIEMBRE,0,NA,",,,",CALLE,NIÑOS HEROES NORTE,7,false,false,9,ND,ND,A,A,8,false,0,0,N,0,N,N,23,0,5000,false,1,2,AUTOMOVIL,ND,ND,1,28,-102.27100000,0,1287,-102.27109587,22.14839549
114110017,30411,AUTOPARTES,5,2023-05-17,20,3,0,36,27,11,SECTOR DE PRODUCCION,PARQUE INDUSTRIAL SAN FRANCISCO (PISF),1327,AVENIDA,ESTADOS UNIDOS DE AMERICA,0,NA,"100,,,",AVENIDA,CANADA,7,false,false,9,ND,ND,A,A,8,false,0,0,N,0,N,N,3,0,0,false,1,1,AUTOMOVIL,ND,ND,1,28,-102.27840000,0,1288,-102.27845340,22.03669535
114110018,30411,AUTOPARTES,5,2023-05-17,20,3,6,59,27,11,LOCALIDAD,EX-VIÑEDOS GUADALUPE,1307,AVENIDA,FERROCARRIL,0,NA,",,,",CALLE,VIÑEDOS CARIÑAN,7,false,false,9,1 HOMBRE,EL MARA,H,A,8,false,0,0,8,0,N,N,"22,24,12",0,0,false,1,2,AUTOMOVIL,ND,ND,1,28,-102.27820000,0,1289,-102.27820309,21.95922688
230651838,30606,AUTOPARTES,6,2023-05-20,20,6,17,25,22,1,FRACCIONAMIENTO,MORELOS II,188,CALLE,SIXTO VERDUZCO,0,NA,"219,,,",CALLE,MEXICO LIBRE,5,true,false,9,1 HOMBRE,ND,ND,M,8,false,0,1,ND,0,N,N,38,0,0,true,1,4,AUTOMOVIL,ND,ND,1,4,-102.26470000,0,1290,-102.26477516,21.85227930
230798989,30101,AUTOPARTES,6,2023-06-19,25,1,8,50,27,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,ESCARAMUZA,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,39,0,0,false,4,5,AUTOMOVIL,NISSAN,TSURU,1,24,-102.25360000,0,1291,-102.25364222,21.90235012
230808159,30403,AUTOPARTES,6,2023-06-21,25,3,4,40,26,6,FRACCIONAMIENTO,FRANCISCO VILLA,1127,CALLE,NIÑOS HEROES NORTE,0,NA,",,,",CALLE,MIGUEL HIDALGO,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"11,22,46",0,0,false,4,3,CAMIONETA,ND,ND,1,1,-102.27140000,0,1292,-102.27147323,22.15044409
230808415,30403,AUTOPARTES,6,2023-06-21,25,3,7,55,10,1,FRACCIONAMIENTO,LAS AMERICAS,262,CALLE,REPUBLICA DE COSTA RICA,0,NA,",,,",CALLE,REPUBLICA DE URUGUAY,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,3,28",350,0,false,4,3,AUTOMOVIL,HYUNDAI,ATOS,1,1,-102.30120000,0,1293,-102.30127293,21.86866742
230808656,30904,AUTOPARTES,6,2023-06-21,25,3,9,32,20,1,COLONIA,INDUSTRIAL,240,AVENIDA,PETROLEOS MEXICANOS,0,NA,",,,",CALLE,CARLOS M LOPEZ,6,true,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,24,0,0,true,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.29290000,0,1294,-102.29293719,21.89810839
230810672,30307,AUTOPARTES,6,2023-06-21,25,3,17,59,1,1,FRACCIONAMIENTO,PROGRESO,209,CALLE,GENERAL LAZARO CARDENAS,0,NA,"205,,,",CALLE,JOSE MARIA GALLEGOS,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,NISSAN,ND,1,6,-102.26350000,0,1295,-102.26354442,21.90635121
230813317,30411,AUTOPARTES,6,2023-06-22,25,4,8,49,19,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,249,CALLE,GENERAL SANCHEZ TABOADA,0,NA,",,,",AVENIDA,LAS PALMAS,5,true,false,9,1 HOMBRE,"ROBERTO CARLOS CASTRO PRADO, 25 AÑOS",H,M,8,false,0,1,ND,0,N,N,46,0,0,false,2,2,CAMIONETA,JEEP,PATRIOT,1,4,-102.27250000,0,1296,-102.27259387,21.87234635
230813372,30411,AUTOPARTES,6,2023-06-22,25,4,9,13,4,6,FRACCIONAMIENTO,VERGEL DEL VALLE,1123,CALLE,JOSE ORTEGA FLORES,0,NA,"142,,,",CALLE,NARCISO PERALES AVILA MINA,7,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"6,38",0,4500,false,1,1,AUTOMOVIL,FIAT,ND,1,1,-102.28700000,0,1297,-102.28706592,22.14782223
230814226,30403,AUTOPARTES,6,2023-06-22,25,4,13,10,21,1,FRACCIONAMIENTO,DESARROLLO ESPECIAL PARQUE ECOLOGICO EL CEDAZO,586,AVENIDA,PASEO DE OJOCALIENTE,0,NA,",,,",CALLE,CERRO DEL PICACHO,5,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,"31,12,38",0,0,false,4,1,AUTOMOVIL,TOYOTA,YARIS,1,13,-102.25970000,0,1298,-102.25979154,21.86937587
230814607,30411,AUTOPARTES,6,2023-06-22,25,4,14,45,21,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,AVENIDA,SIGLO XXI,0,NA,",,,",BOULEVARD,GUADALUPANO,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,22,0,0,false,1,2,AUTOMOVIL,FORD,IKON,1,2,-102.25710000,0,1299,-102.25718079,21.90675802
230814909,30403,AUTOPARTES,6,2023-06-22,25,4,16,5,27,1,BARRIO,EL ENCINO,517,AVENIDA,PASEO DE LA CRUZ,0,NA,",,,",CALLE,SEMERIA,1,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,3,28",10000,0,false,4,1,AUTOMOVIL,NISSAN,SENTRA,1,2,-102.28990000,0,1300,-102.28995848,21.87268758
230815045,30403,AUTOPARTES,6,2023-06-22,25,4,16,50,22,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,CORONEL JOSE MARIA MARTINEZ VALADEZ,0,NA,129,CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,2,0,20000,false,4,1,AUTOMOVIL,NISSAN,TSURU,1,1,-102.32450000,0,1301,-102.32450970,21.85656017
230820454,30411,AUTOPARTES,6,2023-06-23,25,5,20,11,23,1,CONDOMINIO,CENTRO COMERCIAL GALERIAS,526,BOULEVARD,A ZACATECAS,0,NA,",,,",CALLE,MARIA DEL ROSARIO ALCALA,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"2,31,28",49000,0,false,1,1,AUTOMOVIL,HONDA,CIVIC,1,1,-102.29410000,0,1302,-102.29419563,21.92134760
230821324,30411,AUTOPARTES,6,2023-06-23,25,5,23,11,24,1,FRACCIONAMIENTO,MONTEBELLO DELLA STANZA,381,CALLE,10 DE OCTUBRE,0,NA,"218,A,,",CALLE,ZAPATISTA,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,-102.27250000,0,1303,-102.27255012,21.93735896
230823987,30411,AUTOPARTES,6,2023-06-24,25,6,15,13,27,1,FRACCIONAMIENTO,ANTIGUA ESTACION DE PEMEX,525,CALLE,18 DE MARZO,0,NA,",,,",CALLE,PROFESOR VICTOR MANUEL DIAZ,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,12,38,22",0,10000,false,1,3,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.29520000,0,1304,-102.29529460,21.90177144
230824585,30411,AUTOPARTES,6,2023-06-24,25,6,17,13,22,1,FRACCIONAMIENTO,DEL VALLE 1A SECCION,150,AVENIDA,AGUASCALIENTES PONIENTE,0,NA,",,,",CALLE,PARIS,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"26,27,6,29",0,0,false,4,1,AUTOMOVIL,ND,ND,1,2,-102.31850000,0,1305,-102.31851129,21.87611188
