FOLIO,NUM_REP,NUM_OP,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,TIPO_ARMA,ARMA_2,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CAR_MON,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,LESIONADO,VEH_SOSP,C_VIOL,MONTO,PROCESO,DETENIDO,FIL_SOSP,PR_FERIA,TRASL_HOSP,DESTAC_SEG,OID,INCIDENTE,LONG,LAT
157745,537,71,JUNIO,2017-06-28,MIERCOLES,22,2,AGUASCALIENTES,URBANA,SIN TIPO,AURRERA GUADALUPE (DESARROLLO SIN DELIMITACION OFICIAL NO 80),924,AVENIDA,CONVENCION DE 1914 PONIENTE,NULO,0,NULO,0,NULO,ARROYO DE LOS ARELLANOS,GUADALUPE,FELIPE ANGELES,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,VW JETTA POLARIZADO,NO,0,NULO,0,NULO,NULO,NULO,POCITOS,828,Robo a persona,-102.31211335,21.88567388
157842,538,38,JUNIO,2017-06-28,MIERCOLES,23,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,AVENIDA,CULTURA OTOMI,NUL,0,NULO,0,NULO,CULTURA OTOMI 408,CULTURA OTOMI 307,CULTURA MAYA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,CADENA,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,TERAN NORTE,829,Robo a persona,-102.24587956,21.90950300
158100,539,11,JUNIO,2017-06-29,JUEVES,9,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,1118,AVENIDA,FUNDICION,NULO,0,NULO,0,NULO,SAN JORGE,SAN RAFAEL,SANTO TOMAS,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,5000,NULO,0,NULO,NULO,NULO,POCITOS,830,Robo a persona,-102.31325830,21.89851815
158213,539,31,JUNIO,2017-06-29,JUEVES,14,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE AGUASCALIENTES (DELEGACION MORELOS),973,CALLE,SEGUNDA PRIVADA SAN MARCOS,NULO,102,A,0,NULO,JOSEFA ORTIZ DE DOMINGUEZ,JARDIN DE SAN MARCOS,PASEO DE LA ASUNCION NORTE,FUEGO,CONTUNDENTE,RETIRO,DINERO,20000,BANCOMER,AV AGS JARDINES DE LAS BUGAMBILIAS JAFRA,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SI,VEHICULO COLOR GRIS,SI,20000,NULO,0,DOS SUJETOS,NULO,STAR MEDICA POR SUS,MORLEOS,831,Robo a persona,-102.28610386,21.86419173
158555,540,26,JUNIO,2017-06-29,JUEVES,22,17,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,PLUTARCO ELIAS CALLES,95,CARRETERA,45 FEDERAL AGUASCALIENTES - ZACATECAS,NULO,0,NULO,0,NULO,ENRIQUE OLIVARES SANTANA,MARIA DE LUNA,VAZQUEZ DEL MERCADO,CORTANTE,NULO,NULO,DINERO,700,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,BICICLET2,TARJETAS DEL CREDITO,NO,NULO,SI,7200,NULO,0,TRES SUJETOS UNO SUDADERA ROJA PANTALON NEGRO OTRO SUDADERA Y PANTALON NEGRO,NULO,NULO,PA,832,Robo a persona,-102.29141924,22.14505607
158620,541,76,JUNIO,2017-06-29,JUEVES,23,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,AVENIDA,SALUD,NULO,0,NULO,0,NULO,JOSE MARIA RUIZ DE TEJADA,POLIDUCTO,DOMITILO ESTRELLA DEL ANGEL,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,4200,NULO,0,5 SUJETOS,NULO,NULO,TERAN SUR,833,Robo a persona,-102.24156415,21.86916151
158749,541,76,JUNIO,2017-06-30,VIERNES,3,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,AVENIDA,ANTARES,NULO,0,NULO,0,NULO,VIA LACTEA,PEGASO,SAGITARIO,NULO,NULO,NULO,DINERO,3000,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,CAMIONETA BLANCA,NO,5000,NULO,0,CAMISAY PANTALON NEGRO,NULO,NULO,MORLEOS,834,Robo a persona,-102.26715906,21.87137094
158754,541,56,JUNIO,2017-06-30,VIERNES,3,53,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,LAZARO CARDENAS (III),605,AVENIDA,MARIANO ESCOBEDO,NULO,0,NULO,0,NULO,MARIANO ESCOBEDO,FERROCARRIL,COMUNICACIONES Y TRANSPORTES,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,NO,NULO,SI,0,NULO,0,NULO,NULO,NULO,MORELOS,835,Robo a persona,-102.27718476,21.87352022
146901,503,34,JUNIO,2017-06-17,SABADO,14,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA BONITA,1037,CALLE,CONSTITUCION,NULO,202,NULO,0,NULO,1917,ARTICULO NUMERO 7,ARTICULO NUMERO 3,NULO,NULO,NULO,DINERO,500,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,TAXI BLANCO,NO,500,NULO,0,ROBUSTO PELO RECORTADO BARBA DESCUIDADA,NULO,NULO,INSURGENTES,836,Robo a persona,-102.34109476,21.85546923
157932,538,61,JUNIO,2017-06-29,JUEVES,2,3,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,ANDADOR,DE LAS NUBES,NULO,0,NULO,0,NULO,CANARIO,PASEO DE LA ASUNCION,SIGLO XXI,NULO,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,5 SUEJTOS,NULO,NULO,INSURGENTES,837,Robo a persona,-102.29954982,21.84352733
154028,525,56,JUNIO,2017-06-24,SABADO,21,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DEL SOL,566,CALLE,RADIACION,NULO,0,NULO,0,NULO,SISTEMA SOLAR,AURORA BOREAL,SISTEMA SOLAR,CORTANTE,CORTANTE,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,TIPO CHOLO DE CACHUCHA PLAYERA AZUL PLAYERA NEGRA,NULO,NULO,MORELOS,838,Robo a persona,-102.27434930,21.86192841
155619,529,76,JUNIO,2017-06-26,LUNES,5,14,PABELLON DE ARTEAGA,URBANA,COLONIA,ZONA CENTRO,94,AVENIDA,JOSE MARIA CHAVEZ,NULO,0,NULO,0,NULO,JOSE VASCONCELOS,PLUTARCO ELIAS CALLES,GUADALUPE DELGADO DE LIRA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,3900,NULO,0,NULO,NULO,NULO,PA,839,Robo a persona,-102.28029033,22.14785834
157544,537,75,JUNIO,2017-06-28,MIERCOLES,18,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VICENTE GUERRERO,1102,PRIVADA,SEGUNDA REVOLUCION,NULO,0,NULO,0,NULO,REVOLUCION,GENERAL JULIAN MEDINA,POCITOS,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,PLAYERA VERDE BERMUDA AZUL MARINO,NULO,NULO,INSURGENTES,840,Robo a persona,-102.31229383,21.84709927
158604,541,49,JUNIO,2017-06-29,JUEVES,23,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTA DEL SOL I,771,AVENIDA,MARIANO ESCOBEDO,NULO,0,NULO,0,NULO,AURORA BOREAL,SOLEADO,PUESTA PICACHO,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,SI,BICICLETA BCA Y ROJO,SI,0,NULO,0,SUDADERA GRIS OTRA OSCURA OTRA BLANCA,NULO,SI,MORELOS,841,Robo a persona,-102.27300513,21.86184542
142824,489,35,JUNIO,2017-06-12,SABADO,14,20,AGUASCALIENTES,RURAL,COMUNIDAD,CABECITA TRES MARIAS (RANCHO NUEVO),4,CALLE,BENITO JUAREZ,NULO,110,NULO,0,NULO,1A BENITO JUAREZ,SEGUNDA BENITO JUAREZ,NINGUNO,NULO,NULO,TIMO,DINERO,9000,NULO,DINERO BENDITO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,TSURU ROJO PLACAS MX,NO,9000,NULO,0,DOS FEMINAS,NULO,NO,INSURGENTES,842,Robo a persona,-102.41459818,21.77482068
159370,544,32,JULIO,2017-07-01,SABADO,0,24,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,PEDRO CORONEL,NULO,0,NULO,0,NULO,SIGLO XXI,JOSE LUIS CUEVAS,JOSE LUIS CUEVAS,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,1,NULO,NULO,NULO,TERAN NORTE,843,Robo a persona,-102.26224165,21.92121917
159536,544,32,JULIO,2017-07-01,SABADO,4,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MODELO,905,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,0,NULO,0,NULO,22 DE OCTUBRE,NIETO,NICOLAS RAMIREZ,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,DOS SILLAS,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,POCITOS,844,Robo a persona,-102.31172644,21.87440120
159639,545,76,JULIO,2017-07-01,SABADO,9,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,INGENIERO PASTOR ROUALX,NULO,0,NULO,0,NULO,CONVENCION,DOCTOR MARIANO AZUELA,LICENCIADO LUIS CABRERA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,SI,1,NULO,NULO,NULO,INSURGENTES,845,Robo a persona,-102.30540502,21.85097430
162579,554,38,JULIO,2017-07-04,MARTES,11,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,ALONSO DE ALARCON,NULO,0,NULO,0,NULO,ROGELIO GALINDO DE LA TORRE,JOSE DE JESUS GONZALEZ GARCIA,CRISTOBAL DE MONTORO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,TERAN NORTE,846,Robo a persona,-102.25849838,21.93022095
162970,555,80,JULIO,2017-07-04,MARTES,21,38,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,CALLE,ALDAMA,NULO,0,NULO,0,NULO,SAN LORENZO,CENTENARIO,FRANCISCO JAVIER MINA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,3500,NULO,0,NULO,NULO,NO,JM,847,Robo a persona,-102.34413223,21.96015719
164953,562,48,JULIO,2017-07-07,VIERNES,4,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ALAMEDA,476,CALLE,ARTES PLASTICAS,NULO,106,NULO,0,NULO,CANAL INTERCEPTOR,MURALISMO,MURALISMO 108,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,CONSUCTOR DE UBER,NULO,NO,TERAN SUR,848,Robo a persona,-102.27003447,21.89087502
167098,568,32,JULIO,2017-07-09,DOMINGO,3,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,AVENIDA,AGUASCALIENTES SUR,NULO,0,NULO,0,NULO,HEROE DE NBACOZARI SUR,SONORA,CASA BLANCA,NULO,CONTUNDENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,NULO,NULO,NULO,MORELOS,849,Robo a persona,-102.28257359,21.86022882
167130,568,37,JULIO,2017-07-09,DOMINGO,4,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ANITA 4A SECCION,465,AVENIDA,GABRIELA MISTRAL,NULO,655,NULO,0,NULO,VALLE HONDO PONIENTE,PARQUE VIA,K,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NO,TERAN SUR,850,Robo a persona,-102.27510745,21.90197095
159034,543,31,JUNIO,2017-06-30,VIERNES,15,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REAL DE HACIENDAS,492,CALLE,PIEDRAS NEGRAS,NULO,121,NULO,0,NULO,HACIENDA MIMIAHUAPAN,POLIDUCTO,HACIENDA BUENAVENTURA,CONTUNDENTE,NULO,NULO,DINERO,600,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTO TIPO PIZZERO NE,SI,600,NULO,0,NULO,NULO,NULO,TERAN SUR,851,Robo a persona,-102.24432954,21.89458176
159272,543,34,JUNIO,2017-06-30,VIERNES,22,33,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE LA LOMA,454,CALLE,LOMA DEL CARPINTERO,NULO,0,NULO,0,NULO,LOMA DEL JABALI,LOMA DEL CARDENAL,CULTURA OTOMI,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA DOCUMENTOS,NO,NULO,SI,0,NULO,0,4 SUJETOS 18 AÐOS APROX TATUAJE ARAÐA EN UNA RED,NULO,NULO,TERAN NORTE,852,Robo a persona,-102.24529139,21.91217878
159690,545,56,JULIO,2017-07-01,SABADO,10,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,AVENIDA,AGUASCALIENTES SUR,NULO,0,NULO,0,NULO,CHIAPAS,COAHUILA,CASA BLANCA,NULO,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,MORELOS,853,Robo a persona,-102.27883203,21.86025213
160221,547,22,JULIO,2017-07-01,SABADO,23,7,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BULEVAR,733,BOULEVARD,JOSE MARIA CHAVEZ,NULO,0,NULO,0,NULO,HERNAN GONZALEZ,JARDIN DEL ESTUDIANTE,LUIS ADOLFO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,CAMIONETA VERDE PLACAS 728AF MINUSVALIDOS,SI,0,NULO,0,NULO,NULO,NULO,MORELOS,854,Robo a persona,-102.29443847,21.86760713
160303,547,34,JULIO,2017-07-01,SABADO,23,59,AGUASCALIENTES,URBANA,CONDOMINIO,CONDOMINIOS BUGAMBILIAS,913,AVENIDA,INDEPENDENCIA,NULO,0,NULO,0,NULO,PETROLEOS MEXICANOS,NORBERTO GOMEZ HORNEDO,SAUCE,FUEGO,CONTUNDENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,1000,NULO,0,DOS SUJETOS UNO VISTE DE NEGRO Y EL OTRO CHAMARRA ROJA Y PANTALON MEZCLILLA,NULO,NULO,POCITOS,855,Robo a persona,-102.29515451,21.89207898
160363,547,11,JULIO,2017-07-02,DOMINGO,0,35,AGUASCALIENTES,URBANA,COLONIA,DEL CARMEN,911,CALLE,PLAN DE AYUTLA,NULO,318,NULO,0,NULO,BENJAMIN DE LA MORA,DEL CARMEN,SAN CARLOS,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,SI,NULO,SI,0,NULO,0,NULO,NULO,HOSPITAL HIDALGO,CENTRO,856,Robo a persona,-102.30079841,21.88841014
160667,547,67,JULIO,2017-07-02,DOMINGO,3,46,JESUS MARIA,URBANA,COLONIA,CHICAHUALES I,155,CALLE,FELICIANO MARTINEZ CRUZ,NULO,705,NULO,0,NULO,IGNACIO ZAMARRIPA,JOSE ACEVES,SANTIAGO APOSTOL,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,SI,NULO,SI,0,NULO,0,NULO,NULO,CENTRO  DE SALUD,JM,857,Robo a persona,-102.34910003,21.94791891
160718,547,81,JULIO,2017-07-02,DOMINGO,4,41,AGUASCALIENTES,URBANA,COLONIA,OBRAJE,987,AVENIDA,AYUNTAMIENTO,NULO,0,NULO,0,NULO,LANCEROS DE AGUASCALIENTES,DEFENSORES DE LA REPUBLICA,J ASUNCION TORRES,FUEGO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,PERTENENCIAS,NO,NULO,SI,0,NULO,0,CUATRO SUJETOS,NULO,NULO,INSURGENTES,858,Robo a persona,-102.30010196,21.87420454
160725,547,22,JULIO,2017-07-02,DOMINGO,4,46,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,CALLE,DIEGO RIVERA,NULO,3113,NULO,0,NULO,MARIA DOLES ESCOBEDO,RUFINO TAMAYO,JOSE MARIA VELASCO,NULO,NULO,NULO,DINERO,70,NULO,NULO,NULO,MONEDER,NULO,NULO,NULO,NULO,NULO,MOCHILA,NO,NULO,NO,70,NULO,0,NULO,NULO,NULO,TERAN SUR,859,Robo a persona,-102.26566164,21.89157846
160780,547,11,JULIO,2017-07-02,DOMINGO,6,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,BELISARIO DOMINGUEZ,NULO,0,NULO,0,NULO,ABRAHAM GONZALEZ,CONVENCION,HERMANOS FLORES MAGON,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,TENIS,NO,NULO,NO,1100,NULO,1,ALIAS EL SOLDADO,NULO,NULO,INSURGENTES,860,Robo a persona,-102.30744407,21.85065108
160784,547,67,JULIO,2017-07-02,DOMINGO,6,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES,769,AVENIDA,ROSOLFO LANDEROS GALLEGOS,NULO,0,NULO,0,NULO,DEL LAUREL PONIENTE,ALFA Y OMEGA,CERRADA EL LIMBO,PENETRANTE,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,CADENAS,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,DOS SUJETOS,NULO,NULO,TERAN SUR,861,Robo a persona,-102.24149581,21.90589966
161153,549,75,JULIO,2017-07-02,DOMINGO,18,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RESIDENCIAL HACIENDA SAN MARTIN,327-P,AVENIDA,PASEO DE SAN MARTIN,NULO,0,NULO,0,NULO,FERROCARRIL,PORTON SANTA FE,PORTO DE SAN JUAN,NULO,NULO,NULO,DINERO,5,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,SUDADERA GRIS,NULO,NULO,MORELOS,862,Robo a persona,-102.27597332,21.79577275
161754,551,80,JULIO,2017-07-03,LUNES,9,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,TROJES DEL COBANO,517,CALLE,TAMARINDO,NULO,209,NULO,0,NULO,COLORIN,MADROÐO,LAGO DE CHAPALA,NULO,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,CHAPARRO MORENO CAMISA CUADROS VERDE MILITAR,NULO,NULO,TERAN NORTE,863,Robo a persona,-102.27916384,21.90857216
161829,551,22,JULIO,2017-07-03,LUNES,11,34,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,CORONEL FELIX DE LA PAZ,NULO,205,A,0,NULO,GENERAL MIGUEL BARRAGAN,SARGENTO LIBERATO SANTACRUZ,NORBERTO GOMEZ HORNEDO,NULO,NULO,TIMO,DINERO,100000,BILLETE DE LOTERIA,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,100000,NULO,0,CHAMARRA Y PANTALON OSCURO Y SOM EL OTR CAMISA AZUL LENTES Y PORTA UN PORTAFOLIO,NULO,NULO,POCITOS,864,Robo a persona,-102.29177072,21.89527920
161976,552,26,JULIO,2017-07-03,LUNES,16,3,AGUASCALIENTES,URBANA,COLONIA,CURTIDORES,370,CALLE,RAFAEL VAZQUEZ,NULO,0,NULO,0,NULO,MIRAFLORES,RIO DUERO,RIO SAN PEDRO,GAS PIMIENTA,CORTANTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,SI,0,NULO,0,PANTALON DE MEZCLILLA CAMISA CAFE,NULO,NULO,POCITOS,865,Robo a persona,-102.32093971,21.88882334
162002,552,67,JULIO,2017-07-03,LUNES,16,52,AGUASCALIENTES,URBANA,BARRIO,LA SALUD,1122,AVENIDA,AYUNTAMIENTO,NULO,0,NULO,0,NULO,CONVENCION DE 1914 SUR,DELICIAS,ACUEDUCTO,PENETRANTE,CORTANTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,BICICLETA,5 CELULARES EN TOTAL,NO,NULO,SI,18000,NULO,0,PLAYERA AZUL CON EL NUMERO 16 GORRA BLANCA EL OTRO CAMISA NEGRA SHORT,NULO,NULO,MORELOS,866,Robo a persona,-102.28361163,21.86697914
162135,552,26,JULIO,2017-07-03,LUNES,19,57,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,CALLE,CARITINO MALDONADO,NULO,1007,NULO,0,NULO,OLIVOS,ANTONIO NAVA CASTILLO,DE LAS PALMAS,CORTANTE,NULO,NULO,DINERO,150,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,DOCUMENTOS,NO,NULO,SI,2000,NULO,0,PANTALON MEZCLILLA CAMISA ROJA,NULO,NULO,MORELOS,867,Robo a persona,-102.27520451,21.86951818
162277,553,56,JULIO,2017-07-03,LUNES,21,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,VIRGINIA OFELIA MARTINEZ G,NULO,202,NULO,2,NULO,ESTHELA ALDANA,ALMA TISCAREÐO,ESCARAMUZA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,SI,NULO,SI,0,NULO,0,NULO,NULO,NULO,TERAN SUR,868,Robo a persona,-102.25145936,21.90059512
162525,554,78,JULIO,2017-07-04,MARTES,10,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ELENA,1105,AVENIDA,LAS AMERICAS,NULO,1001,NULO,0,NULO,BUENOS AIRES,REPUBLICA DOMINICANA,REPUBLICA DE NICARAGUA,FUEGO,NULO,NULO,DINERO,200,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,TARJETAS DE CREDITO,SI,NULO,SI,200,NULO,0,PANTALON DE MEZCLILLA PLAYERA GRIS,NULO,SE NEGO,INSURGENTES,869,Robo a persona,-102.30282390,21.86818690
162672,554,78,JULIO,2017-07-04,MARTES,13,57,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,PROLONGACION,PASEO DE LA ASUNCION,NULO,0,NULO,0,NULO,DE LA AURORA,DEL RAYO,DE LA AURORA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,TENIS,SI,NULO,SI,0,NULO,0,NULO,NULO,SE NEGO,INSURGENTES,870,Robo a persona,-102.30141042,21.84357948
162680,554,48,JULIO,2017-07-04,MARTES,14,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BALCONES DE OJOCALIENTE,577,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,BALCONES DEL BESO,LEONARDO MURIALDO,BALCONES DE ORIENTE,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,4000,NULO,0,PANTALON MEZCLILLA NEGRO,NULO,NULO,MORELOS,871,Robo a persona,-102.24841539,21.86254108
163347,557,56,JULIO,2017-07-05,MIERCOLES,12,12,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA FUENTE,1061,AVENIDA,LAS AMERICAS,NULO,0,NULO,0,NULO,BOGOTA,VALPARAISO,REPUBLICA DE NICARAGUA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,JETTA AZUL Y MOTO,NO,0,NULO,0,NULO,NULO,NULO,INSURGENTES,872,Robo a persona,-102.30169033,21.87151187
163459,557,75,JULIO,2017-07-05,MIERCOLES,14,53,AGUASCALIENTES,URBANA,COLONIA,SAN MARCOS (DELEGACION CENTRO),736,AVENIDA,CONVENCION DE 1914 PONIENTE,NULO,0,NULO,0,NULO,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NICOLAS RAMIREZ,22 DE OCTUBRE,NULO,NULO,RETIRO,DINERO,40000,BANCOMER,CONVENCION Y LOPEZ MATEOS,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,JETTA BLANCO,NO,40000,NULO,0,MUJER CEJA TATUADA COLOR ROJO PELO RUBIO PLAYERA NEGRA PANTALON DE MEZCLILLA TAT,NULO,NULO,POCITOS,873,Robo a persona,-102.31178760,21.87444152
163561,558,48,JULIO,2017-07-05,MIERCOLES,17,54,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,AVENIDA,SANTA CECILIA,NULO,0,NULO,0,NULO,SAN FRANCISCO,SANTA IRENE,SAN FEDERICO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,CAMISA Y GORRA COLOR GRIS,NULO,NULO,TERAN NORTE,874,Robo a persona,-102.24932374,21.90914163
