FOLIO,MES,FECHA,DIA_SEM,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,DESTACAMEN,HORA,MINUTOS,H_DIAS_S,H_MR_0_6,H_M_6_12,H_T_12_19,H_N_19_24,H_MR_MA,H_MR_TAR,H_MR_NO,H_MAN_TAR,H_MAN_NOC,H_MAN_MR,H_TAR_MR,H_TAR_MA,H_TAR_NOC,H_NOC_MR,H_NOC_MA,H_NOC_TA,H_DIA_SOLA,H_MED_MA_A,H_MED_MA_B,H_MED_TA_A,H_MED_TA_B,H_MED_NO_A,H_MED_NO_B,H_MED_MR_A,H_MED_MR_B,SIN_DAT,EN_PROCESO,C_VIOLENC,TIPO_ARMA,DETENIDO,SOSPECHOSO,RECUPERADO,I_AZOTEA,I_DOMO,I_PAR_TRAS,I_PAR_DELA,I_VENTANA,I_BOQUETE,SIN_INF,DINERO,CANTIDAD,PANTALLA,COMPUTO,CELULAR,DVD_BLU,EST_TEA_BO,TECNOLOG,SE_TV_PAGA,ELECTRODOM,MOBILIARIO,ACABADOS,HERRAM,ROPA,JUGUETERIA,BICI_TRIC,JOYERIA,UTENS_COC,CAJAFUERTE,ACC_VEHIC,TANQUE_GAS,MAT_CONSTR,MASCOTAS,VEHICULO,OTROS,SIN_DATOS,MONTO_APRO,OID,FERIA,INCIDENTE,LONG,LAT
103184,ABRIL,2017-04-30,DOMINGO,AGUASCALIENTES,RURAL,RANCHO,SAN MIGUELITO,5PR,CARRETERA,77,0,101,NULO,0,NULO,SIN DATOS,SIN DATOS,SIN DATOS,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1124,SI,Robo a casa habitación,-102.22915738,21.77999111
103279,ABRIL,2017-04-30,DOMINGO,JESUS MARIA,URBANA,FRACCIONAMIENTO,SOLIDARIDAD,169,CALLE,MIGUEL BARRAGAN,0,106,NULO,0,NULO,FELIPE GAYTAN,SIN DATOS,NINGUNO,JESUS MARIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,NO,,0,0,0,1,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7000,1125,SI,Robo a casa habitación,-102.35169070,21.95371325
103327,ABRIL,2017-04-30,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ENCINO,506,CIRCUITO,DE SAN MIGUEL,0,151,NULO,0,NULO,DE SAN MIGUEL,DE SAN MIGUEL,DE SAN MIGUEL,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,NO,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,1126,SI,Robo a casa habitación,-102.26896773,21.92470227
103335,ABRIL,2017-04-30,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,MARIO MORA BARBA,0,111,NULO,0,NULO,DEL REY,ROTATIVAS,GRAVADORES,MORELOS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,NO,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,SI,Robo a casa habitación,-102.24724476,21.85094076
103536,ABRIL,2017-04-30,DOMINGO,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN JERONIMO,0,103,NULO,0,NULO,SAN DIEGO,SAN DONATO,CALZADA SANTA FE,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,SI,Robo a casa habitación,-102.27755111,22.02983856
103823,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL MIRADOR I,618,CALLE,LOMA AZUL,0,101,NULO,0,NULO,30 DE SEPTIEMBRE,JUANA DE ARCO,LOMA BLANCA,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,1,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21000,1129,SI,Robo a casa habitación,-102.25765986,21.85012511
103990,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,CALLE,CAMINO AL COBANO,0,404,NULO,0,NULO,C,A,PRIMERA C,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,SI,Robo a casa habitación,-102.28253586,21.90556512
104030,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,1118,CALLE,CARLOS SAGREDO,0,306,NULO,0,NULO,CARLOS SAGREDO,FUNDICION,SAN AGUSTIN,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,SI,Robo a casa habitación,-102.31082242,21.89821006
104057,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,AVENIDA,CULTURA OTOMI,0,1964,NULO,0,NULO,SAN ELIAS,SAN JUDAS,SAN RAFAEL,TERAN SUR,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,SI,Robo a casa habitación,-102.24449875,21.89834957
104098,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL CESAREO CASTRO,0,118,NULO,0,NULO,DOROTEO ARANGO,DOCTOR MARIANO AZUELA,DOCTOR FRANCISCO VAZQUEZ,INSURGENTES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1133,SI,Robo a casa habitación,-102.31260856,21.85511673
104143,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,CALLE,MUNICIPIO LIBRE,768,CALLE,ESFUERZO NACIONAL,0,0,SD,0,NULO,GOBERNANTES,MINEROS,PERAL,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,1,30000,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1134,SI,Robo a casa habitación,-102.26012684,21.89373803
104159,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,COLONIA,INDUSTRIAL,919,CALLE,DOCTOR CARLOS M LOPEZ,0,229,NULO,0,NULO,JOSE BOLADO,MELQUIADES MORENO,MANUEL AVILA CAMACHO,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,1,0,0,0,0,0,0,1,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,1135,SI,Robo a casa habitación,-102.29497490,21.89774397
104357,MAYO,2017-05-01,LUNES,JESUS MARIA,RURAL,COMUNIDAD,LOS ARQUITOS,173,CARRETERA,52,0,0,SD,0,NULO,NINGUNO,NINGUNO,NINGUNO,JESUS MARIA,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,1136,SI,Robo a casa habitación,-102.37657861,21.93221962
104470,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PASEOS DE LOS CACTUS,479R,CIRCUITO,YABIA,0,135,NULO,0,NULO,FRAILEA,SIN DATOS,SIN DATOS,TERAN SUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1137,SI,Robo a casa habitación,-102.23172364,21.87578421
104545,MAYO,2017-05-01,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOL NACIENTE,725R,CALLE,SALVADOR RAMIREZ MARTIN DEL CAMPO,0,7111,A,0,NULO,LECHUGUILLA,COBRE,SIN DATOS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8000,1138,SI,Robo a casa habitación,-102.22808527,21.87202079
104702,MAYO,2017-05-02,MARTES,AGUASCALIENTES,URBANA,COLONIA,LA FE,912,CALLE,GENERAL IGNACIO ZARAGOZA,0,815,NULO,0,NULO,FRESNILLO,ZACATECAS,MEXICO,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30000,1139,SI,Robo a casa habitación,-102.29466122,21.88975041
104824,MAYO,2017-05-02,MARTES,JESUS MARIA,URBANA,COLONIA,LOS ARROYITOS,230,CALLE,LUCIO DE LUNA,0,136,NULO,0,NULO,BENIGNO CHAVEZ,12 DE MAYO,HEROE DE NACOZARI,JESUS MARIA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,1140,SI,Robo a casa habitación,-102.33905366,21.96520174
104882,MAYO,2017-05-02,MARTES,AGUASCALIENTES,URBANA,BARRIO,LA SALUD,1122,CALLE,3 DE MAYO,0,164,B,0,NULO,JUAN HERNANDEZ DAVALOS,SAN ATANASIO,LA LUNA,MORELOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1141,SI,Robo a casa habitación,-102.28233658,21.87126118
104981,MAYO,2017-05-02,MARTES,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAN JUAN COSALA,0,331,NULO,0,NULO,CULHUACAN,COYOACAN,NAPIZARO,SAN FRANCISCO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1142,SI,Robo a casa habitación,-102.24912266,21.95463872
105144,MAYO,2017-05-02,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES,769,CERRADA,DE ALBARICOQUE,0,131,NULO,0,NULO,ALFA Y OMEGA,DEL LAUREL PONIENTE,MARCOS CARRILLO,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1143,SI,Robo a casa habitación,-102.24224033,21.90333900
105194,MAYO,2017-05-02,MARTES,AGUASCALIENTES,URBANA,COLONIA,FATIMA,1119,CALLE,VALLE DE GUADALUPE,0,114,NULO,0,NULO,LAGOS DE MORENO,SAN MIGUEL EL ALTO,SAN JULIAN,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,1,14800,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14800,1144,SI,Robo a casa habitación,-102.30536577,21.91077164
105265,MAYO,2017-05-02,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE GUADALUPE NAJERA JIMENEZ,0,131,NULO,0,NULO,PROCERES DE LA ENSEÑANZA,CATEDRATICOS,FELIPE COLLAZO GARCIA,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,1145,SI,Robo a casa habitación,-102.23880737,21.87235967
105399,MAYO,2017-05-02,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SAN NICOLAS,855,CALLE,TROJES DE BUENAVISTA,0,103,NULO,0,NULO,SILOS,NINGUNO,LA PEÑA,POCITOS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1146,SI,Robo a casa habitación,-102.29955390,21.92860957
105549,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MONTEBELLO DELLA STANZA,323P,CALLE,10 DE OCTUBRE,0,116,NULO,0,NULO,VILLISTA,ZAPATISTA,VILLISTA 315,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,1147,SI,Robo a casa habitación,-102.27323486,21.93725410
105701,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS BRISAS,677,CALLE,MAR MEDITERRANEO,0,120,NULO,0,NULO,MAR CASPIO,MIGUEL RUELAS,AGUASCALIENTES PONIENTE,POCITOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3000,1148,SI,Robo a casa habitación,-102.31647055,21.89514353
105706,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR SAN MARCOS,435,CALLE,JUAN LOPEZ ELIZALDE,0,114,NULO,0,NULO,PUEBLO DE SAN MARCOS,ERMITA DE SAN SEBASTIAN,FRANCISCO TENAMAZTLE,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,SI,Robo a casa habitación,-102.26473802,21.92648604
105733,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,AVENIDA,PROCERES DE LA ENSEÑANZA,0,126,NULO,0,NULO,URBANISMO,CALIXTO SERNA VALDIVIA,MARIA LUISA DE ALBA MEDRANO,TERAN SUR,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SI,SI,FUEGO,NO,NO,,0,0,0,0,0,0,1,1,30400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41400,1150,SI,Robo a casa habitación,-102.23790814,21.87466991
105750,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE LAS TORRES,531,AVENIDA,AGUASCALIENTES ORIENTE,0,205,NULO,0,NULO,PASEO DEL CEDAZO,PASEO DE LA HACIENDA,PASEO DE LA PRESA,MORELOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1151,SI,Robo a casa habitación,-102.25510188,21.87240100
105807,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE LA LOMA,454,CALLE,LOMA DEL PUMA,0,218,NULO,0,NULO,LOMA DEL VENADO,LOMA DEL CARDENAL,NINGUNO,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,1,3300,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,1152,SI,Robo a casa habitación,-102.24661760,21.91381827
105902,MAYO,2017-05-03,MIERCOLES,ASIENTOS,RURAL,COMUNIDAD,NORIA DEL BORREGO,105P,CALLE,LAS FLORES,0,0,SN,0,NULO,EL TEPOZAN,SIN DATOS,SAGRADO CORAZON,ASIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,1,800,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,1153,SI,Robo a casa habitación,-102.04294005,22.28764564
105909,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PILAR III,1044,CALLE,GENERAL ROQUE GONZALEZ GARZA,0,655,NULO,0,NULO,GENERAL JULIAN MEDINA,GENERAL ROQUE GONZALEZ,PASEO DE LA ASUNCION,INSURGENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6500,1154,SI,Robo a casa habitación,-102.30181829,21.84663593
106096,MAYO,2017-05-03,MIERCOLES,JESUS MARIA,URBANA,COLONIA,EJIDAL,196,CALLE,ALVARO OBREGON,0,302,NULO,0,NULO,15 DE SEPTIEMBRE,CRISTOBAL COLON,VICENTE GUERRERO,JESUS MARIA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,1155,SI,Robo a casa habitación,-102.35258318,21.97001395
106147,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,CARTAGENA,322P,CALLE,VIÑEDOS SAN MARCOS,0,1009,NULO,0,NULO,MEMO LARA,POLIN AGUILAR,J MANUEL MORONES,TERAN NORTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,SI,Robo a casa habitación,-102.27422275,21.95658930
106168,MAYO,2017-05-03,MIERCOLES,AGUASCALIENTES,RURAL,COMUNIDAD,NORIAS DE OJOCALIENTE CHE GUEVARA,73P,CALLE,MANZANA H,0,127,NULO,0,NULO,CALLE H,CALLE J,SIN DATOS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1157,SI,Robo a casa habitación,-102.20832582,21.88800613
106768,MAYO,2017-05-04,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS,1114,CALLE,REPUBLICA DE BRASIL,0,107,NULO,0,NULO,REPUBLICA DE BRASIL,REPUBLICA DE CHILE,BOGOTA,INSURGENTES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130000,1158,SI,Robo a casa habitación,-102.29915840,21.87058340
106777,MAYO,2017-05-04,JUEVES,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,ZAPOTLAN DEL REY,0,416,NULO,1,NULO,TEXCOCO,CULHUACAN,SAN ANTONIO TLAYAPAN,SAN FRANCISCO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7500,1159,SI,Robo a casa habitación,-102.24759039,21.95419743
106814,MAYO,2017-05-04,JUEVES,PABELLON DE ARTEAGA,URBANA,COLONIA,ZONA CENTRO,94,CALLE,VALENTIN GOMEZ FARIAS,0,46,NULO,0,NULO,ABRAHAM GONZALEZ,PINO SUAREZ,HEROICO COLEGIO MILITAR,PABELLON,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30000,1160,SI,Robo a casa habitación,-102.27619861,22.15051625
106819,MAYO,2017-05-04,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA DEL RIO,0,734,NULO,0,NULO,FEDERICO MENDEZ,ELIAS DE LARA,VILLA CONSTITUCION,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,SI,Robo a casa habitación,-102.24930259,21.92586444
106833,MAYO,2017-05-04,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,PRIVADA,CULTURA MAYA 304,0,25,NULO,0,NULO,CULTURA MAYA,NINGUNO,CULTURA MAYA 306,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,1162,SI,Robo a casa habitación,-102.24448501,21.91005746
106925,MAYO,2017-05-04,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA BONITA,451,CALLE,SANTA CECILIA,0,125,NULO,0,NULO,BLAS E ROMO,ARIAS MUJICA,MANUEL GARCIA MARTINEZ,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1163,SI,Robo a casa habitación,-102.25924173,21.90564750
106979,MAYO,2017-05-04,JUEVES,AGUASCALIENTES,URBANA,CONDOMINIO,VILLAS DE BONATERRA,1057,CALLE,LLANO ALTO,0,242,NULO,0,NULO,CAMPO VERDE,PEÑA GRANDE,CAMPO VERDE,MORELOS,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1164,SI,Robo a casa habitación,-102.28038271,21.82405345
107590,MAYO,2017-05-05,VIERNES,JESUS MARIA,URBANA,COLONIA,EL TORITO,199,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,0,217,NULO,0,NULO,SOR JUANA INES DE LA CRUZ,SOLIDARIDAD,20 DE NOVIEMBRE,JESUS MARIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1165,SI,Robo a casa habitación,-102.35473088,21.96791259
