FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,INCIDENTE,LONG,LAT
191113132,30411,10,2019-10-06,7,16,25,1,FRACCIONAMIENTO,LA FUNDICION,681,AVENIDA,FUNDICION,NA,",,,",AVENIDA,FUNDICION,AVENIDA,AGUASCALIENTES PONIENTE,AVENIDA,CANAL INTERCEPTOR,6,false,false,9,ND,ND,0,0,N,N,1,"26,12,6,38",0,150000,false,1,1,CAMIONETA,BMW,ND,1,1,1434,Robo de autopartes y cristalazo,-102.31598581,21.90232984
191113203,30411,10,2019-10-06,7,16,47,1,COLONIA,OBRAJE,987,CALLE,BOGOTA,NA,",,,",CALLE,GALEANA SUR,CALLE,LANCEROS DE AGUASCALIENTES,CALLE,VICENCIO,2,false,false,9,ND,ND,0,0,N,N,3,39,0,0,false,5,2,AUTOMOVIL,ND,ND,1,2,1435,Robo de autopartes y cristalazo,-102.29787022,21.87107786
191113572,30411,10,2019-10-06,7,19,12,1,SIN TIPO,DESARROLLO 80 (BODEGA AURRERA GUADALUPE),924,AVENIDA,GUADALUPE,NA,",,,",AVENIDA,CONVENCION DE 1914 PONIENTE,CALLE,FELIPE ANGELES,CALLE,ARROYO DE LOS ARELLANOS,6,false,false,9,ND,ND,0,0,N,N,4,"22,26,12",0,3000,false,1,3,CAMIONETA,CHEVROLET,SILVERADO,1,1,1436,Robo de autopartes y cristalazo,-102.31216936,21.88567256
191113832,30411,10,2019-10-06,7,20,43,1,COLONIA,GRAL JOSE MA MORELOS Y PAVON (CAÑADA HONDA),354,CALLE,DURAZNO,NA,",,,",CALLE,LA HUERTITA,CALLE,NINGUNO,CALLE,LIMA,5,false,false,9,ND,ND,0,0,N,N,4,39,0,0,false,5,2,AUTOMOVIL,NISSAN,TSURU,1,2,1437,Robo de autopartes y cristalazo,-102.20245285,21.99889924
191112255,30411,10,2019-10-06,7,10,45,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,LICENCIADO MIGUEL ROMO MEDINA,NA,"241,,,",CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,BOULEVARD,GUADALUPANO,CALLE,HECTOR DEL VILLAR,5,false,false,9,ND,ND,0,0,N,N,2,11,0,5000,false,1,1,CAMIONETA,FORD,RANGER,1,1,1438,Robo de autopartes y cristalazo,-102.24747124,21.91640595
191108247,30411,10,2019-10-05,6,12,29,1,FRACCIONAMIENTO,LAS CUMBRES,441,CALLE,DEL PICACHO,NA,",,,",CALLE,EL TILDIO,CALLE,LA PROVIDENCIA,CALLE,MARIA GUADALUPE RUIZ DE CHAVEZ PINALES,5,false,false,9,ND,ND,0,0,N,N,3,3,0,0,false,3,1,CAMION,ND,ND,1,1,1439,Robo de autopartes y cristalazo,-102.26062865,21.90957826
191107339,30411,10,2019-10-05,6,5,57,1,CONDOMINIO,CENTRO COMERCIAL GALERIAS,357,CALLE,NINGUNO,NA,",,,",CALLE,NINGUNO,BOULEVARD,A ZACATECAS,CALLE,NINGUNO,6,false,false,9,ND,ND,0,0,N,N,5,"38,28",1000,0,false,1,1,ND,ND,ND,1,1,1440,Robo de autopartes y cristalazo,-102.29401296,21.92040949
191107018,30411,10,2019-10-05,6,1,59,5,FRACCIONAMIENTO,LOMAS DE JESUS MARIA,164,CALLE,XOCHICALCO,NA,",,,",CALLE,TLATELOLCO,CALLE,TAMUIN,CALLE,UXMAL,7,false,false,9,ND,ND,0,0,N,N,5,39,0,0,false,1,4,ND,ND,ND,1,2,1441,Robo de autopartes y cristalazo,-102.34224937,21.95069938
191114732,30411,10,2019-10-07,1,4,17,1,COLONIA,ALTAVISTA,922,CALLE,CARLOS SAGREDO,NA,",,,",CALL E,FRANCISCO SARABIA,CALLE,CARLOS BARRON,CALLE,JESUS GOMEZ PORTUGAL,6,false,false,9,H,ND,0,0,N,N,5,24,0,0,false,1,2,CAMIONETA,GMC,SAFARI,1,1,1442,Robo de autopartes y cristalazo,-102.30614064,21.89332745
191118698,30403,10,2019-10-08,2,10,33,1,FRACCIONAMIENTO,DEL VALLE 1A SECCION,734,CALLE,VERSALLES,NA,",,,",AVENIDA,CONVENCION PONIENTE,CALLE,26 DE MARZO,CALLE,NAPOLES,6,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1443,Robo de autopartes y cristalazo,-102.31222227,21.87470908
191119226,30411,10,2019-10-08,2,12,52,11,SIN TIPO,VALLE DE AGUASCALIENTES,310P,CALLE,VILLA CORONA,NA,",,,1",CALLE,VILLA SAN FELIPE,CALLE,VILLA FLORES,CALLE,VILLA CORSO,7,false,false,9,ND,ND,0,0,N,N,2,3,0,0,true,1,1,CAMIONETA,ND,ND,1,1,1444,Robo de autopartes y cristalazo,-102.26386948,21.97301217
191119894,30411,10,2019-10-08,2,15,49,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,PICACHO ORIENTE,NA,",,,",NINGUNO,SIGLO XXI,CALLE,SIERRA TARAHUMARA,NINGUNO,NINGUNO,5,false,false,9,H,ND,0,0,N,N,3,24,0,0,false,1,2,CAMIONETA,FORD,WINSTAR,1,2,1445,Robo de autopartes y cristalazo,-102.25904523,21.90964488
191120210,30411,10,2019-10-08,2,17,22,1,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,AGUASCALIENTES ORIENTE,NA,",,,",CALLE,COTORINAS,CALLE,SAN FRANCISCO DE LOS ROMO,NINGUNO,NINGUNO,4,false,false,9,ND,ND,0,0,N,N,3,3,0,20000,false,1,2,CAMIONETA,CHRYSLER,TOWN COUNTRY,1,1,1446,Robo de autopartes y cristalazo,-102.25850261,21.88289879
191122104,30411,10,2019-10-09,3,6,37,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,LEOBARDO QUIROZ,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,CALLE,MANUEL FERNANDEZ SANCHEZ,AVENIDA,FEDERICO MENDEZ,5,false,false,9,ND,ND,0,0,N,N,5,24,0,0,false,1,2,AUTOMOVIL,NISSAN,JETTA,1,1,1447,Robo de autopartes y cristalazo,-102.26205769,21.93816971
191122461,30411,10,2019-10-09,3,9,40,1,FRACCIONAMIENTO,ALIANZA FERROCARRILERA,480,CALLE,H,NA,",,,",CALLE,ANTONIO OROZCO,CALLE,A,CALLE,BENJAMIN MENDEZ,5,false,false,9,ND,ND,0,0,N,N,2,22,0,0,false,1,2,AUTOMOVIL,ND,ND,1,2,1448,Robo de autopartes y cristalazo,-102.28244717,21.91000398
191123876,30411,10,2019-10-09,3,16,30,1,CONDOMINIO,OJOCALIENTE FOVISSSTE I,739,AVENIDA,ANTARES,NA,",,,",AVENIDA,PASEO DE LA CRUZ,ANDADOR,UNO ORIENTE,NINGUNO,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,1,"24,25",0,0,false,1,2,CAMIONETA,FORD,MERCURI,1,1,1449,Robo de autopartes y cristalazo,-102.25931944,21.87382293
191124261,30403,10,2019-10-09,3,18,34,1,COLONIA,MARTINEZ DOMINGUEZ,1099,CALLE,SARGENTO LUCIANO PONCE,NA,",,,",CALLE,DOCTOR JOSE MARIA COS,CALLE,CAPITAN DIEGO FERNANDEZ VILLA,CALLE,IGNACIO ADAME,2,false,false,9,H,ND,0,0,AUTOMOVIL,GOLF GTI EN COLOR GRIS PLACAS DE TEXAS,3,"26,28",3500,0,false,4,1,AUTOMOVIL,DODGE,ATTITUDE,1,1,1450,Robo de autopartes y cristalazo,-102.29756364,21.85539150
191125047,30403,10,2019-10-09,3,22,52,1,FRACCIONAMIENTO,CIRCUNVALACION PONIENTE (DELEGACION INSURGENTES),685,CALLE,MANZANO,NA,",,,",CALLE,CASTAÑO,CALLE,TORONJA,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,2,false,false,9,ND,ND,0,0,N,N,16,38,0,0,false,4,4,AUTOMOVIL,CHEVROLET,SEDAN,1,1,1451,Robo de autopartes y cristalazo,-102.31306598,21.87263943
191123980,30411,10,2019-10-09,3,17,4,1,FRACCIONAMIENTO,VILLAS DE OJOCALIENTE,532,AVENIDA,ANTARES,NA,",,,",CALLE,PASEOS DEL CERRITO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,12,22,0,600,false,1,2,AUTOMOVIL,ND,ND,1,1,1452,Robo de autopartes y cristalazo,-102.25893558,21.87414305
191124932,30403,10,2019-10-09,3,22,8,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL GIGANTE,NA,",,,",CALLE,EL YUGO,CALLE,LA UNION,CALLE,EL PICACHO,5,false,false,9,ND,ND,0,0,N,N,1,41,0,0,false,4,4,AUTOMOVIL,NISSAN,TSURU,1,1,1453,Robo de autopartes y cristalazo,-102.25905107,21.90903293
191125270,30403,10,2019-10-10,4,0,39,1,BARRIO,DE LA SALUD,360,AVENIDA,AYUNTAMIENTO,NA,",,,",AVENIDA,AYUNTAMIENTO,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,SANTANA,3,false,false,9,ND,ND,0,0,N,N,5,24,0,0,false,4,2,AUTOMOVIL,CHEVROLET,MALIBU,1,2,1454,Robo de autopartes y cristalazo,-102.28748563,21.87023286
191125482,30403,10,2019-10-10,4,3,41,1,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,LUIS HIDALGO MONROY,NA,"204,,,",CALLE,ENRIQUE C. REBSAMEN,CALLE,JESUS SOTELO INCLAN,CALLE,ARQUIMEDES CABALLERO,2,false,false,9,"H,M",ND,0,0,N,N,5,41,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,DERBY,1,1,1455,Robo de autopartes y cristalazo,-102.30264316,21.85708965
191125532,30411,10,2019-10-10,4,4,40,1,COLONIA,MACIAS ARELLANO,505,CALLE,E,NA,"124,,,",CALLE,A,CALLE,C,CERRADA,NINGUNA,5,false,false,9,H,ND,0,0,N,N,5,23,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,1456,Robo de autopartes y cristalazo,-102.28266917,21.90792547
191125571,30403,10,2019-10-10,4,5,21,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,HECTOR DEL VILLAR,NA,"108,,,",CALLE,DOCTOR ALFONSO RODRIGUEZ FRANCO,CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,NINGUNO,NINGUNO,5,false,false,9,ND,ND,0,0,N,N,5,22,0,0,false,4,2,AUTOMOVIL,ND,ND,1,1,1457,Robo de autopartes y cristalazo,-102.24991207,21.91771067
191125572,30411,10,2019-10-10,4,5,21,1,COLONIA,ALTAVISTA,922,CALLE,JESUS GOMEZ PORTUGAL,NA,"603,,,",CALLE,JESUS MARIA RODRIGUEZ,CALLE,SANTA IRENE,CALLE,CARLOS SAGREDO,6,false,false,9,ND,ND,0,0,N,N,5,41,0,0,false,1,4,CAMIONETA,ND,ND,1,1,1458,Robo de autopartes y cristalazo,-102.30394183,21.89215230
191127469,30411,10,2019-10-10,4,16,45,5,COLONIA,UNIDAD DEPORTIVA CIELO CLARO,222,AVENIDA,PASEO DE LOS CHICAHUALES,NA,",,,",CALLE,NINGUNO,CALLE,NINGUNO,CALLE,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,3,12,20000,35000,false,1,1,CAMIONETA,MERCURY,VILLAGER,1,1,1459,Robo de autopartes y cristalazo,-102.34202124,21.95845506
191127993,30411,10,2019-10-10,4,19,37,1,FRACCIONAMIENTO,BOULEVARES 2A SECCION,1103,CALLE,ENRIQUE C REBSAMEN,NA,1104,CALLE,INGENIERO 2A SECCION,CALLE,BELISARIO DOMINGUEZ,CALLE,CAPITAN DIEGO FERNANDEZ VILLA,2,false,false,9,ND,ND,0,0,N,N,3,3,0,8000,false,1,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1460,Robo de autopartes y cristalazo,-102.30613061,21.85652011
191129379,30411,10,2019-10-11,5,7,4,1,FRACCIONAMIENTO,MEXICO,1081,CALLE,CHIAPAS,NA,"119,,,",CALLE,CASA BLANCA,CALLE,AGUASCALIENTES SUR,CALLE,NUEVO LEON,3,false,false,9,ND,ND,0,0,N,N,1,38,0,7000,false,1,1,CAMIONETA,ND,ND,1,2,1461,Robo de autopartes y cristalazo,-102.27915301,21.86127688
191129794,30403,10,2019-10-11,5,10,20,1,FRACCIONAMIENTO,SAN MARCOS,746,CALLE,TIZIANO,NA,"219,,,",AVENIDA,AGUASCALIENTES PONIENTE,CALLE,MIGUEL ANGEL,CALLE,PROLONGACION AQUILES ELOURDUY,6,false,false,9,H,ND,0,0,N,N,2,41,0,0,false,4,4,CAMIONETA,JAC,ND,1,1,1462,Robo de autopartes y cristalazo,-102.31940685,21.88009251
191133620,30411,10,2019-10-12,6,11,33,1,BARRIO,DE GUADALUPE,910,CALLE,GENERAL GUADALUPE VICTORIA,NA,"436,,,",CALLE,LARREATEGUI,PRIVADA,VICTORIA,NINGUNA,NINGUNA,1,false,false,9,ND,ND,0,0,N,N,2,"26,28",15000,17000,false,1,1,AUTOMOVIL,DODGE,NEON,1,2,1463,Robo de autopartes y cristalazo,-102.29860971,21.88570757
191134451,30411,10,2019-10-12,6,15,11,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL JULIAN MEDINA,NA,",,,",PRIVADA,LUIS MOYA,AVENIDA,PASEO DE LA ASUNCION,CALLE,ABRAHAM GONZALEZ,2,false,false,9,ND,ND,0,0,N,N,2,"25,24,11",0,0,false,1,3,AUTOMOVIL,NISSAN,VERSA,1,1,1464,Robo de autopartes y cristalazo,-102.30161766,21.84698285
191135448,30411,10,2019-10-12,6,19,7,1,SIN TIPO,EL SALTO DE LOS SALADOS,29P,CARRETERA,HACIENDA AGOSTADERITO SALTO DE LOS SALADOS,NA,",,,",NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,3,"26,6,28",30000,8000,false,1,1,CAMIONETA,ND,ND,1,1,1465,Robo de autopartes y cristalazo,-102.36521435,21.76447501
191137572,30411,10,2019-10-13,7,8,34,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,CASIMIRA ARTEAGA,NA,"153,,,",CALLE,RICARDO GARCIA MENDOZA,CALLE,ROSALIA MONRROY,CALLE,CASIMIRA ARTEAGA,2,false,false,9,H,ND,0,0,N,N,2,41,0,0,false,1,4,AUTOMOVIL,NISSAN,TIIDA,1,1,1466,Robo de autopartes y cristalazo,-102.31897585,21.85415942
191137657,30403,10,2019-10-13,7,9,25,1,FRACCIONAMIENTO,PANORAMA,670,CALLE,MIRAFLORES,NA,"127,,,",CALLE,VISTA HERMOSA,CALLE,LINDAVISTA,CALLE,JARDINES ETERNOS,6,false,false,9,ND,ND,0,0,N,N,5,41,0,15000,false,4,4,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1467,Robo de autopartes y cristalazo,-102.31477400,21.88873807
191137657,30403,10,2019-10-13,7,9,25,1,FRACCIONAMIENTO,PANORAMA,670,CALLE,MIRAFLORES,NA,"127,,,",CALLE,VISTA HERMOSA,CALLE,LINDAVISTA,CALLE,JARDINES ETERNOS,6,false,false,9,ND,ND,0,0,N,N,1,27,0,0,false,4,1,AUTOMOVIL,HONDA,ACCORD,1,1,1468,Robo de autopartes y cristalazo,-102.31479704,21.88873883
191138675,30411,10,2019-10-13,7,15,6,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN COSME,NA,"200,,,",CALLE,SAN JOSE,CALLE,SAN IGNACIO,PRIVADA,NINGUNO,4,false,false,9,ND,ND,0,0,N,N,3,38,0,0,false,2,1,CAMIONETA,ND,ND,10,2,1469,Robo de autopartes y cristalazo,-102.24327492,21.90183777
191139206,30411,10,2019-10-13,7,17,52,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,HERMANOS FLORES MAGON,NA,"109,,,",CALLE,MARIANO AZUELA,CALLE,BELISARIO DOMINGUEZ,CALLE,SERAPIO RENDON,2,false,false,9,ND,ND,0,0,N,N,3,24,0,0,false,1,2,CAMIONETA,CHEVROLET,ND,1,1,1470,Robo de autopartes y cristalazo,-102.30660710,21.85246189
191139989,30411,10,2019-10-13,7,21,31,1,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1106,CALLE,REPUBLICA DE PERU,NA,"617,,,",CALLE,REPUBLICA DE NICARAGUA,CALLE,REPUBLICA DEL SALVADOR,CALLE,REPUBLICA MEXICANA,2,false,false,9,ND,ND,0,0,N,N,4,26,0,0,false,1,1,CAMIONETA,ND,ND,1,1,1471,Robo de autopartes y cristalazo,-102.30483207,21.86498722
191140167,30403,10,2019-10-13,7,23,4,1,FRACCIONAMIENTO,LA FUENTE,1061,CALLE,BOGOTA,NA,"505,,,",CALLE,REPUBLICA DE NICARAGUA,CALLE,REPUBLICA DEL SALVADOR,CALLE,VALPARAISO,2,false,false,9,ND,ND,0,0,N,N,27,24,0,2000,false,4,2,AUTOMOVIL,VOLKSWAGEN,BEETLE,1,1,1472,Robo de autopartes y cristalazo,-102.30352005,21.87176022
191140507,30411,10,2019-10-14,1,0,34,1,FRACCIONAMIENTO,SANTA ANITA (DELEGACION JESUS TERAN),482,AVENIDA,PARQUE VIA,NA,"113,,,",CALLE,ANTONIO MACHADO,AVENIDA,NAZARIO ORTIZ GARZA,AVENIDA,PARQUE VIA,4,false,false,9,ND,ND,0,0,N,N,4,"24,22,12",0,0,false,1,3,AUTOMOVIL,CHEVROLET,MATIZ,1,1,1473,Robo de autopartes y cristalazo,-102.27534924,21.89914282
191145822,30411,10,2019-10-15,2,14,13,1,SIN TIPO,EL CERRITO,396,AVENIDA,PASEO DE LA CRUZ,NA,",,,",NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,2,24,0,0,false,1,2,AUTOMOVIL,NISSAN,SENTRA,1,1,1474,Robo de autopartes y cristalazo,-102.26077095,21.87495707
191145118,30411,10,2019-10-15,2,11,2,1,FRACCIONAMIENTO,MORELOS,616,CALLE,DZILAM,NA,",,,",CALLE,BONAMPAK,ANDADOR,AGUASCALIENTES,CALLE,CHICHEN ITZA,3,false,false,9,ND,ND,0,0,N,N,2,3,0,0,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,2,1475,Robo de autopartes y cristalazo,-102.25362960,21.86479509
191144589,30403,10,2019-10-15,2,7,8,1,FRACCIONAMIENTO,LINDAVISTA,407,CALLE,MIGUEL CALDERA,NA,",,,",CALLE,JARDIN DEL ESTUDIANTE,AVENIDA,CONVENCION DE 1914 SUR,CALLE,DIEGO DE IBARRA,3,false,false,9,NE,ND,0,0,N,N,2,"26,27,28",0,0,false,4,1,AUTOMOVIL,VOLKSWAGEN,DERBY,1,1,1476,Robo de autopartes y cristalazo,-102.29104043,21.86601039
191145858,30411,10,2019-10-15,2,14,21,7,COLONIA,SANTA CRUZ,69,CALLE,PINO,NA,"109,,,",CALLE,OLMO,CALLE,NINGUNA,CALLE,ALAMO,7,false,false,9,ND,ND,0,0,N,N,2,"26,27",0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,1477,Robo de autopartes y cristalazo,-102.33062351,22.23431757
191144617,30411,10,2019-10-15,2,7,34,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,SALVDOR DURAN CASTAÑEDA,NA,"453,,,",AVENIDA,GERONIMO DE LA CUEVA,CALLE,FRANCISCO ARMENGOL,NINGUNO,NINGUNO,5,false,false,9,ND,ND,0,0,N,N,16,24,0,1200,false,1,2,AUTOMOVIL,VOLKSWAGEN,ATLANTIC,1,1,1478,Robo de autopartes y cristalazo,-102.25838325,21.93527733
191140520,30403,10,2019-10-14,1,0,39,5,COLONIA,EL TORITO,199,CALLE,15 DE SEPTIEMBRE,NA,"123,B,,",CALLE,SOR JUANA INES DE LA CRUZ,AVENIDA,SOLIDARIDAD,CALLE,CRISTOBAL COLON,7,false,false,9,H,ND,1,0,N,N,5,22,0,0,true,4,2,CAMIONETA,CHEVROLET,BLAZER,1,4,1479,Robo de autopartes y cristalazo,-102.35442285,21.96963003
191151682,30411,10,2019-10-16,3,23,26,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,CALLE,PISCIS,NA,"106,,,",CALLE,ACUARIO,AVENIDA,PASEO DE OJOCALIENTE,CALLE,CANCER,3,false,false,9,H,ND,0,0,N,N,4,25,0,0,false,2,2,AUTOMOVIL,NISSAN,VERSA,1,2,1480,Robo de autopartes y cristalazo,-102.26520197,21.86943019
191148001,30403,10,2019-10-16,3,1,25,1,UNIDAD HABITACIONAL,IV CENTENARIO,1065,CALLE,DELICIAS,NA,"504,,,",RETORNO,IGNACIO GALLEGOS,AVENIDA,CONVENCION DE 1914 SUR,RETORNO,SILVESTRE DORADOR,3,false,false,9,ND,ND,0,0,N,N,2,41,0,0,false,4,4,AUTOMOVIL,HONDA,CIVIC,1,1,1481,Robo de autopartes y cristalazo,-102.27935776,21.86834865
191149976,30411,10,2019-10-16,3,16,5,5,COMUNIDAD,MARAVILLAS,183P,CALLE,LAZARO CARDENAS,NA,"107,,,",CALLE,ROMO,AVENIDA,GUADALUPE,NINGUNO,NINGUNO,7,false,false,9,H,ND,0,0,N,N,3,24,0,0,false,1,2,CAMIONETA,FORD,ND,1,1,1482,Robo de autopartes y cristalazo,-102.33186444,21.95357531
191150859,30411,10,2019-10-16,3,20,8,1,SIN TIPO,INSTITUTO TECNOLOGICO DE AGUASCALIENTES,711,AVENIDA,ANTARES,NA,",,,",AVENIDA,PASEO DE LA CRUZ,AVENIDA,TECNOLOGICO,NINGUNO,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,14,"23,25,38",0,2000,false,1,3,AUTOMOVIL,NISSAN,TSURU,1,1,1483,Robo de autopartes y cristalazo,-102.25907708,21.87419943
191151881,30403,10,2019-10-17,4,2,0,1,FRACCIONAMIENTO,OJO DE AGUA,1080,ANDADOR,PLAZA ROBERTO DIAZ RODRIGUEZ,NA,",,,",CALLE,CHIAPAS,CALLE,NUEVO LEON,CALLE,JESUS YUREM,3,false,false,9,ND,ND,0,0,N,N,5,41,0,0,false,4,4,CAMIONETA,ND,ND,1,6,1484,Robo de autopartes y cristalazo,-102.27932909,21.86325608
191152044,30411,10,2019-10-17,4,5,36,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,30 DE SEPTIEMBRE,NA,",,,",CALLE,30 DE JULIO,CALLE,MARIANO JIMENEZ,NINGUNO,NINGUNO,3,true,false,9,H,ND,0,0,BICICLETA,ND,5,25,0,0,false,2,2,CAMIONETA,NISSAN,GUAYIN,1,2,1485,Robo de autopartes y cristalazo,-102.26670813,21.85015418
191152494,30403,10,2019-10-17,4,0,10,1,FRACCIONAMIENTO,RESIDENCIAL LOS PIRULES,1073,CALLE,PIRULERO,NA,"228,,,",CALLE,MAGNOLIA,NINGUNO,NINGUNO,CALLE,PAPIRO,2,false,false,9,ND,ND,0,0,N,N,2,"26,12,24",0,2000,false,4,3,AUTOMOVIL,DODGE,NEON,1,1,1486,Robo de autopartes y cristalazo,-102.31991913,21.87063202
191152752,30411,10,2019-10-17,4,11,46,5,COLONIA,MARTINEZ ANDRADE,176,CALLE,SAUCEDO,NA,"112,,,",PRIVADA,PRIMERA SAUCEDO,CALLE,ALDAMA,NINGUNO,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,2,"26,6,28",20000,0,false,1,1,AUTOMOVIL,DODGE,110,1,1,1487,Robo de autopartes y cristalazo,-102.34383440,21.95821078
191155592,30403,10,2019-10-18,5,2,43,1,FRACCIONAMIENTO,BONA GENS,527,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NA,",,,",CALLE,IZTACCIHUATL,CALLE,TANYVETH,CALLE,TAYDE,3,false,false,9,H,ND,0,0,N,N,3,41,0,0,false,4,4,CAMIONETA,RENAULT,DUSTER,1,1,1488,Robo de autopartes y cristalazo,-102.26845948,21.87778467
191155840,30403,10,2019-10-18,5,7,33,1,FRACCIONAMIENTO,BULEVAR,733,CALLE,PAUL HARRIS,NA,"315,,,",AVENIDA,JOSE MARIA CHAVEZ,CALLE,LUIS ADOLFO,CALLE,JOSE ARMANDO,3,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,CHEVROLET,CHEVY,1,6,1489,Robo de autopartes y cristalazo,-102.29470011,21.86940262
191158358,30411,10,2019-10-18,5,20,35,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL PICACHO,NA,",,,",CALLE,ARBOLITOS,CALLE,SALTO DE OJOCALIENTE,CALLE,EL GIGANTE,5,false,false,9,H,EL MENCHUS,0,0,N,N,4,"26,6",0,25000,false,1,1,AUTOMOVIL,NISSAN,TSURU,1,1,1490,Robo de autopartes y cristalazo,-102.26335357,21.90949045
191158859,30403,10,2019-10-18,5,22,30,1,COLONIA,SAN MARCOS (DELEGACION POCITOS),650,CALLE,26 DE MARZO,NA,"616,,,",CALLE,TALAMANTES,CALLE,PUEBLITO,CALLE,VERACRUZ,6,false,false,9,ND,ND,0,0,N,N,4,38,0,3000,false,4,1,CAMIONETA,ND,ND,1,2,1491,Robo de autopartes y cristalazo,-102.31328027,21.87945477
191159041,30411,10,2019-10-18,5,23,36,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS 2201,NA,"2201,36,",AVENIDA,SAN FRANCISCOS DE LOS VIVEROS,CALOLE,SAN FRANCISCOS DE LOS VIVEROS 2203,CALLE,NINGUNO,4,false,false,9,ND,ND,0,0,N,N,4,26,0,300,false,1,1,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,1492,Robo de autopartes y cristalazo,-102.23444590,21.88407381
191159677,30411,10,2019-10-19,6,5,30,1,COLONIA,MARTINEZ DOMINGUEZ,1099,CALLE,GERTRUDIS BOCANEGRA,NA,"217,A,",CALLE,MARIANO ABAD MIRAMONTES,CALLE,MARISCAL RAFAEL OROPEZA,CALLE,MARGARITA MAZA DE JUAREZ,2,false,false,9,ND,ND,0,0,N,N,5,"6,38",0,15000,false,1,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,1493,Robo de autopartes y cristalazo,-102.29942868,21.85439151
191159726,30403,10,2019-10-19,6,6,18,1,SIN TIPO,DESARROLLO 56 (COLEGIO VALLADOLID),444,CALLE,SALVADOR NOVO,NA,",,,",AVENIDA,SIGLO XXI,PRIVADA,ANGEL ZARRAGA,NINGUNO,NINGUNO,5,false,false,9,ND,ND,0,0,N,N,2,39,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,1494,Robo de autopartes y cristalazo,-102.26168102,21.91553403
